"delta.rank" "pval" "level" "nseqs" "term" "name" "p.adj"
0 1 5 7 "GO:0004176" "ATP-dependent peptidase activity" 1
0 1 2 11 "GO:0004177" "aminopeptidase activity" 1
0 1 2 9 "GO:0004185" "serine-type carboxypeptidase activity" 1
0 1 2 50 "GO:0004190;GO:0070001" "aspartic-type endopeptidase activity" 1
0 1 5 37 "GO:0004197" "cysteine-type endopeptidase activity" 1
0 1 2 7 "GO:0004198" "calcium-dependent cysteine-type endopeptidase activity" 1
0 1 5 122 "GO:0004222" "metalloendopeptidase activity" 1
0 1 3 150 "GO:0004252;GO:0008236;GO:0017171" "serine-type peptidase activity" 1
0 1 5 20 "GO:0004298;GO:0070003" "threonine-type endopeptidase activity" 1
0 1 3 5 "GO:0004308;GO:0016997" "alpha-sialidase activity" 1
0 1 5 6 "GO:0004326" "tetrahydrofolylpolyglutamate synthase activity" 1
0 1 3 7 "GO:0004348" "glucosylceramidase activity" 1
0 1 5 7 "GO:0004356;GO:0016211;GO:0016880" "glutamate-ammonia ligase activity" 1
0 1 5 5 "GO:0004371" "glycerone kinase activity" 1
0 1 3 14 "GO:0004383;GO:0009975" "cyclase activity" 1
0 1 8 146 "GO:0004386" "helicase activity" 1
0 1 3 6 "GO:0004402;GO:0061733;GO:0034212" "peptide N-acetyltransferase activity" 1
0 1 3 8 "GO:0004435;GO:0004629" "phosphatidylinositol phospholipase C activity" 1
0 1 2 49 "GO:0004497" "monooxygenase activity" 1
0 1 2 17 "GO:0004499" "N,N-dimethylaniline monooxygenase activity" 1
0 1 3 108 "GO:0004518" "nuclease activity" 1
0 1 4 51 "GO:0004519" "endonuclease activity" 1
0 1 2 20 "GO:0004521" "endoribonuclease activity" 1
0 1 2 6 "GO:0004523" "RNA-DNA hybrid ribonuclease activity" 1
0 1 4 37 "GO:0004527" "exonuclease activity" 1
0 1 2 21 "GO:0004536" "deoxyribonuclease activity" 1
0 1 2 28 "GO:0004540" "ribonuclease activity" 1
0 1 4 5 "GO:0004549" "tRNA-specific ribonuclease activity" 1
0 1 2 6 "GO:0004550" "nucleoside diphosphate kinase activity" 1
0 1 2 132 "GO:0004553;GO:0016798" "hydrolase activity, acting on glycosyl bonds" 1
0 1 2 20 "GO:0004559;GO:0015923" "mannosidase activity" 1
0 1 3 10 "GO:0004571;GO:0015924" "mannosyl-oligosaccharide 1,2-alpha-mannosidase activity" 1
0 1 3 7 "GO:0004576" "oligosaccharyl transferase activity" 1
0 1 3 15 "GO:0004601" "peroxidase activity" 1
0 1 2 29 "GO:0004620;GO:0016298" "lipase activity" 1
0 1 2 12 "GO:0004623" "phospholipase A2 activity" 1
0 1 3 5 "GO:0004645" "1,4-alpha-oligoglucan phosphorylase activity" 1
0 1 2 7 "GO:0004659" "prenyltransferase activity" 1
0 1 3 504 "GO:0004672;GO:0016301;GO:0016773" "kinase activity" 1
0 1 2 209 "GO:0004674" "protein serine/threonine kinase activity" 1
0 1 3 5 "GO:0004707" "MAP kinase activity" 1
0 1 2 57 "GO:0004713" "protein tyrosine kinase activity" 1
0 1 2 13 "GO:0004714;GO:0019199" "transmembrane receptor protein kinase activity" 1
0 1 5 7 "GO:0004722" "protein serine/threonine phosphatase activity" 1
0 1 5 97 "GO:0004725;GO:0004721" "phosphoprotein phosphatase activity" 1
0 1 3 6 "GO:0004792" "thiosulfate sulfurtransferase activity" 1
0 1 3 58 "GO:0004812;GO:0016875" "ligase activity, forming carbon-oxygen bonds" 1
0 1 2 6 "GO:0004813" "alanine-tRNA ligase activity" 1
0 1 2 5 "GO:0004814" "arginine-tRNA ligase activity" 1
0 1 2 5 "GO:0004826" "phenylalanine-tRNA ligase activity" 1
0 1 2 102 "GO:0004842;GO:0019787" "ubiquitin-like protein transferase activity" 1
0 1 4 5 "GO:0004843;GO:0101005" "thiol-dependent ubiquitin-specific protease activity" 1
0 1 5 62 "GO:0004866;GO:0030414;GO:0061135;GO:0004857;GO:0061134" "enzyme inhibitor activity" 1
0 1 6 19 "GO:0004867" "serine-type endopeptidase inhibitor activity" 1
0 1 -1 52 "GO:0004871" "obsolete signal transducer activity" 1
0 1 4 476 "GO:0004930;GO:0004888;GO:0038023;GO:0060089" "molecular transducer activity" 1
0 1 5 20 "GO:0004965;GO:0016917" "GABA receptor activity" 1
0 1 4 11 "GO:0004970;GO:0008066;GO:0022824;GO:0022835;GO:0030594;GO:0005234;GO:0005231" "neurotransmitter receptor activity" 1
0 1 2 267 "GO:0005044;GO:0038024" "scavenger receptor activity" 1
0 1 3 35 "GO:0005085" "guanyl-nucleotide exchange factor activity" 1
0 1 5 6 "GO:0005092" "GDP-dissociation inhibitor activity" 1
0 1 2 56 "GO:0005102" "signaling receptor binding" 1
0 1 2 5 "GO:0005158" "insulin receptor binding" 1
0 1 5 7 "GO:0005179" "hormone activity" 1
0 1 1 213 "GO:0005198" "structural molecule activity" 1
0 1 2 35 "GO:0005200" "structural constituent of cytoskeleton" 1
0 1 2 21 "GO:0005201" "extracellular matrix structural constituent" 1
0 1 1 764 "GO:0005215" "transporter activity" 1
0 1 4 228 "GO:0005216;GO:0015267;GO:0022803" "channel activity" 1
0 1 4 64 "GO:0005230;GO:0015276;GO:0022834" "ligand-gated ion channel activity" 1
0 1 2 31 "GO:0005244;GO:0022832" "voltage-gated ion channel activity" 1
0 1 3 7 "GO:0005245" "voltage-gated calcium channel activity" 1
0 1 5 12 "GO:0005247;GO:0005254;GO:0008308;GO:0005253;GO:0015108" "anion channel activity" 1
0 1 4 13 "GO:0005249" "voltage-gated potassium channel activity" 1
0 1 5 110 "GO:0005261" "cation channel activity" 1
0 1 3 41 "GO:0005262;GO:0015085;GO:0072509" "divalent inorganic cation transmembrane transporter activity" 1
0 1 2 32 "GO:0005267;GO:0015079" "potassium channel activity" 1
0 1 2 34 "GO:0005272" "sodium channel activity" 1
0 1 2 31 "GO:0005319" "lipid transporter activity" 1
0 1 3 47 "GO:0005328;GO:0005326" "neurotransmitter transmembrane transporter activity" 1
0 1 3 13 "GO:0005337;GO:1901505" "carbohydrate derivative transmembrane transporter activity" 1
0 1 2 6 "GO:0005351;GO:0005402;GO:0015295;GO:0015144" "carbohydrate:proton symporter activity" 1
0 1 3 6 "GO:0005415" "nucleoside:sodium symporter activity" 1
0 1 4 5 "GO:0005432;GO:0015368" "calcium:cation antiporter activity" 1
0 1 3 9 "GO:0005452" "inorganic anion exchanger activity" 1
0 1 3 230 "GO:0005506;GO:0016705" "oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen" 1
0 1 3 22 "GO:0005507" "copper ion binding" 1
0 1 2 649 "GO:0005509" "calcium ion binding" 1
0 1 2 8 "GO:0005516" "calmodulin binding" 1
0 1 2 8 "GO:0005520;GO:0019838" "growth factor binding" 1
0 1 2 1109 "GO:0005524;GO:0032559;GO:0030554" "adenyl nucleotide binding" 1
0 1 3 280 "GO:0005525;GO:0032550;GO:0032561;GO:0001883;GO:0032549;GO:0001882;GO:0019001" "nucleoside binding" 1
0 1 3 6 "GO:0005539" "glycosaminoglycan binding" 1
0 1 2 48 "GO:0005543" "phospholipid binding" 1
0 1 2 14 "GO:0005544" "calcium-dependent phospholipid binding" 1
0 1 2 79 "GO:0008017;GO:0015631" "tubulin binding" 1
0 1 2 25 "GO:0008047;GO:0005096" "enzyme activator activity" 1
0 1 2 13 "GO:0008061" "chitin binding" 1
0 1 2 36 "GO:0008080;GO:0016407;GO:0016410" "N-acyltransferase activity" 1
0 1 4 51 "GO:0008081" "phosphoric diester hydrolase activity" 1
0 1 2 21 "GO:0008083" "growth factor activity" 1
0 1 2 155 "GO:0008092" "cytoskeletal protein binding" 1
0 1 3 11 "GO:0008094" "DNA-dependent ATPase activity" 1
0 1 2 6 "GO:0008134" "transcription factor binding" 1
0 1 3 41 "GO:0008135;GO:0090079;GO:0045182" "translation regulator activity, nucleic acid binding" 1
0 1 2 12 "GO:0008137;GO:0050136;GO:0003954;GO:0003955;GO:0016655" "NADH dehydrogenase activity" 1
0 1 3 20 "GO:0008138" "protein tyrosine/serine/threonine phosphatase activity" 1
0 1 4 137 "GO:0008146;GO:0016782" "transferase activity, transferring sulfur-containing groups" 1
0 1 4 10 "GO:0008158" "hedgehog receptor activity" 1
0 1 2 161 "GO:0008168;GO:0016741" "transferase activity, transferring one-carbon groups" 1
0 1 2 27 "GO:0008170" "N-methyltransferase activity" 1
0 1 3 5 "GO:0008171" "O-methyltransferase activity" 1
0 1 3 18 "GO:0008172" "S-methyltransferase activity" 1
0 1 3 20 "GO:0008173" "RNA methyltransferase activity" 1
0 1 2 7 "GO:0008175" "tRNA methyltransferase activity" 1
0 1 2 10 "GO:0008191" "metalloendopeptidase inhibitor activity" 1
0 1 4 19 "GO:0008194" "UDP-glycosyltransferase activity" 1
0 1 7 5 "GO:0008199" "ferric iron binding" 1
0 1 3 513 "GO:0008233" "peptidase activity" 1
0 1 2 61 "GO:0008234" "cysteine-type peptidase activity" 1
0 1 3 40 "GO:0008235;GO:0004180;GO:0004181" "metalloexopeptidase activity" 1
0 1 2 196 "GO:0008237" "metallopeptidase activity" 1
0 1 2 62 "GO:0008238" "exopeptidase activity" 1
0 1 2 11 "GO:0008241" "peptidyl-dipeptidase activity" 1
0 1 2 10 "GO:0008242" "omega peptidase activity" 1
0 1 3 1044 "GO:0008270;GO:0046914" "transition metal ion binding" 1
0 1 2 18 "GO:0008276" "protein methyltransferase activity" 1
0 1 2 78 "GO:0008289" "lipid binding" 1
0 1 2 6 "GO:0008312" "7S RNA binding" 1
0 1 2 5 "GO:0008318" "protein prenyltransferase activity" 1
0 1 3 44 "GO:0008373" "sialyltransferase activity" 1
0 1 5 6 "GO:0008374" "O-acyltransferase activity" 1
0 1 5 13 "GO:0008375" "acetylglucosaminyltransferase activity" 1
0 1 5 11 "GO:0008378" "galactosyltransferase activity" 1
0 1 6 17 "GO:0008408" "3'-5' exonuclease activity" 1
0 1 5 12 "GO:0008417" "fucosyltransferase activity" 1
0 1 2 7 "GO:0008430" "selenium binding" 1
0 1 3 10 "GO:0008483;GO:0016769" "transaminase activity" 1
0 1 3 49 "GO:0008484" "sulfuric ester hydrolase activity" 1
0 1 4 26 "GO:0008508;GO:0015125;GO:0140161;GO:0008028;GO:1901618;GO:0005343;GO:0015355" "organic acid:sodium symporter activity" 1
0 1 4 120 "GO:0008509" "anion transmembrane transporter activity" 1
0 1 2 5 "GO:0008519" "ammonium transmembrane transporter activity" 1
0 1 4 10 "GO:0008528;GO:0001653" "G protein-coupled peptide receptor activity" 1
0 1 -1 15 "GO:0008565" "obsolete protein transporter activity" 1
0 1 4 5 "GO:0008603" "cAMP-dependent protein kinase regulator activity" 1
0 1 3 9 "GO:0008641;GO:0016877" "ligase activity, forming carbon-sulfur bonds" 1
0 1 3 7 "GO:0008649;GO:0140102" "catalytic activity, acting on a rRNA" 1
0 1 3 5 "GO:0008745" "N-acetylmuramoyl-L-alanine amidase activity" 1
0 1 5 66 "GO:0008757" "S-adenosylmethionine-dependent methyltransferase activity" 1
0 1 4 11 "GO:0008762" "UDP-N-acetylmuramate dehydrogenase activity" 1
0 1 6 5 "GO:0008889" "glycerophosphodiester phosphodiesterase activity" 1
0 1 2 13 "GO:0008898" "S-adenosylmethionine-homocysteine S-methyltransferase activity" 1
0 1 2 45 "GO:0009055" "electron transfer activity" 1
0 1 2 15 "GO:0009982" "pseudouridine synthase activity" 1
0 1 4 24 "GO:0010181" "FMN binding" 1
0 1 2 17 "GO:0015035;GO:0015036" "disulfide oxidoreductase activity" 1
0 1 5 209 "GO:0015077" "monovalent inorganic cation transmembrane transporter activity" 1
0 1 2 53 "GO:0015078" "proton transmembrane transporter activity" 1
0 1 2 122 "GO:0015081" "sodium ion transmembrane transporter activity" 1
0 1 2 29 "GO:0015103" "inorganic anion transmembrane transporter activity" 1
0 1 2 9 "GO:0015116;GO:1901682" "sulfur compound transmembrane transporter activity" 1
0 1 2 41 "GO:0015171" "amino acid transmembrane transporter activity" 1
0 1 5 13 "GO:0015298;GO:0015297" "antiporter activity" 1
0 1 4 8 "GO:0015299" "solute:proton antiporter activity" 1
0 1 3 592 "GO:0015318;GO:0015075;GO:0022857" "transmembrane transporter activity" 1
0 1 5 85 "GO:0015370;GO:0015294;GO:0015293" "symporter activity" 1
0 1 2 89 "GO:0015399;GO:0042626" "primary active transmembrane transporter activity" 1
0 1 2 9 "GO:0015491" "cation:cation antiporter activity" 1
0 1 3 5 "GO:0015929" "hexosaminidase activity" 1
0 1 2 17 "GO:0015932" "nucleobase-containing compound transmembrane transporter activity" 1
0 1 1 28 "GO:0016209;GO:0016684" "antioxidant activity" 1
0 1 2 5 "GO:0016423" "tRNA (guanine) methyltransferase activity" 1
0 1 3 5 "GO:0016433" "rRNA (adenine) methyltransferase activity" 1
0 1 2 773 "GO:0016491" "oxidoreductase activity" 1
0 1 2 20 "GO:0016500" "protein-hormone receptor activity" 1
0 1 4 5 "GO:0016538" "cyclin-dependent protein serine/threonine kinase regulator activity" 1
0 1 3 5 "GO:0016597" "amino acid binding" 1
0 1 3 6 "GO:0016615" "malate dehydrogenase activity" 1
0 1 3 75 "GO:0016616;GO:0016614" "oxidoreductase activity, acting on CH-OH group of donors" 1
0 1 2 18 "GO:0016620" "oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor" 1
0 1 3 7 "GO:0016624" "oxidoreductase activity, acting on the aldehyde or oxo group of donors, disulfide as acceptor" 1
0 1 2 47 "GO:0016627" "oxidoreductase activity, acting on the CH-CH group of donors" 1
0 1 3 9 "GO:0016634" "oxidoreductase activity, acting on the CH-CH group of donors, oxygen as acceptor" 1
0 1 2 11 "GO:0016638" "oxidoreductase activity, acting on the CH-NH2 group of donors" 1
0 1 3 6 "GO:0016641" "oxidoreductase activity, acting on the CH-NH2 group of donors, oxygen as acceptor" 1
0 1 2 11 "GO:0016645" "oxidoreductase activity, acting on the CH-NH group of donors" 1
0 1 2 7 "GO:0016646" "oxidoreductase activity, acting on the CH-NH group of donors, NAD or NADP as acceptor" 1
0 1 2 24 "GO:0016651" "oxidoreductase activity, acting on NAD(P)H" 1
0 1 2 30 "GO:0016667" "oxidoreductase activity, acting on a sulfur group of donors" 1
0 1 4 7 "GO:0016671" "oxidoreductase activity, acting on a sulfur group of donors, disulfide as acceptor" 1
0 1 2 34 "GO:0016702;GO:0016701" "oxidoreductase activity, acting on single donors with incorporation of molecular oxygen" 1
0 1 4 23 "GO:0016706" "2-oxoglutarate-dependent dioxygenase activity" 1
0 1 4 26 "GO:0016709" "oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen" 1
0 1 2 6 "GO:0016715" "oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced ascorbate as one donor, and incorporation of one atom of oxygen" 1
0 1 2 6 "GO:0016742" "hydroxymethyl-, formyl- and related transferase activity" 1
0 1 3 133 "GO:0016746" "transferase activity, transferring acyl groups" 1
0 1 4 91 "GO:0016747" "transferase activity, transferring acyl groups other than amino-acyl groups" 1
0 1 2 221 "GO:0016757" "transferase activity, transferring glycosyl groups" 1
0 1 2 115 "GO:0016758" "transferase activity, transferring hexosyl groups" 1
0 1 3 29 "GO:0016763" "transferase activity, transferring pentosyl groups" 1
0 1 3 16 "GO:0016765" "transferase activity, transferring alkyl or aryl (other than methyl) groups" 1
0 1 2 921 "GO:0016772" "transferase activity, transferring phosphorus-containing groups" 1
0 1 4 14 "GO:0016776" "phosphotransferase activity, phosphate group as acceptor" 1
0 1 3 438 "GO:0016779;GO:0140097" "nucleotidyltransferase activity" 1
0 1 3 8 "GO:0016780" "phosphotransferase activity, for other substituted phosphate groups" 1
0 1 2 10 "GO:0016783" "sulfurtransferase activity" 1
0 1 2 445 "GO:0016788" "hydrolase activity, acting on ester bonds" 1
0 1 2 11 "GO:0016790" "thiolester hydrolase activity" 1
0 1 4 131 "GO:0016791" "phosphatase activity" 1
0 1 2 6 "GO:0016796" "exonuclease activity, active with either ribo- or deoxyribonucleic acids and producing 5'-phosphomonoesters" 1
0 1 2 15 "GO:0016799" "hydrolase activity, hydrolyzing N-glycosyl compounds" 1
0 1 3 55 "GO:0016810" "hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds" 1
0 1 2 21 "GO:0016811" "hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amides" 1
0 1 2 9 "GO:0016813" "hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amidines" 1
0 1 2 11 "GO:0016814" "hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in cyclic amidines" 1
0 1 2 111 "GO:0016829" "lyase activity" 1
0 1 2 36 "GO:0016830" "carbon-carbon lyase activity" 1
0 1 3 24 "GO:0016831" "carboxy-lyase activity" 1
0 1 2 21 "GO:0016836;GO:0016835" "carbon-oxygen lyase activity" 1
0 1 2 10 "GO:0016840" "carbon-nitrogen lyase activity" 1
0 1 3 5 "GO:0016842" "amidine-lyase activity" 1
0 1 2 34 "GO:0016849" "phosphorus-oxygen lyase activity" 1
0 1 2 84 "GO:0016853" "isomerase activity" 1
0 1 2 8 "GO:0016854" "racemase and epimerase activity" 1
0 1 4 11 "GO:0016861;GO:0016860" "intramolecular oxidoreductase activity" 1
0 1 2 23 "GO:0016866" "intramolecular transferase activity" 1
0 1 2 6 "GO:0016868" "intramolecular transferase activity, phosphotransferases" 1
0 1 2 173 "GO:0016874" "ligase activity" 1
0 1 2 86 "GO:0016879" "ligase activity, forming carbon-nitrogen bonds" 1
0 1 2 47 "GO:0016881" "acid-amino acid ligase activity" 1
0 1 2 18 "GO:0016884" "carbon-nitrogen ligase activity, with glutamine as amido-N-donor" 1
0 1 2 5 "GO:0016886" "ligase activity, forming phosphoric ester bonds" 1
0 1 2 287 "GO:0016887" "ATPase activity" 1
0 1 3 17 "GO:0016888;GO:0004520" "endodeoxyribonuclease activity" 1
0 1 3 13 "GO:0016891" "endoribonuclease activity, producing 5'-phosphomonoesters" 1
0 1 3 8 "GO:0016892;GO:0016894" "endonuclease activity, active with either ribo- or deoxyribonucleic acids and producing 3'-phosphomonoesters" 1
0 1 6 28 "GO:0016893" "endonuclease activity, active with either ribo- or deoxyribonucleic acids and producing 5'-phosphomonoesters" 1
0 1 2 25 "GO:0016903" "oxidoreductase activity, acting on the aldehyde or oxo group of donors" 1
0 1 4 5 "GO:0017089;GO:0120013;GO:0051861" "glycolipid transfer activity" 1
0 1 4 670 "GO:0017111;GO:0016462;GO:0016818;GO:0016817" "hydrolase activity, acting on acid anhydrides" 1
0 1 4 6 "GO:0017153;GO:0005310" "dicarboxylic acid transmembrane transporter activity" 1
0 1 2 8 "GO:0017174" "glycine N-methyltransferase activity" 1
0 1 3 10 "GO:0018024;GO:0016279;GO:0042054;GO:0016278" "histone-lysine N-methyltransferase activity" 1
0 1 4 7 "GO:0019200" "carbohydrate kinase activity" 1
0 1 3 24 "GO:0019205" "nucleobase-containing compound kinase activity" 1
0 1 2 13 "GO:0019207;GO:0019887" "kinase regulator activity" 1
0 1 2 5 "GO:0019213" "deacetylase activity" 1
0 1 2 17 "GO:0019239" "deaminase activity" 1
0 1 3 26 "GO:0019829;GO:0042625" "ATPase-coupled cation transmembrane transporter activity" 1
0 1 3 106 "GO:0019842" "vitamin binding" 1
0 1 4 8 "GO:0019843" "rRNA binding" 1
0 1 3 32 "GO:0019899" "enzyme binding" 1
0 1 5 18 "GO:0019901;GO:0019900" "kinase binding" 1
0 1 2 10 "GO:0019904" "protein domain specific binding" 1
0 1 3 5 "GO:0019992" "diacylglycerol binding" 1
0 1 2 171 "GO:0020037;GO:0046906" "tetrapyrrole binding" 1
0 1 3 203 "GO:0022804" "active transmembrane transporter activity" 1
0 1 5 102 "GO:0022836" "gated channel activity" 1
0 1 2 20 "GO:0022843" "voltage-gated cation channel activity" 1
0 1 4 142 "GO:0022853;GO:0015291" "active ion transmembrane transporter activity" 1
0 1 2 6 "GO:0022884" "macromolecule transmembrane transporter activity" 1
0 1 2 299 "GO:0022890;GO:0008324" "cation transmembrane transporter activity" 1
0 1 3 9 "GO:0030145" "manganese ion binding" 1
0 1 3 78 "GO:0030170;GO:0070279" "pyridoxal phosphate binding" 1
0 1 2 192 "GO:0030234;GO:0098772" "molecular function regulator" 1
0 1 2 251 "GO:0030246" "carbohydrate binding" 1
0 1 3 27 "GO:0030247" "polysaccharide binding" 1
0 1 2 7 "GO:0030674;GO:0060090" "protein-macromolecule adaptor activity" 1
0 1 2 61 "GO:0030695;GO:0060589" "nucleoside-triphosphatase regulator activity" 1
0 1 3 7 "GO:0030976" "thiamine pyrophosphate binding" 1
0 1 2 11 "GO:0030983" "mismatched DNA binding" 1
0 1 2 5 "GO:0031369" "translation initiation factor binding" 1
0 1 2 19 "GO:0031406" "carboxylic acid binding" 1
0 1 3 14 "GO:0031418;GO:0043177;GO:0048029" "organic acid binding" 1
0 1 2 5 "GO:0031419" "cobalamin binding" 1
0 1 2 13 "GO:0031625;GO:0044389" "ubiquitin protein ligase binding" 1
0 1 2 11 "GO:0031683" "G-protein beta/gamma-subunit complex binding" 1
0 1 2 12 "GO:0033218" "amide binding" 1
0 1 3 5 "GO:0034450;GO:0061630;GO:0061659" "ubiquitin protein ligase activity" 1
0 1 2 28 "GO:0035091" "phosphatidylinositol binding" 1
0 1 5 5 "GO:0042162" "telomeric DNA binding" 1
0 1 3 187 "GO:0042578" "phosphoric ester hydrolase activity" 1
0 1 2 6 "GO:0043021" "ribonucleoprotein complex binding" 1
0 1 3 5 "GO:0043395;GO:0043394" "proteoglycan binding" 1
0 1 6 5 "GO:0043531" "ADP binding" 1
0 1 4 183 "GO:0043565" "sequence-specific DNA binding" 1
0 1 2 27 "GO:0044877" "protein-containing complex binding" 1
0 1 3 211 "GO:0046873" "metal ion transmembrane transporter activity" 1
0 1 2 7 "GO:0046912" "transferase activity, transferring acyl groups, acyl groups converted into alkyl on transfer" 1
0 1 2 8 "GO:0046933;GO:0015252" "proton-transporting ATP synthase activity, rotational mechanism" 1
0 1 3 67 "GO:0046943;GO:0005342" "carboxylic acid transmembrane transporter activity" 1
0 1 6 8 "GO:0046961;GO:0009678;GO:0044769" "ATPase activity, coupled to transmembrane movement of ions, rotational mechanism" 1
0 1 3 34 "GO:0046982" "protein heterodimerization activity" 1
0 1 2 106 "GO:0046983" "protein dimerization activity" 1
0 1 6 5 "GO:0047150" "betaine-homocysteine S-methyltransferase activity" 1
0 1 3 30 "GO:0048018;GO:0030546;GO:0030545" "receptor ligand activity" 1
0 1 -1 13 "GO:0048037" "obsolete cofactor binding" 1
0 1 2 6 "GO:0050145" "nucleoside monophosphate kinase activity" 1
0 1 4 78 "GO:0050660" "flavin adenine dinucleotide binding" 1
0 1 2 27 "GO:0050661" "NADP binding" 1
0 1 -1 22 "GO:0050662" "obsolete coenzyme binding" 1
0 1 2 36 "GO:0051082" "unfolded protein binding" 1
0 1 2 53 "GO:0051213" "dioxygenase activity" 1
0 1 2 37 "GO:0051287" "NAD binding" 1
0 1 3 43 "GO:0051536;GO:0051540" "iron-sulfur cluster binding" 1
0 1 2 14 "GO:0051537" "2 iron, 2 sulfur cluster binding" 1
0 1 2 14 "GO:0051539" "4 iron, 4 sulfur cluster binding" 1
0 1 2 6 "GO:0051766" "inositol trisphosphate kinase activity" 1
0 1 3 6 "GO:0051920" "peroxiredoxin activity" 1
0 1 4 58 "GO:0052689" "carboxylic ester hydrolase activity" 1
0 1 2 9 "GO:0061783" "peptidoglycan muralytic activity" 1
0 1 3 13 "GO:0070008" "serine-type exopeptidase activity" 1
0 1 3 13 "GO:0070403" "NAD+ binding" 1
