"delta.rank" "pval" "level" "nseqs" "term" "name" "p.adj"
338 0.000137020474514474 5 179 "GO:0006886;GO:0046907;GO:0051641;GO:0051649" "cellular localization" 0.00295964224951264
978 5.43693468035667e-07 3 37 "GO:0006913;GO:0051169" "nuclear transport" 2.9359447273926e-05
-244 0.991232938398559 2 145 "GO:0006950;GO:0050896" "response to stimulus" 0.999998384594772
-147 0.887702280289413 4 103 "GO:0006996" "organelle organization" 0.999998384594772
-98 0.67702222210528 5 33 "GO:0007010" "cytoskeleton organization" 0.983259628071375
-34 0.634192842046218 2 152 "GO:0007017" "microtubule-based process" 0.978468956299879
-120 0.840814083891275 2 104 "GO:0007018;GO:0006928" "movement of cell or subcellular component" 0.999998384594772
-493 0.999998384594772 2 136 "GO:0007155;GO:0022610" "cell adhesion" 0.999998384594772
-752 0.998986847353117 3 25 "GO:0007160;GO:0031589" "cell-substrate adhesion" 0.999998384594772
-238 0.984410379069833 4 125 "GO:0007166" "cell surface receptor signaling pathway" 0.999998384594772
-137 0.962951155236662 2 267 "GO:0007186" "G protein-coupled receptor signaling pathway" 0.999998384594772
-400 0.997170340334721 5 72 "GO:0007218" "neuropeptide signaling pathway" 0.999998384594772
389 0.000439590249714663 2 111 "GO:0007264" "small GTPase mediated signal transduction" 0.00593446837114795
59 0.37438872308194 2 44 "GO:0008610" "lipid biosynthetic process" 0.861532180332301
25 0.422657600515405 2 90 "GO:0009117;GO:0006753;GO:0055086" "nucleobase-containing small molecule metabolic process" 0.861532180332301
164 0.180934582062755 6 46 "GO:0009150;GO:0006163;GO:0009259;GO:0072521;GO:0019693" "purine-containing compound metabolic process" 0.628830130199444
302 0.0691357197857542 2 36 "GO:0009152;GO:0006164;GO:0009260;GO:0072522;GO:0046390" "purine-containing compound biosynthetic process" 0.339393533493702
69 0.336564200068491 2 56 "GO:0009165;GO:1901293" "nucleoside phosphate biosynthetic process" 0.861532180332301
179 0.222468421566212 5 27 "GO:0009451" "RNA modification" 0.706664397916203
-154 0.871569207689727 3 82 "GO:0009966;GO:0010646;GO:0023051;GO:0048583" "regulation of response to stimulus" 0.999998384594772
328 2.59380298636099e-05 3 238 "GO:0015031;GO:0015833;GO:0045184;GO:0042886;GO:0008104;GO:0071705;GO:0033036" "nitrogen compound transport" 0.000933769075089956
226 0.027154664911893 4 110 "GO:0015074" "DNA integration" 0.172511988852026
311 0.0113635871246895 6 81 "GO:0015672" "monovalent inorganic cation transport" 0.0876619578190333
98 0.132550427106326 2 199 "GO:0016043;GO:0071840" "cellular component organization or biogenesis" 0.49363607336149
133 0.27880500613728 2 29 "GO:0016051" "carbohydrate biosynthetic process" 0.809195481955953
-23 0.61237705109913 3 244 "GO:0016070" "RNA metabolic process" 0.959513755758979
-5 0.514611219635798 3 87 "GO:0016192" "vesicle-mediated transport" 0.924494354123079
65 0.389221926039768 3 28 "GO:0016567;GO:0032446;GO:0070647" "protein modification by small protein conjugation or removal" 0.861532180332301
95 0.0800986377280161 2 356 "GO:0018130;GO:0019438;GO:1901362;GO:0034654" "organic cyclic compound biosynthetic process" 0.340496722943873
-44 0.575379536908931 2 28 "GO:0019439;GO:1901361;GO:0044270;GO:0046700" "organic cyclic compound catabolic process" 0.959513755758979
-43 0.660669023884269 2 139 "GO:0019637" "organophosphate metabolic process" 0.983259628071375
-197 0.96809541586504 4 135 "GO:0019752;GO:0043436;GO:0006082" "organic acid metabolic process" 0.999998384594772
-303 0.893045930807173 2 25 "GO:0022402" "cell cycle process" 0.999998384594772
219 0.0576750641971888 4 78 "GO:0022607" "cellular component assembly" 0.327837207015599
173 0.0682571818548837 2 113 "GO:0030001" "metal ion transport" 0.339393533493702
311 0.0814262083287261 2 30 "GO:0032259;GO:0043414" "methylation" 0.340496722943873
-4 0.509761985737991 1 49 "GO:0032502;GO:0007275;GO:0032501;GO:0048856" "developmental process" 0.924494354123079
2 0.493706290955925 3 85 "GO:0032774" "RNA biosynthetic process" 0.924494354123079
-252 0.878515359563427 2 32 "GO:0032787" "monocarboxylic acid metabolic process" 0.999998384594772
127 0.186320038577613 4 74 "GO:0034220" "ion transmembrane transport" 0.628830130199444
120 0.261569681042559 6 42 "GO:0034470" "ncRNA processing" 0.784709043127677
323 0.0242578719644175 2 56 "GO:0034622;GO:0065003;GO:0043933" "protein-containing complex subunit organization" 0.163740635759818
183 0.00209502913949731 2 402 "GO:0034645;GO:0009059" "macromolecule biosynthetic process" 0.0251403496739677
-37 0.602364984558226 2 76 "GO:0034660;GO:0006399" "ncRNA metabolic process" 0.959513755758979
-208 0.849682557076263 6 37 "GO:0035023;GO:0046578" "regulation of Ras protein signal transduction" 0.999998384594772
119 0.0844286816460558 4 208 "GO:0035556" "intracellular signal transduction" 0.340496722943873
-72 0.677695946299991 3 61 "GO:0042592;GO:0065008" "regulation of biological quality" 0.983259628071375
-82 0.748716999605015 2 101 "GO:0044248" "cellular catabolic process" 0.999998384594772
35 0.392617725677898 2 89 "GO:0044255" "cellular lipid metabolic process" 0.861532180332301
-410 0.956624282351196 2 26 "GO:0044262" "cellular carbohydrate metabolic process" 0.999998384594772
28 0.422788940348259 2 73 "GO:0044265;GO:0009057" "macromolecule catabolic process" 0.861532180332301
206 0.000341858666809085 4 450 "GO:0044271" "cellular nitrogen compound biosynthetic process" 0.00593446837114795
-22 0.610382961047506 2 266 "GO:0044281" "small molecule metabolic process" 0.959513755758979
115 0.209382829112494 2 75 "GO:0044283" "small molecule biosynthetic process" 0.685252895277253
141 0.257360627884672 3 32 "GO:0045454;GO:0019725" "cellular homeostasis" 0.784709043127677
11 0.477093638717046 3 38 "GO:0046394;GO:0016053" "carboxylic acid biosynthetic process" 0.920109160382874
-13 0.522104733255453 5 27 "GO:0046488;GO:0006650;GO:0046486" "glycerophospholipid metabolic process" 0.924494354123079
-13 0.522168107421369 2 26 "GO:0048193" "Golgi vesicle transport" 0.924494354123079
88 0.306970301318805 3 49 "GO:0048523;GO:0048519" "negative regulation of biological process" 0.828819813560773
-313 0.973274788207654 4 57 "GO:0051056;GO:1902531" "regulation of intracellular signal transduction" 0.999998384594772
-450 0.990150049531549 2 40 "GO:0051276" "chromosome organization" 0.999998384594772
428 0.0123553432683304 3 41 "GO:0051726" "regulation of cell cycle" 0.0889584715319789
-70 0.856597153521056 3 378 "GO:0055085" "transmembrane transport" 0.999998384594772
-36 0.71183667454675 2 385 "GO:0055114" "oxidation-reduction process" 0.998420270792844
33 0.402587017115328 4 85 "GO:0090407" "organophosphate biosynthetic process" 0.861532180332301
-409 0.959471796153084 2 27 "GO:0098656" "anion transmembrane transport" 0.999998384594772
474 0.00427636827059395 2 46 "GO:0098662;GO:0098655;GO:0098660" "inorganic cation transmembrane transport" 0.0355267517864728
-25 0.581443300004513 3 101 "GO:1901135" "carbohydrate derivative metabolic process" 0.959513755758979
264 0.0566285797333478 2 54 "GO:1901137" "carbohydrate derivative biosynthetic process" 0.327837207015599
13 0.473139740946342 3 40 "GO:1901565" "organonitrogen compound catabolic process" 0.920109160382874
337 4.55483323061051e-05 2 210 "GO:1901566" "organonitrogen compound biosynthetic process" 0.00122980497226484
-68 0.740948413840752 2 139 "GO:1901575;GO:0009056" "catabolic process" 0.999998384594772
-86 0.674102833861165 2 41 "GO:1901605" "alpha-amino acid metabolic process" 0.983259628071375
87 0.361297145820442 2 25 "GO:1901615" "organic hydroxy compound metabolic process" 0.861532180332301
