"delta.rank" "pval" "level" "nseqs" "term" "name" "p.adj"
0 0.275489776824265 2 60 "GO:0005871" "kinesin complex" 1
0 0.96064512235442 4 61 "GO:0005874;GO:0099513;GO:0099512;GO:0099081;GO:0099080" "supramolecular complex" 1
0 0.524413924745655 2 124 "GO:0005875" "microtubule associated complex" 1
0 0.767734960180565 2 26 "GO:0005886" "plasma membrane" 1
0 0.62849739159555 3 20 "GO:0005887;GO:0031226" "intrinsic component of plasma membrane" 1
0 0.582929136621074 5 8 "GO:0005891;GO:0034704;GO:0036128" "voltage-gated calcium channel complex" 1
0 0.0861744042360274 3 5 "GO:0005952" "cAMP-dependent protein kinase complex" 1
0 0.46936466653938 7 15 "GO:0008021;GO:0070382;GO:0030133;GO:0099503;GO:0031410;GO:0097708;GO:0031982" "cytoplasmic vesicle" 1
0 0.582929136621074 5 8 "GO:0008076;GO:0034705" "voltage-gated potassium channel complex" 1
0 0.157823582726028 3 7 "GO:0008305;GO:0098636;GO:0098802;GO:0043235" "integrin complex" 1
0 0.236597419144299 4 9 "GO:0015629" "actin cytoskeleton" 1
0 1 2 6 "GO:0015934" "large ribosomal subunit" 1
0 1 2 14 "GO:0015935" "small ribosomal subunit" 1
0 0.145537140484124 2 35 "GO:0016459" "myosin complex" 1
0 1 2 14 "GO:0016592" "mediator complex" 1
0 1 2 7 "GO:0017119" "Golgi transport complex" 1
0 1 2 5 "GO:0019773" "proteasome core complex, alpha-subunit complex" 1
0 1 4 14 "GO:0019866;GO:0005743" "organelle inner membrane" 1
0 0.117631169773911 2 33 "GO:0030117" "membrane coat" 1
0 0.0861744042360274 2 5 "GO:0030118" "clathrin coat" 1
0 0.224687082922535 2 16 "GO:0030120" "vesicle coat" 1
0 0.196715544757057 5 8 "GO:0030127" "COPII vesicle coat" 1
0 0.731050835478638 2 12 "GO:0030131;GO:0030119" "AP-type membrane coat adaptor complex" 1
0 1 2 11 "GO:0030173;GO:0031228" "integral component of Golgi membrane" 1
0 0.377182186288486 2 39 "GO:0030286" "dynein complex" 1
0 0.582929136621074 2 8 "GO:0030684;GO:0032040" "preribosome" 1
0 0.42079532831721 3 5 "GO:0030915;GO:0106068" "Smc5-Smc6 complex" 1
0 1 4 5 "GO:0031011;GO:0033202;GO:0097346;GO:1904949;GO:0070603" "DNA helicase complex" 1
0 0.699388107364234 2 34 "GO:0031012" "extracellular matrix" 1
0 0.323177322370409 2 63 "GO:0031090" "organelle membrane" 1
0 1 2 5 "GO:0031227" "intrinsic component of endoplasmic reticulum membrane" 1
0 1 4 26 "GO:0031301;GO:0031300" "intrinsic component of organelle membrane" 1
0 1 2 19 "GO:0031461" "cullin-RING ubiquitin ligase complex" 1
0 0.727238248329598 3 24 "GO:0031966" "mitochondrial membrane" 1
0 0.695340676957615 1 714 "GO:0032991" "protein-containing complex" 1
0 0.537756186406162 2 17 "GO:0033177" "proton-transporting two-sector ATPase complex, proton-transporting domain" 1
0 1 2 11 "GO:0033178" "proton-transporting two-sector ATPase complex, catalytic domain" 1
0 0.316981445468327 4 11 "GO:0033179" "proton-transporting V-type ATPase, V0 domain" 1
0 1 2 5 "GO:0034464" "BBSome" 1
0 0.31249050592064 4 19 "GO:0034703;GO:0034702;GO:1902495;GO:1990351" "transporter complex" 1
0 1 2 7 "GO:0042555" "MCM complex" 1
0 1 5 6 "GO:0042765;GO:0008303" "caspase complex" 1
0 1 2 6 "GO:0043189;GO:1902562" "H4 histone acetyltransferase complex" 1
0 0.688923666720895 3 781 "GO:0043229;GO:0043226" "organelle" 1
0 0.478301702965342 3 178 "GO:0043232;GO:0043228" "non-membrane-bounded organelle" 1
0 1 3 20 "GO:0044391" "ribosomal subunit" 1
0 0.00526712022978282 2 17 "GO:0045211;GO:0097060;GO:0098590" "postsynaptic membrane" 0.182593501299138
0 0.42079532831721 3 5 "GO:0048500" "signal recognition particle" 1
0 0.699845011365514 2 11 "GO:0061695" "transferase complex, transferring phosphorus-containing groups" 1
0 0.699845011365514 2 11 "GO:0071203" "WASH complex" 1
0 0.860988891219536 3 18 "GO:0090575" "RNA polymerase II transcription regulator complex" 1
0 0.42079532831721 2 5 "GO:0097525;GO:0030532;GO:0120114" "spliceosomal snRNP complex" 1
0 0.1047874382513 2 32 "GO:0098588" "bounding membrane of organelle" 1
0 0.105734952770941 2 137 "GO:0098796" "membrane protein complex" 1
0 0.0177483885146001 3 40 "GO:0098797" "plasma membrane protein complex" 0.461458101379603
0 1 2 22 "GO:0098800;GO:0098798" "mitochondrial protein-containing complex" 1
0 1 2 5 "GO:0098803" "respiratory chain complex" 1
0 0.826740032810044 2 16 "GO:0099023" "vesicle tethering complex" 1
0 0.66980165696466 2 116 "GO:0140513" "nuclear protein-containing complex" 1
0 0.395333057995673 2 13 "GO:0140534" "endoplasmic reticulum protein-containing complex" 1
0 0.849071782091988 2 68 "GO:0140535" "intracellular protein-containing complex" 1
0 0.90304550664901 2 145 "GO:1902494" "catalytic complex" 1
0 1 4 10 "GO:1905369;GO:1905368" "peptidase complex" 1
0 1 3 10 "GO:1990204" "oxidoreductase complex" 1
0 0.91797090048231 3 65 "GO:1990234" "transferase complex" 1
0 0.637770560455274 2 52 "GO:1990904" "ribonucleoprotein complex" 1
