"delta.rank" "pval" "level" "nseqs" "term" "name" "p.adj"
0 0.088131220546184 3 413 "GO:0006468;GO:0016310" "phosphorylation" 0.976997530626268
0 0.712253065392403 5 104 "GO:0006470;GO:0016311" "dephosphorylation" 1
0 0.221119892883183 5 7 "GO:0006471" "protein ADP-ribosylation" 1
0 1 3 13 "GO:0006479;GO:0008213" "protein alkylation" 1
0 0.995504863742022 5 150 "GO:0006486;GO:0043413;GO:0070085" "glycosylation" 1
0 0.527807929675189 6 21 "GO:0006506;GO:0006497;GO:0006505;GO:0006661;GO:0009247;GO:0046474;GO:0046467;GO:0045017" "glycerophospholipid biosynthetic process" 1
0 0.12467499297628 2 560 "GO:0006508" "proteolysis" 1
0 0.782547711226344 7 81 "GO:0006511;GO:0019941;GO:0043632;GO:0051603" "proteolysis involved in cellular protein catabolic process" 1
0 0.310998362868653 3 131 "GO:0006520" "cellular amino acid metabolic process" 1
0 0.163455658701625 2 5 "GO:0006525" "arginine metabolic process" 1
0 1 2 6 "GO:0006536;GO:0043650" "glutamate metabolic process" 1
0 1 2 8 "GO:0006541" "glutamine metabolic process" 1
0 0.0298160069246667 4 8 "GO:0006546;GO:0006544;GO:0009071" "glycine metabolic process" 0.723038167923167
0 1 3 5 "GO:0006560" "proline metabolic process" 1
0 1 3 36 "GO:0006575" "cellular modified amino acid metabolic process" 1
0 1 4 10 "GO:0006576;GO:0044106;GO:0009308" "cellular biogenic amine metabolic process" 1
0 1 2 14 "GO:0006605" "protein targeting" 1
0 1 5 9 "GO:0006613;GO:0006612" "protein targeting to membrane" 1
0 1 6 6 "GO:0006614;GO:0045047;GO:0072599;GO:0070972" "establishment of protein localization to endoplasmic reticulum" 1
0 0.946297319514702 3 214 "GO:0006629" "lipid metabolic process" 1
0 0.619067579027588 2 27 "GO:0006631" "fatty acid metabolic process" 1
0 0.435337031417532 4 16 "GO:0006633;GO:0072330" "fatty acid biosynthetic process" 1
0 1 6 5 "GO:0006635;GO:0009062;GO:0019395;GO:0072329;GO:0034440" "fatty acid beta-oxidation" 1
0 1 6 6 "GO:0006637;GO:0035383" "acyl-CoA metabolic process" 1
0 0.322819812120106 3 33 "GO:0006643" "membrane lipid metabolic process" 1
0 0.912589861480386 3 68 "GO:0006644" "phospholipid metabolic process" 1
0 0.45517229869905 2 17 "GO:0006665" "sphingolipid metabolic process" 1
0 0.192800684175562 2 6 "GO:0006672;GO:0046466;GO:0030149" "ceramide metabolic process" 1
0 1 2 5 "GO:0006694" "steroid biosynthetic process" 1
0 1 5 8 "GO:0006729;GO:0034312;GO:0046146;GO:0034311;GO:0046173;GO:0046165" "alcohol biosynthetic process" 1
0 0.163455658701625 2 5 "GO:0006730" "one-carbon metabolic process" 1
0 1 3 9 "GO:0006744;GO:0006743;GO:1901663;GO:1901661;GO:0042180;GO:0042181" "cellular ketone metabolic process" 1
0 1 2 17 "GO:0006749" "glutathione metabolic process" 1
0 1 4 7 "GO:0006750;GO:0019184" "glutathione biosynthetic process" 1
0 1 3 6 "GO:0006767;GO:0006766" "vitamin metabolic process" 1
0 1 3 7 "GO:0006777;GO:0019720;GO:0043545;GO:0051189" "Mo-molybdopterin cofactor metabolic process" 1
0 1 2 11 "GO:0006779;GO:0006778" "porphyrin-containing compound metabolic process" 1
0 1 4 5 "GO:0006783;GO:0042168" "heme metabolic process" 1
0 1 3 52 "GO:0006790" "sulfur compound metabolic process" 1
0 0.033948847435985 4 705 "GO:0006796;GO:0006793" "phosphorus metabolic process" 0.726737790423054
0 1 4 8 "GO:0006801;GO:0072593" "reactive oxygen species metabolic process" 1
0 0.328476725807025 2 1281 "GO:0006810;GO:0051234;GO:0051179" "localization" 1
0 0.0852520672747649 3 687 "GO:0006811" "ion transport" 0.97287653242967
0 0.424473392574462 2 204 "GO:0006812" "cation transport" 1
0 0.335795382616748 2 34 "GO:0006813" "potassium ion transport" 1
0 0.820596199266268 2 48 "GO:0006814" "sodium ion transport" 1
0 0.348696854801628 8 35 "GO:0006816;GO:0070838;GO:0072511" "divalent metal ion transport" 1
0 0.248449019448686 7 8 "GO:0006817" "phosphate ion transport" 1
0 0.133836101640454 2 387 "GO:0006820;GO:0071702;GO:0071705" "anion transport" 1
0 1 2 8 "GO:0006821" "chloride transport" 1
0 0.300273805198469 7 10 "GO:0006825" "copper ion transport" 1
0 1 7 5 "GO:0006826" "iron ion transport" 1
0 1 7 8 "GO:0006835;GO:0046942;GO:0015711" "organic anion transport" 1
0 0.296693782474235 2 31 "GO:0006836" "neurotransmitter transport" 1
0 0.154127099769328 6 20 "GO:0006869" "lipid transport" 1
0 1 5 9 "GO:0006879;GO:0046916;GO:0055072" "cellular transition metal ion homeostasis" 1
0 0.222405495325191 5 215 "GO:0006886;GO:0046907;GO:0051641;GO:0051649" "cellular localization" 1
0 1 4 10 "GO:0006887;GO:0032940;GO:0046903;GO:0140352" "secretion" 1
0 1 2 13 "GO:0006888" "endoplasmic reticulum to Golgi vesicle-mediated transport" 1
0 0.163455658701625 3 5 "GO:0006891" "intra-Golgi vesicle-mediated transport" 1
0 1 2 6 "GO:0006897" "endocytosis" 1
0 1 3 11 "GO:0006904;GO:0048278;GO:0140029;GO:0140056;GO:0022406" "organelle localization by membrane tethering" 1
0 0.114109397144947 5 53 "GO:0006913;GO:0051169" "nucleocytoplasmic transport" 1
0 1 2 7 "GO:0006914;GO:0061919" "autophagy" 1
0 0.41174550374259 3 40 "GO:0006915;GO:0012501;GO:0008219" "apoptotic process" 1
0 0.681530956063153 3 32 "GO:0006935;GO:0042330;GO:0040011" "locomotion" 1
0 0.875341918620957 2 249 "GO:0006950;GO:0050896" "response to stimulus" 1
0 0.769359522547975 2 41 "GO:0006952" "defense response" 1
0 0.527807929675189 2 21 "GO:0006954" "inflammatory response" 1
0 0.733782644604344 2 37 "GO:0006955" "immune response" 1
0 1 2 16 "GO:0006979" "response to oxidative stress" 1
0 0.824184204240854 4 126 "GO:0006996" "organelle organization" 1
0 1 2 5 "GO:0007005" "mitochondrion organization" 1
0 0.494582677262893 2 47 "GO:0007010" "cytoskeleton organization" 1
0 1 5 10 "GO:0007015;GO:0097435" "supramolecular fiber organization" 1
0 0.00409730182960257 2 218 "GO:0007017" "microtubule-based process" 0.227107587126542
0 0.000108017556727075 2 140 "GO:0007018;GO:0006928" "microtubule-based movement" 0.0209554060050525
0 1 2 6 "GO:0007031" "peroxisome organization" 1
0 1 2 23 "GO:0007049" "cell cycle" 1
0 1 7 8 "GO:0007076;GO:0030261;GO:0006323" "mitotic chromosome condensation" 1
0 1 2 5 "GO:0007093;GO:0045930" "mitotic cell cycle checkpoint" 1
0 0.035532959411585 2 21 "GO:0007154" "cell communication" 0.726737790423054
0 3.33168150346108e-05 2 206 "GO:0007155;GO:0022610" "cell adhesion" 0.012926924233429
0 0.00141096258301568 5 36 "GO:0007156;GO:0098742;GO:0098609" "homophilic cell adhesion via plasma membrane adhesion molecules" 0.109490696442017
0 0.374235412776649 4 37 "GO:0007160;GO:0031589" "cell-matrix adhesion" 1
0 0.257849041385011 2 1911 "GO:0007165" "signal transduction" 1
0 0.0765431599259485 4 193 "GO:0007166" "cell surface receptor signaling pathway" 0.936148623548724
0 0.166610693491195 2 21 "GO:0007167" "enzyme linked receptor protein signaling pathway" 1
0 0.300273805198469 3 10 "GO:0007169" "transmembrane receptor protein tyrosine kinase signaling pathway" 1
0 0.324834901430138 3 11 "GO:0007178" "transmembrane receptor protein serine/threonine kinase signaling pathway" 1
0 0.192800684175562 4 6 "GO:0007179" "transforming growth factor beta receptor signaling pathway" 1
0 0.904627179552075 4 1108 "GO:0007186" "G protein-coupled receptor signaling pathway" 1
0 0.248449019448686 2 8 "GO:0007205" "protein kinase C-activating G protein-coupled receptor signaling pathway" 1
0 0.0510526612202851 2 96 "GO:0007218" "neuropeptide signaling pathway" 0.925151674055513
0 0.163455658701625 5 5 "GO:0007224" "smoothened signaling pathway" 1
0 0.346518450854156 2 163 "GO:0007264" "small GTPase mediated signal transduction" 1
0 0.248449019448686 2 8 "GO:0007267;GO:0023052" "cell-cell signaling" 1
0 0.214982590081277 2 68 "GO:0007275;GO:0032501;GO:0048856" "multicellular organismal process" 1
0 1 2 11 "GO:0007346" "regulation of mitotic cell cycle" 1
0 0.65787443851887 2 30 "GO:0008033" "tRNA processing" 1
0 1 2 8 "GO:0008202" "steroid metabolic process" 1
0 0.221119892883183 2 7 "GO:0008272;GO:0072348" "sulfate transport" 1
0 0.34853687104782 3 12 "GO:0008299;GO:0006720" "isoprenoid metabolic process" 1
0 0.605180978840028 2 26 "GO:0008380" "RNA splicing" 1
0 0.380752729207475 2 63 "GO:0008610" "lipid biosynthetic process" 1
0 1 3 6 "GO:0008612" "peptidyl-lysine modification to peptidyl-hypusine" 1
0 1 2 5 "GO:0008643" "carbohydrate transport" 1
0 0.309781761093702 3 32 "GO:0008652;GO:1901607" "cellular amino acid biosynthetic process" 1
0 0.590790040347505 2 25 "GO:0008654" "phospholipid biosynthetic process" 1
0 1 2 21 "GO:0009063;GO:1901606" "cellular amino acid catabolic process" 1
0 0.527807929675189 2 21 "GO:0009064" "glutamine family amino acid metabolic process" 1
0 1 2 14 "GO:0009067;GO:0009066" "aspartate family amino acid biosynthetic process" 1
0 0.0641132356356396 2 12 "GO:0009069" "serine family amino acid metabolic process" 0.93579904880415
0 0.435337031417532 3 16 "GO:0009072" "aromatic amino acid family metabolic process" 1
0 1 3 8 "GO:0009074;GO:0006569;GO:0006568;GO:0046218;GO:0006586;GO:0042430;GO:0042402;GO:0042436;GO:0009310" "aromatic amino acid family catabolic process" 1
0 0.414782323382188 2 15 "GO:0009084" "glutamine family amino acid biosynthetic process" 1
0 1 4 13 "GO:0009086;GO:0000097;GO:0006555;GO:0000096" "sulfur amino acid metabolic process" 1
0 0.0740633931260631 3 13 "GO:0009112" "nucleobase metabolic process" 0.936148623548724
0 0.527807929675189 3 21 "GO:0009116;GO:1901657" "nucleoside metabolic process" 1
0 0.0108671237133757 2 161 "GO:0009117;GO:0006753;GO:0055086" "nucleobase-containing small molecule metabolic process" 0.421644400078977
0 0.11797275491326 2 17 "GO:0009123;GO:0009124" "nucleoside monophosphate metabolic process" 1
0 0.274822558023953 2 9 "GO:0009130;GO:0009129" "pyrimidine nucleoside monophosphate biosynthetic process" 1
0 0.283569416512754 4 30 "GO:0009132" "nucleoside diphosphate metabolic process" 1
0 0.000364581300003033 2 78 "GO:0009150;GO:0006163;GO:0072521;GO:0009259;GO:0019693" "purine-containing compound metabolic process" 0.0471525148003923
0 0.000678398379509332 2 56 "GO:0009152;GO:0006164;GO:0009260;GO:0072522;GO:0046390" "purine-containing compound biosynthetic process" 0.0658046428124052
0 0.0641132356356396 3 12 "GO:0009156;GO:0009161" "ribonucleoside monophosphate biosynthetic process" 0.93579904880415
0 0.00676665428535885 2 97 "GO:0009165;GO:1901293" "nucleoside phosphate biosynthetic process" 0.328182732839904
0 0.510608061285475 5 20 "GO:0009166;GO:1901292;GO:0046434" "organophosphate catabolic process" 1
0 0.221119892883183 6 7 "GO:0009168;GO:0009127;GO:0009167;GO:0009126" "purine ribonucleoside monophosphate metabolic process" 1
0 1 2 9 "GO:0009186" "deoxyribonucleoside diphosphate metabolic process" 1
0 0.361513496310332 2 36 "GO:0009187;GO:0009190" "cyclic nucleotide metabolic process" 1
0 0.544405400347879 5 22 "GO:0009206;GO:0009145;GO:0009201;GO:0009205;GO:0009142;GO:0009144;GO:0009141;GO:0009199" "nucleoside triphosphate metabolic process" 1
0 1 2 8 "GO:0009219;GO:0009394;GO:0009262;GO:0019692" "deoxyribonucleotide metabolic process" 1
0 0.0740633931260631 6 13 "GO:0009220;GO:0009218" "pyrimidine ribonucleotide metabolic process" 0.936148623548724
0 1 3 7 "GO:0009311" "oligosaccharide metabolic process" 1
0 1 2 14 "GO:0009396;GO:0006760" "folic acid-containing compound biosynthetic process" 1
0 1 5 10 "GO:0009435;GO:0019359;GO:0019363;GO:0046496;GO:0019362" "pyridine nucleotide biosynthetic process" 1
0 1 2 34 "GO:0009451" "RNA modification" 1
0 1 2 16 "GO:0009607;GO:0051607;GO:0002252;GO:0009615;GO:0140546;GO:0051707;GO:0043207;GO:0044419;GO:0009605;GO:0098542" "response to biotic stimulus" 1
0 1 2 7 "GO:0009628" "response to abiotic stimulus" 1
0 1 2 10 "GO:0009653" "anatomical structure morphogenesis" 1
0 0.163455658701625 2 5 "GO:0009894" "regulation of catabolic process" 1
0 0.372183549287098 2 88 "GO:0009966;GO:0010646;GO:0023051;GO:0048583" "regulation of signaling" 1
0 1 2 13 "GO:0010564" "regulation of cell cycle process" 1
0 1 2 16 "GO:0010604;GO:0009893;GO:0031325;GO:0051173" "positive regulation of metabolic process" 1
0 0.45517229869905 3 17 "GO:0010629;GO:0010605;GO:0009892" "negative regulation of metabolic process" 1
0 1 2 5 "GO:0010639;GO:0051129" "negative regulation of organelle organization" 1
0 1 2 6 "GO:0010948" "negative regulation of cell cycle process" 1
0 0.0563276932154379 3 273 "GO:0015031;GO:0015833;GO:0045184;GO:0042886;GO:0008104;GO:0033036" "protein localization" 0.93579904880415
0 0.998001986170937 2 288 "GO:0015074" "DNA integration" 1
0 1 5 5 "GO:0015671;GO:0015669" "oxygen transport" 1
0 0.874599893101095 6 101 "GO:0015672" "monovalent inorganic cation transport" 1
0 1 2 7 "GO:0015696" "ammonium transport" 1
0 0.192051256256784 5 23 "GO:0015698" "inorganic anion transport" 1
0 0.192800684175562 6 6 "GO:0015914;GO:0015748" "organophosphate ester transport" 1
0 0.0167305313319413 4 6 "GO:0015936" "coenzyme A metabolic process" 0.543255035956597
0 1 2 12 "GO:0015986;GO:0006754;GO:0015985;GO:1902600" "ATP biosynthetic process" 1
0 0.669913793720358 2 31 "GO:0016042" "lipid catabolic process" 1
0 0.757626607641959 2 339 "GO:0016043;GO:0071840" "cellular component organization or biogenesis" 1
0 0.163455658701625 5 5 "GO:0016050" "vesicle organization" 1
0 0.559452444995069 2 53 "GO:0016051" "carbohydrate biosynthetic process" 1
0 0.474313218825635 2 18 "GO:0016052" "carbohydrate catabolic process" 1
0 1 2 15 "GO:0016055;GO:1905114" "Wnt signaling pathway" 1
0 0.898577831887251 4 295 "GO:0016070" "RNA metabolic process" 1
0 0.44380796523964 3 97 "GO:0016192" "vesicle-mediated transport" 1
0 1 2 6 "GO:0016197" "endosomal transport" 1
0 1 3 9 "GO:0016226;GO:0031163" "iron-sulfur cluster assembly" 1
0 0.163455658701625 3 5 "GO:0016485" "protein processing" 1
0 0.632467454142143 2 28 "GO:0016567;GO:0032446;GO:0070647" "protein modification by small protein conjugation or removal" 1
0 1 5 18 "GO:0016570;GO:0016569" "covalent chromatin modification" 1
0 1 3 6 "GO:0016573;GO:0018393;GO:0006475;GO:0018394;GO:0006473" "peptidyl-lysine acetylation" 1
0 1 2 11 "GO:0017038" "protein import" 1
0 0.99930276093653 2 798 "GO:0018130;GO:0019438;GO:0044271;GO:1901362;GO:0034654" "cellular nitrogen compound biosynthetic process" 1
0 0.221119892883183 5 7 "GO:0018149" "peptide cross-linking" 1
0 0.605180978840028 5 26 "GO:0018193" "peptidyl-amino acid modification" 1
0 1 2 17 "GO:0018205" "peptidyl-lysine modification" 1
0 1 2 7 "GO:0019236;GO:0010033" "response to pheromone" 1
0 1 4 26 "GO:0019318;GO:0005996" "monosaccharide metabolic process" 1
0 1 3 6 "GO:0019319;GO:0046364" "hexose biosynthetic process" 1
0 0.448118232515768 2 43 "GO:0019439;GO:0044270;GO:0046700;GO:1901361" "organic cyclic compound catabolic process" 1
0 0.0675318901198871 3 234 "GO:0019637" "organophosphate metabolic process" 0.93579904880415
0 1 2 17 "GO:0019751" "polyol metabolic process" 1
0 0.164365904886013 4 200 "GO:0019752;GO:0043436;GO:0006082" "organic acid metabolic process" 1
0 1 2 29 "GO:0022402" "cell cycle process" 1
0 1 1 7 "GO:0022414" "reproductive process" 1
0 1 5 5 "GO:0022618;GO:0071826" "ribonucleoprotein complex subunit organization" 1
0 1 2 12 "GO:0022900" "electron transport chain" 1
0 1 5 7 "GO:0022904" "respiratory electron transport chain" 1
0 0.609339682628835 2 150 "GO:0030001" "metal ion transport" 1
0 0.0844669444922819 4 14 "GO:0030036;GO:0030029" "actin cytoskeleton organization" 0.97287653242967
0 1 3 9 "GO:0030150;GO:0044743;GO:1990542" "mitochondrial transmembrane transport" 1
0 0.106461702852021 2 16 "GO:0030163" "protein catabolic process" 1
0 0.371409660874633 4 13 "GO:0030203" "glycosaminoglycan metabolic process" 1
0 1 6 5 "GO:0030212;GO:1903510" "hyaluronan metabolic process" 1
0 1 3 27 "GO:0030258" "lipid modification" 1
0 1 5 8 "GO:0030833;GO:0008064;GO:0032271;GO:0043254;GO:0044087;GO:1902903;GO:0030832;GO:0110053;GO:0032535;GO:0032956;GO:0090066;GO:0032970" "regulation of actin filament length" 1
0 1 4 7 "GO:0032012" "regulation of ARF protein signal transduction" 1
0 1 2 36 "GO:0032259;GO:0043414" "methylation" 1
0 0.127339551360846 1 76 "GO:0032502" "developmental process" 1
0 0.958997832758462 3 89 "GO:0032774" "RNA biosynthetic process" 1
0 0.459961446387713 3 44 "GO:0032787" "monocarboxylic acid metabolic process" 1
0 0.163455658701625 3 5 "GO:0032879" "regulation of localization" 1
0 1 4 5 "GO:0032886" "regulation of microtubule-based process" 1
0 1 3 15 "GO:0033014;GO:0033013" "tetrapyrrole metabolic process" 1
0 0.274822558023953 4 9 "GO:0033692;GO:0000271;GO:0034637" "cellular carbohydrate biosynthetic process" 1
0 0.0641132356356396 3 12 "GO:0033875;GO:0034032;GO:0033865" "ribonucleoside bisphosphate metabolic process" 0.93579904880415
0 0.163455658701625 2 5 "GO:0034030;GO:0034033;GO:0033866" "ribonucleoside bisphosphate biosynthetic process" 1
0 0.929564845430273 2 121 "GO:0034220" "ion transmembrane transport" 1
0 0.283569416512754 2 30 "GO:0034404" "nucleobase-containing small molecule biosynthetic process" 1
0 0.826923813653984 2 49 "GO:0034470" "ncRNA processing" 1
0 0.669913793720358 4 31 "GO:0034613;GO:0070727" "cellular protein localization" 1
0 0.843732491513975 3 131 "GO:0034622" "cellular protein-containing complex assembly" 1
0 0.999980783570194 2 688 "GO:0034645;GO:0009059" "macromolecule biosynthetic process" 1
0 0.283569416512754 2 30 "GO:0034655" "nucleobase-containing compound catabolic process" 1
0 1 4 5 "GO:0034968;GO:0016571;GO:0018022" "histone lysine methylation" 1
0 1 3 40 "GO:0035023;GO:0046578" "regulation of Ras protein signal transduction" 1
0 0.442980435722943 3 291 "GO:0035556" "intracellular signal transduction" 1
0 0.154127099769328 6 20 "GO:0038032;GO:0023021;GO:0045744;GO:0009968;GO:0010648;GO:0023057;GO:0048585;GO:0008277" "negative regulation of signal transduction" 1
0 0.0298160069246667 1 8 "GO:0040007" "growth" 0.723038167923167
0 1 2 11 "GO:0042221" "response to chemical" 1
0 0.129776656547111 3 18 "GO:0042254;GO:0022613;GO:0044085" "cellular component biogenesis" 1
0 1 2 26 "GO:0042398" "cellular modified amino acid biosynthetic process" 1
0 0.371409660874633 4 13 "GO:0042455;GO:0009119;GO:0009163;GO:1901659;GO:0006183;GO:0046039;GO:1901070;GO:1901068;GO:0046128;GO:0042278;GO:0046129;GO:0042451;GO:0006228;GO:0009209;GO:0046051;GO:0009148;GO:0009208;GO:0009147;GO:0006241;GO:0046036" "ribonucleoside metabolic process" 1
0 1 2 20 "GO:0042559;GO:0042558" "pteridine-containing compound biosynthetic process" 1
0 0.943270173915813 2 80 "GO:0042592;GO:0065008" "regulation of biological quality" 1
0 0.619067579027588 6 27 "GO:0042981;GO:0043067;GO:0010941" "regulation of apoptotic process" 1
0 1 2 7 "GO:0043085;GO:0044093" "positive regulation of catalytic activity" 1
0 1 3 6 "GO:0043094" "cellular metabolic compound salvage" 1
0 0.0671066289214047 4 27 "GO:0043401;GO:0009755" "steroid hormone mediated signaling pathway" 0.93579904880415
0 1 5 8 "GO:0043543" "protein acylation" 1
0 0.880228690062918 3 142 "GO:0043603" "cellular amide metabolic process" 1
0 0.939226649327361 3 126 "GO:0043604;GO:0006412;GO:0043043;GO:0006518" "peptide metabolic process" 1
0 1 4 5 "GO:0043624;GO:0032984;GO:0022411" "cellular component disassembly" 1
0 1 2 11 "GO:0043648" "dicarboxylic acid metabolic process" 1
0 0.300273805198469 3 10 "GO:0044242" "cellular lipid catabolic process" 1
0 0.467921587355772 3 156 "GO:0044248" "cellular catabolic process" 1
0 0.987570989007689 3 1105 "GO:0044249;GO:1901576;GO:0009058" "biosynthetic process" 1
0 0.696972579180978 2 134 "GO:0044255" "cellular lipid metabolic process" 1
0 0.998477262521906 3 1800 "GO:0044260" "cellular macromolecule metabolic process" 1
0 0.724065151852244 2 36 "GO:0044262" "cellular carbohydrate metabolic process" 1
0 0.414782323382188 4 15 "GO:0044264;GO:0005976" "cellular polysaccharide metabolic process" 1
0 0.335331230307044 2 109 "GO:0044265;GO:0009057" "macromolecule catabolic process" 1
0 1 2 24 "GO:0044272" "sulfur compound biosynthetic process" 1
0 1 2 5 "GO:0044275" "cellular carbohydrate catabolic process" 1
0 0.0363827221705593 2 418 "GO:0044281" "small molecule metabolic process" 0.726737790423054
0 0.314438076635698 2 106 "GO:0044283" "small molecule biosynthetic process" 1
0 1 2 45 "GO:0045454;GO:0019725" "cellular homeostasis" 1
0 1 2 5 "GO:0045595" "regulation of cell differentiation" 1
0 1 2 18 "GO:0045786" "negative regulation of cell cycle" 1
