"delta.rank" "pval" "level" "nseqs" "term" "name" "p.adj"
26 0.457563998934218 2 39 "GO:0030414;GO:0004857;GO:0061134" "enzyme inhibitor activity" 0.999978383622738
-360 0.94430970459227 2 46 "GO:0030695;GO:0060589" "nucleoside-triphosphatase regulator activity" 0.999978383622738
-86 0.726944520502026 2 118 "GO:0042578" "phosphoric ester hydrolase activity" 0.999978383622738
350 0.0115436694730065 4 100 "GO:0043565" "sequence-specific DNA binding" 0.207786050514117
67 0.30442812993151 4 141 "GO:0046873" "metal ion transmembrane transporter activity" 0.999978383622738
-50 0.578135446806077 4 37 "GO:0046943;GO:0005342" "carboxylic acid transmembrane transporter activity" 0.999978383622738
304 0.0453441465701155 2 73 "GO:0046983" "protein dimerization activity" 0.290937924440856
-102 0.674780109638391 4 46 "GO:0050660" "flavin adenine dinucleotide binding" 0.999978383622738
-116 0.672477865696053 3 35 "GO:0051213" "dioxygenase activity" 0.999978383622738
603 0.0203439407898448 3 27 "GO:0051536;GO:0051540" "iron-sulfur cluster binding" 0.263612601295582
-207 0.797018242744675 2 38 "GO:0052689" "carboxylic ester hydrolase activity" 0.999978383622738
-76 0.698814902207465 2 112 "GO:0140098" "catalytic activity, acting on RNA" 0.999978383622738
-89 0.656580127913661 3 48 "GO:0140101" "catalytic activity, acting on a tRNA" 0.999978383622738
