"geneid","common_name","peak_density_TSS","peak_density_Introns","peak_density_Intron1","peak_density_Exons","gene_len","exon_len","intron_len","TSS_dens_norm","intron_dens_norm","exon_dens_norm"
"SPU_000046","SP-CDC7",16.6666666666667,138.333333333333,0,133.666666666667,10616,3264,7352,0.0166666666666667,0.0188157417482771,0.0409517973856209
"SPU_000047","SP-EGFL",62.3333333333333,1249.66666666667,1249.66666666667,0,46710,1136,45574,0.0623333333333333,0.0274206053158965,0
"SPU_000048","SP-SLC31A1",56.3333333333333,97,19.3333333333333,54.3333333333333,7061,2697,4364,0.0563333333333333,0.0222273143904675,0.0201458410579656
"SPU_000049","SP-TRYPL",33.6666666666667,603.666666666667,150.333333333333,151.666666666667,15493,2620,12873,0.0336666666666667,0.0468940158989099,0.0578880407124682
"SPU_000050","SP-UNC44L",45.3333333333333,211.333333333333,145.666666666667,88.6666666666667,17530,3047,14483,0.0453333333333333,0.0145918202950586,0.0290996608686139
"SPU_000051","SP-SRCR",13,356,226.666666666667,118,61256,2328,58928,0.013,0.00604127070323106,0.0506872852233677
"SPU_000052","SP-AYTL2",14.6666666666667,506.666666666667,17,137.666666666667,14042,1422,12620,0.0146666666666667,0.0401479133650291,0.096812001875293
"SPU_000053","SP-EGF/HYALINL5",99.3333333333333,1304.66666666667,36.6666666666667,1392.33333333333,61794,16271,45523,0.0993333333333333,0.0286595054514568,0.0855714666174994
"SPU_000054","SP-DUS2L",98.3333333333333,1327,0,926.333333333333,22439,1794,20645,0.0983333333333333,0.0642770646645677,0.516350798959495
"SPU_000055","SP-STRAP",23.3333333333333,210,3.33333333333333,59.3333333333333,7371,2422,4949,0.0233333333333333,0.0424328147100424,0.0244976603358106
"SPU_000056","SP-C10ORF93L",16.3333333333333,87.6666666666667,0,40,29231,3232,25999,0.0163333333333333,0.00337192456120107,0.0123762376237624
"SPU_000057","SP-IGCAM/IGCAM/IGCAM",31.6666666666667,463,0,0,20032,1428,18604,0.0316666666666667,0.0248871210492367,0
"SPU_000058","SP-GPR114",64.3333333333333,1342,0,9,3762,764,2998,0.0643333333333333,0.447631754503002,0.0117801047120419
"SPU_000059","SP-DDX55L",15,0,0,0,1433,237,1196,0.015,0,0
"SPU_000060","SP-ANK42L",3,16.3333333333333,0,6.66666666666667,7890,1420,6470,0.003,0.00252447192168985,0.00469483568075117
"SPU_000061","SP-BTUB2",42.6666666666667,81.6666666666667,8.66666666666667,48.6666666666667,8903,1830,7073,0.0426666666666667,0.0115462557142184,0.0265938069216758
"SPU_000062","SP-BTUB3",63.6666666666667,4.33333333333333,0,73.6666666666667,2914,1913,1001,0.0636666666666667,0.00432900432900433,0.0385084509496428
"SPU_000063","SP-RDH8",34.3333333333333,13.6666666666667,0,21,5043,932,4111,0.0343333333333333,0.00332441417335604,0.0225321888412017
"SPU_000064","SP-MUS_ACHLRM3",31.3333333333333,118,18.3333333333333,49.3333333333333,4020,1060,2960,0.0313333333333333,0.0398648648648649,0.0465408805031447
"SPU_000066","SP-NSUN7L",140.333333333333,265.333333333333,65,102,22936,2782,20154,0.140333333333333,0.0131652939036089,0.0366642703091301
"SPU_000067","SP-CRJ1L",17.3333333333333,18,0,50,3495,642,2853,0.0173333333333333,0.00630914826498423,0.0778816199376947
"SPU_000068","SP-AGA_1",6,2,2,0,21061,2362,18699,0.006,0.000106957591315044,0
"SPU_000069","SP-GLYT1L",55.6666666666667,210,2,182.666666666667,11889,1241,10648,0.0556666666666667,0.0197220135236664,0.147193123824872
"SPU_000070","SP-MUCL",7,402.333333333333,112.333333333333,288.333333333333,19589,3132,16457,0.007,0.0244475501812805,0.0920604512558535
"SPU_000071","SP-APBB1L",92.6666666666667,598,4.66666666666667,177.666666666667,10145,1134,9011,0.0926666666666667,0.0663633337032516,0.156672545561434
"SPU_000075","SP-METHIAPD2L",108,221.666666666667,0,18.3333333333333,16577,4421,12156,0.108,0.0182351650762312,0.00414687476438212
"SPU_000076","SP-GAT_2",31.3333333333333,397.666666666667,0,140,15518,3592,11926,0.0313333333333333,0.0333445133881156,0.0389755011135857
"SPU_000077","SP-ATP5C1",87.3333333333333,5.33333333333333,0,31.3333333333333,5316,1502,3814,0.0873333333333333,0.00139835693060654,0.020861074123391
"SPU_000078","SP-GPCR88",68.6666666666667,0,0,0,1214,1214,0,0.0686666666666667,0,0
"SPU_000080","SP-MESTL",67.3333333333333,0,0,0,7584,3407,4177,0.0673333333333333,0,0
"SPU_000082","SP-PIF1H",2,1.33333333333333,1.33333333333333,10.3333333333333,9484,9292,192,0.002,0.00694444444444444,0.00111206772851198
"SPU_000084","SP-TBCD",90.6666666666667,463.333333333333,46.3333333333333,230,34697,2804,31893,0.0906666666666667,0.0145277438100315,0.0820256776034237
"SPU_000085","SP-PRRPRL",104,365.333333333333,163,194.333333333333,10737,624,10113,0.104,0.0361251194831735,0.311431623931624
"SPU_000088","SP-UBE4BL",47.6666666666667,30,0,41.3333333333333,1606,511,1095,0.0476666666666667,0.0273972602739726,0.0808871493803001
"SPU_000089","SP-MADDL",40.6666666666667,0,0,0,1055,322,733,0.0406666666666667,0,0
"SPU_000090","SP-GCSB2L",54.6666666666667,68.3333333333333,5,22.3333333333333,1895,921,974,0.0546666666666667,0.0701574264202601,0.0242490047050308
"SPU_000091","SP-FIMBPH",20.6666666666667,169.333333333333,0,105,9360,995,8365,0.0206666666666667,0.0202430763100219,0.105527638190955
"SPU_000092","SP-KCNH1",100.666666666667,1367,753.666666666667,469,14003,2660,11343,0.100666666666667,0.120514854976638,0.176315789473684
"SPU_000094","SP-HYPP_293",140.666666666667,627,627,0,100236,2189,98047,0.140666666666667,0.0063948922455557,0
"SPU_000095","SP-CLASP1L",23.6666666666667,446.666666666667,446.666666666667,0,1060,258,802,0.0236666666666667,0.556940980881131,0
"SPU_000096","SP-ORBPH",91,303.333333333333,303.333333333333,2.66666666666667,13718,1076,12642,0.091,0.0239940937615356,0.00247831474597274
"SPU_000098","SP-CLASP2",48.6666666666667,1150.33333333333,1150.33333333333,374.666666666667,36090,3133,32957,0.0486666666666667,0.0349040669154757,0.119587190126609
"SPU_000099","SP-ANXA11L",59,87,0,12,86,86,0,0.059,0,0.13953488372093
"SPU_000100","SP-HYPP_1243",1.66666666666667,320.666666666667,60.3333333333333,117,14820,1065,13755,0.00166666666666667,0.0233127347631164,0.109859154929577
"SPU_000101","SP-SF3B3",7,190,0,79.3333333333333,27781,6454,21327,0.007,0.00890889482815211,0.012292118582791
"SPU_000102","SP-SNRK",213.333333333333,348.666666666667,2.33333333333333,158,595,595,0,0.213333333333333,0,0.265546218487395
"SPU_000103","SP-ACRV1L",51.3333333333333,66,65.3333333333333,58,401,401,0,0.0513333333333333,0,0.144638403990025
"SPU_000104","SP-TRIM33L",99,73.6666666666667,73.6666666666667,4.66666666666667,4870,1546,3324,0.099,0.0221620537505014,0.00301854247520483
"SPU_000105","SP-MAPKKK12/13",106.666666666667,132.666666666667,0,402.333333333333,9324,3179,6145,0.106666666666667,0.0215893680499051,0.126559714795009
"SPU_000107","SP-AGXT2L",0.666666666666667,0,0,3.66666666666667,2294,392,1902,0.000666666666666667,0,0.00935374149659864
"SPU_000109","SP-GARSL",5.33333333333333,0,0,0,928,163,765,0.00533333333333333,0,0
"SPU_000110","SP-CBPSL",91.6666666666667,126.666666666667,0,17.6666666666667,1179,500,679,0.0916666666666667,0.186548846342661,0.0353333333333333
"SPU_000111","SP-PFKFB4",1.33333333333333,13.3333333333333,0,2,9303,837,8466,0.00133333333333333,0.00157492715961887,0.002389486260454
"SPU_000112","SP-DHC6",16.3333333333333,103.666666666667,0,97.6666666666667,442,310,132,0.0163333333333333,0.785353535353535,0.31505376344086
"SPU_000114","SP-FUT6",11.3333333333333,0,0,0,4587,4587,0,0.0113333333333333,0,0
"SPU_000115","SP-FBOX016L",14,0,0,0,263,263,0,0.014,0,0
"SPU_000116","SP-GUCY1A3",92,3399.66666666667,0,191.333333333333,42050,1042,41008,0.092,0.0829025230849265,0.183621241202815
"SPU_000117","SP-GUCY1B3",181.333333333333,3348.33333333333,104,221,18323,1806,16517,0.181333333333333,0.20272042945652,0.122369878183832
"SPU_000118","SP-AASDHPPT",20.6666666666667,189,0,107,4452,875,3577,0.0206666666666667,0.0528375733855186,0.122285714285714
"SPU_000119","SP-HFBP17L",66,2075.33333333333,0,626.666666666667,161,161,0,0.066,0,3.89233954451346
"SPU_000121","SP-DEADBPUKN",6,0,0,1,5646,1355,4291,0.006,0,0.000738007380073801
"SPU_000122","SP-NMCP1L",85.6666666666667,3,0,30.3333333333333,3496,592,2904,0.0856666666666667,0.00103305785123967,0.0512387387387387
"SPU_000123","SP-SH3BP5L",47,0,0,0,7575,482,7093,0.047,0,0
"SPU_000127","SP-USP3",42,40.3333333333333,40.3333333333333,53.3333333333333,17812,4243,13569,0.042,0.00297246173876729,0.0125697226804934
"SPU_000128","SP-TROPMY1",133.333333333333,1880.66666666667,413,157.666666666667,24826,721,24105,0.133333333333333,0.0780197745972482,0.218677762367083
"SPU_000129","SP-ARNT",62.6666666666667,305.333333333333,58.3333333333333,330.666666666667,11433,1291,10142,0.0626666666666667,0.03010583053967,0.256132197263104
"SPU_000132","SP-TAOK1L",2.66666666666667,187.333333333333,0,39.3333333333333,251,251,0,0.00266666666666667,0,0.156706507304117
"SPU_000133","SP-HYPP_1244",6.33333333333333,175.333333333333,112.333333333333,29,1759,1623,136,0.00633333333333333,1.28921568627451,0.0178681454097351
"SPU_000134","SP-SID1L",15,0,0,0,10177,351,9826,0.015,0,0
"SPU_000135","SP-ZF(MYND)_13L",58,20.3333333333333,0,72.3333333333333,26714,4154,22560,0.058,0.000901300236406619,0.0174129353233831
"SPU_000136","SP-MEC-2L",152.666666666667,0,0,0,1503,1503,0,0.152666666666667,0,0
"SPU_000137","SP-DESTABILASEL",4,46.6666666666667,45.3333333333333,17.3333333333333,6425,417,6008,0.004,0.00776742121615624,0.0415667466027178
"SPU_000138","SP-MAEAL",18.6666666666667,382.333333333333,141.666666666667,171,14477,1502,12975,0.0186666666666667,0.0294669235709698,0.113848202396804
"SPU_000140","SP-SST5L",51.6666666666667,0,0,0,473,473,0,0.0516666666666667,0,0
"SPU_000141","SP-CLECT/EGF/LAMININL/FIBRONECTIN3/TM",16,193.333333333333,27.6666666666667,115.666666666667,12973,2140,10833,0.016,0.0178467029754762,0.0540498442367601
"SPU_000142","SP-COL18A1LF",80.6666666666667,0,0,0,49315,4140,45175,0.0806666666666667,0,0
"SPU_000143","SP-HYPP_296",31.6666666666667,1,0,28,3505,2325,1180,0.0316666666666667,0.000847457627118644,0.0120430107526882
"SPU_000144","SP-NOP5",58.6666666666667,124,1.33333333333333,94.3333333333333,10419,1594,8825,0.0586666666666667,0.0140509915014164,0.0591802593057298
"SPU_000146","SP-KPNB1",130.333333333333,867,176.333333333333,578,21399,2548,18851,0.130333333333333,0.0459922550527823,0.226844583987441
"SPU_000147","SP-DNAH5L",52,398,0,411.666666666667,2333,599,1734,0.052,0.229527104959631,0.68725653867557
"SPU_000148","SP-EPDMNRP2",36.3333333333333,96,0,0,1201,655,546,0.0363333333333333,0.175824175824176,0
"SPU_000149","SP-HEPDMN",112,82.6666666666667,0,0,506,506,0,0.112,0,0
"SPU_000153","SP-ACHE_8",80.3333333333333,80,0,112,7489,1817,5672,0.0803333333333333,0.0141043723554302,0.0616400660429279
"SPU_000154","SP-ACHE_1",49,167,0,66.6666666666667,5748,919,4829,0.049,0.0345827293435494,0.0725426187885383
"SPU_000155","SP-ESTERASEL",60,68.3333333333333,0,1,3067,755,2312,0.06,0.0295559400230681,0.00132450331125828
"SPU_000156","SP-SLC22L",21,10.3333333333333,10.3333333333333,17.3333333333333,3509,397,3112,0.021,0.00332047986289632,0.0436607892527288
"SPU_000157","SP-DPL",18,41.3333333333333,2.66666666666667,445.333333333333,8836,7013,1823,0.018,0.0226732492228927,0.0635011169732402
"SPU_000159","SP-BDNR",29.3333333333333,821.333333333333,0,1147.66666666667,16477,6715,9762,0.0293333333333333,0.0841357645291265,0.170910896003971
"SPU_000162","SP-MYH1L",43.6666666666667,107,8,46.6666666666667,9358,1542,7816,0.0436666666666667,0.0136898669396111,0.0302637267617812
"SPU_000163","SP-SULT4A1",113.666666666667,437.333333333333,137,117.666666666667,17361,840,16521,0.113666666666667,0.026471359683635,0.140079365079365
"SPU_000164","SP-CLECT",128,0,0,0,761,761,0,0.128,0,0
"SPU_000166","SP-SLC35F3L",38.3333333333333,61.3333333333333,17.3333333333333,63.6666666666667,13258,2347,10911,0.0383333333333333,0.00562123850548376,0.0271268285754864
"SPU_000167","SP-CHAC",218,204.333333333333,0,75.6666666666667,9761,3027,6734,0.218,0.0303435303435303,0.0249972469992292
"SPU_000168","SP-RANGAP1",84.6666666666667,321.333333333333,0,84.3333333333333,11835,1535,10300,0.0846666666666667,0.0311974110032362,0.0549402823018458
"SPU_000169","SP-NCOA7L",73.6666666666667,669,0,289,34770,2848,31922,0.0736666666666667,0.0209573335004072,0.101474719101124
"SPU_000170","SP-ARS2",27,408.666666666667,0,227,16602,2543,14059,0.027,0.0290679754368495,0.0892646480534801
"SPU_000171","SP-ARS2_1",43,36.3333333333333,0,118.666666666667,4373,2323,2050,0.043,0.0177235772357724,0.0510833692064859
"SPU_000172","SP-NAPRT1L",74.6666666666667,0,0,0,8911,1193,7718,0.0746666666666667,0,0
"SPU_000173","SP-SLC30A3",89.6666666666667,191.333333333333,0,88,8052,1147,6905,0.0896666666666667,0.0277093893314024,0.0767218831734961
"SPU_000174","SP-SLC30A3_1",108.333333333333,316,0,88.3333333333333,12553,3990,8563,0.108333333333333,0.0369029545719958,0.0221386800334169
"SPU_000175","SP-ECHN",68,128.666666666667,0,26,17207,1214,15993,0.068,0.0080451864357323,0.0214168039538715
"SPU_000176","SP-REELER/EGF/FOLN",93,386.333333333333,196.333333333333,183,24448,3430,21018,0.093,0.0183810701938021,0.0533527696793003
"SPU_000177","SP-PCSK9L",86.6666666666667,1361.33333333333,0,245,17094,1677,15417,0.0866666666666667,0.0883007934963568,0.146094215861658
"SPU_000178","SP-PP2AB56E",99,2345,635,166,46828,4005,42823,0.099,0.0547602923662518,0.0414481897627965
"SPU_000179","SP-FUT8",23.3333333333333,89,40.6666666666667,27,7115,692,6423,0.0233333333333333,0.0138564533706991,0.0390173410404624
"SPU_000181","SP-RT2L",41,79,0,33,7506,889,6617,0.041,0.0119389451413027,0.0371203599550056
"SPU_000182","SP-KIAA1731L",43.3333333333333,158,115.666666666667,715,5846,1239,4607,0.0433333333333333,0.0342956370740178,0.577078288942696
"SPU_000184","SP-PRA1L",70,22.3333333333333,0,0.666666666666667,4459,3224,1235,0.07,0.0180836707152497,0.000206782464846981
"SPU_000185","SP-HYPP_1245",71,442,0,174,11719,1331,10388,0.071,0.042549095109742,0.130728775356875
"SPU_000186","SP-LRR/IGR_3",140,54,0,34,2796,2796,0,0.14,0,0.0121602288984263
"SPU_000187","SP-GMPPB",49.6666666666667,260.333333333333,78,122,4650,781,3869,0.0496666666666667,0.0672869819936245,0.156209987195903
"SPU_000191","SP-CMPK",120.333333333333,500.333333333333,317,78.6666666666667,18546,2954,15592,0.120333333333333,0.0320891055242004,0.0266305574362446
"SPU_000192","SP-CLECT_61",83,0,0,22.3333333333333,3208,654,2554,0.083,0,0.0341488277268094
"SPU_000193","SP-STIP",21.6666666666667,11.6666666666667,0,16.6666666666667,1115,294,821,0.0216666666666667,0.0142103126268778,0.0566893424036281
"SPU_000194","SP-TRANSPOSASEL",2,0,0,6.33333333333333,2801,2801,0,0.002,0,0.00226109722718077
"SPU_000195","SP-DYSF",65.3333333333333,268.666666666667,0,133.666666666667,18866,2204,16662,0.0653333333333333,0.016124514864162,0.0606473079249849
"SPU_000196","SP-RFWD2L",25.6666666666667,328.333333333333,0,91,3547,622,2925,0.0256666666666667,0.112250712250712,0.146302250803859
"SPU_000197","SP-FIGL1L",8.66666666666667,107,4,50.3333333333333,6680,926,5754,0.00866666666666667,0.0185957594716719,0.0543556515478762
"SPU_000198","SP-DNAHC8_1",1.33333333333333,0,0,2.66666666666667,452,452,0,0.00133333333333333,0,0.00589970501474926
"SPU_000199","SP-TLR003",158.333333333333,0,0,0,2639,2639,0,0.158333333333333,0,0
"SPU_000201","SP-HNMTL",37.6666666666667,473.333333333333,0,214.666666666667,4509,884,3625,0.0376666666666667,0.130574712643678,0.242835595776772
"SPU_000202","SP-CHN2",142,877,155.333333333333,39,25025,2495,22530,0.142,0.0389258766089658,0.0156312625250501
"SPU_000205","SP-MTG1",16,85.6666666666667,0,14.3333333333333,16141,1794,14347,0.016,0.00597105085848377,0.00798959494611669
"SPU_000207","SP-PEX2",14,83.6666666666667,14.3333333333333,37.6666666666667,3989,557,3432,0.014,0.0243783993783994,0.0676241771394375
"SPU_000209","SP-TTLL4",6.33333333333333,145,0,91,388,325,63,0.00633333333333333,2.3015873015873,0.28
"SPU_000210","SP-POLA",14,82.3333333333333,3.66666666666667,121.666666666667,34628,3833,30795,0.014,0.00267359419819235,0.0317418905991825
"SPU_000211","SP-INPP5DL",9.66666666666667,340.666666666667,154.333333333333,48,21369,258,21111,0.00966666666666667,0.0161369270364581,0.186046511627907
"SPU_000212","SP-GNPTABL",24.6666666666667,311.333333333333,0,372,11858,3486,8372,0.0246666666666667,0.0371874502309285,0.10671256454389
"SPU_000213","SP-TMEM69",131.333333333333,0,0,0,600,600,0,0.131333333333333,0,0
"SPU_000214","SP-C20ORF31",62,92.3333333333333,7,98.6666666666667,8130,1563,6567,0.062,0.0140601999898482,0.0631264661974835
"SPU_000216","SP-EGF/HYALINL14",111.666666666667,1738.66666666667,1738.66666666667,225.666666666667,30764,4300,26464,0.111666666666667,0.0656993147924224,0.0524806201550388
"SPU_000217","SP-ESPL1",17.6666666666667,1498,0,249.333333333333,8311,1939,6372,0.0176666666666667,0.235091023226616,0.128588619563349
"SPU_000218","SP-TOLLOIDL",103.333333333333,146,0,116.333333333333,7767,1228,6539,0.103333333333333,0.0223275730233981,0.0947339847991314
"SPU_000220","SP-ANXA13L",8,0,0,25,2575,369,2206,0.008,0,0.0677506775067751
"SPU_000222","SP-PGRP3",79.6666666666667,0,0,0,15771,730,15041,0.0796666666666667,0,0
"SPU_000223","SP-SLC16A12_10",82,117,9.33333333333333,176,7163,1373,5790,0.082,0.0202072538860104,0.128186453022578
"SPU_000224","SP-RMND5HA_1",1.33333333333333,18.6666666666667,0,4.66666666666667,4261,470,3791,0.00133333333333333,0.0049239426712389,0.0099290780141844
"SPU_000225","SP-MPHOSPH10L",10.6666666666667,79.3333333333333,0,25.6666666666667,10977,3294,7683,0.0106666666666667,0.0103258275847108,0.0077919449504149
"SPU_000227","SP-ALG10BH",36,9.66666666666667,1,187.333333333333,5187,1263,3924,0.036,0.00246347264695889,0.148324096067564
"SPU_000228","SP-HCFC2",61.3333333333333,94.6666666666667,0,96.6666666666667,9530,1577,7953,0.0613333333333333,0.0119032650152982,0.0612978228704291
"SPU_000229","SP-COPINEC",31.6666666666667,108.333333333333,0,77.3333333333333,8797,1308,7489,0.0316666666666667,0.0144656607468732,0.0591233435270132
"SPU_000233","SP-REO_6L",17.3333333333333,0,0,0,851,851,0,0.0173333333333333,0,0
"SPU_000234","SP-ANK1L",1,45.3333333333333,0,5,6099,2561,3538,0.001,0.0128132654983983,0.00195236235845373
"SPU_000236","SP-IDH1",93.6666666666667,378,96,199.666666666667,18393,1263,17130,0.0936666666666667,0.0220665499124343,0.158089205595144
"SPU_000237","SP-JIP1",29.3333333333333,21.6666666666667,0,93.3333333333333,4139,419,3720,0.0293333333333333,0.00582437275985663,0.222752585521082
"SPU_000239","SP-RRM",176.333333333333,1418.33333333333,1338.66666666667,43,39377,528,38849,0.176333333333333,0.0365088762473509,0.0814393939393939
"SPU_000240","SP-UBE2ZL",85.6666666666667,396.666666666667,0,245,6164,843,5321,0.0856666666666667,0.0745473908413206,0.290628706998814
"SPU_000241","SP-TAL1PH",56,134.333333333333,0,0,96970,10193,86777,0.056,0.00154802923969869,0
"SPU_000242","SP-DAZAPI2",99.6666666666667,10,0,15,5976,2884,3092,0.0996666666666667,0.00323415265200517,0.00520110957004161
"SPU_000243","SP-WDR60",55.3333333333333,409,0,193,23677,3977,19700,0.0553333333333333,0.020761421319797,0.0485290419914508
"SPU_000244","SP-PRP4",102.666666666667,0,0,0,18431,3123,15308,0.102666666666667,0,0
"SPU_000245","SP-HYPP_297",42,13.3333333333333,0,42,5795,2159,3636,0.042,0.00366703337000367,0.0194534506716072
"SPU_000246","SP-CEP72",17,110.333333333333,0,46,9939,1211,8728,0.017,0.0126413076688054,0.0379851362510322
"SPU_000247","SP-TPPP2/3",51.3333333333333,33.3333333333333,18.3333333333333,56.3333333333333,2502,861,1641,0.0513333333333333,0.0203128173877717,0.0654277971351142
"SPU_000249","SP-MTBPL",5,60.3333333333333,9,38.3333333333333,11938,1471,10467,0.005,0.00576414763861024,0.0260593700430546
"SPU_000250","SP-HYPP_1246",21.6666666666667,93,0.333333333333333,77,3724,1235,2489,0.0216666666666667,0.0373644033748493,0.0623481781376518
"SPU_000251","SP-TMEM41A",31,40,0,35.3333333333333,5588,736,4852,0.031,0.00824402308326463,0.0480072463768116
"SPU_000252","SP-MED1",89.6666666666667,398.333333333333,0,611.666666666667,21482,9520,11962,0.0896666666666667,0.0332998941091233,0.064250700280112
"SPU_000253","SP-RBJL1",29.6666666666667,44,0,22.6666666666667,5359,846,4513,0.0296666666666667,0.00974961223133171,0.0267927501970055
"SPU_000254","SP-TRIM3L",33,0,0,0,1748,1748,0,0.033,0,0
"SPU_000256","SP-BECN1",50.3333333333333,57.3333333333333,0,637.333333333333,10524,3199,7325,0.0503333333333333,0.00782707622298066,0.19922892570595
"SPU_000257","SP-RAB3FAP1",26,399.333333333333,0,331,15154,3390,11764,0.026,0.0339453700555367,0.0976401179941003
"SPU_000258","SP-FAM13A1_1",5,292.333333333333,8.33333333333333,114.666666666667,6249,950,5299,0.005,0.0551676416934013,0.120701754385965
"SPU_000260","SP-PBL1",50.3333333333333,259.666666666667,0,62.3333333333333,18937,3528,15409,0.0503333333333333,0.0168516235100699,0.0176681783824641
"SPU_000261","SP-HYPP_1247",89,180.666666666667,0,39.3333333333333,11219,1378,9841,0.089,0.0183585678962165,0.0285437832607644
"SPU_000262","SP-SMCR7L",120.333333333333,0,0,0,2985,2985,0,0.120333333333333,0,0
"SPU_000263","SP-PNKDL",55.6666666666667,0,0,0,2497,293,2204,0.0556666666666667,0,0
"SPU_000264","SP-TF2L",10,0,0,10,2066,2066,0,0.01,0,0.00484027105517909
"SPU_000268","SP-MON2L",45.3333333333333,409,0,93,17607,2158,15449,0.0453333333333333,0.026474205450191,0.0430954587581094
"SPU_000269","SP-PLXNA2",10.6666666666667,411,0,64,116391,898,115493,0.0106666666666667,0.0035586572346376,0.0712694877505568
"SPU_000270","SP-XPO6",21.3333333333333,45,1.66666666666667,92.6666666666667,9006,1513,7493,0.0213333333333333,0.00600560523154945,0.0612469706983917
