"geneid","exonid","exon_coeff","exon_num","exon_DM_logFC","common_name","peak_density_TSS","peak_density_Introns","peak_density_Intron1","peak_density_Exons","gene_len","exon_len","intron_len","TSS_dens_norm","intron_dens_norm","exon_dens_norm"
"SPU_000346","SPU_000346-tr-E22",0.403304687963738,22,0.520161860025886,"SP-CLECT/FN3_17",1.66666666666667,1335.33333333333,6.66666666666667,291.666666666667,38343,3713,34630,1.66666666666667,0.0385600154009048,0.0785528323906994
"SPU_000362","SPU_000362-tr-E24",-0.219598259802633,24,-3.62973956140033,"SP-MASP",11,249.333333333333,77,39.6666666666667,42644,5200,37444,11,0.00665883274578927,0.00762820512820513
"SPU_000362","SPU_000362-tr-E26",-0.00728571706263903,26,-0.0411602831948437,"SP-MASP",11,249.333333333333,77,39.6666666666667,42644,5200,37444,11,0.00665883274578927,0.00762820512820513
"SPU_000396","SPU_000396-tr-E3",-0.45725127735717,3,0.525204821916532,"SP-HYPP_300",49,10,0,38.6666666666667,7584,2941,4643,49,0.00215377988369589,0.0131474555139975
"SPU_000409","SPU_000409-tr-E7",-0.194538037438369,7,-0.175330168168674,"SP-IL1R/RS1(D)",47.3333333333333,11,0,17.3333333333333,5773,1949,3824,47.3333333333333,0.0028765690376569,0.00889344963229006
"SPU_000419","SPU_000419-tr-E10",1.48667511262191,10,1.76372749688023,"SP-LMLM-2",43,386.333333333333,73.3333333333333,98,14058,1617,12441,43,0.0310532379497897,0.0606060606060606
"SPU_000419","SPU_000419-tr-E6",1.4819545889772,6,2.7098905353748,"SP-LMLM-2",43,386.333333333333,73.3333333333333,98,14058,1617,12441,43,0.0310532379497897,0.0606060606060606
"SPU_000423","SPU_000423-tr-E1",1.17148961442314,1,0.440321431128148,NA,0,0,0,0,0,0,0,0,0,0
"SPU_000435","SPU_000435-tr-E21",0.454927168652489,21,-0.324578631025397,"SP-MLCKL",39.6666666666667,759,0,245.333333333333,30851,3688,27163,39.6666666666667,0.0279424216765453,0.0665220535068691
"SPU_000440","SPU_000440-tr-E4",-0.00722857558464685,4,-2.27960015656969,"SP-Z115",44,565,340,357.666666666667,13467,7183,6284,44,0.08991088478676,0.0497934938976287
"SPU_000468","SPU_000468-tr-E6",0.0843058468834658,6,-0.275635905345223,"SP-PLK2",37,586.333333333333,9,187.333333333333,25524,1884,23640,37,0.0248025944726452,0.0994338287331918
"SPU_000471","SPU_000471-tr-E5",-0.0773887961524808,5,0.867770035103007,"SP-RDH10_1",60.6666666666667,31,0,17,4376,1175,3201,60.6666666666667,0.00968447360199937,0.014468085106383
"SPU_000471","SPU_000471-tr-E3",0.121224211743193,3,0.225645054933158,"SP-RDH10_1",60.6666666666667,31,0,17,4376,1175,3201,60.6666666666667,0.00968447360199937,0.014468085106383
"SPU_000480","SPU_000480-tr-E2",0.0325940895305654,2,0.423160129269587,"SP-ZFP509L",74.3333333333333,17.6666666666667,0,273.666666666667,5189,3342,1847,74.3333333333333,0.00956506045840101,0.0818870935567524
"SPU_000484","SPU_000484-tr-E4",-0.0209764579254431,4,-0.269289261542065,"SP-CYTB561",22.3333333333333,128.333333333333,86.6666666666667,67,7870,1304,6566,22.3333333333333,0.01954513148543,0.0513803680981595
"SPU_000513","SPU_000513-tr-E12",-0.0477339981778699,12,-0.694498683517659,"SP-DO1(UDX1)",149,1358,0,833.666666666667,32767,6779,25988,149,0.0522548868708635,0.122977823671141
"SPU_000513","SPU_000513-tr-E6",-0.246645027690054,6,0.129239271587875,"SP-DO1(UDX1)",149,1358,0,833.666666666667,32767,6779,25988,149,0.0522548868708635,0.122977823671141
"SPU_000545","SPU_000545-tr-E1",-0.0266124589648868,1,-0.695430158551102,"SP-GTF3C1L",85.6666666666667,338.333333333333,0.666666666666667,279.333333333333,22922,5405,17517,85.6666666666667,0.0193145706076002,0.0516805427073697
"SPU_000545","SPU_000545-tr-E5",0.250579421059028,5,0.0718994996753992,"SP-GTF3C1L",85.6666666666667,338.333333333333,0.666666666666667,279.333333333333,22922,5405,17517,85.6666666666667,0.0193145706076002,0.0516805427073697
"SPU_000545","SPU_000545-tr-E8",0.706681552376147,8,0.666207856808755,"SP-GTF3C1L",85.6666666666667,338.333333333333,0.666666666666667,279.333333333333,22922,5405,17517,85.6666666666667,0.0193145706076002,0.0516805427073697
"SPU_000563","SPU_000563-tr-E4",-0.222983021004033,4,-1.1670177716841,"SP-CDKL2",96.6666666666667,490.666666666667,0,115.666666666667,37301,3244,34057,96.6666666666667,0.0144072192696558,0.0356555692560625
"SPU_000565","SPU_000565-tr-E5",0.163469883166498,5,0.730299342460139,"SP-HYPP_307",4.33333333333333,9.66666666666667,0,14,11981,3520,8461,4.33333333333333,0.0011424969467754,0.00397727272727273
"SPU_000582","SPU_000582-tr-E9",1.98877531533724,9,0.862516626099005,"SP-HERC4_2",61.6666666666667,658.666666666667,48.3333333333333,343,12489,3231,9258,61.6666666666667,0.0711456758119104,0.106159083874961
"SPU_000582","SPU_000582-tr-E5",-0.616188718642855,5,0.165698771858693,"SP-HERC4_2",61.6666666666667,658.666666666667,48.3333333333333,343,12489,3231,9258,61.6666666666667,0.0711456758119104,0.106159083874961
"SPU_000583","SPU_000583-tr-E2",1.54085228197496,2,-0.326577844644227,"SP-MUC4L",36.6666666666667,133,0,26.3333333333333,18560,4097,14463,36.6666666666667,0.00919587913987416,0.00642746725246115
"SPU_000583","SPU_000583-tr-E3",-0.900180629938919,3,0.643339005485828,"SP-MUC4L",36.6666666666667,133,0,26.3333333333333,18560,4097,14463,36.6666666666667,0.00919587913987416,0.00642746725246115
"SPU_000590","SPU_000590-tr-E9",-0.207770974442163,9,-0.776716288649455,"SP-ADHFE1",44,254.333333333333,0,18,17494,1472,16022,44,0.0158740065742937,0.0122282608695652
"SPU_000621","SPU_000621-tr-E12",-0.015835255236735,12,-0.576372679228591,"SP-LRP1L_1",62.6666666666667,1270.33333333333,0,260.666666666667,24520,2075,22445,62.6666666666667,0.056597608970075,0.125622489959839
"SPU_000634","SPU_000634-tr-E3",-0.0346836068805269,3,0.113814631353159,"SP-HECW1L",137.333333333333,1646.66666666667,369,42,62278,1320,60958,137.333333333333,0.0270131347266424,0.0318181818181818
"SPU_000635","SPU_000635-tr-E5",-0.0962869306655046,5,-0.453297872615932,"SP-GAGPOLL_3",2.66666666666667,1.33333333333333,0,28.6666666666667,15872,10496,5376,2.66666666666667,0.000248015873015873,0.00273119918699187
"SPU_000645","SPU_000645-tr-E4",0.315508229394484,4,1.82254540560545,"SP-CYP27L_1",165.333333333333,960.333333333333,960.333333333333,0,40039,1545,38494,165.333333333333,0.0249476108830813,0
"SPU_000645","SPU_000645-tr-E3",-0.0170448788917806,3,0.132667937498627,"SP-CYP27L_1",165.333333333333,960.333333333333,960.333333333333,0,40039,1545,38494,165.333333333333,0.0249476108830813,0
"SPU_000680","SPU_000680-tr-E14",0.0766395039318492,14,-0.765729050877626,"SP-ADAM/TS6/10L1",51,947,0,40.6666666666667,41167,2051,39116,51,0.0242100419265774,0.0198277263123679
"SPU_000694","SPU_000694-tr-E1",-0.0720205026081804,1,-0.706037227643264,"SP-UGT2B34",143.333333333333,12.6666666666667,0,18.6666666666667,3921,1623,2298,143.333333333333,0.0055120394545982,0.0115013349763812
"SPU_000712","SPU_000712-tr-E2",-0.0120483256198354,2,-0.407643491231364,"SP-HYPP_1283",79,86,0,5,8025,1349,6676,79,0.0128819652486519,0.00370644922164566
"SPU_000733","SPU_000733-tr-E9",0.452220089733968,9,0.0507230387005979,"SP-HYPP_1287",36.6666666666667,334.666666666667,25,314,13001,1450,11551,36.6666666666667,0.0289729604940409,0.216551724137931
"SPU_000739","SPU_000739-tr-E1",-0.0292757338099773,1,0.0815983341669559,NA,0,0,0,0,0,0,0,0,0,0
"SPU_000765","SPU_000765-tr-E6",-0.83289309325095,6,1.74209136381387,"SP-CHRNA9L_2",42.3333333333333,1394.66666666667,903.666666666667,298.333333333333,19315,1795,17520,42.3333333333333,0.0796042617960426,0.166202414113278
"SPU_000765","SPU_000765-tr-E4",0.41760728123643,4,1.36694886216829,"SP-CHRNA9L_2",42.3333333333333,1394.66666666667,903.666666666667,298.333333333333,19315,1795,17520,42.3333333333333,0.0796042617960426,0.166202414113278
"SPU_000765","SPU_000765-tr-E7",0.287747119839642,7,0.518083717743099,"SP-CHRNA9L_2",42.3333333333333,1394.66666666667,903.666666666667,298.333333333333,19315,1795,17520,42.3333333333333,0.0796042617960426,0.166202414113278
"SPU_000767","SPU_000767-tr-E3",-0.813381873320928,3,-0.265895169338017,"SP-CHRNA9-2",19.6666666666667,663.666666666667,272,200.666666666667,14869,1201,13668,19.6666666666667,0.0485562384157643,0.167082986400222
"SPU_000784","SPU_000784-tr-E3",0.0140195576138077,3,0.0590451009696893,NA,0,0,0,0,0,0,0,0,0,0
"SPU_000784","SPU_000784-tr-E5",-0.235781681733601,5,-0.657590754605388,NA,0,0,0,0,0,0,0,0,0,0
"SPU_000791","SPU_000791-tr-E4",-0.047375728137753,4,-0.781971130588379,"SP-IDS_5",30,0,0,0,2507,713,1794,30,0,0
"SPU_000792","SPU_000792-tr-E8",-0.115981885896549,8,0.892898163274259,"SP-RXFP1L",27.6666666666667,785.666666666667,0,412.666666666667,12662,1930,10732,27.6666666666667,0.0732078519070692,0.213816925734024
"SPU_000793","SPU_000793-tr-E1",0.0189084032723688,1,1.78176500716196,NA,0,0,0,0,0,0,0,0,0,0
"SPU_000796","SPU_000796-tr-E2",-0.314265666846503,2,-0.222977304424505,"SP-TUBA1B",86.6666666666667,0,0,0,2429,1711,718,86.6666666666667,0,0
"SPU_000798","SPU_000798-tr-E16",2.3381248873353,16,2.39465325132995,"SP-GABBR1",72.6666666666667,1456.33333333333,590,56.6666666666667,54718,2501,52217,72.6666666666667,0.0278900230448577,0.0226576036252166
"SPU_000802","SPU_000802-tr-E3",-0.244841829781261,3,0.45091751697845,"SP-HYPP_314",21.3333333333333,1502.33333333333,885.333333333333,374.333333333333,31736,2208,29528,21.3333333333333,0.0508782624401698,0.169535024154589
"SPU_000816","SPU_000816-tr-E5",1.02330557813184,5,-2.45200660352567,"SP-NLR81",2.33333333333333,0.666666666666667,0,18,6309,2371,3938,2.33333333333333,0.000169290672083968,0.00759173344580346
"SPU_000828","SPU_000828-tr-E2",0.346928814886037,2,-1.12773002446328,"SP-SM30D",123.333333333333,0,0,1.66666666666667,3013,1091,1922,123.333333333333,0,0.00152765047357165
"SPU_000830","SPU_000830-tr-E4",-0.426712256007735,4,-0.393390932361907,"SP-GSS",50,214.333333333333,0,65.6666666666667,4427,2506,1921,50,0.111573833073052,0.0262037776004256
"SPU_000832","SPU_000832-tr-E23",0.0683439471396471,23,0.0203605296332907,"SP-MYV",73.6666666666667,779.333333333333,220.333333333333,163.666666666667,52670,6375,46295,73.6666666666667,0.0168340713539979,0.0256732026143791
"SPU_000841","SPU_000841-tr-E2",-0.245216415407625,2,-1.83211685398934,"SP-CRYPTIC",36.3333333333333,0.666666666666667,0,9.33333333333333,5576,2024,3552,36.3333333333333,0.000187687687687688,0.00461133069828722
"SPU_000842","SPU_000842-tr-E1",-0.0233366133979452,1,1.58786846927575,"SP-KPNB3",52.6666666666667,105.333333333333,0,182,19418,3083,16335,52.6666666666667,0.00644832159983675,0.059033409017191
"SPU_000842","SPU_000842-tr-E3",0.195786561797246,3,2.82568687889667,"SP-KPNB3",52.6666666666667,105.333333333333,0,182,19418,3083,16335,52.6666666666667,0.00644832159983675,0.059033409017191
"SPU_000856","SPU_000856-tr-E3",-0.136573540894915,3,0.185184698871772,"SP-KCNS3",98,394.666666666667,0,0,17012,3315,13697,98,0.0288140955440364,0
"SPU_000883","SPU_000883-tr-E8",-1.80788796613989,8,0.729718168573096,"SP-EGF/HYALIN/C-LECTINL15",76,450.666666666667,130.666666666667,122.333333333333,13308,1465,11843,76,0.0380534211489206,0.0835039817974972
"SPU_000891","SPU_000891-tr-E10",-0.2196660834171,10,0.644556398174098,NA,0,0,0,0,0,0,0,0,0,0
"SPU_000909","SPU_000909-tr-E4",-0.180022147497364,4,-0.443557702895794,"SP-HYPP_3119",152.666666666667,1580,0,1262.66666666667,32646,12134,20512,152.666666666667,0.0770280811232449,0.104060216471622
"SPU_000919","SPU_000919-tr-E2",1.00823483135364,2,0.206921214577337,"SP-HYPP_317",22.3333333333333,0,0,0,2329,1927,402,22.3333333333333,0,0
"SPU_000920","SPU_000920-tr-E5",-0.00647468186445991,5,-0.0525433512371605,NA,0,0,0,0,0,0,0,0,0,0
"SPU_000934","SPU_000934-tr-E1",0.0272861537873001,1,-0.37594026250288,"SP-HYPP_318",84.6666666666667,0,0,0,2601,2356,245,84.6666666666667,0,0
"SPU_000937","SPU_000937-tr-E8",-0.0446450820972579,8,1.01615725976491,"SP-PERLC_3",35.3333333333333,29,0,46.6666666666667,7366,1293,6073,35.3333333333333,0.00477523464515067,0.0360917762309874
"SPU_000937","SPU_000937-tr-E1",-0.555807949462199,1,0.0886926436133431,"SP-PERLC_3",35.3333333333333,29,0,46.6666666666667,7366,1293,6073,35.3333333333333,0.00477523464515067,0.0360917762309874
"SPU_000952","SPU_000952-tr-E4",0.0927852531913157,4,0.512583169358898,"SP-CABLES1",9,215.333333333333,124.333333333333,117.666666666667,14820,1658,13162,9,0.0163602289419035,0.0709690390028146
"SPU_000956","SPU_000956-tr-E2",-0.0061801799056577,2,0.761071455014128,"SP-HYPP_1297",25,194,194,0,12305,1543,10762,25,0.0180263891469987,0
"SPU_000957","SPU_000957-tr-E6",-0.0492671754554509,6,-1.68877540738149,"SP-ECM/TSPN/VWC/VWD",52,416,168.333333333333,278,46708,9690,37018,52,0.0112377762169755,0.0286893704850361
"SPU_000969","SPU_000969-tr-E3",0.0849287741848659,3,1.20922646577287,NA,0,0,0,0,0,0,0,0,0,0
"SPU_000971","SPU_000971-tr-E1",0.144617770831899,1,1.19439193478405,"SP-SLC6A2_1",80,1583,760.666666666667,210,33180,1605,31575,80,0.0501346001583531,0.130841121495327
"SPU_000975","SPU_000975-tr-E1",0.00661066158178546,1,2.40098225132744,"SP-FOXF",166.333333333333,0,0,43.6666666666667,1670,1333,337,166.333333333333,0,0.0327581895473868
"SPU_000992","SPU_000992-tr-E1",1.08242441340371,1,1.98316688375773,NA,0,0,0,0,0,0,0,0,0,0
"SPU_001012","SPU_001012-tr-E3",0.184338695678042,3,1.3236249557297,"SP-TRABD",111.333333333333,202.666666666667,0,88.3333333333333,10069,4198,5871,111.333333333333,0.0345199568500539,0.0210417659202795
"SPU_001128","SPU_001128-tr-E3",-0.356801045407624,3,-3.54230680751771,"SP-NIT2",57,31.3333333333333,0,0,27926,453,27473,57,0.00114051371649741,0
"SPU_001181","SPU_001181-tr-E5",-0.329468890162499,5,-0.755519130199636,"SP-GGT1",77.6666666666667,370,359.333333333333,12.3333333333333,30295,1915,28380,77.6666666666667,0.0130373502466526,0.00644038294168842
"SPU_001193","SPU_001193-tr-E1",-0.00349963738038859,1,1.29854368762899,NA,0,0,0,0,0,0,0,0,0,0
"SPU_001198","SPU_001198-tr-E14",0.004290860869958,14,1.0661269483061,"SP-SETA",123.666666666667,827.666666666667,0,212.333333333333,32712,5268,27444,123.666666666667,0.0301583831317106,0.040306251581878
"SPU_001211","SPU_001211-tr-E4",-0.244078085275733,4,-0.900172308575678,"SP-SLC16A9",103,698.333333333333,417.666666666667,304,13818,2681,11137,103,0.0627038999132022,0.113390525923163
"SPU_001212","SPU_001212-tr-E1",-0.252011819514734,1,0.613710599123289,"SP-NHEDC2-2",96,60.6666666666667,0,20.6666666666667,13063,1771,11292,96,0.0053725351281143,0.0116694899303595
"SPU_001212","SPU_001212-tr-E2",0.190171486429037,2,-0.261169431093377,"SP-NHEDC2-2",96,60.6666666666667,0,20.6666666666667,13063,1771,11292,96,0.0053725351281143,0.0116694899303595
"SPU_001256","SPU_001256-tr-E1",0.1389454674996,1,-2.15844811445346,NA,0,0,0,0,0,0,0,0,0,0
"SPU_001263","SPU_001263-tr-E1",0.690781618549621,1,-2.77711353142177,"SP-THADA",226.666666666667,7292.66666666667,0,1145.66666666667,19362,5424,13938,226.666666666667,0.523221887406132,0.211221730580138
"SPU_001264","SPU_001264-tr-E11",0.112714311067381,11,-1.11920917400774,"SP-PYG",136,110.666666666667,30,29.6666666666667,23002,1964,21038,136,0.00526032259086732,0.0151052274270197
"SPU_001279","SPU_001279-tr-E5",-0.00601706494030348,5,0.00873326453459696,"SP-SLC12A8",74,605.666666666667,242,351,12252,2389,9863,74,0.0614079556591977,0.146923398911679
"SPU_001288","SPU_001288-tr-E2",0.0944603119459855,2,0.552559852350225,"SP-RAB31",13.3333333333333,57.3333333333333,48.3333333333333,44.6666666666667,8399,1326,7073,13.3333333333333,0.00810594278712475,0.0336852689793866
"SPU_001288","SPU_001288-tr-E3",-0.00925126054056213,3,0.949368340011962,"SP-RAB31",13.3333333333333,57.3333333333333,48.3333333333333,44.6666666666667,8399,1326,7073,13.3333333333333,0.00810594278712475,0.0336852689793866
"SPU_001289","SPU_001289-tr-E9",0.504490331967258,9,1.08574356010459,"SP-PDDC1",116.333333333333,1000.33333333333,0,201,24933,3001,21932,116.333333333333,0.0456106754209982,0.0669776741086305
"SPU_001298","SPU_001298-tr-E7",-0.45785871693962,7,-1.22009771824906,"SP-ACHEL_2",13.3333333333333,329,0,125.333333333333,8595,1815,6780,13.3333333333333,0.0485250737463127,0.0690541781450872
"SPU_001318","SPU_001318-tr-E1",0.00700038194493615,1,-0.57295991203466,NA,0,0,0,0,0,0,0,0,0,0
"SPU_001319","SPU_001319-tr-E2",0.00599336895309948,2,0.234270770124339,NA,0,0,0,0,0,0,0,0,0,0
"SPU_001324","SPU_001324-tr-E7",-0.0761648986249651,7,0.496530733895137,"SP-SAMD9L_2",66.3333333333333,0,0,0,10124,5350,4774,66.3333333333333,0,0
"SPU_001336","SPU_001336-tr-E10",0.783534378852956,10,0.00215143443147831,"SP-MAMDC2",28,779.333333333333,0,319,28238,4276,23962,28,0.0325237181092285,0.0746024321796071
"SPU_001336","SPU_001336-tr-E23",-1.22075705973193,23,-0.803852964330354,"SP-MAMDC2",28,779.333333333333,0,319,28238,4276,23962,28,0.0325237181092285,0.0746024321796071
"SPU_001352","SPU_001352-tr-E2",-0.727877101072247,2,0.723221398638238,"SP-GGNBP2",45.3333333333333,388,0,392.666666666667,19859,3403,16456,45.3333333333333,0.023578026251823,0.115388382799491
"SPU_001368","SPU_001368-tr-E6",0.00926435758172303,6,0.988199642554277,NA,0,0,0,0,0,0,0,0,0,0
"SPU_001376","SPU_001376-tr-E24",0.0873501989037838,24,0.0036075743676218,"SP-HYPP_3112",44.3333333333333,696.666666666667,0,673,21092,5337,15755,44.3333333333333,0.0442187665291442,0.126100805696084
"SPU_001388","SPU_001388-tr-E6",0.0866077970878982,6,0.0649591531852296,"SP-ATRX",23.6666666666667,174,0,552.333333333333,30580,8991,21589,23.6666666666667,0.00805966001204317,0.0614318021725429
"SPU_001393","SPU_001393-tr-E6",-0.0919854284769522,6,-1.16377638040825,NA,0,0,0,0,0,0,0,0,0,0
"SPU_001396","SPU_001396-tr-E4",0.924960230806465,4,0.545386574737685,"SP-JIP3_2",85.3333333333333,928,215.666666666667,54.6666666666667,45259,1261,43998,85.3333333333333,0.0210918678121733,0.0433518371662702
"SPU_001452","SPU_001452-tr-E10",0.160612836016758,10,-0.646034281926595,"SP-DACHS",88.6666666666667,1756.33333333333,1756.33333333333,0,69250,11298,57952,88.6666666666667,0.030306690594515,0
