"geneid","int_meth_logFC","int_meth_logCPM","LR","PValue","GE_logFC","GE_logCPM"
"SPU_000091",0.1210939400061,4.81819821908627,0.0525241576174085,0.818727854751991,-0.192555059350154,7.17166535714505
"SPU_000094",0.116898834073572,7.43982536707244,0.194642625660328,0.659080366609384,0.0662198368104182,4.65973231898708
"SPU_000098",0.995063918130667,4.87089405299499,3.4855749603321,0.0619058529580402,0.00792702147158908,6.54763761037104
"SPU_000128",0.0689116588194518,6.36610272892488,0.0330320600500951,0.855781089424585,0.0957592316210121,7.76241422997833
"SPU_000142",-0.766530511011064,1.3139019100373,0.514706867379134,0.47310835743635,-0.0674772844115519,7.396355723393
"SPU_000146",2.13848716714646,2.75761226650235,3.29908764152573,0.0693183744517771,0.000925563704497647,5.56173747538862
"SPU_000152",0.94127035579433,6.86184066467874,9.89303946517299,0.001659051112816,-0.847581660096631,2.97253661791852
"SPU_000157",1.53426216564075,2.98144701256336,1.84167899868047,0.174754285779532,-0.577490461079414,0.332157847297362
"SPU_000162",0.272432774919086,3.28345238414647,0.113851049916736,0.735801657477312,-1.85901422678758,0.25251182546517
"SPU_000166",-3.23729970409641,2.22169110838426,5.80299715608908,0.0159988803724293,0.200243499242792,4.67493707557717
"SPU_000174",-0.0620840209507601,8.66367348326454,0.0759367919920155,0.782881187695247,0.181149924424349,7.70485182678668
"SPU_000175",-0.819389588887646,5.16458915712678,1.90849147098414,0.167130924814463,0.179210079266118,1.47302336939214
"SPU_000176",-0.124377426628746,5.52687966503264,0.0797585664568503,0.777624860913355,-0.397420528908126,6.18143416654178
"SPU_000195",0.164544532735499,4.27332659185566,0.0519280247764566,0.819741697110223,0.0407173651750584,4.86445662617079
"SPU_000208",-0.24812943807836,6.54196623220695,0.606514861618445,0.436103052053144,0.0577223763007823,3.04387497100984
"SPU_000218",-0.276763580044878,6.14741922123951,0.605677833014288,0.43641983910484,-0.179223315377936,0.322405601560266
"SPU_000225",-0.255476736050742,5.85972275421326,0.438716647160839,0.50774252636176,0.167044042651199,3.77876580653409
"SPU_000236",0.404801171991422,5.21666622361198,0.718112783154046,0.396763649023589,-0.028008415793128,9.02549727613111
"SPU_000241",-0.367181922389379,4.30143956039548,0.219434107311869,0.639471438856903,0.124935630214364,8.91870938002431
"SPU_000255",0.39325673485309,5.47715162644602,0.680528788991221,0.409404697009223,0.0484789240965055,2.96192264415399
"SPU_000258",1.29001990318133,2.5823469828959,1.77602232719315,0.182638521293798,-0.00417842555450362,1.91521863981364
"SPU_000260",0.09373856658437,1.98891154602282,0.0106490730521046,0.91780872717239,-0.0248921570809764,5.48480129138254
"SPU_000261",-0.0194643196515548,7.06306225417418,0.0051554267261964,0.942760037995721,-0.231140177794889,4.60500463689862
"SPU_000282",0.524877972544489,2.15530083068749,0.274139331385604,0.600568492809276,-0.188119817967628,3.81652063125304
"SPU_000296",-0.42217796885958,4.41046700356195,0.291917285401773,0.588994500396142,-0.309254305699426,5.25210829420772
"SPU_000298",-0.637419230191714,5.3426147326714,1.4537934435557,0.227920236453286,-0.175995278729577,0.729936853539966
"SPU_000308",0.281014631596484,6.21727711572642,0.501087298130908,0.479022762051593,-0.0305242151313234,3.66901354637891
"SPU_000310",-0.381289071933293,4.88073767504702,0.538107680911773,0.463218024562164,-0.123705887680956,6.17949782637287
"SPU_000313",0.656952079300253,5.27546222059914,1.7399103107559,0.18715019136192,0.0787558913375589,4.89769128870761
"SPU_000316",-0.973960907799782,3.36211851336342,1.5511187295206,0.212970362076356,0.100353443049315,4.82112412394607
"SPU_000323",-0.358807932367807,4.77531529356106,0.454578624071452,0.500168620343712,-0.0501144616205071,3.26594586067099
"SPU_000324",-0.610980248825622,5.51671615732629,1.88005305408556,0.170328117917711,-0.48040777721572,0.351341728303303
"SPU_000334",-0.482288502779457,4.43523214393732,0.590297631078462,0.442304049703595,-0.507493126148191,2.76623814192302
"SPU_000346",-0.332115750721049,2.00023568066752,0.0943754049027579,0.758686729422285,0.36376518582492,0.168955556641671
"SPU_000356",-0.668426672226457,5.04896346390956,1.42686236665186,0.232277185189087,0.290504061243535,1.27976621254024
"SPU_000364",-0.122246005559826,5.32503998510246,0.0677815812762494,0.794594609226593,0.265435769703702,4.347989645216
"SPU_000371",1.0881918389826,4.1960450522651,1.71103407701051,0.190851259250915,-0.167065501826904,3.67668806548931
"SPU_000372",-0.41734640485802,5.63141699514712,0.68987769517878,0.406205984228529,0.18405847539421,3.06386267226642
"SPU_000393",-0.670921451831644,6.24028855303404,2.19979541509683,0.138029055679732,-0.00974642916319806,2.4397375357399
"SPU_000394",0.0781163424578065,7.26469751320975,0.0894580799986251,0.764867228324447,-0.0340498404589249,7.15330219647388
"SPU_000396",0.132705671569425,4.39882922421625,0.0489577223181232,0.824886941367747,-0.378601910532967,3.13740051344373
"SPU_000417",-0.77352858604423,3.95103773778496,1.34315448885851,0.246478432975172,0.005769546927361,5.2655808289931
"SPU_000435",0.170912717346128,2.01968259748052,0.0222852130347277,0.881330860335081,0.494801077685484,2.05950078892857
"SPU_000439",-1.09575269196859,1.57089239705791,0.879821855734468,0.348250476323813,0.263249487643953,8.17152925275242
"SPU_000441",-0.00554608036206367,4.76294195946977,9.88208954773029e-05,0.992068463975148,0.718269546225855,7.69707060503224
"SPU_000442",-0.497449527485411,5.46211149065663,0.816349425786633,0.366249674521672,0.479752367169119,5.97785681951605
"SPU_000452",0.0186129068797561,5.96235728319128,0.00249286997614484,0.96017924728633,-0.0318477948496704,2.93302529622232
"SPU_000458",-0.449157806710742,2.44961208115629,0.168920258403437,0.681073196241424,0.0131831249660645,2.34532869780314
"SPU_000468",0.0808756901369363,4.9638425612348,0.025256536028774,0.873729499697734,-0.163183246675864,3.02395283908266
"SPU_000471",1.38932102235936,2.60078263762007,1.67262679366726,0.195907066220926,-0.258273140211925,2.26641296367909
"SPU_000485",0.676558364994405,4.77875778228066,1.27822929122399,0.258228528386009,0.162579385934581,2.69915622497969
"SPU_000490",-0.126448309980354,4.77370310084991,0.0474814644486656,0.827505141910806,-0.0340794706538283,5.46526910501755
"SPU_000494",-0.281502987268525,7.43798275787731,1.24904137608076,0.263735648255106,0.712887532423773,3.51614274956055
"SPU_000509",-0.176314391897661,7.97511913533289,0.579370957491084,0.446558991180598,0.0259064196945715,3.92039089886347
"SPU_000514",-0.278648590110947,5.01907392589567,0.308151946167679,0.578816445205814,0.0200339439683441,6.98434139811336
"SPU_000518",-0.279557689431628,5.33513229918758,0.307996274517465,0.578912361977869,0.377116140933284,2.78106067934907
"SPU_000525",0.450652248734885,2.50370245045708,0.232296094704754,0.629826510724944,-0.126482771065612,4.25532765903063
"SPU_000526",0.0132787097606193,6.13316215008895,0.00119501083016882,0.972423478004838,-0.32334660720917,8.20647279705083
"SPU_000529",0.0509259471490788,5.25467930434172,0.00913338759866456,0.923863078710747,0.611596889296297,2.1863762740317
"SPU_000542",0.660521249441146,5.97520710589663,2.38158072083333,0.122773260807735,0.892724349289219,0.568530501844463
"SPU_000544",-0.227669268253452,5.77263786304518,0.318508668152975,0.572505262076226,0.0158757327336162,4.40886732870393
"SPU_000545",-0.553697998775739,7.9970161083138,5.453150915925,0.0195330659743989,-0.133331783632278,4.78836993986201
"SPU_000548",0.344901101467325,1.40468083298623,0.0504271383793657,0.822321681148803,-0.149597731085827,3.90641216329825
"SPU_000555",-0.229061691585931,9.98248600842618,1.34707127989564,0.245790772856487,-0.21251182094051,2.90113838383062
"SPU_000563",0.756015437362956,6.12671037754916,4.43946506101524,0.0351172492005827,-0.18208857928418,5.07612024691888
"SPU_000565",-0.454209645238988,2.09687488192534,0.180657159930979,0.670809094934675,0.118349719722505,5.35459980039003
"SPU_000573",-0.548653382099301,4.85122834189614,0.8260516505905,0.363416725806054,0.20267722006216,6.09082545788687
"SPU_000590",-0.0909184821695208,5.38573924534627,0.0371591729413541,0.847141333822901,-0.228802619085178,4.71080680635063
"SPU_000620",-0.353254355986794,3.62301381717445,0.208448124213472,0.647986476806802,-0.701615080622428,7.42960480338778
"SPU_000621",-0.149588496114695,4.83133851838767,0.061561409769709,0.804044874197047,-0.375115321826053,9.13511549260616
"SPU_000628",0.687748287633714,4.25946959009208,0.809340404220521,0.368315332254064,0.50863635866383,4.13985743894713
"SPU_000631",1.12448064498141,3.80146410042214,1.64826585009478,0.199195122585483,0.0467292761698003,2.31904961547439
"SPU_000632",-0.186909169359974,4.67740507109705,0.118861943562085,0.730272096128179,-0.336411300194669,4.21483185572961
"SPU_000640",0.222400775010185,6.85612829565639,0.505534116205723,0.477078520071051,0.0125852053208487,4.7894970830638
"SPU_000645",0.385596495572143,7.5575875228144,1.82672305612981,0.176515092605202,-0.26540028158284,3.79144298884827
"SPU_000667",-1.80538007528493,5.69782965390372,16.5976298616934,4.62087323709847e-05,-0.776763257066154,1.752159618235
"SPU_000668",-0.0464966885613875,6.7025885948006,0.0186354477739723,0.891416765632038,-0.0443690016204967,6.12458647032757
"SPU_000680",0.384032867581725,3.77290083191367,0.3236641820165,0.569413882101248,0.0322826339353284,5.52751546965181
"SPU_000687",-2.17262671684145,3.92945560063198,7.79806317444415,0.00523022671669273,-0.484845122161817,2.570792215281
"SPU_000692",-1.07148738908104,2.28541782097247,0.980064047632228,0.322182994346236,-0.405992091739236,1.14955809786194
"SPU_000712",1.98101983358166,2.84124727603777,3.87852245985013,0.0489075806926962,0.36484948828369,7.58836358209562
"SPU_000722",0.416995408533713,5.60862814832823,0.975572076429379,0.323294439590073,-0.226616979122024,4.30646539583963
"SPU_000740",-0.526345345511455,3.07358645598537,0.394869987462453,0.529750573249209,0.0906016473140068,4.20332482162266
"SPU_000742",0.396100828280121,4.48063177024483,0.437696635985194,0.508236291307734,-0.0174627559729932,5.0819142056016
"SPU_000749",-0.566437479216645,5.11819150722569,0.88730690192369,0.3462081568184,-0.12676372677042,0.925443934320963
"SPU_000750",-0.108135348210517,6.70977114575929,0.129470715429333,0.718981451610935,0.171637375997376,1.56216021769242
"SPU_000756",2.9011106490649,3.36119506406849,5.812777710021,0.0159101446864,-0.0998717165147905,7.07625810328766
"SPU_000759",-0.0949858870923399,9.68471983168027,0.230528016154993,0.631132588593845,-0.0505014632699053,4.46612329115172
"SPU_000760",-0.0620258863605173,4.87154492015739,0.0140543728603442,0.905630976670944,0.270581798867825,2.75795149899821
"SPU_000764",-0.259970570458403,7.02475848026786,0.706157544581248,0.40072237279568,0.0223429807229225,4.81193138291777
"SPU_000765",1.07993492896703,3.43681029256664,1.47547933033379,0.224483164691924,0.329768298131821,1.22676627624015
"SPU_000776",-0.667565445622424,4.22982707380594,1.11694588932355,0.290577034643919,0.159939610110007,7.40135845924113
"SPU_000783",1.35167543102146,4.39563765112079,4.11614514743212,0.0424757597341188,0.313224920931671,3.70442500012982
"SPU_000790",0.741189171142337,7.16735416721074,7.78636378687048,0.00526420378658785,0.370671483748258,2.53725976571818
"SPU_000791",-1.88475750115031,3.55633047291801,6.03177721246316,0.014050579606098,-0.558027746151437,1.185637149746
"SPU_000794",-1.63008190123698,4.31016832514079,6.37937158638496,0.0115454303485627,-0.0408767107624173,5.66665117196427
"SPU_000806",1.67854199134652,2.52631853160449,1.96678120035677,0.160789934268179,-0.166404360594669,5.33867474570933
"SPU_000818",-0.454627160314454,6.56524341089492,2.00651059864936,0.156625203778312,-0.297538840920674,4.73556412348668
"SPU_000819",-0.164957844962348,9.34692820100902,0.668484627753769,0.413580434115896,-0.0838341808013524,2.4624622712735
"SPU_000830",-1.13076769071616,4.22517985401199,3.08067806607806,0.0792274894401061,-0.0295979848982353,6.04968781417657
"SPU_000832",-0.0670864271490511,4.44752348953056,0.0144273202334171,0.904393016272716,0.177675150516435,6.69697019672952
"SPU_000838",0.570544065818887,3.5742530710621,0.313994543764174,0.575239255683853,-0.433510961794133,4.82921558964613
"SPU_000851",0.908828023313361,1.51457699925822,0.878570557499373,0.348593491247275,-0.0822873723283569,4.12284203319629
"SPU_000858",-1.26901284752332,5.05424468203145,3.37796295183799,0.0660736723149843,-0.295756078279049,2.12841898414702
"SPU_000860",-0.0798159250891785,6.18944716608575,0.0441215038922689,0.833627717552011,0.216053333242675,1.31810767733724
"SPU_000869",-0.355858746112034,3.89018228118616,0.29566698997215,0.586611667491502,-0.0190388465684926,5.42983171481249
"SPU_000878",0.549901776856744,5.87816286356183,1.72946638445936,0.18847905953264,-0.170492507496842,0.391899876811526
"SPU_000889",-0.0237883909565138,8.58369445400629,0.0125243194556592,0.910893097754247,-0.0369540950530735,5.18395842247816
"SPU_000890",-0.159834648264889,8.99435878823281,0.547019230461967,0.459538199182693,-0.0641534213362705,5.73700036597424
"SPU_000891",1.6928435903063,2.9383446607197,3.66926535572279,0.0554246086575536,0.67860716495303,1.97699164101874
"SPU_000899",0.62367323269488,2.75324483879507,0.419739530590972,0.51706704204431,-0.00619258893435052,2.21603297426488
"SPU_000920",0.116080011664295,5.93915349467366,0.0726907340050253,0.787458619831469,-0.137893812935842,3.79071633046708
"SPU_000925",-0.430380971166446,3.20896244404376,0.23017518813219,0.631393959558435,-0.3927138217104,3.79872801420973
"SPU_000939",1.19855062294753,5.84492936533678,6.18221116694187,0.0129040919574815,-0.0133240444450653,3.2478999031088
"SPU_000940",-6.07849126852746,2.21163728715639,18.5957149676407,1.61583343124476e-05,0.174382557786445,4.53700682211047
"SPU_000952",0.316728289289445,7.18310229161142,1.4302086302638,0.231730392936913,-0.089792972194181,2.8103359929396
"SPU_000964",-0.539190496400351,4.10486768922824,0.533785661393807,0.46501962277455,-0.129496655356729,5.53567648622061
"SPU_000967",-0.170634899582245,3.78307959791275,0.0620015508491365,0.803359925797686,0.303820217352765,6.68470723985622
"SPU_000969",0.892569285293353,2.64242026855317,0.532637597988964,0.465500064579716,-0.292928384725858,2.14250726410898
"SPU_000970",0.73556130905196,5.81555100977242,3.51626524818766,0.0607692402049129,-0.400842283636278,3.24485906092564
"SPU_000971",0.486110637909978,5.14299466206185,0.813389347078969,0.367120082775571,-0.113395535736838,4.86642838643371
"SPU_001031",0.341142141557291,4.26392553694978,0.204205250331843,0.651347688186026,-0.245884739730358,3.93794704092705
"SPU_001037",0.130613115805257,8.1771771153937,0.283754659807752,0.594250773615931,0.112621043573646,2.6725872169948
"SPU_001041",-0.426978036379855,6.96545878921667,2.01384611898952,0.155869729509825,0.277787545579556,4.95167888801459
"SPU_001049",-0.356804724357586,6.56223461718796,1.25012375829709,0.263528841437217,0.168116360737091,3.15213616553657
"SPU_001056",-0.252274884194117,6.69187543819813,0.555358456853078,0.456136459730854,-0.172463207541135,0.415414632907168
"SPU_001068",-0.094144761174104,6.03952355435409,0.0597620764536955,0.806872384222041,-0.0299346671785007,5.24516590521463
"SPU_001071",0.444414436629158,4.26405557897986,0.485128752142574,0.486108341047495,0.0656793677919529,5.78262119292084
"SPU_001076",0.348038314477389,5.32045054203893,0.499855149741729,0.479563775044009,0.269975244288687,4.26022063194789
"SPU_001077",0.319330014658593,7.17511125640455,1.26048303675014,0.261559678130838,0.303738405373886,7.374470303627
"SPU_001083",-0.412703228419013,9.14659865754346,4.03934437670204,0.0444510875784897,-0.0371756359570555,3.28021432526241
"SPU_001084",-0.295882128934252,6.86970975591012,1.02901686179776,0.310389690444254,-0.0368461130873553,3.37181473549506
"SPU_001085",0.164200622838475,7.77035679183347,0.462874147950982,0.496283790862355,-0.497251276329128,1.77021771014386
"SPU_001086",-0.251032353892304,4.38430361989547,0.171593521330494,0.67869946067112,0.206747605918088,2.93335170601133
"SPU_001087",-0.214690448333314,5.81735979773312,0.293908073674859,0.587726960490949,0.061026450480633,5.41474956017774
"SPU_001088",-1.06248249458749,4.20375456142587,1.87172582406252,0.171277549572902,0.340377562978034,8.67393713873862
"SPU_001120",-0.739638874808203,6.04104297716868,2.8568012135605,0.0909882741875836,-0.238090046877509,1.19250725276537
"SPU_001123",1.66476004424781,3.41690673424554,2.76860503228249,0.09612990315427,0.0603195512636273,3.72905683368405
"SPU_001125",-0.186335607154668,7.48192120129918,0.554843446988139,0.456345389827324,-0.192848792223982,8.62734402384857
"SPU_001127",-1.34753357703131,1.88917917123879,0.978463777896492,0.322578369157141,0.0899202069118106,2.28564127826895
"SPU_001128",-1.30534364770563,4.23925224649893,2.90189232756696,0.0884756313865035,-0.72775583474172,1.15785395107245
"SPU_001131",-0.423680589291077,3.72666939648463,0.365792810159617,0.545306526207624,0.142078974059002,5.31602297130228
"SPU_001138",-0.0937959264629545,7.270767764365,0.126523164895435,0.722064534493383,0.0162875359635679,10.1123567210929
"SPU_001141",0.798080625059895,4.05641320862603,1.31114558615298,0.252187345476699,0.0517665823659526,4.28701410833294
"SPU_001142",-1.06390767420291,3.69772335065717,2.37025513243916,0.123666838827135,0.0378720345893708,3.95597733839275
"SPU_001154",0.0692707865910575,3.55644064595581,0.00774489692195379,0.929872625838048,0.112316847447802,6.51947680616805
"SPU_001181",1.33795378679713,2.70669123637351,1.37852918467942,0.240351839611208,0.27761837993689,1.17159379543073
"SPU_001185",0.495400251714548,4.26398712514382,0.662089336905768,0.41582329644183,0.23843544806226,3.46968772606421
"SPU_001198",-0.959651824541512,2.25992127447037,0.497265262964975,0.480704212790902,0.235414156751719,7.33913602414204
"SPU_001202",-0.388567350157847,1.66551247749372,1.0960631856285e-10,0.999991646704269,0.110805313512952,2.48958913654327
"SPU_001211",1.96797677515784,3.45414212158768,3.61631661337502,0.057215416924233,0.0665477041847645,5.42348528004035
"SPU_001224",0.105035075710124,4.85311412204441,0.0323220915582767,0.857322571078065,0.170490713936161,3.30620418156656
"SPU_001235",0.280281204014713,10.1819489856421,1.97609237811359,0.159802672569799,0.00118964395853816,6.41955964254179
"SPU_001237",0.142607677186848,7.35674850248787,0.295919465292457,0.586451930973473,0.308889257480604,4.60633907956342
"SPU_001250",0.0295251352214529,8.10550293258625,0.0161172859386891,0.898976906850279,-0.103669971345131,6.427042961695
"SPU_001252",-0.622668670975629,2.18384034513968,0.300048939290313,0.5838517418615,0.0143740440961203,2.17542558127171
"SPU_001255",-0.18250823640112,7.45039291070056,0.433456266267664,0.510297866172617,-0.0819955256925084,3.2742986800052
"SPU_001263",-2.56316392225726,1.35201325177193,4.07374081869757,0.0435547171916555,-0.121820357836597,4.00721401450247
"SPU_001264",-1.24960678490961,3.67636176407337,2.79584915368041,0.0945086877525052,-0.103040072699289,4.52560102586059
"SPU_001269",0.996851851036688,2.67080846918165,1.24785813798084,0.263961955931254,0.191879952254135,2.32215091323378
"SPU_001273",-0.145135403329363,6.96181862502271,0.259142031054843,0.61071020448357,0.251496178275244,0.121856521761717
"SPU_001283",-0.116314636106935,4.66059777814848,0.0424473692245404,0.836769357273922,0.204909850001031,7.31742579060869
"SPU_001288",-2.27506606002639,1.4046404243831,2.64474785930725,0.103892639576723,-0.174328993677198,4.1462681767131
"SPU_001291",1.93091298579146,1.64991374712408,2.15647609079356,0.14196994966152,0.00876171839400156,2.90065503876719
"SPU_001293",0.102970213766965,4.61384518835854,0.0327586767632999,0.856372613559247,0.103022290654729,6.95155806494157
"SPU_001305",-0.953801663282889,4.30269657874826,1.33369913605877,0.248148202330348,0.0166775840174461,1.10269157219682
"SPU_001311",-1.07262901352716,5.73635405765391,6.66226921953491,0.00984754380719954,-0.0229674585879707,1.46538485246928
"SPU_001314",1.45889586453126,2.40063585411198,1.6852663313859,0.194226148102862,0.00713135459074018,4.68972650904963
"SPU_001320",-2.57906793272981,1.76683793990196,4.27763780173542,0.0386169811251489,0.0619134465199237,3.27202194039303
"SPU_001322",1.36273457098642,2.8437423808901,2.34842529087281,0.125409633775734,-0.174086437331919,2.11821408642434
"SPU_001352",-0.723579925187002,2.72884064848756,0.589056378914908,0.442784243277809,0.0301484299161677,6.16169431508403
"SPU_001355",1.49504502017215,2.3900695015064,1.76508292368352,0.183991778478099,0.105694228025244,5.15130298690348
"SPU_001356",-0.213514553983392,4.53326006802982,0.0949491828445304,0.757977134861828,0.15277753530846,4.08124616199813
"SPU_001358",-1.47013861278739,2.78496945982069,2.20431914750795,0.137624645351721,0.201247523004899,7.24491470874861
"SPU_001359",0.458580145933006,5.67054073962852,0.870767344618564,0.350742962800394,-0.0855434734185753,3.78540869410344
"SPU_001381",1.24329435705114,5.00291523136338,4.56431263544681,0.032644771836162,-0.189073793277134,4.43046491229347
"SPU_001393",-0.462657792852744,5.65054350764713,1.09414801084155,0.295553967839359,-0.0856854654566318,4.07321977975221
"SPU_001396",-0.370325375114306,5.12004830073819,0.575431188678714,0.448108742111169,0.0975705342868149,4.1321612533997
"SPU_001421",1.62208715639708,5.26489273081387,5.04431433043984,0.0247068837425134,-0.0442799654199037,3.74498355346541
"SPU_001424",2.14252078360458,1.91787251499126,4.03167535102948,0.0446535766854486,0.61137167727179,2.40778904130996
"SPU_001450",-0.260689848439913,4.85710415872793,0.2514061025501,0.616086733103659,-0.205640911019654,3.91264152826581
"SPU_001454",-0.375223949582333,1.96015291978808,-4.56093008215115e-10,1,-0.266634254211384,6.64404033385957
"SPU_001457",0.889316168937645,4.5797485795799,2.23190487721955,0.135187089655792,-0.100109230062955,3.66670662955454
"SPU_001471",-0.0546623730545083,1.17168340259453,0.0012561114566001,0.971727563516242,0.455302509314583,0.179573433138307
"SPU_001476",0.0722277825090328,6.83260280522124,0.0505651061812866,0.822082848438107,0.0193201200743876,6.91873877296414
"SPU_001477",-0.148176625211426,7.73294747421502,0.379161069680646,0.538052559928196,0.121895737907937,3.3505874783298
"SPU_001479",0.214791031609188,4.95849575844643,0.181387752599381,0.670183330506302,0.127870128013145,2.14544884672049
"SPU_001480",-1.24508411497514,4.38777229562689,3.63456568136033,0.0565913682507427,-0.169136139799157,3.19578519959397
"SPU_001493",0.456748994363926,5.14853614536766,0.890877980610943,0.345239494373507,-0.324100636391255,2.83894082722808
"SPU_001494",-0.115790619305329,7.35528655937272,0.208371342342287,0.648046934860531,-0.190934410522394,3.1918143146899
"SPU_001496",-2.72268186236133,2.5168035936187,7.52138285061791,0.00609708571837019,-0.00635063791274377,4.33714027233422
"SPU_001498",-0.322357689226549,6.22904613658846,0.830895765053606,0.362013637051461,-0.0342701889714129,5.7483534960639
"SPU_001501",-1.52086816737721,4.43501167963063,5.04180113293265,0.0247427514555953,-0.195008629635641,2.81350139375675
"SPU_001514",0.633633428636558,3.86047004297411,0.522007639160968,0.46998653451418,-0.353141071599307,1.54883345499391
"SPU_001515",-0.393734893889841,7.0508173440611,2.06869261489924,0.150350359332908,-0.0214683834816925,5.75337118423868
"SPU_001518",0.206335119011109,7.80940463460645,0.647221257624167,0.421107907817614,0.215646256260828,8.13896401638735
"SPU_001532",-0.27983056557215,3.63393639958117,0.145716203568172,0.702663189676063,-0.10453974018273,2.69846838695929
"SPU_001539",1.17906142683839,2.84696545158798,0.781921040332158,0.376554260572607,0.00707355954031346,5.79022595054927
"SPU_001545",-0.412343255120391,6.72220288356416,1.62692005411001,0.202129578120923,-1.28179433173592,0.54445263457325
"SPU_001555",-0.712241116013598,3.15203239928357,0.679484937710885,0.409764140384053,-0.154749480685678,2.70618254888681
"SPU_001557",1.14999795753841,3.74697518344632,2.04783665320024,0.15242263948464,-0.414876996726655,1.87210187260826
"SPU_001559",-0.517421179663264,4.41067529886884,0.569505885951784,0.450455330958237,-0.389949991405824,1.17393137086437
"SPU_001562",0.360584407055208,5.69623740571698,0.601962873530895,0.437830079441912,0.432775151533842,3.72031977483148
"SPU_001569",1.19657224434974,4.28287031749493,3.30214268325093,0.0691895760807798,-0.0237104293366948,1.81982533003196
"SPU_001570",0.297108700604319,3.41984861882145,0.169037527302839,0.680968607872089,0.0607096503898573,6.15592325470651
"SPU_001572",1.8879608273923,1.78868458235553,1.75356178564601,0.185429592137743,-0.047891438472993,5.6981562623728
"SPU_001584",-0.363408971126734,2.29576696784179,0.113804065384734,0.735854141114527,-0.189054262731088,6.19624794292476
"SPU_001586",-0.259922871003192,6.91546937691612,0.834406400162808,0.361001459321286,-0.0115546870365389,5.731098303579
"SPU_001596",-0.445033043562738,2.93441736292563,0.184879141304382,0.667213285016078,-0.0090555897515444,11.1665590994448
"SPU_001599",0.0655719829425318,4.0653451713197,0.00692901037524152,0.933660169060001,0.0616170965251661,5.30903878006948
"SPU_001614",-1.00858062600241,2.37404129415163,0.783344375100112,0.376120258632222,0.0441575698688543,4.36445703869885
"SPU_001621",-0.322797098309061,5.51409006205182,0.490809181248404,0.483566569131157,-0.0260990515897186,4.8715331477971
"SPU_001633",-3.26058179303321,3.51135503239515,17.0886122291208,3.56755810687261e-05,-0.0820284533985803,3.00392672691501
"SPU_001634",0.733613331421204,2.63025196863202,0.521738345451933,0.470101093876511,-0.0701066513018879,3.92538834025611
"SPU_001638",1.44503584344923,5.03396746168471,5.10938127570449,0.0237968052606024,-0.129841638027659,5.14767099557031
"SPU_001641",0.349220178883047,5.64210808850951,0.619791953620616,0.43112460778997,0.10125857342599,2.18260399962835
"SPU_001643",0.489473987568596,4.91943235983653,0.587897820378032,0.443233171764843,0.476869377882691,1.07472874531293
"SPU_001648",0.0733819345910976,6.77217837647158,0.0614952269809512,0.804148092548382,0.0692305009909121,3.72889684960954
"SPU_001667",0.641154887304582,5.72076255412548,1.79071968518129,0.18083850105208,0.0266239599270971,3.67796042490161
"SPU_001669",0.475150933773295,4.01353372295809,0.450218526289579,0.502231197982661,0.0756496147497554,2.52183146623815
"SPU_001679",-1.901629061057,0.995127638768277,2.99759011992389,0.0833884682480133,0.149402549735161,6.93574368610871
"SPU_001708",-0.234456210892619,4.01918494948255,0.0842788952955953,0.771580407785023,0.00290829445303135,5.07242548621888
