"geneid","N","median","sd","se","ci","GE_logFC","GE_logCPM","common_name","peak_density_TSS","peak_density_Introns","peak_density_Intron1","peak_density_Exons","gene_len","exon_len","intron_len","TSS_dens_norm","intron_dens_norm","exon_dens_norm"
"SPU_000178",36,95.0026234082889,18.2022231346467,3.03370385577445,6.15874624957135,-0.0498720955075436,7.43440028288097,"SP-PP2AB56E",99,2345,635,166,46828,4005,42823,99,0.0547602923662518,0.0414481897627965
"SPU_000195",11,2.91849937240255,2.81322903370803,0.848220468558511,1.88995298104522,0.0407173651750584,4.86445662617079,"SP-DYSF",65.3333333333333,268.666666666667,0,133.666666666667,18866,2204,16662,65.3333333333333,0.016124514864162,0.0606473079249849
"SPU_000208",22,79.7480194673034,30.9416064120237,6.59677265223679,13.7187397381126,0.0577223763007823,3.04387497100984,NA,0,0,0,0,0,0,0,0,0,0
"SPU_000236",8,86.9451009177141,19.1561653796998,6.77272722075833,16.0149550356278,-0.028008415793128,9.02549727613111,"SP-IDH1",93.6666666666667,378,96,199.666666666667,18393,1263,17130,93.6666666666667,0.0220665499124343,0.158089205595144
"SPU_000239",8,95.1223805177043,8.25302253157379,2.9178840986806,6.8996995030771,-0.439426033994407,2.84387332000075,"SP-RRM",176.333333333333,1418.33333333333,1338.66666666667,43,39377,528,38849,176.333333333333,0.0365088762473509,0.0814393939393939
"SPU_000241",12,97.1764838397615,5.66089506296928,1.63415964422977,3.59676112617035,0.124935630214364,8.91870938002431,"SP-TAL1PH",56,134.333333333333,0,0,96970,10193,86777,56,0.00154802923969869,0
"SPU_000255",8,2.46493897336825,3.92852087207661,1.38894187433913,3.28432564011504,0.0484789240965055,2.96192264415399,NA,0,0,0,0,0,0,0,0,0,0
"SPU_000261",12,64.119755708216,34.4575712977428,9.94704403218626,21.8932963016201,-0.231140177794889,4.60500463689862,"SP-HYPP_1247",89,180.666666666667,0,39.3333333333333,11219,1378,9841,89,0.0183585678962165,0.0285437832607644
"SPU_000298",7,2.49769108442578,3.4090870442377,1.28851378811789,3.15287965850936,-0.175995278729577,0.729936853539966,NA,0,0,0,0,0,0,0,0,0,0
"SPU_000308",22,0.69560945544006,1.78608029226609,0.380793597779768,0.791903637926468,-0.0305242151313234,3.66901354637891,"SP-RHOGAP24L2",33.3333333333333,982,477.333333333333,246.666666666667,27456,2353,25103,33.3333333333333,0.0391188304186751,0.104830712565519
"SPU_000323",5,0.227272727272728,0.50819726761359,0.227272727272728,0.631010251181319,-0.0501144616205071,3.26594586067099,"SP-SLC5A3_2",84.3333333333333,182,16.3333333333333,31.3333333333333,9844,715,9129,84.3333333333333,0.0199364662065944,0.0438228438228438
"SPU_000324",5,98.9716545814107,2.29945026031619,1.02834541858932,2.85514460389489,-0.48040777721572,0.351341728303303,"SP-ASNSD1",118,496,0,90.6666666666667,16789,1791,14998,118,0.0330710761434858,0.0506234878094175
"SPU_000372",8,1.14988876529477,2.16803286111593,0.766515368965175,1.81252083067364,0.18405847539421,3.06386267226642,"SP-HYPP_1256",31,120.333333333333,29,108.333333333333,3268,993,2275,31,0.0528937728937729,0.109097012420275
"SPU_000393",9,0.0713185501143831,0.213955650343149,0.0713185501143831,0.164460871480533,-0.00974642916319806,2.4397375357399,NA,0,0,0,0,0,0,0,0,0,0
"SPU_000417",5,64.6651577297586,6.83551978142329,3.0569373785614,8.48741882160297,0.005769546927361,5.2655808289931,"SP-SLC27A1",3.66666666666667,1717,308.666666666667,468,19348,2812,16536,3.66666666666667,0.103834059022738,0.166429587482219
"SPU_000439",28,2.43222866623943,3.47493700331009,0.65670136659818,1.34743990420045,0.263249487643953,8.17152925275242,"SP-P58-A",131,1594.33333333333,839.666666666667,321,28702,2618,26084,131,0.0611230383887952,0.122612681436211
"SPU_000441",5,1.2276295133438,2.74506304302172,1.2276295133438,3.40844595331974,0.718269546225855,7.69707060503224,"SP-IGCAM/IGCAM",16.6666666666667,475.333333333333,0,240,19786,5077,14709,16.6666666666667,0.0323158157137354,0.0472720110301359
"SPU_000442",9,0.466200466200467,1.3986013986014,0.466200466200467,1.07506020289239,0.479752367169119,5.97785681951605,"SP-MLCKB",117.666666666667,656.333333333333,0,159.333333333333,12219,2530,9689,117.666666666667,0.0677400488526508,0.0629776021080369
"SPU_000452",23,20.4455296849662,14.4419448920121,3.01135367700246,6.24516528866916,-0.0318477948496704,2.93302529622232,"SP-SYVN1L",6.33333333333333,106.333333333333,26,37,10284,1333,8951,6.33333333333333,0.0118794920493055,0.0277569392348087
"SPU_000468",5,85.9579152731327,19.6265368297897,8.77725410286261,24.3695641909701,-0.163183246675864,3.02395283908266,"SP-PLK2",37,586.333333333333,9,187.333333333333,25524,1884,23640,37,0.0248025944726452,0.0994338287331918
"SPU_000471",11,2.71327276421415,4.16029314772429,1.25437558080801,2.79492296658117,-0.258273140211925,2.26641296367909,"SP-RDH10_1",60.6666666666667,31,0,17,4376,1175,3201,60.6666666666667,0.00968447360199937,0.014468085106383
"SPU_000484",12,0.40638464551508,0.949110052370834,0.27398447211344,0.603035757217224,-0.0403178142523544,5.148221821261,"SP-CYTB561",22.3333333333333,128.333333333333,86.6666666666667,67,7870,1304,6566,22.3333333333333,0.01954513148543,0.0513803680981595
"SPU_000485",57,1.0353252681816,3.09942268547799,0.410528563513703,0.822387534680775,0.162579385934581,2.69915622497969,"SP-CHX10",154,1745,877.666666666667,144,29795,1348,28447,154,0.0613421450416564,0.106824925816024
"SPU_000494",15,34.130269029119,8.83092260983927,2.2801344133036,4.89040193631684,0.712887532423773,3.51614274956055,"SP-RTL_71",7.33333333333333,0,0,14.6666666666667,9032,5496,3536,7.33333333333333,0,0.00266860747210092
"SPU_000510",7,0.119047619047619,0.314970394174356,0.119047619047619,0.29129902989821,0.135711228437501,5.35976960674994,"SP-GLTSCR2L",5.33333333333333,2763.66666666667,163.666666666667,567.666666666667,41164,2697,38467,5.33333333333333,0.0718451313246852,0.210480781114819
"SPU_000513",18,2.76702656898085,4.82286554007888,1.13676030938023,2.39835460899304,0.0210034620788517,10.528917445917,"SP-DO1(UDX1)",149,1358,0,833.666666666667,32767,6779,25988,149,0.0522548868708635,0.122977823671141
"SPU_000518",10,1.00108225108225,2.30672283021839,0.729449807419999,1.65013010675692,0.377116140933284,2.78106067934907,"SP-BCHE-2",97.6666666666667,63.3333333333333,0,43.6666666666667,8542,1860,6682,97.6666666666667,0.00947820013967874,0.0234767025089606
"SPU_000526",26,27.5211886352218,42.8800611951915,8.40947187608977,17.3196315371015,-0.32334660720917,8.20647279705083,NA,0,0,0,0,0,0,0,0,0,0
"SPU_000529",8,2.25997756586397,3.23591245443548,1.14406781992867,2.70529051247021,0.611596889296297,2.1863762740317,"SP-HYPP_305",32.6666666666667,143.666666666667,0.333333333333333,190,8512,1870,6642,32.6666666666667,0.021630031115126,0.101604278074866
"SPU_000542",7,1.51649866283595,2.43162642835991,0.919068401550361,2.24887936376644,0.892724349289219,0.568530501844463,"SP-CLECT/PAN_7",15.3333333333333,634.666666666667,169,81.3333333333333,18492,983,17509,15.3333333333333,0.0362480248253279,0.0827399118345202
"SPU_000559",7,87.3423272789811,31.1738837876283,11.7826205574418,28.8310338795487,-0.161808918996609,4.30938029833337,NA,0,0,0,0,0,0,0,0,0,0
"SPU_000590",6,99.2716796750048,1.5475805150802,0.631797099636677,1.62408614813375,-0.228802619085178,4.71080680635063,"SP-ADHFE1",44,254.333333333333,0,18,17494,1472,16022,44,0.0158740065742937,0.0122282608695652
"SPU_000620",7,1.78571428571429,4.72455591261534,1.78571428571429,4.36948544847316,-0.701615080622428,7.42960480338778,"SP-LRP12L_2",194.333333333333,918.333333333333,354.333333333333,295.666666666667,17814,1468,16346,194.333333333333,0.0561809209184714,0.201407811080836
"SPU_000621",27,1.47554647513319,3.08392323500861,0.593501303297455,1.21995940080083,-0.375115321826053,9.13511549260616,"SP-LRP1L_1",62.6666666666667,1270.33333333333,0,260.666666666667,24520,2075,22445,62.6666666666667,0.056597608970075,0.125622489959839
"SPU_000645",37,0.663180528514489,1.94422448257275,0.319628536029242,0.648236716463069,-0.26540028158284,3.79144298884827,"SP-CYP27L_1",165.333333333333,960.333333333333,960.333333333333,0,40039,1545,38494,165.333333333333,0.0249476108830813,0
"SPU_000667",6,95.0622181641444,3.16040730381382,1.2902308789515,3.3166440612098,-0.776763257066154,1.752159618235,NA,0,0,0,0,0,0,0,0,0,0
"SPU_000668",20,0.972386857963393,1.97621675014489,0.441895499159769,0.924897909276163,-0.0443690016204967,6.12458647032757,NA,0,0,0,0,0,0,0,0,0,0
"SPU_000722",14,68.0174969066574,44.9043113114049,12.0011820083082,25.9269774512542,-0.226616979122024,4.30646539583963,"SP-TRP53BP1",73.3333333333333,1433.66666666667,446.333333333333,831.333333333333,39520,6621,32899,73.3333333333333,0.0435778189813267,0.125560086593163
"SPU_000739",15,0.15491452991453,0.599981394444525,0.15491452991453,0.332258621525728,-0.26071508003078,4.42800094059716,NA,0,0,0,0,0,0,0,0,0,0
"SPU_000742",5,89.3602693602694,23.791160972725,10.6397306397306,29.5406280553031,-0.0174627559729932,5.0819142056016,"SP-UBE2V1/2",22.3333333333333,289,0,50,9000,675,8325,22.3333333333333,0.0347147147147147,0.0740740740740741
"SPU_000750",9,26.5634066172932,10.3474027179271,3.44913423930903,7.95371781872089,0.171637375997376,1.56216021769242,NA,0,0,0,0,0,0,0,0,0,0
"SPU_000782",11,0,0,0,0,0.099745477848069,3.76568175609164,NA,0,0,0,0,0,0,0,0,0,0
"SPU_000792",8,0.951086956521739,2.69008014581839,0.951086956521739,2.24896328276488,-0.072009039230183,0.340855031065475,"SP-RXFP1L",27.6666666666667,785.666666666667,0,412.666666666667,12662,1930,10732,27.6666666666667,0.0732078519070692,0.213816925734024
"SPU_000802",34,0.849122955631734,2.3341036989304,0.40029548194246,0.814407281511791,-0.349562314841912,2.16279954642926,"SP-HYPP_314",21.3333333333333,1502.33333333333,885.333333333333,374.333333333333,31736,2208,29528,21.3333333333333,0.0508782624401698,0.169535024154589
"SPU_000814",5,99.5873397435897,0.59214960445112,0.264817353680463,0.735250845397555,0.0679690809643793,7.35938579798911,"SP-ACVR2_1",66.6666666666667,104.666666666667,7.33333333333333,280.666666666667,9227,4663,4564,66.6666666666667,0.0229330996202162,0.0601901494031024
"SPU_000836",13,0.174172232995762,0.627986916828282,0.174172232995762,0.379488695822957,0.664124630034198,1.56472527933108,"SP-TH",74.6666666666667,734.333333333333,147.333333333333,103.666666666667,33298,1555,31743,74.6666666666667,0.0231337092692352,0.0666666666666667
"SPU_000860",12,2.64244410983541,4.23623162145274,1.22289473349767,2.69157316078259,0.216053333242675,1.31810767733724,"SP-SLC16A12L_4",41.6666666666667,120,105,176.666666666667,7866,1454,6412,41.6666666666667,0.0187149095446039,0.121503897294819
"SPU_000878",15,1.52862405955031,3.16563916389852,0.817364517458728,1.75307253622184,-0.170492507496842,0.391899876811526,"SP-HYPP_1289",51.6666666666667,627.333333333333,66,48.6666666666667,19549,981,18568,51.6666666666667,0.0337857245440184,0.0496092422697927
"SPU_000889",14,94.8137103214121,12.3695479423356,3.30590074496387,7.14196435079695,-0.0369540950530735,5.18395842247816,NA,0,0,0,0,0,0,0,0,0,0
"SPU_000925",8,96.9001170056307,4.62242417263232,1.63427373899446,3.86444331696752,-0.3927138217104,3.79872801420973,"SP-FN3_14",20,44.3333333333333,0,0,90618,7551,83067,20,0.000533705723492281,0
"SPU_000939",14,3.8980588066557,5.48505480476966,1.46594255908045,3.16697635681226,-0.0133240444450653,3.2478999031088,"SP-HPCL",15.6666666666667,1141.66666666667,0,116.666666666667,34491,1522,32969,15.6666666666667,0.034628489389022,0.0766535260621989
"SPU_000941",9,0.403609919591654,0.831406457147355,0.277135485715785,0.639075576072415,0.286316972153069,1.47264085145955,NA,0,0,0,0,0,0,0,0,0,0
"SPU_000952",6,0.80530502567377,1.33709263581706,0.545865782764136,1.40319266586889,-0.089792972194181,2.8103359929396,"SP-CABLES1",9,215.333333333333,124.333333333333,117.666666666667,14820,1658,13162,9,0.0163602289419035,0.0709690390028146
"SPU_000957",5,97.3509316770186,3.38936501148583,1.51577011324833,4.20845251153344,0.0928299775899471,2.68038248086441,"SP-ECM/TSPN/VWC/VWD",52,416,168.333333333333,278,46708,9690,37018,52,0.0112377762169755,0.0286893704850361
"SPU_000967",5,25.14511655759,18.6967606957136,8.36144557493237,23.2150946388987,0.303820217352765,6.68470723985622,"SP-ABCC9J",66.6666666666667,386.666666666667,0,223.666666666667,28696,4086,24610,66.6666666666667,0.0157117702830828,0.0547397617882199
"SPU_000971",13,2.08984966555004,4.04502182329254,1.12188719955785,2.44438222383609,-0.113395535736838,4.86642838643371,"SP-SLC6A2_1",80,1583,760.666666666667,210,33180,1605,31575,80,0.0501346001583531,0.130841121495327
"SPU_000982",5,87.2441942294159,27.9559152926681,12.5022653935264,34.7118535557401,0.0853824224713895,3.33602633122321,"SP-CCDC5L",38.6666666666667,224.666666666667,0,100,12282,1109,11173,38.6666666666667,0.0201079984486411,0.0901713255184851
"SPU_001041",58,2.97491305606055,9.0954822137933,1.19429532463225,2.39153513576882,0.277787545579556,4.95167888801459,"SP-B3GALT1_16",62,1093.33333333333,175.666666666667,179,123293,2431,120862,62,0.00904612974577066,0.0736322501028383
"SPU_001049",27,91.5436364868148,18.551630583106,3.57026297035425,7.33878063925971,0.168116360737091,3.15213616553657,"SP-PKC1_2",39.3333333333333,2711.66666666667,1315,39,59482,650,58832,39.3333333333333,0.0460916961290907,0.06
"SPU_001062",10,79.7590702947846,42.0434330437925,13.295300907117,30.0760601785922,-0.0120353344347379,7.98060544094762,"SP-ELGC",109.333333333333,110.333333333333,22,55.6666666666667,6238,2045,4193,109.333333333333,0.0263136974322283,0.0272208638956805
"SPU_001068",7,86.5182135672487,32.44958741804,12.2647912078264,30.0108629582489,-0.0299346671785007,5.24516590521463,"SP-KCTD5",161,605.333333333333,298.666666666667,112,14323,2182,12141,161,0.0498586058259891,0.0513290559120073
"SPU_001071",8,10.0174501424501,9.3656437151188,3.31125509056884,7.82987409036913,0.0656793677919529,5.78262119292084,"SP-CCDC46",92.3333333333333,1204.33333333333,0,408.666666666667,27077,5099,21978,92.3333333333333,0.0547972214638881,0.0801464339412957
"SPU_001072",5,94.1730550058607,3.70208840825972,1.65562426791655,4.59674989470358,-0.0398577144234585,6.90066596100448,"SP-AXIN",115.333333333333,2014.66666666667,380.333333333333,289.666666666667,28994,2561,26433,115.333333333333,0.0762178589893946,0.113106859299753
"SPU_001077",24,2.18002328405356,3.67626845705056,0.750415156438556,1.55235202434042,0.303738405373886,7.374470303627,"SP-CHST11-5",43.6666666666667,55.6666666666667,20.3333333333333,150.333333333333,7010,3085,3925,43.6666666666667,0.0141825902335456,0.048730415991356
"SPU_001125",22,78.3973541892749,35.653916333689,7.60144050322549,15.8080609103815,-0.192848792223982,8.62734402384857,"SP-RBMS3",1.66666666666667,1034.66666666667,641.666666666667,10,42522,1218,41304,1.66666666666667,0.025050035509071,0.00821018062397373
"SPU_001128",6,0,0,0,0,-0.72775583474172,1.15785395107245,"SP-NIT2",57,31.3333333333333,0,0,27926,453,27473,57,0.00114051371649741,0
"SPU_001138",24,1.83877294820121,3.73957895074808,0.763338356848776,1.57908570121999,0.0162875359635679,10.1123567210929,"SP-CARA14LA",87.3333333333333,1240.33333333333,1240.33333333333,0,40545,990,39555,87.3333333333333,0.031357181982893,0
"SPU_001198",8,99.6108925796426,0.855214854158534,0.302364111373482,0.714977510565037,0.235414156751719,7.33913602414204,"SP-SETA",123.666666666667,827.666666666667,0,212.333333333333,32712,5268,27444,123.666666666667,0.0301583831317106,0.040306251581878
"SPU_001224",6,97.6166142557652,3.15814878348761,1.28930884188935,3.31427388948605,0.170490713936161,3.30620418156656,"SP-HYPP_1316",90.6666666666667,113.666666666667,10.3333333333333,147.333333333333,5010,1158,3852,90.6666666666667,0.0295084804430599,0.127230857800806
"SPU_001235",5,15.0824248281106,7.5504409494468,3.37665984461222,9.37511069749153,0.00118964395853816,6.41955964254179,"SP-VPS13A",95,1114.33333333333,119.333333333333,442,55802,6936,48866,95,0.0228038581699614,0.0637254901960784
"SPU_001237",26,95.17313539742,6.10941790601297,1.19815542767128,2.46764729547962,0.308889257480604,4.60633907956342,"SP-PSGP",14.6666666666667,371,74.6666666666667,318.666666666667,14564,4881,9683,14.6666666666667,0.0383145719301869,0.065287167930069
"SPU_001255",44,0.848794602640586,2.37542974072534,0.358109507538053,0.72219665032131,-0.0819955256925084,3.2742986800052,"SP-DMRTA2",190,2458,1672.66666666667,213,131589,1830,129759,190,0.018942809361971,0.116393442622951
"SPU_001262",6,97.1091443323472,0.773210493194364,0.31566186201532,0.811434648699717,-0.176308397615145,7.44067818132815,"SP-BIRC6",6,443,443,1046,147945,18356,129589,6,0.00341850002700847,0.0569840923948573
"SPU_001263",5,95.4683875946204,3.07137764951488,1.37356184177776,3.81361905229033,-0.121820357836597,4.00721401450247,"SP-THADA",226.666666666667,7292.66666666667,0,1145.66666666667,19362,5424,13938,226.666666666667,0.523221887406132,0.211221730580138
"SPU_001273",5,0.789725838455834,1.54527625484923,0.691068549971832,1.91871389292543,0.251496178275244,0.121856521761717,"SP-SLC5A12_7",8,426.333333333333,0,186,19950,1995,17955,8,0.0237445465515641,0.0932330827067669
"SPU_001293",5,91.6424768310014,6.73455133679384,3.01178291740662,8.36204993895194,0.103022290654729,6.95155806494157,"SP-CPEB2",190,1595.66666666667,0,174.666666666667,32280,4638,27642,190,0.0577261654969491,0.0376599108811269
"SPU_001311",6,61.6333428921087,2.14659657807375,0.876344383314188,2.25271495350936,-0.0229674585879707,1.46538485246928,"SP-QRSL1",4.66666666666667,1471.66666666667,0,63.6666666666667,45587,1402,44185,4.66666666666667,0.0333069291992003,0.0454113171659534
"SPU_001393",12,97.6202549506614,3.92127517166377,1.13197463796334,2.49145937975741,-0.0856854654566318,4.07321977975221,NA,0,0,0,0,0,0,0,0,0,0
"SPU_001396",5,98.8156862745098,1.28439604585749,0.574399373713857,1.59478832957652,0.0975705342868149,4.1321612533997,"SP-JIP3_2",85.3333333333333,928,215.666666666667,54.6666666666667,45259,1261,43998,85.3333333333333,0.0210918678121733,0.0433518371662702
"SPU_001427",7,92.6615310155683,11.8816871119376,4.49085560772402,10.9887278083207,0.202460087142951,5.90869467339627,"SP-SYNE1L",109,1500.66666666667,0,537.666666666667,13061,2635,10426,109,0.143935034209348,0.20404807084124
"SPU_001457",6,96.8096906270926,4.30241922582833,1.75645529380327,4.51511207335794,-0.100109230062955,3.66670662955454,NA,0,0,0,0,0,0,0,0,0,0
"SPU_001476",21,1.32765189380162,2.13360378901948,0.465590517439351,0.971204800772087,0.0193201200743876,6.91873877296414,"SP-HYPP_1332",91.3333333333333,1567.33333333333,1561.33333333333,88,29825,3313,26512,91.3333333333333,0.0591178837256085,0.0265620283730758
"SPU_001518",37,1.05536778388205,2.46147694691524,0.404664317348349,0.820697274425035,0.215646256260828,8.13896401638735,"SP-ABCC9F",54.3333333333333,1479.66666666667,0,335.333333333333,44374,5008,39366,54.3333333333333,0.037587427390811,0.0669595314164004
"SPU_001535",12,0.320004099331937,0.806607745453488,0.232847599484004,0.512494111027255,0.129219755638661,7.30156665668592,"SP-ANKDD1A",49.6666666666667,1365.66666666667,3.33333333333333,183,33084,4238,28846,49.6666666666667,0.0473433636090504,0.0431807456347334
"SPU_001545",19,3.21251542393655,4.35630531195069,0.999404980105394,2.09967194983008,-1.28179433173592,0.54445263457325,"SP-SPCAT3L",83.3333333333333,136,0,10.3333333333333,26774,4922,21852,83.3333333333333,0.00622368661907377,0.00209941758092916
"SPU_001554",9,1.27651515151515,2.55804123385185,0.852680411283951,1.96628455442838,-0.276927435378916,0.067837344258579,"SP-SMCHD1-6",48,119.333333333333,0,4.33333333333333,13798,617,13181,48,0.00905343550059429,0.00702323068611561
"SPU_001559",6,100,0,0,0,-0.389949991405824,1.17393137086437,"SP-CUTC",5,74,74,8,24767,633,24134,5,0.00306621364050717,0.0126382306477093
"SPU_001562",8,0.6528293135436,1.34332345630096,0.474936562638681,1.12304651398354,0.432775151533842,3.72031977483148,NA,0,0,0,0,0,0,0,0,0,0
"SPU_001569",9,23.8994030660697,1.6843906504042,0.561463550134734,1.29473726837711,-0.0237104293366948,1.81982533003196,NA,0,0,0,0,0,0,0,0,0,0
"SPU_001586",32,98.4532393231061,3.13533139756273,0.554253523120926,1.13040751311771,-0.0115546870365389,5.731098303579,"SP-HSP902A",116,2850.33333333333,0,401.333333333333,42087,2052,40035,116,0.0711960368011323,0.195581546458739
"SPU_001595",6,99.0693055348228,1.63078537282027,0.665765340567351,1.71140429125866,0.11935808693102,4.29501804728776,"SP-SLC26A5",108,806.666666666667,288,226.666666666667,22936,2454,20482,108,0.0393841747225206,0.0923662048356425
"SPU_001596",8,99.4593689083821,1.00194880770532,0.354242398165104,0.837650165643593,-0.0090555897515444,11.1665590994448,"SP-ATP11",130,1706.33333333333,1706.33333333333,0,41302,3842,37460,130,0.045550809752625,0
"SPU_001599",8,98.9321983273596,3.02019921474542,1.06780167264039,2.5249497310168,0.0616170965251661,5.30903878006948,NA,0,0,0,0,0,0,0,0,0,0
"SPU_001614",5,75.6081567011799,34.1957138908235,15.2927881598031,42.459586831112,0.0441575698688543,4.36445703869885,"SP-FBXL7-2",33,1004.66666666667,0,0,45833,1628,44205,33,0.0227274441051163,0
"SPU_001621",17,96.6392205183488,5.26394999858949,1.27669540306791,2.70647335045507,-0.0260990515897186,4.8715331477971,"SP-GPRK1",145.333333333333,1627.33333333333,0,44.6666666666667,64257,1518,62739,145.333333333333,0.0259381458635511,0.0294246815985946
"SPU_001641",17,98.4785905989782,2.47026132302337,0.599126373982551,1.27009117510883,0.10125857342599,2.18260399962835,"SP-LRRC57L",62,1928,481.666666666667,166.666666666667,34706,1079,33627,62,0.057334879709757,0.154464009885697
"SPU_001643",9,0.781893004115227,2.34567901234568,0.781893004115227,1.80304850077692,0.476869377882691,1.07472874531293,"SP-C20ORF152L_1",20.3333333333333,263,0,137.333333333333,21031,3125,17906,20.3333333333333,0.0146878141405116,0.0439466666666667
"SPU_001669",10,96.5697067948212,3.81743132832435,1.2071777808787,2.73082586378559,0.0756496147497554,2.52183146623815,"SP-SLC4A11",164.333333333333,1673.66666666667,817,72,114467,1929,112538,164.333333333333,0.0148720136013317,0.0373250388802488
"SPU_001722",10,1.47252205500778,3.13086855312599,0.990067568247403,2.23968844116506,0.0172595274619532,7.95757180501637,NA,0,0,0,0,0,0,0,0,0,0
"SPU_001729",6,90.2680652680653,23.8382743033095,9.73193473193473,25.0167346475096,-0.512319146400092,1.50813401570024,NA,0,0,0,0,0,0,0,0,0,0
"SPU_001739",27,1.15332699528295,3.07789983972412,0.592342100334475,1.21757662498506,0.0807398930183673,5.98643770255307,NA,0,0,0,0,0,0,0,0,0,0
"SPU_001745",9,1.56248760540365,2.69249311515375,0.897497705051249,2.06963341918443,0.156337495620372,6.66850628871838,"SP-SEC61B",37.3333333333333,0,0,0,4763,589,4174,37.3333333333333,0,0
"SPU_001752",8,96.2798408488064,7.61491360926589,2.69227852563082,6.3662270937491,-0.276374451635828,5.67854396941642,NA,0,0,0,0,0,0,0,0,0,0
"SPU_001754",12,0.631380897857927,1.8715409221279,0.540267327594972,1.1891203705189,0.81435348094921,0.0548984571081338,"SP-ECHN18",13.3333333333333,34,0,0,21684,1526,20158,13.3333333333333,0.00168667526540331,0
"SPU_001756",5,76.8784880889511,42.7941003723295,19.1381034936956,53.1358937678399,-0.0664863645644537,1.60945008550508,NA,0,0,0,0,0,0,0,0,0,0
"SPU_001774",30,1.55474629206891,2.83568579039119,0.517723024464707,1.05886247604981,-0.00360756711907296,8.61491051163607,"SP-NACHA2_1",108.666666666667,769.333333333333,0,285.333333333333,18600,4588,14012,108.666666666667,0.0549053192501665,0.0621912234815461
"SPU_001785",21,7.77870138180092,21.7026416987644,4.73590468405203,9.87892406066774,-0.106707596117986,9.04085953709274,"SP-EGGBR1L",111.333333333333,582.333333333333,0,310,18537,4419,14118,111.333333333333,0.0412475799216131,0.0701516180131251
