"geneid","int_meth_logFC","int_meth_logCPM","LR","PValue","GE_logFC","GE_logCPM","common_name","peak_density_TSS","peak_density_Introns","peak_density_Intron1","peak_density_Exons","gene_len","exon_len","intron_len","TSS_dens_norm","intron_dens_norm","exon_dens_norm"
"SPU_000068",-0.3706107175742,7.5787000560326,2.26757756843224,0.132106251779596,0.320425627054778,5.08049565539119,"SP-AGA_1",6,2,2,0,21061,2362,18699,0.006,0.000106957591315044,0
"SPU_000069",0.726961994029815,7.66460644118744,7.80710882052454,0.00520410986414993,-0.471590315673447,3.45444637164912,"SP-GLYT1L",55.6666666666667,210,2,182.666666666667,11889,1241,10648,0.0556666666666667,0.0197220135236664,0.147193123824872
"SPU_000070",0.134613701658239,7.87205237782698,0.32616983012277,0.567923182614657,0.458597382345679,1.56179889902642,"SP-MUCL",7,402.333333333333,112.333333333333,288.333333333333,19589,3132,16457,0.007,0.0244475501812805,0.0920604512558535
"SPU_000074",-0.592706634916992,2.21824607217054,0.367041943876199,0.544621093780054,0.0163780919069618,4.79198135267653,NA,0,0,0,0,0,0,0,0,0,0
"SPU_000075",-0.0865760654390764,5.21376171037608,0.0329574484592428,0.855942276148301,0.217239498681435,7.21564832447634,"SP-METHIAPD2L",108,221.666666666667,0,18.3333333333333,16577,4421,12156,0.108,0.0182351650762312,0.00414687476438212
"SPU_000076",-0.472017879424486,4.98782888596763,0.733727673522828,0.391677566490651,0.497974777548785,5.4439051266323,"SP-GAT_2",31.3333333333333,397.666666666667,0,140,15518,3592,11926,0.0313333333333333,0.0333445133881156,0.0389755011135857
"SPU_000091",0.1210939400061,4.81819821908627,0.0525241576174085,0.818727854751991,-0.192555059350154,7.17166535714505,"SP-FIMBPH",20.6666666666667,169.333333333333,0,105,9360,995,8365,0.0206666666666667,0.0202430763100219,0.105527638190955
"SPU_000094",0.116898834073572,7.43982536707244,0.194642625660328,0.659080366609384,0.0662198368104182,4.65973231898708,"SP-HYPP_293",140.666666666667,627,627,0,100236,2189,98047,0.140666666666667,0.0063948922455557,0
"SPU_000098",0.995063918130667,4.87089405299499,3.4855749603321,0.0619058529580402,0.00792702147158908,6.54763761037104,"SP-CLASP2",48.6666666666667,1150.33333333333,1150.33333333333,374.666666666667,36090,3133,32957,0.0486666666666667,0.0349040669154757,0.119587190126609
"SPU_000128",0.0689116588194518,6.36610272892488,0.0330320600500951,0.855781089424585,0.0957592316210121,7.76241422997833,"SP-TROPMY1",133.333333333333,1880.66666666667,413,157.666666666667,24826,721,24105,0.133333333333333,0.0780197745972482,0.218677762367083
"SPU_000142",-0.766530511011064,1.3139019100373,0.514706867379134,0.47310835743635,-0.0674772844115519,7.396355723393,"SP-COL18A1LF",80.6666666666667,0,0,0,49315,4140,45175,0.0806666666666667,0,0
"SPU_000146",2.13848716714646,2.75761226650235,3.29908764152573,0.0693183744517771,0.000925563704497647,5.56173747538862,"SP-KPNB1",130.333333333333,867,176.333333333333,578,21399,2548,18851,0.130333333333333,0.0459922550527823,0.226844583987441
"SPU_000152",0.94127035579433,6.86184066467874,9.89303946517299,0.001659051112816,-0.847581660096631,2.97253661791852,NA,0,0,0,0,0,0,0,0,0,0
"SPU_000157",1.53426216564075,2.98144701256336,1.84167899868047,0.174754285779532,-0.577490461079414,0.332157847297362,"SP-DPL",18,41.3333333333333,2.66666666666667,445.333333333333,8836,7013,1823,0.018,0.0226732492228927,0.0635011169732402
"SPU_000162",0.272432774919086,3.28345238414647,0.113851049916736,0.735801657477312,-1.85901422678758,0.25251182546517,"SP-MYH1L",43.6666666666667,107,8,46.6666666666667,9358,1542,7816,0.0436666666666667,0.0136898669396111,0.0302637267617812
"SPU_000166",-3.23729970409641,2.22169110838426,5.80299715608908,0.0159988803724293,0.200243499242792,4.67493707557717,"SP-SLC35F3L",38.3333333333333,61.3333333333333,17.3333333333333,63.6666666666667,13258,2347,10911,0.0383333333333333,0.00562123850548376,0.0271268285754864
"SPU_000174",-0.0620840209507601,8.66367348326454,0.0759367919920155,0.782881187695247,0.181149924424349,7.70485182678668,"SP-SLC30A3_1",108.333333333333,316,0,88.3333333333333,12553,3990,8563,0.108333333333333,0.0369029545719958,0.0221386800334169
"SPU_000175",-0.819389588887646,5.16458915712678,1.90849147098414,0.167130924814463,0.179210079266118,1.47302336939214,"SP-ECHN",68,128.666666666667,0,26,17207,1214,15993,0.068,0.0080451864357323,0.0214168039538715
"SPU_000176",-0.124377426628746,5.52687966503264,0.0797585664568503,0.777624860913355,-0.397420528908126,6.18143416654178,"SP-REELER/EGF/FOLN",93,386.333333333333,196.333333333333,183,24448,3430,21018,0.093,0.0183810701938021,0.0533527696793003
"SPU_000195",0.164544532735499,4.27332659185566,0.0519280247764566,0.819741697110223,0.0407173651750584,4.86445662617079,"SP-DYSF",65.3333333333333,268.666666666667,0,133.666666666667,18866,2204,16662,0.0653333333333333,0.016124514864162,0.0606473079249849
"SPU_000208",-0.24812943807836,6.54196623220695,0.606514861618445,0.436103052053144,0.0577223763007823,3.04387497100984,NA,0,0,0,0,0,0,0,0,0,0
"SPU_000218",-0.276763580044878,6.14741922123951,0.605677833014288,0.43641983910484,-0.179223315377936,0.322405601560266,"SP-TOLLOIDL",103.333333333333,146,0,116.333333333333,7767,1228,6539,0.103333333333333,0.0223275730233981,0.0947339847991314
"SPU_000225",-0.255476736050742,5.85972275421326,0.438716647160839,0.50774252636176,0.167044042651199,3.77876580653409,"SP-MPHOSPH10L",10.6666666666667,79.3333333333333,0,25.6666666666667,10977,3294,7683,0.0106666666666667,0.0103258275847108,0.0077919449504149
"SPU_000236",0.404801171991422,5.21666622361198,0.718112783154046,0.396763649023589,-0.028008415793128,9.02549727613111,"SP-IDH1",93.6666666666667,378,96,199.666666666667,18393,1263,17130,0.0936666666666667,0.0220665499124343,0.158089205595144
"SPU_000241",-0.367181922389379,4.30143956039548,0.219434107311869,0.639471438856903,0.124935630214364,8.91870938002431,"SP-TAL1PH",56,134.333333333333,0,0,96970,10193,86777,0.056,0.00154802923969869,0
"SPU_000255",0.39325673485309,5.47715162644602,0.680528788991221,0.409404697009223,0.0484789240965055,2.96192264415399,NA,0,0,0,0,0,0,0,0,0,0
"SPU_000258",1.29001990318133,2.5823469828959,1.77602232719315,0.182638521293798,-0.00417842555450362,1.91521863981364,"SP-FAM13A1_1",5,292.333333333333,8.33333333333333,114.666666666667,6249,950,5299,0.005,0.0551676416934013,0.120701754385965
"SPU_000260",0.09373856658437,1.98891154602282,0.0106490730521046,0.91780872717239,-0.0248921570809764,5.48480129138254,"SP-PBL1",50.3333333333333,259.666666666667,0,62.3333333333333,18937,3528,15409,0.0503333333333333,0.0168516235100699,0.0176681783824641
"SPU_000261",-0.0194643196515548,7.06306225417418,0.0051554267261964,0.942760037995721,-0.231140177794889,4.60500463689862,"SP-HYPP_1247",89,180.666666666667,0,39.3333333333333,11219,1378,9841,0.089,0.0183585678962165,0.0285437832607644
"SPU_000282",0.524877972544489,2.15530083068749,0.274139331385604,0.600568492809276,-0.188119817967628,3.81652063125304,"SP-CRY1/2L",49.6666666666667,3.66666666666667,0,5.33333333333333,8605,1624,6981,0.0496666666666667,0.000525235162106671,0.00328407224958949
"SPU_000296",-0.42217796885958,4.41046700356195,0.291917285401773,0.588994500396142,-0.309254305699426,5.25210829420772,"SP-GELSLNPH",77,177.666666666667,0,81,17873,1660,16213,0.077,0.0109582845042044,0.0487951807228916
"SPU_000298",-0.637419230191714,5.3426147326714,1.4537934435557,0.227920236453286,-0.175995278729577,0.729936853539966,NA,0,0,0,0,0,0,0,0,0,0
"SPU_000308",0.281014631596484,6.21727711572642,0.501087298130908,0.479022762051593,-0.0305242151313234,3.66901354637891,"SP-RHOGAP24L2",33.3333333333333,982,477.333333333333,246.666666666667,27456,2353,25103,0.0333333333333333,0.0391188304186751,0.104830712565519
"SPU_000310",-0.381289071933293,4.88073767504702,0.538107680911773,0.463218024562164,-0.123705887680956,6.17949782637287,NA,0,0,0,0,0,0,0,0,0,0
"SPU_000313",0.656952079300253,5.27546222059914,1.7399103107559,0.18715019136192,0.0787558913375589,4.89769128870761,"SP-VPS37HA",80,179.333333333333,0,130.333333333333,8924,1219,7705,0.08,0.0232749296993294,0.106918238993711
"SPU_000316",-0.973960907799782,3.36211851336342,1.5511187295206,0.212970362076356,0.100353443049315,4.82112412394607,"SP-INPP4B",25.6666666666667,695,4.66666666666667,323.333333333333,31934,3264,28670,0.0256666666666667,0.0242413672828741,0.0990604575163399
"SPU_000323",-0.358807932367807,4.77531529356106,0.454578624071452,0.500168620343712,-0.0501144616205071,3.26594586067099,"SP-SLC5A3_2",84.3333333333333,182,16.3333333333333,31.3333333333333,9844,715,9129,0.0843333333333333,0.0199364662065944,0.0438228438228438
"SPU_000324",-0.610980248825622,5.51671615732629,1.88005305408556,0.170328117917711,-0.48040777721572,0.351341728303303,"SP-ASNSD1",118,496,0,90.6666666666667,16789,1791,14998,0.118,0.0330710761434858,0.0506234878094175
"SPU_000334",-0.482288502779457,4.43523214393732,0.590297631078462,0.442304049703595,-0.507493126148191,2.76623814192302,"SP-ELOVL4_1",41.6666666666667,20.6666666666667,10,22.6666666666667,42373,1106,41267,0.0416666666666667,0.00050080370917844,0.0204942736588306
"SPU_000346",-0.332115750721049,2.00023568066752,0.0943754049027579,0.758686729422285,0.36376518582492,0.168955556641671,"SP-CLECT/FN3_17",1.66666666666667,1335.33333333333,6.66666666666667,291.666666666667,38343,3713,34630,0.00166666666666667,0.0385600154009048,0.0785528323906994
"SPU_000356",-0.668426672226457,5.04896346390956,1.42686236665186,0.232277185189087,0.290504061243535,1.27976621254024,"SP-SLC16A6L",56.6666666666667,46,0,30.3333333333333,4383,1523,2860,0.0566666666666667,0.0160839160839161,0.0199168308163712
"SPU_000364",-0.122246005559826,5.32503998510246,0.0677815812762494,0.794594609226593,0.265435769703702,4.347989645216,"SP-ATP6V1H",28.3333333333333,170.333333333333,146,49.6666666666667,7195,1248,5947,0.0283333333333333,0.0286418922706126,0.0397970085470085
"SPU_000371",1.0881918389826,4.1960450522651,1.71103407701051,0.190851259250915,-0.167065501826904,3.67668806548931,NA,0,0,0,0,0,0,0,0,0,0
"SPU_000372",-0.41734640485802,5.63141699514712,0.68987769517878,0.406205984228529,0.18405847539421,3.06386267226642,"SP-HYPP_1256",31,120.333333333333,29,108.333333333333,3268,993,2275,0.031,0.0528937728937729,0.109097012420275
"SPU_000393",-0.670921451831644,6.24028855303404,2.19979541509683,0.138029055679732,-0.00974642916319806,2.4397375357399,NA,0,0,0,0,0,0,0,0,0,0
"SPU_000394",0.0781163424578065,7.26469751320975,0.0894580799986251,0.764867228324447,-0.0340498404589249,7.15330219647388,NA,0,0,0,0,0,0,0,0,0,0
"SPU_000396",0.132705671569425,4.39882922421625,0.0489577223181232,0.824886941367747,-0.378601910532967,3.13740051344373,"SP-HYPP_300",49,10,0,38.6666666666667,7584,2941,4643,0.049,0.00215377988369589,0.0131474555139975
"SPU_000417",-0.77352858604423,3.95103773778496,1.34315448885851,0.246478432975172,0.005769546927361,5.2655808289931,"SP-SLC27A1",3.66666666666667,1717,308.666666666667,468,19348,2812,16536,0.00366666666666667,0.103834059022738,0.166429587482219
"SPU_000435",0.170912717346128,2.01968259748052,0.0222852130347277,0.881330860335081,0.494801077685484,2.05950078892857,"SP-MLCKL",39.6666666666667,759,0,245.333333333333,30851,3688,27163,0.0396666666666667,0.0279424216765453,0.0665220535068691
"SPU_000439",-1.09575269196859,1.57089239705791,0.879821855734468,0.348250476323813,0.263249487643953,8.17152925275242,"SP-P58-A",131,1594.33333333333,839.666666666667,321,28702,2618,26084,0.131,0.0611230383887952,0.122612681436211
"SPU_000441",-0.00554608036206367,4.76294195946977,9.88208954773029e-05,0.992068463975148,0.718269546225855,7.69707060503224,"SP-IGCAM/IGCAM",16.6666666666667,475.333333333333,0,240,19786,5077,14709,0.0166666666666667,0.0323158157137354,0.0472720110301359
"SPU_000442",-0.497449527485411,5.46211149065663,0.816349425786633,0.366249674521672,0.479752367169119,5.97785681951605,"SP-MLCKB",117.666666666667,656.333333333333,0,159.333333333333,12219,2530,9689,0.117666666666667,0.0677400488526508,0.0629776021080369
"SPU_000452",0.0186129068797561,5.96235728319128,0.00249286997614484,0.96017924728633,-0.0318477948496704,2.93302529622232,"SP-SYVN1L",6.33333333333333,106.333333333333,26,37,10284,1333,8951,0.00633333333333333,0.0118794920493055,0.0277569392348087
"SPU_000458",-0.449157806710742,2.44961208115629,0.168920258403437,0.681073196241424,0.0131831249660645,2.34532869780314,"SP-SIAT7B",98.6666666666667,889.333333333333,0,83,25472,1297,24175,0.0986666666666667,0.0367873147190624,0.063993831919815
"SPU_000468",0.0808756901369363,4.9638425612348,0.025256536028774,0.873729499697734,-0.163183246675864,3.02395283908266,"SP-PLK2",37,586.333333333333,9,187.333333333333,25524,1884,23640,0.037,0.0248025944726452,0.0994338287331918
"SPU_000471",1.38932102235936,2.60078263762007,1.67262679366726,0.195907066220926,-0.258273140211925,2.26641296367909,"SP-RDH10_1",60.6666666666667,31,0,17,4376,1175,3201,0.0606666666666667,0.00968447360199937,0.014468085106383
"SPU_000485",0.676558364994405,4.77875778228066,1.27822929122399,0.258228528386009,0.162579385934581,2.69915622497969,"SP-CHX10",154,1745,877.666666666667,144,29795,1348,28447,0.154,0.0613421450416564,0.106824925816024
"SPU_000490",-0.126448309980354,4.77370310084991,0.0474814644486656,0.827505141910806,-0.0340794706538283,5.46526910501755,NA,0,0,0,0,0,0,0,0,0,0
"SPU_000494",-0.281502987268525,7.43798275787731,1.24904137608076,0.263735648255106,0.712887532423773,3.51614274956055,"SP-RTL_71",7.33333333333333,0,0,14.6666666666667,9032,5496,3536,0.00733333333333333,0,0.00266860747210092
"SPU_000509",-0.176314391897661,7.97511913533289,0.579370957491084,0.446558991180598,0.0259064196945715,3.92039089886347,NA,0,0,0,0,0,0,0,0,0,0
"SPU_000514",-0.278648590110947,5.01907392589567,0.308151946167679,0.578816445205814,0.0200339439683441,6.98434139811336,"SP-KSR1",78.6666666666667,1083.66666666667,74.6666666666667,323.666666666667,40717,4953,35764,0.0786666666666667,0.0303004883868322,0.0653476007806716
"SPU_000518",-0.279557689431628,5.33513229918758,0.307996274517465,0.578912361977869,0.377116140933284,2.78106067934907,"SP-BCHE-2",97.6666666666667,63.3333333333333,0,43.6666666666667,8542,1860,6682,0.0976666666666667,0.00947820013967874,0.0234767025089606
"SPU_000525",0.450652248734885,2.50370245045708,0.232296094704754,0.629826510724944,-0.126482771065612,4.25532765903063,"SP-CERCAM",99.3333333333333,149.666666666667,5,96.3333333333333,10852,1130,9722,0.0993333333333333,0.0153946375917164,0.0852507374631268
"SPU_000526",0.0132787097606193,6.13316215008895,0.00119501083016882,0.972423478004838,-0.32334660720917,8.20647279705083,NA,0,0,0,0,0,0,0,0,0,0
"SPU_000529",0.0509259471490788,5.25467930434172,0.00913338759866456,0.923863078710747,0.611596889296297,2.1863762740317,"SP-HYPP_305",32.6666666666667,143.666666666667,0.333333333333333,190,8512,1870,6642,0.0326666666666667,0.021630031115126,0.101604278074866
"SPU_000542",0.660521249441146,5.97520710589663,2.38158072083333,0.122773260807735,0.892724349289219,0.568530501844463,"SP-CLECT/PAN_7",15.3333333333333,634.666666666667,169,81.3333333333333,18492,983,17509,0.0153333333333333,0.0362480248253279,0.0827399118345202
"SPU_000544",-0.227669268253452,5.77263786304518,0.318508668152975,0.572505262076226,0.0158757327336162,4.40886732870393,"SP-ORC3",83,723.333333333333,139.666666666667,375.333333333333,19482,2244,17238,0.083,0.0419615577986619,0.167260843731432
"SPU_000545",-0.553697998775739,7.9970161083138,5.453150915925,0.0195330659743989,-0.133331783632278,4.78836993986201,"SP-GTF3C1L",85.6666666666667,338.333333333333,0.666666666666667,279.333333333333,22922,5405,17517,0.0856666666666667,0.0193145706076002,0.0516805427073697
"SPU_000548",0.344901101467325,1.40468083298623,0.0504271383793657,0.822321681148803,-0.149597731085827,3.90641216329825,NA,0,0,0,0,0,0,0,0,0,0
"SPU_000555",-0.229061691585931,9.98248600842618,1.34707127989564,0.245790772856487,-0.21251182094051,2.90113838383062,"SP-C20ORF7L",88,3277.33333333333,0,70.3333333333333,38570,1247,37323,0.088,0.0878100188445016,0.0564020315423683
"SPU_000563",0.756015437362956,6.12671037754916,4.43946506101524,0.0351172492005827,-0.18208857928418,5.07612024691888,"SP-CDKL2",96.6666666666667,490.666666666667,0,115.666666666667,37301,3244,34057,0.0966666666666667,0.0144072192696558,0.0356555692560625
"SPU_000565",-0.454209645238988,2.09687488192534,0.180657159930979,0.670809094934675,0.118349719722505,5.35459980039003,"SP-HYPP_307",4.33333333333333,9.66666666666667,0,14,11981,3520,8461,0.00433333333333333,0.0011424969467754,0.00397727272727273
"SPU_000573",-0.548653382099301,4.85122834189614,0.8260516505905,0.363416725806054,0.20267722006216,6.09082545788687,"SP-HYPP_309",46,101.666666666667,0,124.333333333333,13349,3747,9602,0.046,0.0105880719294591,0.0331821012365448
"SPU_000590",-0.0909184821695208,5.38573924534627,0.0371591729413541,0.847141333822901,-0.228802619085178,4.71080680635063,"SP-ADHFE1",44,254.333333333333,0,18,17494,1472,16022,0.044,0.0158740065742937,0.0122282608695652
"SPU_000620",-0.353254355986794,3.62301381717445,0.208448124213472,0.647986476806802,-0.701615080622428,7.42960480338778,"SP-LRP12L_2",194.333333333333,918.333333333333,354.333333333333,295.666666666667,17814,1468,16346,0.194333333333333,0.0561809209184714,0.201407811080836
"SPU_000621",-0.149588496114695,4.83133851838767,0.061561409769709,0.804044874197047,-0.375115321826053,9.13511549260616,"SP-LRP1L_1",62.6666666666667,1270.33333333333,0,260.666666666667,24520,2075,22445,0.0626666666666667,0.056597608970075,0.125622489959839
"SPU_000628",0.687748287633714,4.25946959009208,0.809340404220521,0.368315332254064,0.50863635866383,4.13985743894713,"SP-ANKRD53",37.3333333333333,0,0,0,4611,2888,1723,0.0373333333333333,0,0
"SPU_000631",1.12448064498141,3.80146410042214,1.64826585009478,0.199195122585483,0.0467292761698003,2.31904961547439,"SP-TEX261L",19,0,0,0,2161,473,1688,0.019,0,0
"SPU_000632",-0.186909169359974,4.67740507109705,0.118861943562085,0.730272096128179,-0.336411300194669,4.21483185572961,NA,0,0,0,0,0,0,0,0,0,0
"SPU_000640",0.222400775010185,6.85612829565639,0.505534116205723,0.477078520071051,0.0125852053208487,4.7894970830638,"SP-HYPP_1268",31.3333333333333,163,0,74.6666666666667,11051,2648,8403,0.0313333333333333,0.0193978341068666,0.0281973816717019
"SPU_000645",0.385596495572143,7.5575875228144,1.82672305612981,0.176515092605202,-0.26540028158284,3.79144298884827,"SP-CYP27L_1",165.333333333333,960.333333333333,960.333333333333,0,40039,1545,38494,0.165333333333333,0.0249476108830813,0
"SPU_000667",-1.80538007528493,5.69782965390372,16.5976298616934,4.62087323709847e-05,-0.776763257066154,1.752159618235,NA,0,0,0,0,0,0,0,0,0,0
"SPU_000668",-0.0464966885613875,6.7025885948006,0.0186354477739723,0.891416765632038,-0.0443690016204967,6.12458647032757,NA,0,0,0,0,0,0,0,0,0,0
"SPU_000680",0.384032867581725,3.77290083191367,0.3236641820165,0.569413882101248,0.0322826339353284,5.52751546965181,"SP-ADAM/TS6/10L1",51,947,0,40.6666666666667,41167,2051,39116,0.051,0.0242100419265774,0.0198277263123679
"SPU_000687",-2.17262671684145,3.92945560063198,7.79806317444415,0.00523022671669273,-0.484845122161817,2.570792215281,"SP-AMBRA1",34,12.6666666666667,0,28,18105,2460,15645,0.034,0.000809630339831682,0.0113821138211382
"SPU_000692",-1.07148738908104,2.28541782097247,0.980064047632228,0.322182994346236,-0.405992091739236,1.14955809786194,"SP-UGT2B17",62.3333333333333,37.3333333333333,0,15.3333333333333,9358,1977,7381,0.0623333333333333,0.00505803188366527,0.00775585904569213
"SPU_000712",1.98101983358166,2.84124727603777,3.87852245985013,0.0489075806926962,0.36484948828369,7.58836358209562,"SP-HYPP_1283",79,86,0,5,8025,1349,6676,0.079,0.0128819652486519,0.00370644922164566
"SPU_000722",0.416995408533713,5.60862814832823,0.975572076429379,0.323294439590073,-0.226616979122024,4.30646539583963,"SP-TRP53BP1",73.3333333333333,1433.66666666667,446.333333333333,831.333333333333,39520,6621,32899,0.0733333333333333,0.0435778189813267,0.125560086593163
"SPU_000740",-0.526345345511455,3.07358645598537,0.394869987462453,0.529750573249209,0.0906016473140068,4.20332482162266,"SP-SRCR6",5.33333333333333,53.3333333333333,21.3333333333333,37.3333333333333,11744,2132,9612,0.00533333333333333,0.00554861978082952,0.0175109443402126
"SPU_000742",0.396100828280121,4.48063177024483,0.437696635985194,0.508236291307734,-0.0174627559729932,5.0819142056016,"SP-UBE2V1/2",22.3333333333333,289,0,50,9000,675,8325,0.0223333333333333,0.0347147147147147,0.0740740740740741
"SPU_000749",-0.566437479216645,5.11819150722569,0.88730690192369,0.3462081568184,-0.12676372677042,0.925443934320963,NA,0,0,0,0,0,0,0,0,0,0
"SPU_000750",-0.108135348210517,6.70977114575929,0.129470715429333,0.718981451610935,0.171637375997376,1.56216021769242,NA,0,0,0,0,0,0,0,0,0,0
"SPU_000756",2.9011106490649,3.36119506406849,5.812777710021,0.0159101446864,-0.0998717165147905,7.07625810328766,NA,0,0,0,0,0,0,0,0,0,0
"SPU_000759",-0.0949858870923399,9.68471983168027,0.230528016154993,0.631132588593845,-0.0505014632699053,4.46612329115172,"SP-PSMD13",15,23,0,6.66666666666667,5389,634,4755,0.015,0.00483701366982124,0.010515247108307
"SPU_000760",-0.0620258863605173,4.87154492015739,0.0140543728603442,0.905630976670944,0.270581798867825,2.75795149899821,"SP-SMPD2L",44.3333333333333,182.333333333333,0,43.3333333333333,9463,1247,8216,0.0443333333333333,0.0221924699772801,0.0347500668270516
"SPU_000764",-0.259970570458403,7.02475848026786,0.706157544581248,0.40072237279568,0.0223429807229225,4.81193138291777,"SP-SARMR4",150,127.666666666667,0,126.333333333333,6655,1981,4674,0.15,0.0273142205106262,0.0637725054686185
"SPU_000765",1.07993492896703,3.43681029256664,1.47547933033379,0.224483164691924,0.329768298131821,1.22676627624015,"SP-CHRNA9L_2",42.3333333333333,1394.66666666667,903.666666666667,298.333333333333,19315,1795,17520,0.0423333333333333,0.0796042617960426,0.166202414113278
"SPU_000776",-0.667565445622424,4.22982707380594,1.11694588932355,0.290577034643919,0.159939610110007,7.40135845924113,"SP-PTPN9",58,254,54.6666666666667,37.3333333333333,46549,4970,41579,0.058,0.00610885302676832,0.00751173708920188
"SPU_000783",1.35167543102146,4.39563765112079,4.11614514743212,0.0424757597341188,0.313224920931671,3.70442500012982,"SP-C17ORF59L",149.666666666667,200.333333333333,39,62.3333333333333,6407,1010,5397,0.149666666666667,0.0371193873139398,0.0617161716171617
"SPU_000790",0.741189171142337,7.16735416721074,7.78636378687048,0.00526420378658785,0.370671483748258,2.53725976571818,"SP-NARS2",60.6666666666667,198,0,60.3333333333333,11334,1209,10125,0.0606666666666667,0.0195555555555556,0.0499035015164047
"SPU_000791",-1.88475750115031,3.55633047291801,6.03177721246316,0.014050579606098,-0.558027746151437,1.185637149746,"SP-IDS_5",30,0,0,0,2507,713,1794,0.03,0,0
"SPU_000794",-1.63008190123698,4.31016832514079,6.37937158638496,0.0115454303485627,-0.0408767107624173,5.66665117196427,"SP-C5ORF42L",93,212.666666666667,39.3333333333333,276,50417,11929,38488,0.093,0.00552553176747731,0.0231368932852712
"SPU_000806",1.67854199134652,2.52631853160449,1.96678120035677,0.160789934268179,-0.166404360594669,5.33867474570933,NA,0,0,0,0,0,0,0,0,0,0
"SPU_000818",-0.454627160314454,6.56524341089492,2.00651059864936,0.156625203778312,-0.297538840920674,4.73556412348668,"SP-GAKL_1",7.33333333333333,253.333333333333,22.3333333333333,148,19479,3579,15900,0.00733333333333333,0.0159329140461216,0.0413523330539257
"SPU_000819",-0.164957844962348,9.34692820100902,0.668484627753769,0.413580434115896,-0.0838341808013524,2.4624622712735,NA,0,0,0,0,0,0,0,0,0,0
"SPU_000830",-1.13076769071616,4.22517985401199,3.08067806607806,0.0792274894401061,-0.0295979848982353,6.04968781417657,"SP-GSS",50,214.333333333333,0,65.6666666666667,4427,2506,1921,0.05,0.111573833073052,0.0262037776004256
"SPU_000832",-0.0670864271490511,4.44752348953056,0.0144273202334171,0.904393016272716,0.177675150516435,6.69697019672952,"SP-MYV",73.6666666666667,779.333333333333,220.333333333333,163.666666666667,52670,6375,46295,0.0736666666666667,0.0168340713539979,0.0256732026143791
