"geneid","logFC","logCPM","common_name","peak_density_TSS","peak_density_Introns","peak_density_Intron1","peak_density_Exons","gene_len","exon_len","intron_len","TSS_dens_norm","intron_dens_norm","exon_dens_norm"
"SPU_000017",0.682346157148733,2.77154021754787,"SP-Z307",75,203.666666666667,27,40.3333333333333,9193,1643,7550,0.075,0.0269757174392936,0.0245485899776831
"SPU_000018",-0.166712360352002,0.455793854283251,"SP-CSPL",61.6666666666667,0,0,66,572,572,0,0.0616666666666667,0,0.115384615384615
"SPU_000019",-0.50002979655994,0.80175001503763,"SP-CSPL_1",25.6666666666667,0,0,0,1139,1139,0,0.0256666666666667,0,0
"SPU_000020",0.0212085448285463,0.491435409023019,NA,0,0,0,0,0,0,0,0,0,0
"SPU_000022",0.18043472312354,8.30738935317516,"SP-ATP5F1",11,186,5.66666666666667,116.333333333333,9776,1185,8591,0.011,0.0216505645442905,0.0981715893108298
"SPU_000023",0.191919303777152,6.10439056031139,"SP-MICAL3L",3.33333333333333,612.333333333333,75.6666666666667,528.333333333333,17493,3062,14431,0.00333333333333333,0.0424318019079297,0.172545177443936
"SPU_000024",0.0878827762136134,2.57543683959139,"SP-PSMC3L",27.3333333333333,26.6666666666667,0,6.66666666666667,5182,338,4844,0.0273333333333333,0.00550509221029452,0.019723865877712
"SPU_000025",-0.000438495787043023,2.40966401974996,"SP-CLCN1",21,28.3333333333333,0,42.6666666666667,3742,748,2994,0.021,0.00946337118681808,0.0570409982174688
"SPU_000026",-0.0551833716784563,4.60659644720763,NA,0,0,0,0,0,0,0,0,0,0
"SPU_000032",-0.0818396942926731,4.32013470118779,"SP-AIFM3L",79,62,0,29.6666666666667,9975,1123,8852,0.079,0.0070040668775418,0.0264173345206293
"SPU_000033",0.246836645483964,1.4722144102446,"SP-PERLD1L",37,21.3333333333333,0,8.33333333333333,6649,935,5714,0.037,0.0037335200093338,0.0089126559714795
"SPU_000034",-0.21008852843446,4.50344520413287,"SP-FHAD1L",26.3333333333333,11.3333333333333,0,9.33333333333333,9116,1738,7378,0.0263333333333333,0.00153609831029186,0.00537015726889145
"SPU_000035",-0.0437078613001798,6.21115884648596,"SP-EFHDC2",35.3333333333333,0,0,0,2076,492,1584,0.0353333333333333,0,0
"SPU_000037",-0.145103512415287,4.00853277154618,"SP-VEPH1_1",56.3333333333333,132,0,176,15144,1922,13222,0.0563333333333333,0.00998336106489185,0.0915712799167534
"SPU_000040",0.0766886998931268,6.73619690594544,"SP-C7ORF60L",97,259,0,61.3333333333333,9648,3801,5847,0.097,0.0442962202839063,0.0161361045338946
"SPU_000042",0.0879162601570228,4.04567902401539,"SP-KRFP1",83,10.6666666666667,0,254,4586,1698,2888,0.083,0.00369344413665743,0.149587750294464
"SPU_000043",-0.398717949756309,3.33279201248254,"SP-LRP6L",22,0,0,0,3500,894,2606,0.022,0,0
"SPU_000044",0.0758848001730243,3.635793641294,"SP-LRPS5L",21.6666666666667,41,41,20.6666666666667,7728,2586,5142,0.0216666666666667,0.00797355114741346,0.0079917504511472
"SPU_000046",0.0514137125558188,4.97112056981517,"SP-CDC7",16.6666666666667,138.333333333333,0,133.666666666667,10616,3264,7352,0.0166666666666667,0.0188157417482771,0.0409517973856209
"SPU_000047",-0.242356634729347,1.70365511073288,"SP-EGFL",62.3333333333333,1249.66666666667,1249.66666666667,0,46710,1136,45574,0.0623333333333333,0.0274206053158965,0
"SPU_000048",0.0770706897850324,8.17058016334979,"SP-SLC31A1",56.3333333333333,97,19.3333333333333,54.3333333333333,7061,2697,4364,0.0563333333333333,0.0222273143904675,0.0201458410579656
"SPU_000049",0.206790658869213,4.18757492838998,"SP-TRYPL",33.6666666666667,603.666666666667,150.333333333333,151.666666666667,15493,2620,12873,0.0336666666666667,0.0468940158989099,0.0578880407124682
"SPU_000052",-0.00181969676939587,3.30779918529938,"SP-AYTL2",14.6666666666667,506.666666666667,17,137.666666666667,14042,1422,12620,0.0146666666666667,0.0401479133650291,0.096812001875293
"SPU_000053",-0.091741845346829,12.4192720038514,"SP-EGF/HYALINL5",99.3333333333333,1304.66666666667,36.6666666666667,1392.33333333333,61794,16271,45523,0.0993333333333333,0.0286595054514568,0.0855714666174994
"SPU_000054",-0.121832142769938,3.1466609469369,"SP-DUS2L",98.3333333333333,1327,0,926.333333333333,22439,1794,20645,0.0983333333333333,0.0642770646645677,0.516350798959495
"SPU_000055",0.340624697368076,5.68013210999557,"SP-STRAP",23.3333333333333,210,3.33333333333333,59.3333333333333,7371,2422,4949,0.0233333333333333,0.0424328147100424,0.0244976603358106
"SPU_000056",-0.198312327007239,4.02694045067633,"SP-C10ORF93L",16.3333333333333,87.6666666666667,0,40,29231,3232,25999,0.0163333333333333,0.00337192456120107,0.0123762376237624
"SPU_000059",-0.409120740207612,0.885842495068503,"SP-DDX55L",15,0,0,0,1433,237,1196,0.015,0,0
"SPU_000060",-0.218269033860636,2.68882553569706,"SP-ANK42L",3,16.3333333333333,0,6.66666666666667,7890,1420,6470,0.003,0.00252447192168985,0.00469483568075117
"SPU_000061",-0.326673227697713,7.77077235046716,"SP-BTUB2",42.6666666666667,81.6666666666667,8.66666666666667,48.6666666666667,8903,1830,7073,0.0426666666666667,0.0115462557142184,0.0265938069216758
"SPU_000062",-0.148310788317258,11.2249689390694,"SP-BTUB3",63.6666666666667,4.33333333333333,0,73.6666666666667,2914,1913,1001,0.0636666666666667,0.00432900432900433,0.0385084509496428
"SPU_000066",-0.224602692660539,1.87837292244316,"SP-NSUN7L",140.333333333333,265.333333333333,65,102,22936,2782,20154,0.140333333333333,0.0131652939036089,0.0366642703091301
"SPU_000067",-0.422653255986358,2.63448678235967,"SP-CRJ1L",17.3333333333333,18,0,50,3495,642,2853,0.0173333333333333,0.00630914826498423,0.0778816199376947
"SPU_000068",0.320425627054778,5.08049565539119,"SP-AGA_1",6,2,2,0,21061,2362,18699,0.006,0.000106957591315044,0
"SPU_000069",-0.471590315673447,3.45444637164912,"SP-GLYT1L",55.6666666666667,210,2,182.666666666667,11889,1241,10648,0.0556666666666667,0.0197220135236664,0.147193123824872
"SPU_000070",0.458597382345679,1.56179889902642,"SP-MUCL",7,402.333333333333,112.333333333333,288.333333333333,19589,3132,16457,0.007,0.0244475501812805,0.0920604512558535
"SPU_000071",0.453679177740657,0.629429538370236,"SP-APBB1L",92.6666666666667,598,4.66666666666667,177.666666666667,10145,1134,9011,0.0926666666666667,0.0663633337032516,0.156672545561434
"SPU_000073",-0.319903989292131,3.05225104532836,NA,0,0,0,0,0,0,0,0,0,0
"SPU_000074",0.0163780919069618,4.79198135267653,NA,0,0,0,0,0,0,0,0,0,0
"SPU_000075",0.217239498681435,7.21564832447634,"SP-METHIAPD2L",108,221.666666666667,0,18.3333333333333,16577,4421,12156,0.108,0.0182351650762312,0.00414687476438212
"SPU_000076",0.497974777548785,5.4439051266323,"SP-GAT_2",31.3333333333333,397.666666666667,0,140,15518,3592,11926,0.0313333333333333,0.0333445133881156,0.0389755011135857
"SPU_000077",0.210835869158907,8.06207213050077,"SP-ATP5C1",87.3333333333333,5.33333333333333,0,31.3333333333333,5316,1502,3814,0.0873333333333333,0.00139835693060654,0.020861074123391
"SPU_000080",0.453504416599131,4.70025605845444,"SP-MESTL",67.3333333333333,0,0,0,7584,3407,4177,0.0673333333333333,0,0
"SPU_000082",0.417384388044018,4.53016728782638,"SP-PIF1H",2,1.33333333333333,1.33333333333333,10.3333333333333,9484,9292,192,0.002,0.00694444444444444,0.00111206772851198
"SPU_000084",-0.00546953363970701,4.63235042405074,"SP-TBCD",90.6666666666667,463.333333333333,46.3333333333333,230,34697,2804,31893,0.0906666666666667,0.0145277438100315,0.0820256776034237
"SPU_000088",-0.0152081036051734,2.26799123279968,"SP-UBE4BL",47.6666666666667,30,0,41.3333333333333,1606,511,1095,0.0476666666666667,0.0273972602739726,0.0808871493803001
"SPU_000089",0.711904830966763,0.834584817123535,"SP-MADDL",40.6666666666667,0,0,0,1055,322,733,0.0406666666666667,0,0
"SPU_000091",-0.192555059350154,7.17166535714505,"SP-FIMBPH",20.6666666666667,169.333333333333,0,105,9360,995,8365,0.0206666666666667,0.0202430763100219,0.105527638190955
"SPU_000092",-3.70410908080903,3.33011207672692,"SP-KCNH1",100.666666666667,1367,753.666666666667,469,14003,2660,11343,0.100666666666667,0.120514854976638,0.176315789473684
"SPU_000094",0.0662198368104182,4.65973231898708,"SP-HYPP_293",140.666666666667,627,627,0,100236,2189,98047,0.140666666666667,0.0063948922455557,0
"SPU_000095",-0.0853973349567088,1.80820307175778,"SP-CLASP1L",23.6666666666667,446.666666666667,446.666666666667,0,1060,258,802,0.0236666666666667,0.556940980881131,0
"SPU_000096",-0.167385313262294,3.78718383023153,"SP-ORBPH",91,303.333333333333,303.333333333333,2.66666666666667,13718,1076,12642,0.091,0.0239940937615356,0.00247831474597274
"SPU_000098",0.00792702147158908,6.54763761037104,"SP-CLASP2",48.6666666666667,1150.33333333333,1150.33333333333,374.666666666667,36090,3133,32957,0.0486666666666667,0.0349040669154757,0.119587190126609
"SPU_000101",-0.0271843940151737,7.39876791355564,"SP-SF3B3",7,190,0,79.3333333333333,27781,6454,21327,0.007,0.00890889482815211,0.012292118582791
"SPU_000102",-0.286688618718234,2.44791364776166,"SP-SNRK",213.333333333333,348.666666666667,2.33333333333333,158,595,595,0,0.213333333333333,0,0.265546218487395
"SPU_000105",-0.116065801065183,5.16124548722023,"SP-MAPKKK12/13",106.666666666667,132.666666666667,0,402.333333333333,9324,3179,6145,0.106666666666667,0.0215893680499051,0.126559714795009
"SPU_000109",-0.0130249830000726,0.790541774647845,"SP-GARSL",5.33333333333333,0,0,0,928,163,765,0.00533333333333333,0,0
"SPU_000111",-0.0856538611076398,2.98443643110234,"SP-PFKFB4",1.33333333333333,13.3333333333333,0,2,9303,837,8466,0.00133333333333333,0.00157492715961887,0.002389486260454
"SPU_000114",0.296321540619002,7.00050737379325,"SP-FUT6",11.3333333333333,0,0,0,4587,4587,0,0.0113333333333333,0,0
"SPU_000118",0.0600096851603771,4.31046604952697,"SP-AASDHPPT",20.6666666666667,189,0,107,4452,875,3577,0.0206666666666667,0.0528375733855186,0.122285714285714
"SPU_000119",0.0634719818894181,1.67313202244707,"SP-HFBP17L",66,2075.33333333333,0,626.666666666667,161,161,0,0.066,0,3.89233954451346
"SPU_000121",0.116860059450466,1.00411811445365,"SP-DEADBPUKN",6,0,0,1,5646,1355,4291,0.006,0,0.000738007380073801
"SPU_000122",-0.0451612596962723,3.35337755694222,"SP-NMCP1L",85.6666666666667,3,0,30.3333333333333,3496,592,2904,0.0856666666666667,0.00103305785123967,0.0512387387387387
"SPU_000123",-0.314729683823906,0.312857937655264,"SP-SH3BP5L",47,0,0,0,7575,482,7093,0.047,0,0
"SPU_000126",-0.259046316543427,1.30501382277327,NA,0,0,0,0,0,0,0,0,0,0
"SPU_000127",0.0926421090441681,6.38697193938893,"SP-USP3",42,40.3333333333333,40.3333333333333,53.3333333333333,17812,4243,13569,0.042,0.00297246173876729,0.0125697226804934
"SPU_000128",0.0957592316210121,7.76241422997833,"SP-TROPMY1",133.333333333333,1880.66666666667,413,157.666666666667,24826,721,24105,0.133333333333333,0.0780197745972482,0.218677762367083
"SPU_000129",0.0441745928183679,1.3401362983352,"SP-ARNT",62.6666666666667,305.333333333333,58.3333333333333,330.666666666667,11433,1291,10142,0.0626666666666667,0.03010583053967,0.256132197263104
"SPU_000130",-0.249747315310049,3.56463976108283,NA,0,0,0,0,0,0,0,0,0,0
"SPU_000131",-0.391494512868573,0.748073305857631,NA,0,0,0,0,0,0,0,0,0,0
"SPU_000133",-0.103304748886004,1.34088575929785,"SP-HYPP_1244",6.33333333333333,175.333333333333,112.333333333333,29,1759,1623,136,0.00633333333333333,1.28921568627451,0.0178681454097351
"SPU_000134",0.0515882062059526,1.08948970965966,"SP-SID1L",15,0,0,0,10177,351,9826,0.015,0,0
"SPU_000135",-0.0199918842013942,5.37530919230473,"SP-ZF(MYND)_13L",58,20.3333333333333,0,72.3333333333333,26714,4154,22560,0.058,0.000901300236406619,0.0174129353233831
"SPU_000136",0.265375953211051,0.552538907807211,"SP-MEC-2L",152.666666666667,0,0,0,1503,1503,0,0.152666666666667,0,0
"SPU_000138",0.00930882046813833,5.33589607461437,"SP-MAEAL",18.6666666666667,382.333333333333,141.666666666667,171,14477,1502,12975,0.0186666666666667,0.0294669235709698,0.113848202396804
"SPU_000139",0.0258237057808446,3.84921511916749,NA,0,0,0,0,0,0,0,0,0,0
"SPU_000142",-0.0674772844115519,7.396355723393,"SP-COL18A1LF",80.6666666666667,0,0,0,49315,4140,45175,0.0806666666666667,0,0
"SPU_000144",-0.318711493587477,4.89422380954866,"SP-NOP5",58.6666666666667,124,1.33333333333333,94.3333333333333,10419,1594,8825,0.0586666666666667,0.0140509915014164,0.0591802593057298
"SPU_000145",0.126370039222185,4.77012745897547,NA,0,0,0,0,0,0,0,0,0,0
"SPU_000146",0.000925563704497647,5.56173747538862,"SP-KPNB1",130.333333333333,867,176.333333333333,578,21399,2548,18851,0.130333333333333,0.0459922550527823,0.226844583987441
"SPU_000151",0.0275331520321551,5.66261998796548,NA,0,0,0,0,0,0,0,0,0,0
"SPU_000152",-0.847581660096631,2.97253661791852,NA,0,0,0,0,0,0,0,0,0,0
"SPU_000157",-0.577490461079414,0.332157847297362,"SP-DPL",18,41.3333333333333,2.66666666666667,445.333333333333,8836,7013,1823,0.018,0.0226732492228927,0.0635011169732402
"SPU_000159",0.239579728028617,10.8670177040051,"SP-BDNR",29.3333333333333,821.333333333333,0,1147.66666666667,16477,6715,9762,0.0293333333333333,0.0841357645291265,0.170910896003971
"SPU_000160",-1.17687452052378,0.320117828167648,NA,0,0,0,0,0,0,0,0,0,0
"SPU_000162",-1.85901422678758,0.25251182546517,"SP-MYH1L",43.6666666666667,107,8,46.6666666666667,9358,1542,7816,0.0436666666666667,0.0136898669396111,0.0302637267617812
"SPU_000164",0.131523353362727,7.01609611380416,"SP-CLECT",128,0,0,0,761,761,0,0.128,0,0
"SPU_000166",0.200243499242792,4.67493707557717,"SP-SLC35F3L",38.3333333333333,61.3333333333333,17.3333333333333,63.6666666666667,13258,2347,10911,0.0383333333333333,0.00562123850548376,0.0271268285754864
"SPU_000167",0.282210620017458,6.03861715996668,"SP-CHAC",218,204.333333333333,0,75.6666666666667,9761,3027,6734,0.218,0.0303435303435303,0.0249972469992292
"SPU_000168",0.0357536402971057,5.24004855075244,"SP-RANGAP1",84.6666666666667,321.333333333333,0,84.3333333333333,11835,1535,10300,0.0846666666666667,0.0311974110032362,0.0549402823018458
"SPU_000169",-0.00202835568219049,5.14902661826547,"SP-NCOA7L",73.6666666666667,669,0,289,34770,2848,31922,0.0736666666666667,0.0209573335004072,0.101474719101124
"SPU_000170",0.104710048631548,8.05858749799339,"SP-ARS2",27,408.666666666667,0,227,16602,2543,14059,0.027,0.0290679754368495,0.0892646480534801
"SPU_000171",0.135357232993218,7.73329150591821,"SP-ARS2_1",43,36.3333333333333,0,118.666666666667,4373,2323,2050,0.043,0.0177235772357724,0.0510833692064859
"SPU_000172",-0.367082142193601,1.71271846078598,"SP-NAPRT1L",74.6666666666667,0,0,0,8911,1193,7718,0.0746666666666667,0,0
"SPU_000174",0.181149924424349,7.70485182678668,"SP-SLC30A3_1",108.333333333333,316,0,88.3333333333333,12553,3990,8563,0.108333333333333,0.0369029545719958,0.0221386800334169
"SPU_000175",0.179210079266118,1.47302336939214,"SP-ECHN",68,128.666666666667,0,26,17207,1214,15993,0.068,0.0080451864357323,0.0214168039538715
"SPU_000176",-0.397420528908126,6.18143416654178,"SP-REELER/EGF/FOLN",93,386.333333333333,196.333333333333,183,24448,3430,21018,0.093,0.0183810701938021,0.0533527696793003
"SPU_000178",-0.0498720955075436,7.43440028288097,"SP-PP2AB56E",99,2345,635,166,46828,4005,42823,0.099,0.0547602923662518,0.0414481897627965
"SPU_000181",-0.0518036192812622,0.831561793250446,"SP-RT2L",41,79,0,33,7506,889,6617,0.041,0.0119389451413027,0.0371203599550056
"SPU_000183",0.488364146723801,2.26735458274987,NA,0,0,0,0,0,0,0,0,0,0
"SPU_000184",0.347482830613776,8.45042765926041,"SP-PRA1L",70,22.3333333333333,0,0.666666666666667,4459,3224,1235,0.07,0.0180836707152497,0.000206782464846981
"SPU_000185",0.0723063429491639,2.0597521594527,"SP-HYPP_1245",71,442,0,174,11719,1331,10388,0.071,0.042549095109742,0.130728775356875
"SPU_000186",-0.0432871147467569,3.52410695825315,"SP-LRR/IGR_3",140,54,0,34,2796,2796,0,0.14,0,0.0121602288984263
"SPU_000187",-0.232511286831565,6.24416595220748,"SP-GMPPB",49.6666666666667,260.333333333333,78,122,4650,781,3869,0.0496666666666667,0.0672869819936245,0.156209987195903
"SPU_000188",-0.0802236283678539,3.74292469912807,NA,0,0,0,0,0,0,0,0,0,0
"SPU_000189",0.204898771662604,1.78597108089596,NA,0,0,0,0,0,0,0,0,0,0
"SPU_000191",0.220195075901589,7.99349363936087,"SP-CMPK",120.333333333333,500.333333333333,317,78.6666666666667,18546,2954,15592,0.120333333333333,0.0320891055242004,0.0266305574362446
"SPU_000194",0.46089555766904,1.55550748193336,"SP-TRANSPOSASEL",2,0,0,6.33333333333333,2801,2801,0,0.002,0,0.00226109722718077
"SPU_000195",0.0407173651750584,4.86445662617079,"SP-DYSF",65.3333333333333,268.666666666667,0,133.666666666667,18866,2204,16662,0.0653333333333333,0.016124514864162,0.0606473079249849
"SPU_000201",-0.0892258818558926,0.967295829710488,"SP-HNMTL",37.6666666666667,473.333333333333,0,214.666666666667,4509,884,3625,0.0376666666666667,0.130574712643678,0.242835595776772
"SPU_000202",-0.138311102438992,4.73248597136868,"SP-CHN2",142,877,155.333333333333,39,25025,2495,22530,0.142,0.0389258766089658,0.0156312625250501
"SPU_000205",0.057489431106539,2.43291743997585,"SP-MTG1",16,85.6666666666667,0,14.3333333333333,16141,1794,14347,0.016,0.00597105085848377,0.00798959494611669
"SPU_000206",0.195270604213529,5.48299298493963,NA,0,0,0,0,0,0,0,0,0,0
"SPU_000207",-0.0687728174469367,0.89462253984643,"SP-PEX2",14,83.6666666666667,14.3333333333333,37.6666666666667,3989,557,3432,0.014,0.0243783993783994,0.0676241771394375
"SPU_000208",0.0577223763007823,3.04387497100984,NA,0,0,0,0,0,0,0,0,0,0
"SPU_000210",-0.0603915938681523,4.23237648338963,"SP-POLA",14,82.3333333333333,3.66666666666667,121.666666666667,34628,3833,30795,0.014,0.00267359419819235,0.0317418905991825
"SPU_000212",-0.293181747568397,4.77413641075729,"SP-GNPTABL",24.6666666666667,311.333333333333,0,372,11858,3486,8372,0.0246666666666667,0.0371874502309285,0.10671256454389
"SPU_000213",-0.114362580350157,2.72175994021799,"SP-TMEM69",131.333333333333,0,0,0,600,600,0,0.131333333333333,0,0
"SPU_000214",-0.130200141146307,2.09259798803332,"SP-C20ORF31",62,92.3333333333333,7,98.6666666666667,8130,1563,6567,0.062,0.0140601999898482,0.0631264661974835
"SPU_000215",-0.583800241756144,0.737012034521493,NA,0,0,0,0,0,0,0,0,0,0
"SPU_000216",-0.299482311802335,4.26040082136059,"SP-EGF/HYALINL14",111.666666666667,1738.66666666667,1738.66666666667,225.666666666667,30764,4300,26464,0.111666666666667,0.0656993147924224,0.0524806201550388
"SPU_000217",-0.26199271310703,3.29133873909804,"SP-ESPL1",17.6666666666667,1498,0,249.333333333333,8311,1939,6372,0.0176666666666667,0.235091023226616,0.128588619563349
"SPU_000218",-0.179223315377936,0.322405601560266,"SP-TOLLOIDL",103.333333333333,146,0,116.333333333333,7767,1228,6539,0.103333333333333,0.0223275730233981,0.0947339847991314
"SPU_000224",-0.139019388152089,1.35241450143816,"SP-RMND5HA_1",1.33333333333333,18.6666666666667,0,4.66666666666667,4261,470,3791,0.00133333333333333,0.0049239426712389,0.0099290780141844
"SPU_000225",0.167044042651199,3.77876580653409,"SP-MPHOSPH10L",10.6666666666667,79.3333333333333,0,25.6666666666667,10977,3294,7683,0.0106666666666667,0.0103258275847108,0.0077919449504149
"SPU_000227",-0.123910958645287,2.13029854409897,"SP-ALG10BH",36,9.66666666666667,1,187.333333333333,5187,1263,3924,0.036,0.00246347264695889,0.148324096067564
"SPU_000228",-0.0406250458758382,2.77422845798406,"SP-HCFC2",61.3333333333333,94.6666666666667,0,96.6666666666667,9530,1577,7953,0.0613333333333333,0.0119032650152982,0.0612978228704291
"SPU_000229",0.045102260253565,3.31928257106074,"SP-COPINEC",31.6666666666667,108.333333333333,0,77.3333333333333,8797,1308,7489,0.0316666666666667,0.0144656607468732,0.0591233435270132
"SPU_000232",0.0236672764260497,2.39616095610076,NA,0,0,0,0,0,0,0,0,0,0
"SPU_000236",-0.028008415793128,9.02549727613111,"SP-IDH1",93.6666666666667,378,96,199.666666666667,18393,1263,17130,0.0936666666666667,0.0220665499124343,0.158089205595144
"SPU_000239",-0.439426033994407,2.84387332000075,"SP-RRM",176.333333333333,1418.33333333333,1338.66666666667,43,39377,528,38849,0.176333333333333,0.0365088762473509,0.0814393939393939
"SPU_000240",-0.196106972890548,2.49546503228204,"SP-UBE2ZL",85.6666666666667,396.666666666667,0,245,6164,843,5321,0.0856666666666667,0.0745473908413206,0.290628706998814
"SPU_000241",0.124935630214364,8.91870938002431,"SP-TAL1PH",56,134.333333333333,0,0,96970,10193,86777,0.056,0.00154802923969869,0
"SPU_000242",0.347670461221905,8.94340448234503,"SP-DAZAPI2",99.6666666666667,10,0,15,5976,2884,3092,0.0996666666666667,0.00323415265200517,0.00520110957004161
"SPU_000243",0.222643752579507,6.87354673419827,"SP-WDR60",55.3333333333333,409,0,193,23677,3977,19700,0.0553333333333333,0.020761421319797,0.0485290419914508
"SPU_000244",-0.0949325099973441,5.82665905043383,"SP-PRP4",102.666666666667,0,0,0,18431,3123,15308,0.102666666666667,0,0
"SPU_000245",0.0670692812003788,1.32564752381884,"SP-HYPP_297",42,13.3333333333333,0,42,5795,2159,3636,0.042,0.00366703337000367,0.0194534506716072
"SPU_000246",-0.0821909260870572,2.55605844700384,"SP-CEP72",17,110.333333333333,0,46,9939,1211,8728,0.017,0.0126413076688054,0.0379851362510322
"SPU_000247",-0.280124290595919,1.91279410553815,"SP-TPPP2/3",51.3333333333333,33.3333333333333,18.3333333333333,56.3333333333333,2502,861,1641,0.0513333333333333,0.0203128173877717,0.0654277971351142
"SPU_000249",-0.188373706795859,1.41122164818944,"SP-MTBPL",5,60.3333333333333,9,38.3333333333333,11938,1471,10467,0.005,0.00576414763861024,0.0260593700430546
"SPU_000250",0.32294327972256,6.02013390965003,"SP-HYPP_1246",21.6666666666667,93,0.333333333333333,77,3724,1235,2489,0.0216666666666667,0.0373644033748493,0.0623481781376518
"SPU_000252",-0.11608377950459,7.6301735278442,"SP-MED1",89.6666666666667,398.333333333333,0,611.666666666667,21482,9520,11962,0.0896666666666667,0.0332998941091233,0.064250700280112
"SPU_000253",0.0874975847068596,2.63604278442917,"SP-RBJL1",29.6666666666667,44,0,22.6666666666667,5359,846,4513,0.0296666666666667,0.00974961223133171,0.0267927501970055
"SPU_000255",0.0484789240965055,2.96192264415399,NA,0,0,0,0,0,0,0,0,0,0
"SPU_000256",0.220018766499639,4.74974734257256,"SP-BECN1",50.3333333333333,57.3333333333333,0,637.333333333333,10524,3199,7325,0.0503333333333333,0.00782707622298066,0.19922892570595
"SPU_000257",0.273277102695485,4.62231933234769,"SP-RAB3FAP1",26,399.333333333333,0,331,15154,3390,11764,0.026,0.0339453700555367,0.0976401179941003
"SPU_000258",-0.00417842555450362,1.91521863981364,"SP-FAM13A1_1",5,292.333333333333,8.33333333333333,114.666666666667,6249,950,5299,0.005,0.0551676416934013,0.120701754385965
"SPU_000259",0.170812709339909,5.94423338217713,NA,0,0,0,0,0,0,0,0,0,0
"SPU_000260",-0.0248921570809764,5.48480129138254,"SP-PBL1",50.3333333333333,259.666666666667,0,62.3333333333333,18937,3528,15409,0.0503333333333333,0.0168516235100699,0.0176681783824641
"SPU_000261",-0.231140177794889,4.60500463689862,"SP-HYPP_1247",89,180.666666666667,0,39.3333333333333,11219,1378,9841,0.089,0.0183585678962165,0.0285437832607644
"SPU_000262",0.208034623340456,5.71749817633836,"SP-SMCR7L",120.333333333333,0,0,0,2985,2985,0,0.120333333333333,0,0
"SPU_000268",-0.166602138512859,2.1333328393205,"SP-MON2L",45.3333333333333,409,0,93,17607,2158,15449,0.0453333333333333,0.026474205450191,0.0430954587581094
