"","geneid","logFC","logCPM","LR","PValue","logFC.x","logCPM.x","LR.x","PValue.x","logFC.y","logCPM.y","LR.y","PValue.y","ex_bh_pval","int_bh_pval","BH_threshold","logCPM_Z","logFC_Z","exon_DM_logFC_Z","intron_DM_logFC_Z","common_name","peak_density_TSS","peak_density_Introns","peak_density_Intron1","peak_density_Exons","gene_len","exon_len","intron_len","intron_dens_norm","exon_dens_norm","peak_density_TSS_Z","intron_dens_norm_Z","exon_dens_norm_Z","gene_body_access_Z","gene_len_Z","intron_len_Z","exon_len_Z"
"11","SPU_000225",0.13066240403934,3.77505831386048,1.10990915293959,0.292101697519222,-0.122544524003837,7.45873411679847,0.0812795621711351,0.775570818924975,-0.255476736050742,5.85972275421326,0.438716647160839,0.50774252636176,0.975862587697482,0.919987115608599,"B",-0.189096061856819,0.39490024341126,-0.165806094161577,-0.284490401847422,"SP-MPHOSPH10L",10.6666666666667,79.3333333333333,0,25.6666666666667,10977,3294,7683,0.0103258275847108,0.0077919449504149,-0.77565063654179,-0.0305599101339565,-0.731121841019632,-0.539114436708266,-0.356784181244025,-0.393998133898514,0.316334086856895
"12","SPU_000241",0.128522519148963,8.92226539941242,1.86133407638276,0.172470907662053,-1.24700824484854,6.1093168175806,2.88613231912726,0.0893451759313206,-0.367181922389379,4.30143956039548,0.219434107311869,0.639471438856903,0.560986095887065,0.969269799037932,"B",1.92956197763074,0.388471860443237,-1.27040757160667,-0.402251174564879,"SP-TAL1PH",0,134.333333333333,0,0,96970,10193,86777,0.00154802923969869,0,-0.992483098604134,-0.0317457750057617,-0.85295126218932,-0.693646539582123,2.28022861918836,2.11357962127836,3.06925985484554
"13","SPU_000255",0.0983914436452636,2.97729989567215,0.47772213534442,0.489455911351758,-0.138468388005753,7.87578440206869,0.100835976524078,0.750828726630294,0.39325673485309,5.47715162644602,0.680528788991221,0.409404697009223,0.975862587697482,0.867457858967887,"B",-0.517463904488965,0.297955733408923,-0.181448683048249,0.399411190597173,NA,0,0,0,0,0,0,0,0,0,-0.992483098604134,-0.0319549109899495,-0.85295126218932,NA,-0.69339866742716,-0.637578176544277,-0.99807923097969
"14","SPU_000308",-0.0303226333697013,3.66917427789999,0.0580648797589376,0.809581039467432,-0.520418135388262,4.09829438979094,0.273717814307842,0.600848664195003,0.281014631596484,6.21727711572642,0.501087298130908,0.479022762051593,0.9683387028669,0.89642145512422,"B",-0.232679321732019,-0.0887115046974874,-0.55665176648038,0.281084394463815,"SP-RHOGAP24L2",33.3333333333333,982,477.333333333333,246.666666666667,27456,2353,25103,0.0391188304186751,0.104830712565519,-0.314881654659309,-0.0266700268998552,0.786108704729873,0.125568220240451,0.148551531410788,0.158281489020813,-0.0591555707278731
"15","SPU_000313",0.079873422295716,4.89766805175066,0.545542099516085,0.460144932653719,-1.08804263002535,4.89162967931211,1.57232478171498,0.209869720019957,0.656952079300253,5.27546222059914,1.7399103107559,0.18715019136192,0.783298623322976,0.69105745948295,"B",0.272984850540163,0.242326136891732,-1.11424988528776,0.677401573514188,"SP-VPS37HA",80,179.333333333333,0,130.333333333333,8924,1219,7705,0.0232749296993294,0.106918238993711,0.633760366863445,-0.0288105095763702,0.818747813199121,-0.0642866487595284,-0.419740320456376,-0.393300651022267,-0.511658516212599
"16","SPU_000316",0.0986051927907638,4.82187740848687,0.818380216330694,0.365654178506478,-1.05201105687196,5.04267052658084,1.01810879292375,0.312968029173184,-0.973960907799782,3.36211851336342,1.5511187295206,0.212970362076356,0.853686227587582,0.714449498153721,"B",0.241788426343536,0.298597852698863,-1.07885476474975,-1.04192391074409,"SP-INPP4B",25.6666666666667,695,4.66666666666667,323.333333333333,31934,3264,28670,0.0242413672828741,0.0990604575163399,-0.470729986766619,-0.028679945585712,0.695889017974314,-0.117403672279188,0.2858713518652,0.271368826274156,0.304363109463119
"17","SPU_000346",-0.0191596699844597,0.300697800561858,0.00384237582553126,0.95057326387859,0.517798285450046,4.03205965813445,0.338086955302417,0.560935554432582,-0.332115750721049,2.00023568066752,0.0943754049027579,0.758686729422285,0.966860574397551,0.969269799037932,"B",-1.61918848114966,-0.055177082345591,0.463225861500589,-0.365284050591001,"SP-CLECT/FN3_17",1.66666666666667,1335.33333333333,6.66666666666667,291.666666666667,38343,3713,34630,0.0385600154009048,0.0785528323906994,-0.958603026406892,-0.0267455218102375,0.375246082927819,0.0817859682198971,0.482406128393187,0.460323278202927,0.483528737789964
"18","SPU_000356",0.202753889160488,1.3287975944741,0.852039230898281,0.355976088663436,0.162977131680553,4.98666542592797,0.0298920632475568,0.862735366226204,-0.668426672226457,5.04896346390956,1.42686236665186,0.232277185189087,0.978344123586032,0.727937021314468,"B",-1.1960091029813,0.611468750052089,0.114672179049963,-0.719826532349512,"SP-SLC16A6L",56.6666666666667,46,0,30.3333333333333,4383,1523,2860,0.0160839160839161,0.0199168308163712,0.159439356102068,-0.0297820026665524,-0.541545575247972,-0.390813168899906,-0.558992063351303,-0.546905402632148,-0.390352611955671
"19","SPU_000372",0.210324644589428,3.08709903405476,2.26451609497851,0.132367552381731,0.258866118698309,5.00693711998082,0.0492572685613339,0.824360758122304,-0.41734640485802,5.63141699514712,0.68987769517878,0.406205984228529,0.975862587697482,0.867457858967887,"B",-0.472269137036126,0.634211896411652,0.208867407199218,-0.455135095286072,"SP-HYPP_1256",31,120.333333333333,29,108.333333333333,3268,993,2275,0.0528937728937729,0.109097012420275,-0.362313755735447,-0.0248090567852207,0.852813596146436,0.602022032315036,-0.593184024004869,-0.565452106386902,-0.60183987924571
"20","SPU_000396",-0.381704938314076,3.13894453873602,7.52305909423871,0.00609141491423815,0.522481749236583,5.24468943845815,0.437765388823157,0.508202983583839,0.132705671569425,4.39882922421625,0.0489577223181232,0.824886941367747,0.957538368094763,0.972397611235519,"B",-0.45092884637392,-1.1442916597454,0.467826597764703,0.124735541683036,"SP-HYPP_300",49,10,0,38.6666666666667,7584,2941,4643,0.00215377988369589,0.0131474555139975,0.00359102399475823,-0.031663939176143,-0.647386810012427,-0.598591920507062,-0.460832004111782,-0.490377585889028,0.175475586190133
"21","SPU_000435",0.379558060897159,2.03623374006534,4.5596606779924,0.0327335581721039,-0.322396320743041,3.43328342123169,0.109784516859506,0.740389593735103,0.170912717346128,2.01968259748052,0.0222852130347277,0.881330860335081,0.975862587697482,0.978833323708366,"B",-0.904819094036817,1.14260242522238,-0.362127759197019,0.165013807906737,"SP-MLCKL",39.6666666666667,759,0,245.333333333333,30851,3688,27163,0.0279424216765453,0.0665220535068691,-0.186137380309793,-0.0281799397503548,0.187141208347114,-0.10482911939742,0.252660685149673,0.223591249251227,0.473552923295151
"22","SPU_000439",0.266363281688246,8.17446011014907,7.87078318410648,0.00502398890012388,0.484936601661946,7.28382487921866,0.716088346249016,0.397430007687409,-1.09575269196859,1.57089239705791,0.879821855734468,0.348250476323813,0.901177603358261,0.848828627986796,"B",1.62175549894518,0.802556381620741,0.430944638202073,-1.17031808011486,"SP-P58-A",131,1594.33333333333,839.666666666667,321,28702,2618,26084,0.0611230383887952,0.122612681436211,1.67049057609903,-0.0236972977213034,1.06413517803785,0.540819776686036,0.186760664123204,0.189382884548015,0.0465880629171467
"23","SPU_000441",0.798052991951439,7.75284453528744,68.6463982088865,1.17799660263407e-16,0.260356524956777,6.47779531458929,0.143329053943477,0.704993657847894,-0.00554608036206367,4.76294195946977,9.88208954773029e-05,0.992068463975148,0.973109808292878,1,"B",1.44821299086131,2.39979420179455,0.210331487297649,-0.0210108974092312,"SP-IGCAM/IGCAM",16.6666666666667,475.333333333333,0,240,19786,5077,14709,0.0323158157137354,0.0472720110301359,-0.653682376631721,-0.027589102030528,-0.113839040789201,-0.0368364229718629,-0.0866523593630703,-0.171247466238859,1.02780917662697
"24","SPU_000468",-0.266116450472377,3.08113181357364,3.62553828194241,0.0568991629848468,-0.281913145393223,5.61951588445693,0.136148774785013,0.712140072422828,0.0808756901369363,4.9638425612348,0.025256536028774,0.873729499697734,0.974152397991994,0.974338497240614,"B",-0.47472532335923,-0.797054726636291,-0.322359668440401,0.0700958345801051,"SP-PLK2",37,586.333333333333,9,187.333333333333,25524,1884,23640,0.0248025944726452,0.0994338287331918,-0.240345495825379,-0.0286041247952025,0.701726790124908,-0.14720150076268,0.0893059099016494,0.111898877750378,-0.246301850650569
"25","SPU_000471",-0.258110748910317,2.26674241087384,2.35945332363771,0.12452582080151,0.31746900900104,9.17646281236469,0.692874663419357,0.405188318887729,1.38932102235936,2.60078263762007,1.67262679366726,0.195907066220926,0.901177603358261,0.709128394630676,"B",-0.809938697646538,-0.773004967791763,0.266435150836444,1.44947255316823,"SP-RDH10_1",60.6666666666667,31,0,17,4376,1175,3201,0.00968447360199937,0.014468085106383,0.240751529375447,-0.0306465559110177,-0.626738366030374,-0.512601391242415,-0.559206721400249,-0.536094418050318,-0.529215949723471
"26","SPU_000514",0.0225133453792105,6.98607908259814,0.0539784084555883,0.816279741681216,0.137332318016224,6.63728483646341,0.0540403670121385,0.816176215842117,-0.278648590110947,5.01907392589567,0.308151946167679,0.578816445205814,0.975862587697482,0.947374322362731,"B",1.1326022598881,0.0700119422578554,0.0894803489025733,-0.308918412120406,"SP-KSR1",78.6666666666667,1083.66666666667,74.6666666666667,323.666666666667,40717,4953,35764,0.0303004883868322,0.0653476007806716,0.606656309105652,-0.0278613691513057,0.168778283976584,-0.0668682268452396,0.555205872421497,0.496275350096757,0.978329136732698
"27","SPU_000545",-0.0793667059156182,4.81151408200558,0.529463251238957,0.466832607230717,-0.905174593319712,7.11662516015466,3.73007329940567,0.0534410484907009,-0.553697998775739,7.9970161083138,5.453150915925,0.0195330659743989,0.472469729138983,0.317721389583577,"B",0.237522745052599,-0.236043766378665,-0.934611983434605,-0.598878367978272,"SP-GTF3C1L",85.6666666666667,338.333333333333,0.666666666666667,279.333333333333,22922,5405,17517,0.0193145706076002,0.0516805427073697,0.748952612334065,-0.0293455470130965,-0.0449103117153342,-0.210767930794505,0.00951444656480717,-0.082223288216042,1.15869186279892
"28","SPU_000555",-0.214254529937254,2.89743817399351,2.18706828904051,0.139173995134585,-3.82578828099961,3.87032340740033,10.093542426671,0.00148789802318289,-0.229061691585931,9.98248600842618,1.34707127989564,0.245790772856487,0.0684496265329548,0.736226440840527,"B",-0.550336038030416,-0.641257427372135,-3.80363668797029,-0.256643386417787,"SP-C20ORF7L",88,3277.33333333333,0,70.3333333333333,38570,1247,37323,0.0878100188445016,0.0564020315423683,0.796384713410203,-0.0200919343473593,0.0289115973827792,0.919829776980175,0.489367182266155,0.545701523008997,-0.500485603978409
"29","SPU_000563",-0.174233364260701,5.07381313273564,2.67451004768379,0.101966702775564,-1.16173680174917,6.3674339714615,2.6893346838604,0.101021987110647,0.756015437362956,6.12671037754916,4.43946506101524,0.0351172492005827,0.584744384852169,0.416009053398904,"B",0.34548847935132,-0.521030689498293,-1.18664234175943,0.781835198986912,"SP-CDKL2",96.6666666666667,490.666666666667,0,115.666666666667,37301,3244,34057,0.0144072192696558,0.0356555692560625,0.972561088835857,-0.0300085214101538,-0.295465629066291,-0.412738642243268,0.450452744535774,0.442157019653399,0.296382457867269
"30","SPU_000565",0.122627258403873,5.36113260236719,1.38403034828715,0.239415823633464,0.727850548210314,4.67283634439939,0.446004381273067,0.504238542856396,-0.454209645238988,2.09687488192534,0.180657159930979,0.670809094934675,0.957538368094763,0.969269799037932,"B",0.463752946686407,0.370762032248175,0.66956781409945,-0.493996707843364,"SP-HYPP_307",4.33333333333333,9.66666666666667,0,14,11981,3520,8461,0.0011424969467754,0.00397727272727273,-0.904394910891306,-0.0318005616939104,-0.790765397519958,-0.682499993639414,-0.325996083938033,-0.369332603093047,0.406515449890006
"31","SPU_000590",-0.226719198834143,4.71018065506899,4.23493925518819,0.0396000406288319,-0.774121803380145,5.35207827101727,0.853316402269969,0.355615833529548,-0.0909184821695208,5.38573924534627,0.0371591729413541,0.847141333822901,0.883880746780404,0.972397611235519,"B",0.195812575619031,-0.678702275737171,-0.805874076904547,-0.111011373977203,"SP-ADHFE1",44,254.333333333333,0,18,17494,1472,16022,0.0158740065742937,0.0122282608695652,-0.0980491925969654,-0.0298103610662256,-0.661758696901528,-0.42573398157579,-0.156937537675154,-0.129620420033745,-0.41070327352509
"32","SPU_000621",-0.400552674158783,9.09607213412722,18.0443754356464,2.15815288775242e-05,-0.575461532792094,5.30261634823672,0.437764853658221,0.508203242833174,-0.149588496114695,4.83133851838767,0.061561409769709,0.804044874197047,0.957538368094763,0.970657288285314,"B",2.00110311240541,-1.20091174460826,-0.610722891203013,-0.172861914708435,"SP-LRP1L_1",62.6666666666667,1270.33333333333,0,260.666666666667,24520,2075,22445,0.056597608970075,0.125622489959839,0.281407616012136,-0.0243086751495105,1.11119444662852,0.459722533251768,0.058517812595658,0.0740128760633175,-0.170086627910196
"33","SPU_000645",-0.323103100179631,3.75765995458515,6.73195064023531,0.00947009817890984,0.550214266944853,6.76272643281265,0.905292707377264,0.341366494782553,0.385596495572143,7.5575875228144,1.82672305612981,0.176515092605202,0.872079415100557,0.678851092807133,"B",-0.196257455043435,-0.968247116484058,0.495069255278646,0.391335686437587,"SP-CYP27L_1",0,960.333333333333,960.333333333333,0,40039,1545,38494,0.0249476108830813,0,-0.992483098604134,-0.0285845333372751,-0.85295126218932,-0.266714123421658,0.534414707109284,0.582826634285606,-0.381573895200235
"34","SPU_000680",0.00623070108424585,5.52584630782324,0.00363758582661688,0.951906824616312,-0.765568985057054,2.81235897471783,0.548650301540196,0.458869705163029,0.384032867581725,3.77290083191367,0.3236641820165,0.569413882101248,0.931988282273104,0.942294805667899,"B",0.531551271190933,0.0210975947007419,-0.797472333405958,0.389687293498731,"SP-ADAM/TS6/10L1",51,947,0,40.6666666666667,41167,2051,39116,0.0242100419265774,0.0198277263123679,0.0442471106314477,-0.028684177585374,-0.542938751177141,-0.26658640889636,0.569005318425179,0.602546377423139,-0.179663409825216
"35","SPU_000687",-0.384524034886719,2.59721067030317,6.11786787406801,0.0133822116010799,-4.54497505739781,2.94327832498058,12.3159759205842,0.000449097841848636,-2.17262671684145,3.92945560063198,7.79806317444415,0.00523022671669273,0.0303731961460788,0.171265335066708,"A",-0.673913621717359,-1.15276044817149,-4.51011993064143,-2.30556991080381,"SP-AMBRA1",34,12.6666666666667,0,28,18105,2460,15645,0.000809630339831682,0.0113821138211382,-0.301329625780413,-0.0318455313777259,-0.674988462485128,-0.677384150624488,-0.138200956545711,-0.141572740231253,-0.0164590846900727
"36","SPU_000692",-0.300556731692907,1.18590673167939,1.72492978715051,0.18905970791206,0.578075292406058,5.79860386834423,0.643257897551738,0.422533521667794,-1.07148738908104,2.28541782097247,0.980064047632228,0.322182994346236,0.912293264413632,0.822952429879091,"B",-1.25482485882666,-0.900516047480026,0.522438150617007,-1.14473734468151,"SP-UGT2B17",62.3333333333333,37.3333333333333,0,15.3333333333333,9358,1977,7381,0.00505803188366527,0.00775585904569213,0.274631601572688,-0.0312715799204089,-0.731686055078219,-0.61349767399394,-0.406431521421714,-0.403572671563361,-0.209191820729863
"37","SPU_000712",0.44909358175361,7.65597470400316,21.9714990314159,2.76729508128431e-06,-0.401362139342234,7.52706175231584,0.743215209874331,0.388632874390103,1.98101983358166,2.84124727603777,3.87852245985013,0.0489075806926962,0.899885296080134,0.442015069071744,"B",1.4083400960228,1.35149261364154,-0.43969874550399,2.07324761240591,"SP-HYPP_1283",79,86,0,5,8025,1349,6676,0.0128819652486519,0.00370644922164566,0.6134323235451,-0.0302145805029918,-0.79499980512161,-0.505599541306307,-0.447308547028175,-0.425923827370372,-0.459784280839571
"38","SPU_000765",0.32492129783964,1.24184887070973,2.062703063621,0.150942208175535,1.11871845223649,8.68473854712712,7.29108121796148,0.00692977581376779,1.07993492896703,3.43681029256664,1.47547933033379,0.224483164691924,0.197883598237591,0.727676350931594,"B",-1.23179833966145,0.978469280189074,1.05353152610685,1.12331450607928,"SP-CHRNA9L_2",42.3333333333333,1394.66666666667,903.666666666667,298.333333333333,19315,1795,17520,0.0796042617960426,0.166202414113278,-0.131929264794207,-0.0212005174621519,1.74567386122706,0.936029121115779,-0.10109577951359,-0.0821281769147356,-0.281815750252103
"39","SPU_000791",-0.545194748242758,1.19003825336019,5.59709635024578,0.0179902700537451,-0.784001562025439,7.38698899979223,2.52266345550366,0.112220896435188,-1.88475750115031,3.55633047291801,6.03177721246316,0.014050579606098,0.61103327084414,0.269477534236357,"B",-1.25312427023971,-1.63542794203654,-0.815579321986349,-2.0020951806459,"SP-IDS_5",0,0,0,0,2507,713,1794,0,0,-0.992483098604134,-0.0319549109899495,-0.85295126218932,-0.719816556837747,-0.616520420468872,-0.580701618363032,-0.713569001587618
"40","SPU_000830",-0.0504156710268239,6.04078600570818,0.252759972824517,0.61513836566069,-0.396208114617927,4.99767963852413,0.198383522275859,0.656028796154286,-1.13076769071616,4.22517985401199,3.08067806607806,0.0792274894401061,0.973109808292878,0.538663089579558,"B",0.743507214024004,-0.149072574412841,-0.434635760171763,-1.20723125706186,"SP-GSS",50,214.333333333333,0,65.6666666666667,4427,2506,1921,0.111573833073052,0.0262037776004256,0.023919067313103,-0.0168814855074453,-0.44324725659966,0.47501345455375,-0.557642784186498,-0.57667523994106,0.00189641398038358
"41","SPU_000832",0.177516091948985,6.697554557292,3.30113709215749,0.0692319427818972,0.0295386848396844,4.90142564040217,7.91242848361406e-05,0.992902764223027,-0.0670864271490511,4.44752348953056,0.0144273202334171,0.904393016272716,1,0.987803149044738,"B",1.01384177581023,0.535652416905195,-0.0164092447399272,-0.0858873729648639,"SP-MYV",73.6666666666667,779.333333333333,220.333333333333,163.666666666667,52670,6375,46295,0.0168340713539979,0.0256732026143791,0.505016092513928,-0.029680658029979,-0.451542957332726,-0.381591337128395,0.921749823714839,0.830147721449422,1.54575346519767
"42","SPU_000869",0.00422729281340584,5.44945391842344,0.00165894993610749,0.967510978165342,-2.65668957404557,4.00966560344667,6.36573848460631,0.0116344664977313,-0.355858746112034,3.89018228118616,0.29566698997215,0.586611667491502,0.241133700799754,0.949378513645584,"B",0.500107160381431,0.015079198260738,-2.65518864554658,-0.390314164012891,NA,0,0,0,0,0,0,0,0,0,-0.992483098604134,-0.0319549109899495,-0.85295126218932,NA,-0.69339866742716,-0.637578176544277,-0.99807923097969
"43","SPU_000891",0.66804992528117,1.97010128409918,13.535676914056,0.000234070943516364,0.642534826973075,6.66387128693603,1.41208716671887,0.234710220512436,1.6928435903063,2.9383446607197,3.66926535572279,0.0554246086575536,0.793319324624339,0.465494262254617,"B",-0.932040081491752,2.00925473711026,0.585759088232195,1.76944921056588,NA,0,0,0,0,0,0,0,0,0,-0.992483098604134,-0.0319549109899495,-0.85295126218932,NA,-0.69339866742716,-0.637578176544277,-0.99807923097969
"44","SPU_000920",-0.118561005218122,3.80060951076888,0.924944006784152,0.336180177258034,-0.0526205909807652,6.93425979511641,0.0113679238640554,0.915090081266028,0.116080011664295,5.93915349467366,0.0726907340050253,0.787458619831469,0.982364874207891,0.969859053640692,"B",-0.178578853621606,-0.353786532455861,-0.0971172798456869,0.107208597576515,NA,0,0,0,0,0,0,0,0,0,-0.992483098604134,-0.0319549109899495,-0.85295126218932,NA,-0.69339866742716,-0.637578176544277,-0.99807923097969
"45","SPU_000952",-0.101677322768414,2.80450961969289,0.474074466400422,0.491118671135196,0.512195357553264,5.38228914060205,0.442244788412875,0.506040976855853,0.316728289289445,7.18310229161142,1.4302086302638,0.231730392936913,0.957538368094763,0.727937021314468,"B",-0.588586651497982,-0.303066618882342,0.457721902308243,0.318734104959264,"SP-CABLES1",9,215.333333333333,124.333333333333,117.666666666667,14820,1658,13162,0.0163602289419035,0.0709690390028146,-0.809530708739031,-0.0297446732931678,0.25667117453254,-0.295340065290792,-0.238936912372586,-0.220293193945874,-0.33648321368368
"46","SPU_000969",-0.356639904794457,2.11195695140571,4.15291756389188,0.0415628514159068,1.2045978036844,4.49062705211357,1.25557444138568,0.262490453831156,0.892569285293353,2.64242026855317,0.532637597988964,0.465500064579716,0.803095793269131,0.895352929134736,"B",-0.873650425705516,-1.06899432235356,1.13789392636297,0.925791689969138,NA,0,0,0,0,0,0,0,0,0,-0.992483098604134,-0.0319549109899495,-0.85295126218932,NA,-0.69339866742716,-0.637578176544277,-0.99807923097969
"47","SPU_000971",-0.142545291339395,4.85895061903383,1.69844478458247,0.192491491016932,1.19644793780866,4.63801942860483,1.45053421699336,0.228442252222744,0.486110637909978,5.14299466206185,0.813389347078969,0.367120082775571,0.789948332740644,0.848828627986796,"B",0.257048246721738,-0.4258372194323,1.12988801766139,0.497298743827358,"SP-SLC6A2_1",80,1583,760.666666666667,210,33180,1605,31575,0.0501346001583531,0.130841121495327,0.633760366863445,-0.025181816091549,1.19278933254112,0.301032474587302,0.324080484577616,0.363468269705881,-0.357631940412684
"48","SPU_001041",0.290839136708323,4.96821778526424,7.30835056267252,0.00686348985000919,-0.512068550702213,6.44957898566264,0.781298327724557,0.376744358940035,-0.426978036379855,6.96545878921667,2.01384611898952,0.155869729509825,0.899844797840047,0.662204195013218,"B",0.302024047449845,0.876083780335691,-0.548449666751156,-0.465288861711049,"SP-B3GALT1_16",62,1093.33333333333,175.666666666667,179,123293,2431,120862,0.00904612974577066,0.0736322501028383,0.26785558713324,-0.0307327950253697,0.298311287345619,-0.524867966879352,3.0874348795326,3.1942025229549,-0.028031029504056
