"geneid","ex_meth_logFC","ex_meth_logCPM","LR","PValue","GE_logFC","GE_logCPM","common_name","peak_density_TSS","peak_density_Introns","peak_density_Intron1","peak_density_Exons","gene_len","exon_len","intron_len","TSS_dens_norm","intron_dens_norm","exon_dens_norm"
"SPU_000070",-1.03535845842682,7.48302124835564,4.00762172955743,0.0452950008433204,0.458597382345679,1.56179889902642,"SP-MUCL",7,402.333333333333,112.333333333333,288.333333333333,19589,3132,16457,0.007,0.0244475501812805,0.0920604512558535
"SPU_000071",0.132945281624103,7.59343385334369,0.098826300661114,0.753242691237119,0.453679177740657,0.629429538370236,"SP-APBB1L",92.6666666666667,598,4.66666666666667,177.666666666667,10145,1134,9011,0.0926666666666667,0.0663633337032516,0.156672545561434
"SPU_000073",-0.445329456785051,4.06457107981512,0.12832849260964,0.72017144918605,-0.319903989292131,3.05225104532836,NA,0,0,0,0,0,0,0,0,0,0
"SPU_000092",-0.416651779690683,7.16178965572342,0.670066712725553,0.413028348912091,-3.70410908080903,3.33011207672692,"SP-KCNH1",100.666666666667,1367,753.666666666667,469,14003,2660,11343,0.100666666666667,0.120514854976638,0.176315789473684
"SPU_000098",-0.218828340847785,5.46131010600681,0.0729211929644968,0.78713006283896,0.00792702147158908,6.54763761037104,"SP-CLASP2",48.6666666666667,1150.33333333333,1150.33333333333,374.666666666667,36090,3133,32957,0.0486666666666667,0.0349040669154757,0.119587190126609
"SPU_000105",-1.54679766325386,4.95855223244911,2.31324348255006,0.128276132520088,-0.116065801065183,5.16124548722023,"SP-MAPKKK12/13",106.666666666667,132.666666666667,0,402.333333333333,9324,3179,6145,0.106666666666667,0.0215893680499051,0.126559714795009
"SPU_000114",0.135253756507453,7.65320830836724,0.108202641541729,0.742199755057827,0.296321540619002,7.00050737379325,"SP-FUT6",11.3333333333333,0,0,0,4587,4587,0,0.0113333333333333,0,0
"SPU_000135",0.0666505963695462,7.32365649557937,0.0209231621810351,0.884988474399923,-0.0199918842013942,5.37530919230473,"SP-ZF(MYND)_13L",58,20.3333333333333,0,72.3333333333333,26714,4154,22560,0.058,0.000901300236406619,0.0174129353233831
"SPU_000138",-3.43011820090271,3.91289224013759,7.20325145593147,0.00727716156695247,0.00930882046813833,5.33589607461437,"SP-MAEAL",18.6666666666667,382.333333333333,141.666666666667,171,14477,1502,12975,0.0186666666666667,0.0294669235709698,0.113848202396804
"SPU_000144",-0.0713760804544791,6.22726192757653,0.0114140844069794,0.914918517066342,-0.318711493587477,4.89422380954866,"SP-NOP5",58.6666666666667,124,1.33333333333333,94.3333333333333,10419,1594,8825,0.0586666666666667,0.0140509915014164,0.0591802593057298
"SPU_000145",1.61188930367869,4.86973573668989,3.18054797325991,0.074519735029239,0.126370039222185,4.77012745897547,NA,0,0,0,0,0,0,0,0,0,0
"SPU_000146",0.499894688642673,3.48946644253645,0.238921303257435,0.624986294128612,0.000925563704497647,5.56173747538862,"SP-KPNB1",130.333333333333,867,176.333333333333,578,21399,2548,18851,0.130333333333333,0.0459922550527823,0.226844583987441
"SPU_000159",0.473422514114315,8.52895165078862,1.59385015198382,0.206776915872647,0.239579728028617,10.8670177040051,"SP-BDNR",29.3333333333333,821.333333333333,0,1147.66666666667,16477,6715,9762,0.0293333333333333,0.0841357645291265,0.170910896003971
"SPU_000166",0.0950915205335596,7.72305867330117,0.040109890550454,0.841265874901147,0.200243499242792,4.67493707557717,"SP-SLC35F3L",38.3333333333333,61.3333333333333,17.3333333333333,63.6666666666667,13258,2347,10911,0.0383333333333333,0.00562123850548376,0.0271268285754864
"SPU_000169",0.374877525521007,4.89138926368795,0.131389964873452,0.716995206696672,-0.00202835568219049,5.14902661826547,"SP-NCOA7L",73.6666666666667,669,0,289,34770,2848,31922,0.0736666666666667,0.0209573335004072,0.101474719101124
"SPU_000170",0.585967163412074,5.59281087964392,0.66700730412111,0.414096946794367,0.104710048631548,8.05858749799339,"SP-ARS2",27,408.666666666667,0,227,16602,2543,14059,0.027,0.0290679754368495,0.0892646480534801
"SPU_000176",1.21568121205495,5.54758454812906,2.39479729333812,0.121739529248943,-0.397420528908126,6.18143416654178,"SP-REELER/EGF/FOLN",93,386.333333333333,196.333333333333,183,24448,3430,21018,0.093,0.0183810701938021,0.0533527696793003
"SPU_000195",-1.33870507137634,4.57061041469326,2.39109825728178,0.122027872744535,0.0407173651750584,4.86445662617079,"SP-DYSF",65.3333333333333,268.666666666667,0,133.666666666667,18866,2204,16662,0.0653333333333333,0.016124514864162,0.0606473079249849
"SPU_000202",0.348839959222534,7.3454321422877,0.551436397513084,0.457731376177419,-0.138311102438992,4.73248597136868,"SP-CHN2",142,877,155.333333333333,39,25025,2495,22530,0.142,0.0389258766089658,0.0156312625250501
"SPU_000208",0.0440393231385302,8.11677157358329,0.0126135935083549,0.910577410475644,0.0577223763007823,3.04387497100984,NA,0,0,0,0,0,0,0,0,0,0
"SPU_000217",0.916776961174435,4.19485450754934,0.56446275791307,0.452467697318119,-0.26199271310703,3.29133873909804,"SP-ESPL1",17.6666666666667,1498,0,249.333333333333,8311,1939,6372,0.0176666666666667,0.235091023226616,0.128588619563349
"SPU_000225",-0.122544524003837,7.45873411679847,0.0812795621711351,0.775570818924975,0.167044042651199,3.77876580653409,"SP-MPHOSPH10L",10.6666666666667,79.3333333333333,0,25.6666666666667,10977,3294,7683,0.0106666666666667,0.0103258275847108,0.0077919449504149
"SPU_000227",1.32505840732425,5.68171236734163,2.82366187547516,0.0928842766325723,-0.123910958645287,2.13029854409897,"SP-ALG10BH",36,9.66666666666667,1,187.333333333333,5187,1263,3924,0.036,0.00246347264695889,0.148324096067564
"SPU_000239",-0.206353421672147,4.53779804674519,0.0329805096076949,0.855892436022243,-0.439426033994407,2.84387332000075,"SP-RRM",176.333333333333,1418.33333333333,1338.66666666667,43,39377,528,38849,0.176333333333333,0.0365088762473509,0.0814393939393939
"SPU_000241",-1.24700824484854,6.1093168175806,2.88613231912726,0.0893451759313206,0.124935630214364,8.91870938002431,"SP-TAL1PH",56,134.333333333333,0,0,96970,10193,86777,0.056,0.00154802923969869,0
"SPU_000243",-1.01711161262391,5.86037207230635,1.79379952944139,0.180463912703024,0.222643752579507,6.87354673419827,"SP-WDR60",55.3333333333333,409,0,193,23677,3977,19700,0.0553333333333333,0.020761421319797,0.0485290419914508
"SPU_000247",1.16771925872406,8.23054864772851,7.28379022733249,0.00695795724181979,-0.280124290595919,1.91279410553815,"SP-TPPP2/3",51.3333333333333,33.3333333333333,18.3333333333333,56.3333333333333,2502,861,1641,0.0513333333333333,0.0203128173877717,0.0654277971351142
"SPU_000252",0.138514145837828,8.72430099198364,0.143879076420337,0.704454738061278,-0.11608377950459,7.6301735278442,"SP-MED1",89.6666666666667,398.333333333333,0,611.666666666667,21482,9520,11962,0.0896666666666667,0.0332998941091233,0.064250700280112
"SPU_000255",-0.138468388005753,7.87578440206869,0.100835976524078,0.750828726630294,0.0484789240965055,2.96192264415399,NA,0,0,0,0,0,0,0,0,0,0
"SPU_000259",1.36963347576924,5.93754278966576,3.32034472235137,0.0684274796701939,0.170812709339909,5.94423338217713,NA,0,0,0,0,0,0,0,0,0,0
"SPU_000276",-0.157701247684825,4.80739321100998,0.0146795822682719,0.903564839895689,0.118682471583131,3.79401584433588,"SP-PAXC",15.6666666666667,398.666666666667,0,10,13880,1298,12582,0.0156666666666667,0.0316854766067928,0.00770416024653313
"SPU_000279",-0.255300774009277,5.26473025248943,0.0951786351365893,0.757694027051515,0.0919220682382356,4.06207468956583,"SP-CYP17A1",58.6666666666667,0,0,0,2739,656,2083,0.0586666666666667,0,0
"SPU_000304",-1.73248803076342,3.21330382214707,2.56739857275333,0.109086990155253,0.441660645683209,0.834921173891499,"SP-VPS4H",8.66666666666667,198.333333333333,0,0,15632,913,14719,0.00866666666666667,0.0134746472812918,0
"SPU_000308",-0.520418135388262,4.09829438979094,0.273717814307842,0.600848664195003,-0.0305242151313234,3.66901354637891,"SP-RHOGAP24L2",33.3333333333333,982,477.333333333333,246.666666666667,27456,2353,25103,0.0333333333333333,0.0391188304186751,0.104830712565519
"SPU_000313",-1.08804263002535,4.89162967931211,1.57232478171498,0.209869720019957,0.0787558913375589,4.89769128870761,"SP-VPS37HA",80,179.333333333333,0,130.333333333333,8924,1219,7705,0.08,0.0232749296993294,0.106918238993711
"SPU_000316",-1.05201105687196,5.04267052658084,1.01810879292375,0.312968029173184,0.100353443049315,4.82112412394607,"SP-INPP4B",25.6666666666667,695,4.66666666666667,323.333333333333,31934,3264,28670,0.0256666666666667,0.0242413672828741,0.0990604575163399
"SPU_000346",0.517798285450046,4.03205965813445,0.338086955302417,0.560935554432582,0.36376518582492,0.168955556641671,"SP-CLECT/FN3_17",1.66666666666667,1335.33333333333,6.66666666666667,291.666666666667,38343,3713,34630,0.00166666666666667,0.0385600154009048,0.0785528323906994
"SPU_000356",0.162977131680553,4.98666542592797,0.0298920632475568,0.862735366226204,0.290504061243535,1.27976621254024,"SP-SLC16A6L",56.6666666666667,46,0,30.3333333333333,4383,1523,2860,0.0566666666666667,0.0160839160839161,0.0199168308163712
"SPU_000362",-0.103817763945961,9.65747938423901,0.0964108039337566,0.756180081263389,0.437792858066311,0.675759947238038,"SP-MASP",11,249.333333333333,77,39.6666666666667,42644,5200,37444,0.011,0.00665883274578927,0.00762820512820513
"SPU_000372",0.258866118698309,5.00693711998082,0.0492572685613339,0.824360758122304,0.18405847539421,3.06386267226642,"SP-HYPP_1256",31,120.333333333333,29,108.333333333333,3268,993,2275,0.031,0.0528937728937729,0.109097012420275
"SPU_000381",-1.60241775347138,4.57172633783474,1.69596363794703,0.19281669235593,0.678924517929482,8.24541920233711,"SP-FBSL_2",119.666666666667,617,32,160.666666666667,2097,1792,305,0.119666666666667,2.02295081967213,0.0896577380952381
"SPU_000382",-0.353084286693057,5.22658978543862,0.156028486841361,0.692839630641108,-0.106046883595038,1.9107687249281,"SP-MAN1B1L",52,18,0,20.6666666666667,5213,967,4246,0.052,0.00423928403203015,0.0213719407101
"SPU_000396",0.522481749236583,5.24468943845815,0.437765388823157,0.508202983583839,-0.378601910532967,3.13740051344373,"SP-HYPP_300",49,10,0,38.6666666666667,7584,2941,4643,0.049,0.00215377988369589,0.0131474555139975
"SPU_000435",-0.322396320743041,3.43328342123169,0.109784516859506,0.740389593735103,0.494801077685484,2.05950078892857,"SP-MLCKL",39.6666666666667,759,0,245.333333333333,30851,3688,27163,0.0396666666666667,0.0279424216765453,0.0665220535068691
"SPU_000439",0.484936601661946,7.28382487921866,0.716088346249016,0.397430007687409,0.263249487643953,8.17152925275242,"SP-P58-A",131,1594.33333333333,839.666666666667,321,28702,2618,26084,0.131,0.0611230383887952,0.122612681436211
"SPU_000440",-2.26795603544105,5.23255481126336,5.66515173543911,0.0173052199408743,0.0751884589967262,6.93337858694034,"SP-Z115",44,565,340,357.666666666667,13467,7183,6284,0.044,0.08991088478676,0.0497934938976287
"SPU_000441",0.260356524956777,6.47779531458929,0.143329053943477,0.704993657847894,0.718269546225855,7.69707060503224,"SP-IGCAM/IGCAM",16.6666666666667,475.333333333333,0,240,19786,5077,14709,0.0166666666666667,0.0323158157137354,0.0472720110301359
"SPU_000468",-0.281913145393223,5.61951588445693,0.136148774785013,0.712140072422828,-0.163183246675864,3.02395283908266,"SP-PLK2",37,586.333333333333,9,187.333333333333,25524,1884,23640,0.037,0.0248025944726452,0.0994338287331918
"SPU_000471",0.31746900900104,9.17646281236469,0.692874663419357,0.405188318887729,-0.258273140211925,2.26641296367909,"SP-RDH10_1",60.6666666666667,31,0,17,4376,1175,3201,0.0606666666666667,0.00968447360199937,0.014468085106383
"SPU_000480",0.425586543113734,5.76916589441205,0.301826849811858,0.58273941025857,-0.134136579165775,4.33422123367927,"SP-ZFP509L",74.3333333333333,17.6666666666667,0,273.666666666667,5189,3342,1847,0.0743333333333333,0.00956506045840101,0.0818870935567524
"SPU_000484",-0.279174537922627,6.76555734162147,0.143077604645253,0.705240425241784,-0.0403178142523544,5.148221821261,"SP-CYTB561",22.3333333333333,128.333333333333,86.6666666666667,67,7870,1304,6566,0.0223333333333333,0.01954513148543,0.0513803680981595
"SPU_000508",-1.87840599464458,4.48079187719646,3.46294168962055,0.0627585700109064,-0.154676193564805,6.34104065261348,"SP-GBA",81,266,207.666666666667,53,14552,502,14050,0.081,0.018932384341637,0.105577689243028
"SPU_000513",-0.359395042035735,7.35510876484824,0.614817597745154,0.432979644151132,0.0210034620788517,10.528917445917,"SP-DO1(UDX1)",149,1358,0,833.666666666667,32767,6779,25988,0.149,0.0522548868708635,0.122977823671141
"SPU_000514",0.137332318016224,6.63728483646341,0.0540403670121385,0.816176215842117,0.0200339439683441,6.98434139811336,"SP-KSR1",78.6666666666667,1083.66666666667,74.6666666666667,323.666666666667,40717,4953,35764,0.0786666666666667,0.0303004883868322,0.0653476007806716
"SPU_000545",-0.905174593319712,7.11662516015466,3.73007329940567,0.0534410484907009,-0.133331783632278,4.78836993986201,"SP-GTF3C1L",85.6666666666667,338.333333333333,0.666666666666667,279.333333333333,22922,5405,17517,0.0856666666666667,0.0193145706076002,0.0516805427073697
"SPU_000555",-3.82578828099961,3.87032340740033,10.093542426671,0.00148789802318289,-0.21251182094051,2.90113838383062,"SP-C20ORF7L",88,3277.33333333333,0,70.3333333333333,38570,1247,37323,0.088,0.0878100188445016,0.0564020315423683
"SPU_000563",-1.16173680174917,6.3674339714615,2.6893346838604,0.101021987110647,-0.18208857928418,5.07612024691888,"SP-CDKL2",96.6666666666667,490.666666666667,0,115.666666666667,37301,3244,34057,0.0966666666666667,0.0144072192696558,0.0356555692560625
"SPU_000565",0.727850548210314,4.67283634439939,0.446004381273067,0.504238542856396,0.118349719722505,5.35459980039003,"SP-HYPP_307",4.33333333333333,9.66666666666667,0,14,11981,3520,8461,0.00433333333333333,0.0011424969467754,0.00397727272727273
"SPU_000590",-0.774121803380145,5.35207827101727,0.853316402269969,0.355615833529548,-0.228802619085178,4.71080680635063,"SP-ADHFE1",44,254.333333333333,0,18,17494,1472,16022,0.044,0.0158740065742937,0.0122282608695652
"SPU_000595",1.17807920377532,5.27436662992609,1.51455148769542,0.218445881221963,0.100140364989608,11.2773040254995,"SP-EF1A",73.6666666666667,0,0,0,4190,1033,3157,0.0736666666666667,0,0
"SPU_000599",-0.28040447278945,6.99285013711189,0.292659020842533,0.588521584371041,-0.144526721749334,3.17351166934365,"SP-HYPP_310",55.3333333333333,377,17.6666666666667,428.666666666667,14937,3156,11781,0.0553333333333333,0.0320006790595026,0.13582594000845
"SPU_000621",-0.575461532792094,5.30261634823672,0.437764853658221,0.508203242833174,-0.375115321826053,9.13511549260616,"SP-LRP1L_1",62.6666666666667,1270.33333333333,0,260.666666666667,24520,2075,22445,0.0626666666666667,0.056597608970075,0.125622489959839
"SPU_000634",0.115145413032223,6.43716943558584,0.0424933699693375,0.836682178731857,-0.0722536549509977,3.26749086938924,"SP-HECW1L",137.333333333333,1646.66666666667,369,42,62278,1320,60958,0.137333333333333,0.0270131347266424,0.0318181818181818
"SPU_000635",-0.452296987464448,8.1061881083287,1.3972280345403,0.237188239857067,-0.597385521811907,1.17689678257028,"SP-GAGPOLL_3",2.66666666666667,1.33333333333333,0,28.6666666666667,15872,10496,5376,0.00266666666666667,0.000248015873015873,0.00273119918699187
"SPU_000645",0.550214266944853,6.76272643281265,0.905292707377264,0.341366494782553,-0.26540028158284,3.79144298884827,"SP-CYP27L_1",165.333333333333,960.333333333333,960.333333333333,0,40039,1545,38494,0.165333333333333,0.0249476108830813,0
"SPU_000652",-0.0737808602626744,6.58515615133181,0.0164622551462275,0.897907355136246,0.107945902628821,2.32098873321988,"SP-DUSP14/18/21",126.666666666667,0,0,0,1290,1209,81,0.126666666666667,0,0
"SPU_000680",-0.765568985057054,2.81235897471783,0.548650301540196,0.458869705163029,0.0322826339353284,5.52751546965181,"SP-ADAM/TS6/10L1",51,947,0,40.6666666666667,41167,2051,39116,0.051,0.0242100419265774,0.0198277263123679
"SPU_000682",-0.0755473381909857,8.48521380339786,0.0367939329265567,0.847885204102307,0.399125292468432,3.97629515821082,"SP-HS3ST3A1L",105,0,0,0,1871,1871,0,0.105,0,0
"SPU_000683",0.633294131966191,7.24013885680855,1.32745654948166,0.249258204759074,0.101329465605187,6.78965064542912,"SP-HYPP_1273",222,0,0,0,3366,3366,0,0.222,0,0
"SPU_000687",-4.54497505739781,2.94327832498058,12.3159759205842,0.000449097841848636,-0.484845122161817,2.570792215281,"SP-AMBRA1",34,12.6666666666667,0,28,18105,2460,15645,0.034,0.000809630339831682,0.0113821138211382
"SPU_000692",0.578075292406058,5.79860386834423,0.643257897551738,0.422533521667794,-0.405992091739236,1.14955809786194,"SP-UGT2B17",62.3333333333333,37.3333333333333,0,15.3333333333333,9358,1977,7381,0.0623333333333333,0.00505803188366527,0.00775585904569213
"SPU_000694",-0.697911655774654,6.10478918944708,1.14317709899634,0.284981990137013,0.268242293662415,3.85231168211667,"SP-UGT2B34",143.333333333333,12.6666666666667,0,18.6666666666667,3921,1623,2298,0.143333333333333,0.0055120394545982,0.0115013349763812
"SPU_000703",0.185687169756076,7.52198650637581,0.163195391021881,0.686231475995928,-0.076319611524533,3.7746874039845,NA,0,0,0,0,0,0,0,0,0,0
"SPU_000712",-0.401362139342234,7.52706175231584,0.743215209874331,0.388632874390103,0.36484948828369,7.58836358209562,"SP-HYPP_1283",79,86,0,5,8025,1349,6676,0.079,0.0128819652486519,0.00370644922164566
"SPU_000719",-0.342255069774395,6.66255507350262,0.289005368317452,0.590858619694748,0.209028843454222,2.57985578393227,"SP-OPRK1L",85.3333333333333,0,0,0,1145,1145,0,0.0853333333333333,0,0
"SPU_000733",0.0490651526969483,6.10440482639464,0.00585367912571844,0.939013883415898,0.211724626529279,2.04357797233608,"SP-HYPP_1287",36.6666666666667,334.666666666667,25,314,13001,1450,11551,0.0366666666666667,0.0289729604940409,0.216551724137931
"SPU_000739",0.102110295273397,8.3960413157228,0.0566725248460394,0.811834621431534,-0.26071508003078,4.42800094059716,NA,0,0,0,0,0,0,0,0,0,0
"SPU_000746",-2.73047901963134,6.4098032975846,19.032189894422,1.28531791870265e-05,0.639058053697479,2.63577003834794,"SP-CYP2L1P",23,0,0,0.666666666666667,3074,838,2236,0.023,0,0.000795544948289578
"SPU_000751",-0.19448085496043,6.77063226342245,0.107233141450394,0.743316424258685,0.179150861246394,-0.186854017250556,"SP-MACPFD1",104,208.333333333333,26.3333333333333,247.666666666667,6977,2233,4744,0.104,0.0439151208544126,0.110912076429318
"SPU_000765",1.11871845223649,8.68473854712712,7.29108121796148,0.00692977581376779,0.329768298131821,1.22676627624015,"SP-CHRNA9L_2",42.3333333333333,1394.66666666667,903.666666666667,298.333333333333,19315,1795,17520,0.0423333333333333,0.0796042617960426,0.166202414113278
"SPU_000773",-1.1746810512873,5.49999536566287,1.45208018145717,0.228194462902166,-0.15783984518571,2.3983417460344,NA,0,0,0,0,0,0,0,0,0,0
"SPU_000784",-0.193336793323721,6.2020720909941,0.0906610119949471,0.763338491745816,0.193539839384959,7.70914735494396,NA,0,0,0,0,0,0,0,0,0,0
"SPU_000791",-0.784001562025439,7.38698899979223,2.52266345550366,0.112220896435188,-0.558027746151437,1.185637149746,"SP-IDS_5",30,0,0,0,2507,713,1794,0.03,0,0
"SPU_000792",0.882814676984886,5.54412603442891,0.895019623681971,0.344120652712228,-0.072009039230183,0.340855031065475,"SP-RXFP1L",27.6666666666667,785.666666666667,0,412.666666666667,12662,1930,10732,0.0276666666666667,0.0732078519070692,0.213816925734024
"SPU_000793",1.77350180208653,6.56066748823553,8.94832177340264,0.00277724611102435,0.134778939165037,6.01950449353178,NA,0,0,0,0,0,0,0,0,0,0
"SPU_000796",-0.20621127877494,6.31457697182853,0.0838783895773254,0.772108754269786,-0.164334519057169,7.0177824827733,"SP-TUBA1B",86.6666666666667,0,0,0,2429,1711,718,0.0866666666666667,0,0
"SPU_000802",0.4500268990204,6.02148191004464,0.514205734144713,0.473323871828641,-0.349562314841912,2.16279954642926,"SP-HYPP_314",21.3333333333333,1502.33333333333,885.333333333333,374.333333333333,31736,2208,29528,0.0213333333333333,0.0508782624401698,0.169535024154589
"SPU_000816",-2.44337149940557,6.28536290039125,15.9958752625934,6.34806386134809e-05,0.4899105190815,1.30849307093267,"SP-NLR81",2.33333333333333,0.666666666666667,0,18,6309,2371,3938,0.00233333333333333,0.000169290672083968,0.00759173344580346
"SPU_000825",0.0989915107262506,5.28913832376287,0.0112468713679181,0.915541675803477,0.587451792841765,6.06900586657815,"SP-SM30A",104.333333333333,0,0,0,3660,2466,1194,0.104333333333333,0,0
"SPU_000830",-0.396208114617927,4.99767963852413,0.198383522275859,0.656028796154286,-0.0295979848982353,6.04968781417657,"SP-GSS",50,214.333333333333,0,65.6666666666667,4427,2506,1921,0.05,0.111573833073052,0.0262037776004256
"SPU_000832",0.0295386848396844,4.90142564040217,7.91242848361406e-05,0.992902764223027,0.177675150516435,6.69697019672952,"SP-MYV",73.6666666666667,779.333333333333,220.333333333333,163.666666666667,52670,6375,46295,0.0736666666666667,0.0168340713539979,0.0256732026143791
"SPU_000841",-1.80308938389791,7.04646574470343,8.037616282696,0.00458157878750045,-0.0227335048801167,5.57686627064323,"SP-CRYPTIC",36.3333333333333,0.666666666666667,0,9.33333333333333,5576,2024,3552,0.0363333333333333,0.000187687687687688,0.00461133069828722
"SPU_000842",2.70221385901093,5.217928133549,8.68908769739314,0.00320120816490978,-0.166397601114924,5.48676030279787,"SP-KPNB3",52.6666666666667,105.333333333333,0,182,19418,3083,16335,0.0526666666666667,0.00644832159983675,0.059033409017191
"SPU_000865",0.886812043531314,5.78801984309554,1.38424469984806,0.23937944172714,-0.0982527545640802,4.71890968398228,"SP-TRRAP_1",0.333333333333333,80.6666666666667,0,48.3333333333333,50565,8795,41770,0.000333333333333333,0.00193121059771766,0.00549554671214705
"SPU_000869",-2.65668957404557,4.00966560344667,6.36573848460631,0.0116344664977313,-0.0190388465684926,5.42983171481249,NA,0,0,0,0,0,0,0,0,0,0
"SPU_000891",0.642534826973075,6.66387128693603,1.41208716671887,0.234710220512436,0.67860716495303,1.97699164101874,NA,0,0,0,0,0,0,0,0,0,0
"SPU_000902",0.773620638889723,7.25460148754433,1.94264085036777,0.163382081374841,0.00122353513196272,9.6838618113138,"SP-CAPRIN1L",98.3333333333333,81.3333333333333,0,57.6666666666667,10425,4026,6399,0.0983333333333333,0.0127103193207272,0.0143235635038914
"SPU_000907",0.480039665703739,4.99303295360386,0.315191084600411,0.57451206137052,-0.133639294774222,1.22273111140194,NA,0,0,0,0,0,0,0,0,0,0
"SPU_000909",-0.442016858617977,5.20366092336561,0.293193158434523,0.588181508244,0.317004714223643,7.57415074774379,"SP-HYPP_3119",152.666666666667,1580,0,1262.66666666667,32646,12134,20512,0.152666666666667,0.0770280811232449,0.104060216471622
"SPU_000920",-0.0526205909807652,6.93425979511641,0.0113679238640554,0.915090081266028,-0.137893812935842,3.79071633046708,NA,0,0,0,0,0,0,0,0,0,0
"SPU_000931",-0.914045124152266,5.62717724348491,1.11602647482627,0.290775668312114,0.33021233747545,0.469925331341629,"SP-ST8SIA",51.6666666666667,2,0,56.3333333333333,4146,1007,3139,0.0516666666666667,0.000637145587766805,0.0559417411453161
"SPU_000934",-0.375561439917812,5.94479853199248,0.359825166362817,0.548603349652263,-0.396841683723853,2.83663029061627,"SP-HYPP_318",84.6666666666667,0,0,0,2601,2356,245,0.0846666666666667,0,0
"SPU_000937",0.180382393295292,8.15298868900283,0.18233300265911,0.669375913912018,0.140195819914279,1.31348940634512,"SP-PERLC_3",35.3333333333333,29,0,46.6666666666667,7366,1293,6073,0.0353333333333333,0.00477523464515067,0.0360917762309874
"SPU_000952",0.512195357553264,5.38228914060205,0.442244788412875,0.506040976855853,-0.089792972194181,2.8103359929396,"SP-CABLES1",9,215.333333333333,124.333333333333,117.666666666667,14820,1658,13162,0.009,0.0163602289419035,0.0709690390028146
"SPU_000956",0.761519292392356,7.1428824788331,2.04434074227498,0.15277315385636,0.27214603298718,1.7552685567652,"SP-HYPP_1297",25,194,194,0,12305,1543,10762,0.025,0.0180263891469987,0
"SPU_000957",-1.68908910757973,5.27391566776574,3.75826636346657,0.0525470336839446,0.0928299775899471,2.68038248086441,"SP-ECM/TSPN/VWC/VWD",52,416,168.333333333333,278,46708,9690,37018,0.052,0.0112377762169755,0.0286893704850361
"SPU_000961",1.94886798197465,4.35117539977667,3.25362231180407,0.071265801356984,-0.0853389330803653,9.68179152499074,"SP-PTB",253.333333333333,2850,444.333333333333,61.6666666666667,70931,4712,66219,0.253333333333333,0.0430390069315453,0.0130871533672892
"SPU_000969",1.2045978036844,4.49062705211357,1.25557444138568,0.262490453831156,-0.292928384725858,2.14250726410898,NA,0,0,0,0,0,0,0,0,0,0
"SPU_000971",1.19644793780866,4.63801942860483,1.45053421699336,0.228442252222744,-0.113395535736838,4.86642838643371,"SP-SLC6A2_1",80,1583,760.666666666667,210,33180,1605,31575,0.08,0.0501346001583531,0.130841121495327
