"geneid","gb_DM_logFC","gb_DM_logCPM","LR","PValue","logFC","logCPM","common_name","peak_density_TSS","peak_density_Introns","peak_density_Intron1","peak_density_Exons","gene_len","exon_len","intron_len","TSS_dens_norm","intron_dens_norm","exon_dens_norm"
"SPU_000174",-0.0621729286735548,8.38120762282426,0.0807341172626881,0.776305012113953,0.181149924424349,7.70485182678668,"SP-SLC30A3_1",108.333333333333,316,0,88.3333333333333,12553,3990,8563,0.108333333333333,0.0369029545719958,0.0221386800334169
"SPU_000175",-0.817505397794971,4.88148950653865,1.9325587876225,0.164478772341708,0.179210079266118,1.47302336939214,"SP-ECHN",68,128.666666666667,0,26,17207,1214,15993,0.068,0.0080451864357323,0.0214168039538715
"SPU_000176",-0.124445444762213,5.24329978029087,0.0806654517885534,0.776397628659038,-0.397420528908126,6.18143416654178,"SP-REELER/EGF/FOLN",93,386.333333333333,196.333333333333,183,24448,3430,21018,0.093,0.0183810701938021,0.0533527696793003
"SPU_000195",-1.17538943635051,5.96644769998295,10.3292012144174,0.00130941863223007,0.0407173651750584,4.86445662617079,"SP-DYSF",65.3333333333333,268.666666666667,0,133.666666666667,18866,2204,16662,0.0653333333333333,0.016124514864162,0.0606473079249849
"SPU_000202",0.343462348931474,5.39903027219035,0.62814529435785,0.428036449296618,-0.138311102438992,4.73248597136868,"SP-CHN2",142,877,155.333333333333,39,25025,2495,22530,0.142,0.0389258766089658,0.0156312625250501
"SPU_000208",-0.186073562854023,7.21579931005653,0.575555763331838,0.448059611436214,0.0577223763007823,3.04387497100984,NA,0,0,0,0,0,0,0,0,0,0
"SPU_000216",-0.0247663181363071,4.82487329785369,0.00266393693125089,0.958836789221606,-0.299482311802335,4.26040082136059,"SP-EGF/HYALINL14",111.666666666667,1738.66666666667,1738.66666666667,225.666666666667,30764,4300,26464,0.111666666666667,0.0656993147924224,0.0524806201550388
"SPU_000218",-0.276611642614646,5.8652159106773,0.621848348714582,0.430361256279987,-0.179223315377936,0.322405601560266,"SP-TOLLOIDL",103.333333333333,146,0,116.333333333333,7767,1228,6539,0.103333333333333,0.0223275730233981,0.0947339847991314
"SPU_000225",-0.187079446620899,6.53965622767401,0.434388343426994,0.509843473836848,0.167044042651199,3.77876580653409,"SP-MPHOSPH10L",10.6666666666667,79.3333333333333,0,25.6666666666667,10977,3294,7683,0.0106666666666667,0.0103258275847108,0.0077919449504149
"SPU_000227",1.31083331573916,3.7334382659674,3.14310707243727,0.076248426146974,-0.123910958645287,2.13029854409897,"SP-ALG10BH",36,9.66666666666667,1,187.333333333333,5187,1263,3924,0.036,0.00246347264695889,0.148324096067564
"SPU_000236",0.404727846862218,4.93452125798232,0.73587847298506,0.390984357419433,-0.028008415793128,9.02549727613111,"SP-IDH1",93.6666666666667,378,96,199.666666666667,18393,1263,17130,0.0936666666666667,0.0220665499124343,0.158089205595144
"SPU_000241",-0.488298222434677,6.24860186781344,2.44589759421724,0.117832465288169,0.124935630214364,8.91870938002431,"SP-TAL1PH",56,134.333333333333,0,0,96970,10193,86777,0.056,0.00154802923969869,0
"SPU_000244",0.868044480573577,4.18802360853859,1.82633203389822,0.176561402414,-0.0949325099973441,5.82665905043383,"SP-PRP4",102.666666666667,0,0,0,18431,3123,15308,0.102666666666667,0,0
"SPU_000252",0.135272517693143,6.77698500464465,0.227416883853846,0.633445820246548,-0.11608377950459,7.6301735278442,"SP-MED1",89.6666666666667,398.333333333333,0,611.666666666667,21482,9520,11962,0.0896666666666667,0.0332998941091233,0.064250700280112
"SPU_000255",0.106478746357142,6.60552974961396,0.119490006006528,0.729588278631031,0.0484789240965055,2.96192264415399,NA,0,0,0,0,0,0,0,0,0,0
"SPU_000258",1.27851831872706,2.30014660119787,1.90819188858116,0.167164244981395,-0.00417842555450362,1.91521863981364,"SP-FAM13A1_1",5,292.333333333333,8.33333333333333,114.666666666667,6249,950,5299,0.005,0.0551676416934013,0.120701754385965
"SPU_000259",1.32941050211189,3.99150727538853,3.44419210892336,0.0634744464627583,0.170812709339909,5.94423338217713,NA,0,0,0,0,0,0,0,0,0,0
"SPU_000260",0.0943896792714506,1.70528526983723,0.0123128976146338,0.911645293282647,-0.0248921570809764,5.48480129138254,"SP-PBL1",50.3333333333333,259.666666666667,0,62.3333333333333,18937,3528,15409,0.0503333333333333,0.0168516235100699,0.0176681783824641
"SPU_000261",-0.0195160498809383,6.78051645223199,0.00539844779220422,0.941428829620016,-0.231140177794889,4.60500463689862,"SP-HYPP_1247",89,180.666666666667,0,39.3333333333333,11219,1378,9841,0.089,0.0183585678962165,0.0285437832607644
"SPU_000276",-0.146336024635511,2.85933199984246,0.0154149762214644,0.901190918111478,0.118682471583131,3.79401584433588,"SP-PAXC",15.6666666666667,398.666666666667,0,10,13880,1298,12582,0.0156666666666667,0.0316854766067928,0.00770416024653313
"SPU_000279",-0.256848970919417,3.31931289771323,0.108796178326643,0.741518853845963,0.0919220682382356,4.06207468956583,"SP-CYP17A1",58.6666666666667,0,0,0,2739,656,2083,0.0586666666666667,0,0
"SPU_000282",0.508103980553116,1.87220228735671,0.286154730643398,0.59269527273023,-0.188119817967628,3.81652063125304,"SP-CRY1/2L",49.6666666666667,3.66666666666667,0,5.33333333333333,8605,1624,6981,0.0496666666666667,0.000525235162106671,0.00328407224958949
"SPU_000296",-0.0769602365171357,5.67616799587082,0.0302270505200433,0.861976052142166,-0.309254305699426,5.25210829420772,"SP-GELSLNPH",77,177.666666666667,0,81,17873,1660,16213,0.077,0.0109582845042044,0.0487951807228916
"SPU_000297",0.127898927901699,2.11901932051485,0.0150333612421392,0.902415453706761,0.169354659068665,6.02204510545979,"SP-INTS5",121.666666666667,893.333333333333,0,403.666666666667,27399,3315,24084,0.121666666666667,0.0370923988263301,0.121769733534439
"SPU_000298",-0.637212579265337,5.06037990218861,1.48416179098943,0.223124505039419,-0.175995278729577,0.729936853539966,NA,0,0,0,0,0,0,0,0,0,0
"SPU_000308",0.0290550177263219,6.02895343314001,0.00613451371404405,0.937571013712723,-0.0305242151313234,3.66901354637891,"SP-RHOGAP24L2",33.3333333333333,982,477.333333333333,246.666666666667,27456,2353,25103,0.0333333333333333,0.0391188304186751,0.104830712565519
"SPU_000310",-0.381285675676178,4.59708253588004,0.554120987185366,0.456638732803013,-0.123705887680956,6.17949782637287,NA,0,0,0,0,0,0,0,0,0,0
"SPU_000313",0.226967142825165,5.29359445572371,0.285314048356923,0.593239166914245,0.0787558913375589,4.89769128870761,"SP-VPS37HA",80,179.333333333333,0,130.333333333333,8924,1219,7705,0.08,0.0232749296993294,0.106918238993711
"SPU_000316",-0.79245985093726,4.06000833256367,1.58055570475596,0.208680666873839,0.100353443049315,4.82112412394607,"SP-INPP4B",25.6666666666667,695,4.66666666666667,323.333333333333,31934,3264,28670,0.0256666666666667,0.0242413672828741,0.0990604575163399
"SPU_000323",-0.358585577825615,4.49298446931976,0.470433657040648,0.492787733666964,-0.0501144616205071,3.26594586067099,"SP-SLC5A3_2",84.3333333333333,182,16.3333333333333,31.3333333333333,9844,715,9129,0.0843333333333333,0.0199364662065944,0.0438228438228438
"SPU_000324",-0.611065554859934,5.23410277524179,1.90223797958696,0.167828031708805,-0.48040777721572,0.351341728303303,"SP-ASNSD1",118,496,0,90.6666666666667,16789,1791,14998,0.118,0.0330710761434858,0.0506234878094175
"SPU_000334",-0.478055733796599,4.15348603272607,0.608576388917861,0.435324328896144,-0.507493126148191,2.76623814192302,"SP-ELOVL4_1",41.6666666666667,20.6666666666667,10,22.6666666666667,42373,1106,41267,0.0416666666666667,0.00050080370917844,0.0204942736588306
"SPU_000346",0.235535493029645,3.45307740114462,0.121983914935174,0.726892655813854,0.36376518582492,0.168955556641671,"SP-CLECT/FN3_17",1.66666666666667,1335.33333333333,6.66666666666667,291.666666666667,38343,3713,34630,0.00166666666666667,0.0385600154009048,0.0785528323906994
"SPU_000356",-0.619142267334703,5.13555646588689,1.51203964692509,0.218828117970046,0.290504061243535,1.27976621254024,"SP-SLC16A6L",56.6666666666667,46,0,30.3333333333333,4383,1523,2860,0.0566666666666667,0.0160839160839161,0.0199168308163712
"SPU_000362",-0.11861105168852,7.75059301846219,0.26053074013771,0.609755763525656,0.437792858066311,0.675759947238038,"SP-MASP",11,249.333333333333,77,39.6666666666667,42644,5200,37444,0.011,0.00665883274578927,0.00762820512820513
"SPU_000364",-0.122359062799476,5.0424237726908,0.0695404832946216,0.792007014105415,0.265435769703702,4.347989645216,"SP-ATP6V1H",28.3333333333333,170.333333333333,146,49.6666666666667,7195,1248,5947,0.0283333333333333,0.0286418922706126,0.0397970085470085
"SPU_000371",0.502679383708673,5.50073863937691,1.14935959132848,0.28368324969784,-0.167065501826904,3.67668806548931,NA,0,0,0,0,0,0,0,0,0,0
"SPU_000372",-0.291176178551024,5.60900670979055,0.38807400662045,0.533313526824873,0.18405847539421,3.06386267226642,"SP-HYPP_1256",31,120.333333333333,29,108.333333333333,3268,993,2275,0.031,0.0528937728937729,0.109097012420275
"SPU_000382",-0.390193394942985,3.28246462514047,0.226467663581396,0.634155462977682,-0.106046883595038,1.9107687249281,"SP-MAN1B1L",52,18,0,20.6666666666667,5213,967,4246,0.052,0.00423928403203015,0.0213719407101
"SPU_000393",-0.668285502546816,5.95890278896551,2.22603454483185,0.135701733096261,-0.00974642916319806,2.4397375357399,NA,0,0,0,0,0,0,0,0,0,0
"SPU_000394",0.0779687823512459,6.98151503850121,0.092312758860972,0.761257297016633,-0.0340498404589249,7.15330219647388,NA,0,0,0,0,0,0,0,0,0,0
"SPU_000396",0.131898381628419,4.11759329430014,0.050963210656894,0.821395612128215,-0.378601910532967,3.13740051344373,"SP-HYPP_300",49,10,0,38.6666666666667,7584,2941,4643,0.049,0.00215377988369589,0.0131474555139975
"SPU_000417",-0.773217490884451,3.668341889547,1.39695156689716,0.237234645203667,0.005769546927361,5.2655808289931,"SP-SLC27A1",3.66666666666667,1717,308.666666666667,468,19348,2812,16536,0.00366666666666667,0.103834059022738,0.166429587482219
"SPU_000435",0.285095319812986,3.72159436533305,0.100074917401933,0.751739748761106,0.494801077685484,2.05950078892857,"SP-MLCKL",39.6666666666667,759,0,245.333333333333,30851,3688,27163,0.0396666666666667,0.0279424216765453,0.0665220535068691
"SPU_000439",-1.0735257852317,1.28614623601378,0.93701987261138,0.333045434428698,0.263249487643953,8.17152925275242,"SP-P58-A",131,1594.33333333333,839.666666666667,321,28702,2618,26084,0.131,0.0611230383887952,0.122612681436211
"SPU_000440",-2.21008043545158,3.28591912013808,6.21101839199716,0.0126957572157007,0.0751884589967262,6.93337858694034,"SP-Z115",44,565,340,357.666666666667,13467,7183,6284,0.044,0.08991088478676,0.0497934938976287
"SPU_000441",-0.015790613108197,5.4969323909031,0.00181295787406199,0.966037261005925,0.718269546225855,7.69707060503224,"SP-IGCAM/IGCAM",16.6666666666667,475.333333333333,0,240,19786,5077,14709,0.0166666666666667,0.0323158157137354,0.0472720110301359
"SPU_000442",-0.496457879249437,5.18086489869235,0.823391260115219,0.364190503250528,0.479752367169119,5.97785681951605,"SP-MLCKB",117.666666666667,656.333333333333,0,159.333333333333,12219,2530,9689,0.117666666666667,0.0677400488526508,0.0629776021080369
"SPU_000452",0.0186559771034464,5.67952291541655,0.00255239365618176,0.959707039991725,-0.0318477948496704,2.93302529622232,"SP-SYVN1L",6.33333333333333,106.333333333333,26,37,10284,1333,8951,0.00633333333333333,0.0118794920493055,0.0277569392348087
"SPU_000458",-0.461940086602963,2.16933864780198,0.190373385692126,0.66260603341623,0.0131831249660645,2.34532869780314,"SP-SIAT7B",98.6666666666667,889.333333333333,0,83,25472,1297,24175,0.0986666666666667,0.0367873147190624,0.063993831919815
"SPU_000468",-0.0668313549769216,5.25280535444068,0.0237951473168785,0.877407291451116,-0.163183246675864,3.02395283908266,"SP-PLK2",37,586.333333333333,9,187.333333333333,25524,1884,23640,0.037,0.0248025944726452,0.0994338287331918
"SPU_000471",0.378416689783836,7.27706408618566,1.72374939405202,0.18921113018573,-0.258273140211925,2.26641296367909,"SP-RDH10_1",60.6666666666667,31,0,17,4376,1175,3201,0.0606666666666667,0.00968447360199937,0.014468085106383
"SPU_000480",0.430243972545874,3.82497299964618,0.347856730088481,0.555328897809575,-0.134136579165775,4.33422123367927,"SP-ZFP509L",74.3333333333333,17.6666666666667,0,273.666666666667,5189,3342,1847,0.0743333333333333,0.00956506045840101,0.0818870935567524
"SPU_000484",-0.293429779756446,4.81644781838243,0.175521286463319,0.675250769401652,-0.0403178142523544,5.148221821261,"SP-CYTB561",22.3333333333333,128.333333333333,86.6666666666667,67,7870,1304,6566,0.0223333333333333,0.01954513148543,0.0513803680981595
"SPU_000485",0.672939161097897,4.49590141739597,1.300945591595,0.254040572654458,0.162579385934581,2.69915622497969,"SP-CHX10",154,1745,877.666666666667,144,29795,1348,28447,0.154,0.0613421450416564,0.106824925816024
"SPU_000490",-0.122417469521102,4.49244882227111,0.0460227658890844,0.830134420043869,-0.0340794706538283,5.46526910501755,NA,0,0,0,0,0,0,0,0,0,0
"SPU_000494",-0.281355472178278,7.15549994990545,1.31117786483937,0.252181507227404,0.712887532423773,3.51614274956055,"SP-RTL_71",7.33333333333333,0,0,14.6666666666667,9032,5496,3536,0.00733333333333333,0,0.00266860747210092
"SPU_000509",-0.176238208735096,7.6933333296993,0.633356958801186,0.426126626530067,0.0259064196945715,3.92039089886347,NA,0,0,0,0,0,0,0,0,0,0
"SPU_000510",-0.590771816288951,4.56760559259379,0.782765008627621,0.376296833635931,0.135711228437501,5.35976960674994,"SP-GLTSCR2L",5.33333333333333,2763.66666666667,163.666666666667,567.666666666667,41164,2697,38467,0.00533333333333333,0.0718451313246852,0.210480781114819
"SPU_000514",-0.110051061614598,5.70512178607028,0.088288864149634,0.766363886253899,0.0200339439683441,6.98434139811336,"SP-KSR1",78.6666666666667,1083.66666666667,74.6666666666667,323.666666666667,40717,4953,35764,0.0786666666666667,0.0303004883868322,0.0653476007806716
"SPU_000518",-0.279311480560249,5.05196243663316,0.313843041505126,0.575331460566834,0.377116140933284,2.78106067934907,"SP-BCHE-2",97.6666666666667,63.3333333333333,0,43.6666666666667,8542,1860,6682,0.0976666666666667,0.00947820013967874,0.0234767025089606
"SPU_000525",0.449864396361412,2.22237547939784,0.255917239569696,0.612939043946264,-0.126482771065612,4.25532765903063,"SP-CERCAM",99.3333333333333,149.666666666667,5,96.3333333333333,10852,1130,9722,0.0993333333333333,0.0153946375917164,0.0852507374631268
"SPU_000526",-0.107547599930735,6.23988035831942,0.119972749766331,0.729064046489071,-0.32334660720917,8.20647279705083,NA,0,0,0,0,0,0,0,0,0,0
"SPU_000529",0.050633725199999,4.97261425586995,0.00922006924488805,0.923503741829664,0.611596889296297,2.1863762740317,"SP-HYPP_305",32.6666666666667,143.666666666667,0.333333333333333,190,8512,1870,6642,0.0326666666666667,0.021630031115126,0.101604278074866
"SPU_000542",0.658980152090201,5.69299085292728,2.41004361094582,0.120559007422469,0.892724349289219,0.568530501844463,"SP-CLECT/PAN_7",15.3333333333333,634.666666666667,169,81.3333333333333,18492,983,17509,0.0153333333333333,0.0362480248253279,0.0827399118345202
"SPU_000544",-0.11162275731797,6.39417557016381,0.135584599432759,0.712710584525681,0.0158757327336162,4.40886732870393,"SP-ORC3",83,723.333333333333,139.666666666667,375.333333333333,19482,2244,17238,0.083,0.0419615577986619,0.167260843731432
"SPU_000545",-0.174483591068217,10.0713335871874,0.896297138004621,0.343776528720521,-0.133331783632278,4.78836993986201,"SP-GTF3C1L",85.6666666666667,338.333333333333,0.666666666666667,279.333333333333,22922,5405,17517,0.0856666666666667,0.0193145706076002,0.0516805427073697
"SPU_000547",1.04516081191038,1.79283323021654,0.796540919855527,0.372129594073686,0.0472404074766964,4.16126224159637,"SP-ACI_2",17.3333333333333,206,0,43.6666666666667,19102,2030,17072,0.0173333333333333,0.012066541705717,0.0215106732348112
"SPU_000548",0.349903196710673,1.12141371007797,0.0552729939203882,0.814129494594591,-0.149597731085827,3.90641216329825,NA,0,0,0,0,0,0,0,0,0,0
"SPU_000555",-0.216335465245965,9.70622773645092,1.30847474251033,0.252670997296787,-0.21251182094051,2.90113838383062,"SP-C20ORF7L",88,3277.33333333333,0,70.3333333333333,38570,1247,37323,0.088,0.0878100188445016,0.0564020315423683
"SPU_000559",-0.160873945120137,4.86908661004646,0.11227816881898,0.737565231867275,-0.161808918996609,4.30938029833337,NA,0,0,0,0,0,0,0,0,0,0
"SPU_000563",-0.170717567410212,6.29556593168471,0.318098176643282,0.572752818903922,-0.18208857928418,5.07612024691888,"SP-CDKL2",96.6666666666667,490.666666666667,0,115.666666666667,37301,3244,34057,0.0966666666666667,0.0144072192696558,0.0356555692560625
"SPU_000565",0.425567617996684,3.28811251583632,0.231033309437016,0.630758701414008,0.118349719722505,5.35459980039003,"SP-HYPP_307",4.33333333333333,9.66666666666667,0,14,11981,3520,8461,0.00433333333333333,0.0011424969467754,0.00397727272727273
"SPU_000573",-0.547800226590393,4.56905895789319,0.846857802574664,0.357442772615405,0.20267722006216,6.09082545788687,"SP-HYPP_309",46,101.666666666667,0,124.333333333333,13349,3747,9602,0.046,0.0105880719294591,0.0331821012365448
"SPU_000590",-0.191952644535088,5.48180404677282,0.209632617030322,0.647055507469993,-0.228802619085178,4.71080680635063,"SP-ADHFE1",44,254.333333333333,0,18,17494,1472,16022,0.044,0.0158740065742937,0.0122282608695652
"SPU_000595",1.18415484928963,3.32730814411467,1.76101940420088,0.184497415063563,0.100140364989608,11.2773040254995,"SP-EF1A",73.6666666666667,0,0,0,4190,1033,3157,0.0736666666666667,0,0
"SPU_000620",-0.352314455300751,3.34084490330555,0.211948418464973,0.645244521180542,-0.701615080622428,7.42960480338778,"SP-LRP12L_2",194.333333333333,918.333333333333,354.333333333333,295.666666666667,17814,1468,16346,0.194333333333333,0.0561809209184714,0.201407811080836
