"geneid","mRNA_var","splice","common_name","peak_density_TSS","peak_density_Introns","peak_density_Intron1","peak_density_Exons","gene_len","exon_len","intron_len","TSS_dens_norm","intron_dens_norm","exon_dens_norm"
"SPU_000165",1,FALSE,NA,0,0,0,0,0,0,0,0,0,0
"SPU_000166",1,FALSE,"SP-SLC35F3L",38.3333333333333,61.3333333333333,17.3333333333333,63.6666666666667,13258,2347,10911,0.0383333333333333,0.00562123850548376,0.0271268285754864
"SPU_000169",1,FALSE,"SP-NCOA7L",73.6666666666667,669,0,289,34770,2848,31922,0.0736666666666667,0.0209573335004072,0.101474719101124
"SPU_000173",1,FALSE,"SP-SLC30A3",89.6666666666667,191.333333333333,0,88,8052,1147,6905,0.0896666666666667,0.0277093893314024,0.0767218831734961
"SPU_000174",1,FALSE,"SP-SLC30A3_1",108.333333333333,316,0,88.3333333333333,12553,3990,8563,0.108333333333333,0.0369029545719958,0.0221386800334169
"SPU_000175",1,FALSE,"SP-ECHN",68,128.666666666667,0,26,17207,1214,15993,0.068,0.0080451864357323,0.0214168039538715
"SPU_000176",1,FALSE,"SP-REELER/EGF/FOLN",93,386.333333333333,196.333333333333,183,24448,3430,21018,0.093,0.0183810701938021,0.0533527696793003
"SPU_000177",3,TRUE,"SP-PCSK9L",86.6666666666667,1361.33333333333,0,245,17094,1677,15417,0.0866666666666667,0.0883007934963568,0.146094215861658
"SPU_000178",1,FALSE,"SP-PP2AB56E",99,2345,635,166,46828,4005,42823,0.099,0.0547602923662518,0.0414481897627965
"SPU_000179",1,FALSE,"SP-FUT8",23.3333333333333,89,40.6666666666667,27,7115,692,6423,0.0233333333333333,0.0138564533706991,0.0390173410404624
"SPU_000181",1,FALSE,"SP-RT2L",41,79,0,33,7506,889,6617,0.041,0.0119389451413027,0.0371203599550056
"SPU_000184",1,FALSE,"SP-PRA1L",70,22.3333333333333,0,0.666666666666667,4459,3224,1235,0.07,0.0180836707152497,0.000206782464846981
"SPU_000185",2,TRUE,"SP-HYPP_1245",71,442,0,174,11719,1331,10388,0.071,0.042549095109742,0.130728775356875
"SPU_000186",1,FALSE,"SP-LRR/IGR_3",140,54,0,34,2796,2796,0,0.14,0,0.0121602288984263
"SPU_000188",1,FALSE,NA,0,0,0,0,0,0,0,0,0,0
"SPU_000192",1,FALSE,"SP-CLECT_61",83,0,0,22.3333333333333,3208,654,2554,0.083,0,0.0341488277268094
"SPU_000202",1,FALSE,"SP-CHN2",142,877,155.333333333333,39,25025,2495,22530,0.142,0.0389258766089658,0.0156312625250501
"SPU_000209",1,FALSE,"SP-TTLL4",6.33333333333333,145,0,91,388,325,63,0.00633333333333333,2.3015873015873,0.28
"SPU_000211",1,FALSE,"SP-INPP5DL",9.66666666666667,340.666666666667,154.333333333333,48,21369,258,21111,0.00966666666666667,0.0161369270364581,0.186046511627907
"SPU_000213",1,FALSE,"SP-TMEM69",131.333333333333,0,0,0,600,600,0,0.131333333333333,0,0
"SPU_000216",1,FALSE,"SP-EGF/HYALINL14",111.666666666667,1738.66666666667,1738.66666666667,225.666666666667,30764,4300,26464,0.111666666666667,0.0656993147924224,0.0524806201550388
"SPU_000218",1,FALSE,"SP-TOLLOIDL",103.333333333333,146,0,116.333333333333,7767,1228,6539,0.103333333333333,0.0223275730233981,0.0947339847991314
"SPU_000222",1,FALSE,"SP-PGRP3",79.6666666666667,0,0,0,15771,730,15041,0.0796666666666667,0,0
"SPU_000223",1,FALSE,"SP-SLC16A12_10",82,117,9.33333333333333,176,7163,1373,5790,0.082,0.0202072538860104,0.128186453022578
"SPU_000227",1,FALSE,"SP-ALG10BH",36,9.66666666666667,1,187.333333333333,5187,1263,3924,0.036,0.00246347264695889,0.148324096067564
"SPU_000229",1,FALSE,"SP-COPINEC",31.6666666666667,108.333333333333,0,77.3333333333333,8797,1308,7489,0.0316666666666667,0.0144656607468732,0.0591233435270132
"SPU_000230",1,FALSE,NA,0,0,0,0,0,0,0,0,0,0
"SPU_000231",1,FALSE,NA,0,0,0,0,0,0,0,0,0,0
"SPU_000232",2,TRUE,NA,0,0,0,0,0,0,0,0,0,0
"SPU_000237",1,FALSE,"SP-JIP1",29.3333333333333,21.6666666666667,0,93.3333333333333,4139,419,3720,0.0293333333333333,0.00582437275985663,0.222752585521082
"SPU_000242",1,FALSE,"SP-DAZAPI2",99.6666666666667,10,0,15,5976,2884,3092,0.0996666666666667,0.00323415265200517,0.00520110957004161
"SPU_000247",1,FALSE,"SP-TPPP2/3",51.3333333333333,33.3333333333333,18.3333333333333,56.3333333333333,2502,861,1641,0.0513333333333333,0.0203128173877717,0.0654277971351142
"SPU_000249",1,FALSE,"SP-MTBPL",5,60.3333333333333,9,38.3333333333333,11938,1471,10467,0.005,0.00576414763861024,0.0260593700430546
"SPU_000250",1,FALSE,"SP-HYPP_1246",21.6666666666667,93,0.333333333333333,77,3724,1235,2489,0.0216666666666667,0.0373644033748493,0.0623481781376518
"SPU_000253",1,FALSE,"SP-RBJL1",29.6666666666667,44,0,22.6666666666667,5359,846,4513,0.0296666666666667,0.00974961223133171,0.0267927501970055
"SPU_000259",2,TRUE,NA,0,0,0,0,0,0,0,0,0,0
"SPU_000262",1,FALSE,"SP-SMCR7L",120.333333333333,0,0,0,2985,2985,0,0.120333333333333,0,0
"SPU_000265",1,FALSE,NA,0,0,0,0,0,0,0,0,0,0
"SPU_000271",1,FALSE,"SP-CLECT/EGF_4",44.3333333333333,121.666666666667,7.66666666666667,107,6080,1123,4957,0.0443333333333333,0.024544415304956,0.0952804986642921
"SPU_000275",1,FALSE,"SP-HAO1",65.3333333333333,282.666666666667,92,115.666666666667,18651,1031,17620,0.0653333333333333,0.016042376087779,0.112188813449725
"SPU_000280",1,FALSE,"SP-ZC2P1L",94.6666666666667,118,0,122.333333333333,4020,4020,0,0.0946666666666667,0,0.0304311774461028
"SPU_000282",1,FALSE,"SP-CRY1/2L",49.6666666666667,3.66666666666667,0,5.33333333333333,8605,1624,6981,0.0496666666666667,0.000525235162106671,0.00328407224958949
"SPU_000284",1,FALSE,NA,0,0,0,0,0,0,0,0,0,0
"SPU_000294",1,FALSE,"SP-CLECT_1",13.6666666666667,0,0,0,2710,578,2132,0.0136666666666667,0,0
"SPU_000297",1,FALSE,"SP-INTS5",121.666666666667,893.333333333333,0,403.666666666667,27399,3315,24084,0.121666666666667,0.0370923988263301,0.121769733534439
"SPU_000299",2,TRUE,"SP-RASAL2",105.333333333333,639.333333333333,113.666666666667,63.6666666666667,3039,3039,0,0.105333333333333,0,0.020949873862016
"SPU_000301",1,FALSE,"SP-RDH",9.33333333333333,22,0,14.3333333333333,7411,2311,5100,0.00933333333333333,0.00431372549019608,0.00620222126063753
"SPU_000304",1,FALSE,"SP-VPS4H",8.66666666666667,198.333333333333,0,0,15632,913,14719,0.00866666666666667,0.0134746472812918,0
"SPU_000308",1,FALSE,"SP-RHOGAP24L2",33.3333333333333,982,477.333333333333,246.666666666667,27456,2353,25103,0.0333333333333333,0.0391188304186751,0.104830712565519
"SPU_000314",1,FALSE,"SP-CNGA3_2",81,131.666666666667,0,77,2964,1728,1236,0.081,0.106526429341963,0.0445601851851852
"SPU_000316",1,FALSE,"SP-INPP4B",25.6666666666667,695,4.66666666666667,323.333333333333,31934,3264,28670,0.0256666666666667,0.0242413672828741,0.0990604575163399
"SPU_000320",1,FALSE,NA,0,0,0,0,0,0,0,0,0,0
"SPU_000326",1,FALSE,"SP-ELP2H",55.3333333333333,22,0,3.66666666666667,8774,1079,7695,0.0553333333333333,0.00285899935022742,0.00339820821748533
"SPU_000328",1,FALSE,"SP-CYCL2",6.66666666666667,358.666666666667,0,129.333333333333,12610,3614,8996,0.00666666666666667,0.0398695716614792,0.0357867552112156
"SPU_000329",1,FALSE,NA,0,0,0,0,0,0,0,0,0,0
"SPU_000330",1,FALSE,"SP-HGFL",84.6666666666667,368.666666666667,120.666666666667,391.333333333333,17443,3470,13973,0.0846666666666667,0.0263842171807534,0.112776176753122
"SPU_000334",1,FALSE,"SP-ELOVL4_1",41.6666666666667,20.6666666666667,10,22.6666666666667,42373,1106,41267,0.0416666666666667,0.00050080370917844,0.0204942736588306
"SPU_000341",1,FALSE,"SP-HYPP_3124",39,167.333333333333,0,111,14640,1781,12859,0.039,0.0130129351686238,0.0623245367770915
"SPU_000342",1,FALSE,"SP-UTP20H",14,44.6666666666667,0,67.3333333333333,8221,1907,6314,0.014,0.00707422658642171,0.0353085124978151
"SPU_000354",2,TRUE,"SP-TMEM14C",32,477,4,327,7874,302,7572,0.032,0.0629952456418384,1.08278145695364
"SPU_000355",1,FALSE,NA,0,0,0,0,0,0,0,0,0,0
"SPU_000357",1,FALSE,"SP-GNMT",47.6666666666667,345.333333333333,157,141,9878,939,8939,0.0476666666666667,0.0386322109109893,0.150159744408946
"SPU_000361",1,FALSE,"SP-TCF19L",24,244.666666666667,13.6666666666667,124,6863,1300,5563,0.024,0.043981065372401,0.0953846153846154
"SPU_000362",1,FALSE,"SP-MASP",11,249.333333333333,77,39.6666666666667,42644,5200,37444,0.011,0.00665883274578927,0.00762820512820513
"SPU_000363",1,FALSE,NA,0,0,0,0,0,0,0,0,0,0
"SPU_000364",3,TRUE,"SP-ATP6V1H",28.3333333333333,170.333333333333,146,49.6666666666667,7195,1248,5947,0.0283333333333333,0.0286418922706126,0.0397970085470085
"SPU_000368",1,FALSE,NA,0,0,0,0,0,0,0,0,0,0
"SPU_000368",1,FALSE,NA,0,0,0,0,0,0,0,0,0,0
"SPU_000369",1,FALSE,NA,0,0,0,0,0,0,0,0,0,0
"SPU_000375",1,FALSE,NA,0,0,0,0,0,0,0,0,0,0
"SPU_000391",1,FALSE,NA,0,0,0,0,0,0,0,0,0,0
"SPU_000392",1,FALSE,NA,0,0,0,0,0,0,0,0,0,0
"SPU_000393",1,FALSE,NA,0,0,0,0,0,0,0,0,0,0
"SPU_000403",1,FALSE,NA,0,0,0,0,0,0,0,0,0,0
"SPU_000405",1,FALSE,"SP-RRP1L",26.3333333333333,101.333333333333,7,86.6666666666667,18608,3928,14680,0.0263333333333333,0.00690281562216167,0.0220638153428377
"SPU_000405",1,FALSE,"SP-RRP1L",26.3333333333333,101.333333333333,7,86.6666666666667,18608,3928,14680,0.0263333333333333,0.00690281562216167,0.0220638153428377
"SPU_000409",1,FALSE,"SP-IL1R/RS1(D)",47.3333333333333,11,0,17.3333333333333,5773,1949,3824,0.0473333333333333,0.0028765690376569,0.00889344963229006
"SPU_000413",1,FALSE,"SP-CHRM5L",112.666666666667,182.666666666667,0,52.6666666666667,1331,1331,0,0.112666666666667,0,0.0395692461808164
"SPU_000414",1,FALSE,NA,0,0,0,0,0,0,0,0,0,0
"SPU_000419",1,FALSE,"SP-LMLM-2",43,386.333333333333,73.3333333333333,98,14058,1617,12441,0.043,0.0310532379497897,0.0606060606060606
"SPU_000426",1,FALSE,"SP-ARSJ",128.666666666667,1121,743,261,25309,1760,23549,0.128666666666667,0.047602870610217,0.148295454545455
"SPU_000427",1,FALSE,NA,0,0,0,0,0,0,0,0,0,0
"SPU_000433",1,FALSE,"SP-CADHERINL1",16.3333333333333,587,0,262.666666666667,3240,435,2805,0.0163333333333333,0.209269162210339,0.603831417624521
"SPU_000435",1,FALSE,"SP-MLCKL",39.6666666666667,759,0,245.333333333333,30851,3688,27163,0.0396666666666667,0.0279424216765453,0.0665220535068691
"SPU_000436",1,FALSE,"SP-CYP3L2",43.3333333333333,511,0,392,14941,1434,13507,0.0433333333333333,0.0378322351373362,0.273361227336123
"SPU_000442",2,TRUE,"SP-MLCKB",117.666666666667,656.333333333333,0,159.333333333333,12219,2530,9689,0.117666666666667,0.0677400488526508,0.0629776021080369
"SPU_000443",1,FALSE,NA,0,0,0,0,0,0,0,0,0,0
"SPU_000453",1,FALSE,"SP-IGF_17",20,126.333333333333,0,24.3333333333333,32679,2852,29827,0.02,0.00423553603558297,0.00853202431042543
"SPU_000458",1,FALSE,"SP-SIAT7B",98.6666666666667,889.333333333333,0,83,25472,1297,24175,0.0986666666666667,0.0367873147190624,0.063993831919815
"SPU_000459",1,FALSE,"SP-SMYD3L",93,648.333333333333,0,31.3333333333333,18356,603,17753,0.093,0.0365196492611577,0.0519624101713654
"SPU_000463",1,FALSE,NA,0,0,0,0,0,0,0,0,0,0
"SPU_000468",1,FALSE,"SP-PLK2",37,586.333333333333,9,187.333333333333,25524,1884,23640,0.037,0.0248025944726452,0.0994338287331918
"SPU_000469",1,FALSE,"SP-IGCAMR",80.6666666666667,869,203,274.333333333333,28710,2066,26644,0.0806666666666667,0.0326152229394986,0.132784769280413
"SPU_000469",1,FALSE,"SP-IGCAMR",80.6666666666667,869,203,274.333333333333,28710,2066,26644,0.0806666666666667,0.0326152229394986,0.132784769280413
"SPU_000471",1,FALSE,"SP-RDH10_1",60.6666666666667,31,0,17,4376,1175,3201,0.0606666666666667,0.00968447360199937,0.014468085106383
"SPU_000473",1,FALSE,NA,0,0,0,0,0,0,0,0,0,0
"SPU_000477",1,FALSE,"SP-HYPP_304",32.3333333333333,524.666666666667,0,213,17477,2013,15464,0.0323333333333333,0.0339282634937058,0.105812220566319
"SPU_000477",1,FALSE,"SP-HYPP_304",32.3333333333333,524.666666666667,0,213,17477,2013,15464,0.0323333333333333,0.0339282634937058,0.105812220566319
"SPU_000479",1,FALSE,"SP-CCDC63",30.6666666666667,37.3333333333333,0,90.6666666666667,5440,1311,4129,0.0306666666666667,0.00904173730523936,0.0691584032545131
"SPU_000480",1,FALSE,"SP-ZFP509L",74.3333333333333,17.6666666666667,0,273.666666666667,5189,3342,1847,0.0743333333333333,0.00956506045840101,0.0818870935567524
"SPU_000482",1,FALSE,NA,0,0,0,0,0,0,0,0,0,0
"SPU_000484",1,FALSE,"SP-CYTB561",22.3333333333333,128.333333333333,86.6666666666667,67,7870,1304,6566,0.0223333333333333,0.01954513148543,0.0513803680981595
"SPU_000490",1,FALSE,NA,0,0,0,0,0,0,0,0,0,0
"SPU_000491",1,FALSE,"SP-PPAP2CL",46.6666666666667,66,0,73.3333333333333,6284,1014,5270,0.0466666666666667,0.0125237191650854,0.0723208415516108
"SPU_000492",1,FALSE,"SP-SRCR2",1.33333333333333,0,0,0,3676,1534,2142,0.00133333333333333,0,0
"SPU_000497",1,FALSE,"SP-PPP2R4",28.6666666666667,29.3333333333333,18,12.6666666666667,5767,792,4975,0.0286666666666667,0.00589614740368509,0.015993265993266
"SPU_000498",1,FALSE,"SP-GPR161L_2",57,51.3333333333333,0,3.66666666666667,1506,1506,0,0.057,0,0.00243470562195662
"SPU_000501",1,FALSE,"SP-ALMS1L",69.3333333333333,66.6666666666667,0,588.333333333333,12392,6117,6275,0.0693333333333333,0.0106241699867198,0.0961800446842134
"SPU_000503",1,FALSE,"SP-RAB11",19.3333333333333,405,0,54.3333333333333,15556,3518,12038,0.0193333333333333,0.0336434623691643,0.0154443812772409
"SPU_000509",1,FALSE,NA,0,0,0,0,0,0,0,0,0,0
"SPU_000512",1,FALSE,"SP-UCO2",51,400.333333333333,0,160,14796,2290,12506,0.051,0.0320113012420705,0.0698689956331878
"SPU_000513",1,FALSE,"SP-DO1(UDX1)",149,1358,0,833.666666666667,32767,6779,25988,0.149,0.0522548868708635,0.122977823671141
"SPU_000514",1,FALSE,"SP-KSR1",78.6666666666667,1083.66666666667,74.6666666666667,323.666666666667,40717,4953,35764,0.0786666666666667,0.0303004883868322,0.0653476007806716
"SPU_000517",1,FALSE,"SP-UNC44_264",6.33333333333333,14.3333333333333,5,5.66666666666667,6675,941,5734,0.00633333333333333,0.00249970933612371,0.00602196245129295
"SPU_000518",1,FALSE,"SP-BCHE-2",97.6666666666667,63.3333333333333,0,43.6666666666667,8542,1860,6682,0.0976666666666667,0.00947820013967874,0.0234767025089606
"SPU_000521",1,FALSE,NA,0,0,0,0,0,0,0,0,0,0
"SPU_000523",1,FALSE,"SP-NLR148",97.3333333333333,0,0,66.6666666666667,3395,2463,932,0.0973333333333333,0,0.0270672621464339
"SPU_000524",1,FALSE,NA,0,0,0,0,0,0,0,0,0,0
"SPU_000525",1,FALSE,"SP-CERCAM",99.3333333333333,149.666666666667,5,96.3333333333333,10852,1130,9722,0.0993333333333333,0.0153946375917164,0.0852507374631268
"SPU_000528",1,FALSE,"SP-SERP",87.6666666666667,48.3333333333333,0,8,2689,785,1904,0.0876666666666667,0.0253851540616246,0.0101910828025478
"SPU_000529",1,FALSE,"SP-HYPP_305",32.6666666666667,143.666666666667,0.333333333333333,190,8512,1870,6642,0.0326666666666667,0.021630031115126,0.101604278074866
"SPU_000530",1,FALSE,"SP-TAAR7EL",149.333333333333,0,0,0,1223,1223,0,0.149333333333333,0,0
"SPU_000534",1,FALSE,NA,0,0,0,0,0,0,0,0,0,0
"SPU_000541",1,FALSE,NA,0,0,0,0,0,0,0,0,0,0
"SPU_000542",1,FALSE,"SP-CLECT/PAN_7",15.3333333333333,634.666666666667,169,81.3333333333333,18492,983,17509,0.0153333333333333,0.0362480248253279,0.0827399118345202
"SPU_000551",1,FALSE,"SP-HYPP_306",38,15.3333333333333,0,113.666666666667,4841,1872,2969,0.038,0.00516447737734366,0.0607193732193732
"SPU_000553",1,FALSE,NA,0,0,0,0,0,0,0,0,0,0
"SPU_000558",1,FALSE,NA,0,0,0,0,0,0,0,0,0,0
"SPU_000560",2,TRUE,"SP-MARCH8L",71,458.666666666667,236.333333333333,182.666666666667,22560,997,21563,0.071,0.0212710043438606,0.183216315613507
"SPU_000562",1,FALSE,NA,0,0,0,0,0,0,0,0,0,0
"SPU_000565",1,FALSE,"SP-HYPP_307",4.33333333333333,9.66666666666667,0,14,11981,3520,8461,0.00433333333333333,0.0011424969467754,0.00397727272727273
"SPU_000567",1,FALSE,"SP-HE2",44.6666666666667,84.3333333333333,31,51.6666666666667,3369,1013,2356,0.0446666666666667,0.0357951329937748,0.0510036196117144
"SPU_000571",1,FALSE,NA,0,0,0,0,0,0,0,0,0,0
"SPU_000572",1,FALSE,"SP-CRELD1",5,100,0,38,15953,3247,12706,0.005,0.0078702974972454,0.0117031105635972
"SPU_000573",1,FALSE,"SP-HYPP_309",46,101.666666666667,0,124.333333333333,13349,3747,9602,0.046,0.0105880719294591,0.0331821012365448
"SPU_000575",1,FALSE,NA,0,0,0,0,0,0,0,0,0,0
"SPU_000576",1,FALSE,"SP-GPR151L",95,188.333333333333,9,128.333333333333,1019,1019,0,0.095,0,0.125940464507687
"SPU_000585",1,FALSE,"SP-HYPP_1262",44.3333333333333,213.666666666667,213.666666666667,108.333333333333,3307,950,2357,0.0443333333333333,0.090651958704568,0.114035087719298
"SPU_000586",1,FALSE,"SP-HYPP_1263",61.3333333333333,87,28,128.666666666667,7320,1141,6179,0.0613333333333333,0.0140799482116847,0.112766579024248
"SPU_000597",1,FALSE,"SP-HSDL",28.3333333333333,147,0,115,18213,4212,14001,0.0283333333333333,0.0104992500535676,0.0273029439696106
"SPU_000598",1,FALSE,NA,0,0,0,0,0,0,0,0,0,0
"SPU_000599",1,FALSE,"SP-HYPP_310",55.3333333333333,377,17.6666666666667,428.666666666667,14937,3156,11781,0.0553333333333333,0.0320006790595026,0.13582594000845
"SPU_000607",1,FALSE,"SP-ACACA",11,93.6666666666667,0,28.6666666666667,30997,3628,27369,0.011,0.00342236350128491,0.00790150679897097
"SPU_000613",1,FALSE,NA,0,0,0,0,0,0,0,0,0,0
"SPU_000619",1,FALSE,"SP-APDPL",18.6666666666667,57.3333333333333,0,43.3333333333333,6986,800,6186,0.0186666666666667,0.00926824011208104,0.0541666666666667
"SPU_000623",1,FALSE,NA,0,0,0,0,0,0,0,0,0,0
"SPU_000628",1,FALSE,"SP-ANKRD53",37.3333333333333,0,0,0,4611,2888,1723,0.0373333333333333,0,0
"SPU_000630",1,FALSE,"SP-FAM20C",1.33333333333333,181.333333333333,0,123,10320,1105,9215,0.00133333333333333,0.019678061132212,0.11131221719457
"SPU_000634",1,FALSE,"SP-HECW1L",137.333333333333,1646.66666666667,369,42,62278,1320,60958,0.137333333333333,0.0270131347266424,0.0318181818181818
"SPU_000639",1,FALSE,"SP-MCART1",1.33333333333333,0,0,0,2316,1074,1242,0.00133333333333333,0,0
"SPU_000640",1,FALSE,"SP-HYPP_1268",31.3333333333333,163,0,74.6666666666667,11051,2648,8403,0.0313333333333333,0.0193978341068666,0.0281973816717019
"SPU_000642",1,FALSE,"SP-PP1_1",71.3333333333333,296.666666666667,296.666666666667,0,27268,510,26758,0.0713333333333333,0.0110870269327553,0
"SPU_000645",1,FALSE,"SP-CYP27L_1",165.333333333333,960.333333333333,960.333333333333,0,40039,1545,38494,0.165333333333333,0.0249476108830813,0
"SPU_000646",1,FALSE,"SP-SRCR4",2.66666666666667,128,0,91.6666666666667,12246,2309,9937,0.00266666666666667,0.0128811512528932,0.039699725710986
"SPU_000649",1,FALSE,"SP-TNFAIP3",43,55.6666666666667,0,429,6930,3558,3372,0.043,0.0165085013839462,0.120573355817875
"SPU_000652",1,FALSE,"SP-DUSP14/18/21",126.666666666667,0,0,0,1290,1209,81,0.126666666666667,0,0
"SPU_000653",1,FALSE,"SP-ECHN16",52.3333333333333,612,0,56,14477,988,13489,0.0523333333333333,0.0453703017273334,0.0566801619433198
"SPU_000662",1,FALSE,"SP-HYPP_1271",109.333333333333,127.333333333333,127.333333333333,20.3333333333333,9288,919,8369,0.109333333333333,0.0152148803122635,0.0221254987305042
"SPU_000666",1,FALSE,NA,0,0,0,0,0,0,0,0,0,0
"SPU_000667",1,FALSE,NA,0,0,0,0,0,0,0,0,0,0
"SPU_000676",1,FALSE,"SP-LIPF_2",16,111.666666666667,0,49.6666666666667,9403,1239,8164,0.016,0.0136779356524579,0.0400860909335486
"SPU_000681",1,FALSE,"SP-ADRA1BL",90.3333333333333,0,0,0,1707,1243,464,0.0903333333333333,0,0
"SPU_000682",1,FALSE,"SP-HS3ST3A1L",105,0,0,0,1871,1871,0,0.105,0,0
"SPU_000683",1,FALSE,"SP-HYPP_1273",222,0,0,0,3366,3366,0,0.222,0,0
"SPU_000694",2,TRUE,"SP-UGT2B34",143.333333333333,12.6666666666667,0,18.6666666666667,3921,1623,2298,0.143333333333333,0.0055120394545982,0.0115013349763812
"SPU_000695",1,FALSE,NA,0,0,0,0,0,0,0,0,0,0
"SPU_000702",1,FALSE,"SP-CARA12LD",44,178,100,52.6666666666667,8236,438,7798,0.044,0.0228263657348038,0.120243531202435
"SPU_000706",1,FALSE,NA,0,0,0,0,0,0,0,0,0,0
"SPU_000707",1,FALSE,"SP-SRBD1",18.3333333333333,213.666666666667,0,161,12790,3388,9402,0.0183333333333333,0.0227256612068354,0.0475206611570248
"SPU_000713",1,FALSE,"SP-HYPP_1284",134.666666666667,0,0,0,1783,1783,0,0.134666666666667,0,0
"SPU_000715",1,FALSE,"SP-POLPPL-2",2,0,0,9.66666666666667,4663,4344,319,0.002,0,0.00222529158993247
"SPU_000717",1,FALSE,NA,0,0,0,0,0,0,0,0,0,0
"SPU_000718",1,FALSE,"SP-CHST2L",103,32,32,49,971,971,0,0.103,0,0.0504634397528321
"SPU_000719",1,FALSE,"SP-OPRK1L",85.3333333333333,0,0,0,1145,1145,0,0.0853333333333333,0,0
