"geneid","N","median","sd","se","ci","common_name","peak_density_TSS","peak_density_Introns","peak_density_Intron1","peak_density_Exons","gene_len","exon_len","intron_len","TSS_dens_norm","intron_dens_norm","exon_dens_norm"
"SPU_000459",9,1.40438359251747,2.80862905412463,0.936209684708209,2.15890340435532,"SP-SMYD3L",93,648.333333333333,0,31.3333333333333,18356,603,17753,93,0.0365196492611577,0.0519624101713654
"SPU_000527",10,0.0892857142857143,0.282346219657891,0.0892857142857143,0.201978318106983,"SP-CUBNL_8",13.6666666666667,67.3333333333333,0,26.6666666666667,9201,1112,8089,13.6666666666667,0.00832406148267194,0.0239808153477218
"SPU_000584",7,2.02615136963877,3.51058549002483,1.32687659469107,3.24675006455647,"SP-GPCR126",16.3333333333333,638,172.333333333333,103,24204,2185,22019,16.3333333333333,0.0289749761569554,0.0471395881006865
"SPU_000601",8,99.6527777777778,0.98209275164799,0.347222222222225,0.821050087358612,NA,0,0,0,0,0,0,0,0,0,0
"SPU_000667",13,77.1235906844224,4.59516675949846,1.27446995159072,2.77683148155124,NA,0,0,0,0,0,0,0,0,0,0
"SPU_000668",13,0.466844867076372,1.04433596912819,0.289646683500235,0.631085910080874,NA,0,0,0,0,0,0,0,0,0,0
"SPU_000713",14,57.3607832322308,11.5810063923674,3.09515415101983,6.68667401478395,"SP-HYPP_1284",134.666666666667,0,0,0,1783,1783,0,134.666666666667,0,0
"SPU_000718",17,0.327731092436975,1.35126991091671,0.327731092436975,0.694758879576713,"SP-CHST2L",103,32,32,49,971,971,0,103,0,0.0504634397528321
"SPU_000735",11,0,0,0,0,"SP-SPA17",64,156.333333333333,11,31.3333333333333,6545,432,6113,64,0.02557391351764,0.0725308641975309
"SPU_000739",5,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0
"SPU_000774",7,0,0,0,0,"SP-B3GALT5",115.666666666667,7.66666666666667,7.66666666666667,11.3333333333333,638,638,0,115.666666666667,0,0.0177638453500522
"SPU_000879",9,97.1481610542498,3.09369729148585,1.03123243049528,2.37802624907877,NA,0,0,0,0,0,0,0,0,0,0
"SPU_000931",6,0,0,0,0,"SP-ST8SIA",51.6666666666667,2,0,56.3333333333333,4146,1007,3139,51.6666666666667,0.000637145587766805,0.0559417411453161
"SPU_000959",10,98.7719298245614,2.08864870298152,0.660488713337811,1.4941292738245,"SP-EF1BD(N-TER)",103.666666666667,0,0,0,5499,291,5208,103.666666666667,0,0
"SPU_000972",10,0.786125585450417,2.28897005399133,0.723835886653118,1.63743053568274,NA,0,0,0,0,0,0,0,0,0,0
"SPU_000990",9,0.876803938965603,1.74864149897935,0.582880499659782,1.34412484254533,"SP-ATOL1",87.3333333333333,16.3333333333333,0,14.6666666666667,863,863,0,87.3333333333333,0,0.0169949787562766
"SPU_001035",8,1.80158079567691,2.64153329765945,0.933923053752531,2.20837710202483,NA,0,0,0,0,0,0,0,0,0,0
"SPU_001112",5,0.142857142857143,0.31943828249997,0.142857142857143,0.396635015028256,NA,0,0,0,0,0,0,0,0,0,0
"SPU_001150",18,24.571120096733,15.9153924992964,3.751293987166,7.91453849115528,NA,0,0,0,0,0,0,0,0,0,0
"SPU_001172",10,1.01044364202259,2.41658259690175,0.764190516013409,1.72871904954219,"SP-SRCR11",70.6666666666667,44.6666666666667,0,70.6666666666667,5325,1780,3545,70.6666666666667,0.012599905970851,0.0397003745318352
"SPU_001192",5,37.7611826818972,33.1207414854345,14.8120458853258,41.1248322962779,"SP-PAN3",81.6666666666667,657.333333333333,0,360,19546,5010,14536,81.6666666666667,0.045221060355898,0.0718562874251497
"SPU_001254",12,0.396446112630463,1.19424115264203,0.344747725477603,0.75878462775155,"SP-HYPP_3111",30.3333333333333,553.666666666667,0,329,13119,3094,10025,30.3333333333333,0.0552285951787199,0.106334841628959
"SPU_001271",9,0.565234223770809,1.69570267131243,0.565234223770809,1.3034324573744,"SP-SLC5L_1",19.6666666666667,0,0,0.333333333333333,398,398,0,19.6666666666667,0,0.00083752093802345
"SPU_001276",5,4.0060915331555,3.99140220486385,1.78500933112362,4.95598042013057,"SP-GPR112L_2",110.333333333333,250.333333333333,72.3333333333333,291.333333333333,14076,2703,11373,110.333333333333,0.0220111961077406,0.107781477370823
"SPU_001414",35,29.1705717975302,6.82514655060765,1.15366032927834,2.34451986979358,"SP-POLPPL_12",77.6666666666667,0,0,48.3333333333333,3818,3818,0,77.6666666666667,0,0.0126593329841104
"SPU_001503",5,1.3258547008547,2.31554461977868,1.03554303495181,2.87512839061361,"SP-HRH2L_2",12.6666666666667,0,0,0,941,941,0,12.6666666666667,0,0
"SPU_001596",29,0.54476126605838,1.98772362697061,0.369111011112824,0.756089631278772,"SP-ATP11",130,1706.33333333333,1706.33333333333,0,41302,3842,37460,130,0.045550809752625,0
"SPU_001633",6,1.29295962629296,3.16709134243738,1.29295962629296,3.3236585295598,"SP-UNK_109",40.6666666666667,96,0,0,9108,515,8593,40.6666666666667,0.0111718840917025,0
"SPU_001639",11,0.798368298368298,2.25571150973645,0.680122610280174,1.51540761207957,"SP-LCT-8",158.666666666667,1503.66666666667,0,335.333333333333,4870,2573,2297,158.666666666667,0.654621970686403,0.130327762663557
"SPU_001672",5,0.153846153846154,0.344010458076891,0.153846153846154,0.42714540079966,"SP-XRRA1L",70.6666666666667,86.6666666666667,56.6666666666667,12.3333333333333,9549,1123,8426,70.6666666666667,0.0102856238626474,0.0109824873849807
"SPU_001698",9,2.2125723738627,4.53405625672993,1.51135208557664,3.48518415908918,NA,0,0,0,0,0,0,0,0,0,0
"SPU_001729",5,1.06746681214766,2.38692835568717,1.06746681214766,2.96376300554847,NA,0,0,0,0,0,0,0,0,0,0
"SPU_001754",6,1.36029411764706,3.33202648834476,1.36029411764706,3.49674734994645,"SP-ECHN18",13.3333333333333,34,0,0,21684,1526,20158,13.3333333333333,0.00168667526540331,0
"SPU_001785",5,0,0,0,0,"SP-EGGBR1L",111.333333333333,582.333333333333,0,310,18537,4419,14118,111.333333333333,0.0412475799216131,0.0701516180131251
"SPU_001876",8,0,0,0,0,"SP-HYPP_1351",71.3333333333333,357.333333333333,239.666666666667,69.6666666666667,17247,1367,15880,71.3333333333333,0.0225020990764064,0.0509631797122653
"SPU_001904",5,2.02258291825939,2.88871379635609,1.29187208323874,3.58681192204987,NA,0,0,0,0,0,0,0,0,0,0
"SPU_001914",5,0,0,0,0,"SP-HRH3",124.666666666667,43,0,23,1454,1454,0,124.666666666667,0,0.015818431911967
"SPU_001975",18,0.549754785635184,2.06046329215224,0.485655855422268,1.02464428923587,NA,0,0,0,0,0,0,0,0,0,0
"SPU_002009",6,81.7509236690271,3.2900014524876,1.34313746860169,3.45264477955004,"SP-Z480_1",268,22.6666666666667,0,25.3333333333333,1070,1070,0,268,0,0.0236760124610592
"SPU_002085",6,2.23267622461172,5.46891751114227,2.23267622461172,5.73927694784394,NA,0,0,0,0,0,0,0,0,0,0
"SPU_002114",20,0.966044513204757,2.40578924835497,0.537950829885983,1.12594402704028,NA,0,0,0,0,0,0,0,0,0,0
"SPU_002131",5,2.10186403588722,3.62422681141704,1.62080350324116,4.50007195306136,NA,0,0,0,0,0,0,0,0,0,0
"SPU_002177",8,0.971509971509972,2.39572560757584,0.84701691148957,2.00287673041746,NA,0,0,0,0,0,0,0,0,0,0
"SPU_002219",6,0,0,0,0,"SP-NEFL",92.3333333333333,488.333333333333,297.333333333333,48.3333333333333,25920,4720,21200,92.3333333333333,0.0230345911949686,0.0102401129943503
"SPU_002226",7,0.671182266009853,1.77578136025887,0.671182266009853,1.64232384097784,"SP-SLC39A3",113.333333333333,0,0,0,1235,1235,0,113.333333333333,0,0
"SPU_002252",9,1.70736799688258,2.60890742583691,0.869635808612302,2.00538377078159,"SP-RAB39",7.66666666666667,0,0,0,4222,3578,644,7.66666666666667,0,0
"SPU_002295",14,0,0,0,0,"SP-SEPHS2",157,73.3333333333333,0,89.3333333333333,7879,3886,3993,157,0.0183654729109275,0.0229885057471264
"SPU_002344",9,65.3372288109733,1.74151421565464,0.580504738551548,1.33864632760548,"SP-HYPP_1388",60,392.333333333333,0,171.666666666667,9600,1185,8415,60,0.0466230936819172,0.144866385372714
"SPU_002417",9,1.71648256443578,3.74100955092629,1.2470031836421,2.87559449809144,NA,0,0,0,0,0,0,0,0,0,0
"SPU_002447",19,1.5896329400683,3.43682404278512,0.788461509959539,1.65649616415572,NA,0,0,0,0,0,0,0,0,0,0
"SPU_002449",9,1.22222222222222,3.66666666666667,1.22222222222222,2.81844949858287,NA,0,0,0,0,0,0,0,0,0,0
"SPU_002558",5,0.747417064853334,1.17098971369438,0.523682520154729,1.45397576976124,"SP-SLC17A5",45.6666666666667,281.666666666667,0,235.666666666667,13403,3963,9440,45.6666666666667,0.0298375706214689,0.0594667339557574
"SPU_002587",16,0.813341750841751,2.24667462648751,0.561668656621876,1.19716840291187,"SP-EF1BG",73.3333333333333,1337.66666666667,0,198.666666666667,12329,2405,9924,73.3333333333333,0.134791078866049,0.0826056826056826
"SPU_002688",46,0.887673181123207,1.97395260481256,0.291043433410618,0.586191565543843,NA,0,0,0,0,0,0,0,0,0,0
"SPU_002725",6,0,0,0,0,"SP-HGD",33,412,0,142.333333333333,22337,1610,20727,33,0.0198774545279105,0.0884057971014493
"SPU_002739",7,0.539800366932323,0.939324427074285,0.355031262063827,0.868730202670932,"SP-TMEM26-2",97.6666666666667,130,124.333333333333,57.6666666666667,11783,1200,10583,97.6666666666667,0.0122838514598885,0.0480555555555556
"SPU_002816",8,1.63417832167832,3.10580562464319,1.09806810911626,2.59651848071694,"SP-HB9",170.333333333333,1810.66666666667,1810.66666666667,19.3333333333333,29897,2055,27842,170.333333333333,0.0650336422191892,0.00940794809407948
"SPU_002846",7,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0
"SPU_002862",9,1.81532077327601,2.78305043707226,0.927683479024087,2.13924193879013,"SP-LRR_1",138,0,0,3.33333333333333,3033,3033,0,138,0,0.00109902187053522
"SPU_002877",11,0.116550116550116,0.386553005868927,0.116550116550116,0.259689842888843,"SP-UNKEN3-5DL",65,42.3333333333333,0.666666666666667,44.3333333333333,7341,1548,5793,65,0.00730767017664998,0.0286391042204996
"SPU_002887",8,1.36424522282573,2.54883206235616,0.901148217698866,2.13087692985035,"SP-B4GALT5",58,639.666666666667,0,52.6666666666667,38711,1242,37469,58,0.0170718905406247,0.0424047235641439
"SPU_002894",9,7.44988936031945,7.70264748721594,2.56754916240531,5.92077898584664,NA,0,0,0,0,0,0,0,0,0,0
"SPU_002895",8,1.51707528123575,2.89729177813656,1.0243473316982,2.42219654258791,"SP-PKS1",62,811.333333333333,44.6666666666667,1022.33333333333,13497,9123,4374,62,0.185490016765737,0.112061091015382
"SPU_002899",7,0.571646341463414,1.51243405739211,0.571646341463414,1.39876820759049,"SP-CYP2LF",96.6666666666667,450.666666666667,394,95.3333333333333,885,405,480,96.6666666666667,0.938888888888889,0.235390946502058
"SPU_002991",9,100,0,0,0,NA,0,0,0,0,0,0,0,0,0,0
"SPU_003037",6,15.9183554623806,1.26021242919939,0.514479569841963,1.32251183704173,NA,0,0,0,0,0,0,0,0,0,0
"SPU_003049",6,1.01237601237601,2.47980465815478,1.01237601237601,2.6023953882477,NA,0,0,0,0,0,0,0,0,0,0
"SPU_003107",7,0.385551948051949,0.669847797578304,0.253178669808075,0.619505887610498,"SP-MSY",82,178.333333333333,0,51,8845,2303,6542,82,0.0272597574645878,0.0221450282240556
"SPU_003231",11,99.0478556052327,2.15847945532738,0.650806042819237,1.45008622911298,"SP-CYP17R1",84.3333333333333,3171.66666666667,0,135,6639,1576,5063,84.3333333333333,0.626440186977418,0.0856598984771574
"SPU_003239",6,3.85723514211886,6.35181443698006,2.5931173852408,6.66582044817272,NA,0,0,0,0,0,0,0,0,0,0
"SPU_003312",5,2.67319717601854,4.60639587266903,2.06004286051248,5.71959591656755,"SP-NPC2L_1",46,1690.33333333333,1690.33333333333,67,9381,392,8989,46,0.188044647161345,0.170918367346939
"SPU_003326",7,2.14961275891059,2.86857502832925,1.08421944886989,2.65298941868161,NA,0,0,0,0,0,0,0,0,0,0
"SPU_003345",6,0.0992063492063492,0.243004934799918,0.0992063492063492,0.255018039249634,"SP-DKK1",50.6666666666667,310.333333333333,101,29,3503,2849,654,50.6666666666667,0.474515800203874,0.0101790101790102
"SPU_003354",10,2.36429512516469,4.99726038884917,1.58027248897021,3.5748247300969,"SP-HYPP_1446",103.666666666667,829.666666666667,751.333333333333,120.666666666667,21433,1114,20319,103.666666666667,0.0408320619453057,0.108318372232196
"SPU_003440",5,79.4708601698775,3.95503236346405,1.76874424358346,4.91082129744406,"SP-HYPP_382",501.666666666667,859.666666666667,403.666666666667,55,10091,1872,8219,501.666666666667,0.104595044003731,0.0293803418803419
"SPU_003461",8,0.117924528301887,0.333540934521956,0.117924528301887,0.278847199480281,"SP-UNK",110.333333333333,504.666666666667,0,222,24694,3478,21216,110.333333333333,0.0237870789341378,0.0638297872340425
"SPU_003649",10,1.03303483083473,2.18015261279206,0.689424790319006,1.55958722763079,"SP-Z103",138.333333333333,242,8.33333333333333,39.6666666666667,8677,512,8165,138.333333333333,0.0296387017758726,0.0774739583333333
"SPU_003698",10,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0
"SPU_003776",33,0.446833890230116,1.60310208629395,0.279064253439739,0.568435282799206,NA,0,0,0,0,0,0,0,0,0,0
"SPU_003798",12,1.31956469456469,3.21664604851815,0.92856573099985,2.04375939410031,NA,0,0,0,0,0,0,0,0,0,0
"SPU_003803",6,1.35281385281385,3.31370365636253,1.35281385281385,3.47751871704047,"SP-PPAT",106.333333333333,79,0,187.333333333333,7966,1556,6410,106.333333333333,0.0123244929797192,0.120394173093402
"SPU_003825",12,1.42845884749933,3.35043781201268,0.967188086334311,2.12876662503925,"SP-14-3-3E",97.3333333333333,1533.33333333333,1342,87,26008,3648,22360,97.3333333333333,0.0685748360166965,0.0238486842105263
"SPU_003832",6,0.803329461866047,1.96774727691641,0.803329461866047,2.06502412270435,"SP-GLYT",104.333333333333,1207.66666666667,1207.66666666667,0,38135,1813,36322,104.333333333333,0.0332489033276435,0
"SPU_003841",46,0.887673181123207,1.97395260481256,0.291043433410618,0.586191565543843,NA,0,0,0,0,0,0,0,0,0,0
"SPU_003854",7,0.65065065065065,1.72145981200399,0.65065065065065,1.59208478803226,"SP-HP_LOC203522",105.666666666667,200.333333333333,0,24,81562,1052,80510,105.666666666667,0.00248830373038546,0.0228136882129278
"SPU_003913",7,98.4827484122793,2.86669420310297,1.08350856375442,2.65124994546776,"SP-OAT",65.3333333333333,485.666666666667,18.6666666666667,150,11146,1238,9908,65.3333333333333,0.049017628852106,0.121163166397415
"SPU_003941",7,11.2356854967692,4.1579211508433,1.57154647659241,3.84543569819908,"SP-SLC15A4",47.6666666666667,110,0,36.3333333333333,7850,2042,5808,47.6666666666667,0.0189393939393939,0.0177930133855697
"SPU_004014",6,0.0656167979002625,0.16072767341097,0.0656167979002625,0.168673348795034,"SP-CLECT_101",18.6666666666667,72.3333333333333,72.3333333333333,0,18755,733,18022,18.6666666666667,0.00401361299152887,0
"SPU_004062",6,1.17724867724868,2.8836585596257,1.17724867724868,3.02621406576233,"SP-SFRP3/4I",84,556.333333333333,249.333333333333,217.333333333333,18989,2338,16651,84,0.033411406722319,0.0929569432563445
"SPU_004138",5,0.588235294117648,1.31533410441164,0.588235294117648,1.63320300305753,NA,0,0,0,0,0,0,0,0,0,0
"SPU_004158",7,0.0965250965250966,0.25538140068191,0.0965250965250966,0.236188402620171,NA,0,0,0,0,0,0,0,0,0,0
"SPU_004179",5,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0
"SPU_004215",9,2.18215565796211,4.42135026152819,1.4737834205094,3.39855066209001,"SP-HYPP_405",33.3333333333333,75.3333333333333,0,28,17554,2354,15200,33.3333333333333,0.00495614035087719,0.0118946474086661
"SPU_004306",13,1.67429169503687,3.59678966991952,0.997569967842617,2.17351824442622,"SP-HYPP_411",66.6666666666667,250,137.333333333333,6,23535,2287,21248,66.6666666666667,0.011765813253012,0.00262352426759948
"SPU_004315",10,5.58895012241954,4.27960851692513,1.35333104073387,3.06144750743326,NA,0,0,0,0,0,0,0,0,0,0
"SPU_004364",9,1.5860819352358,3.14729222943367,1.04909740981122,2.41922296525666,"SP-HYPP_1516",141.333333333333,1341.66666666667,297,213.333333333333,2939,1342,1597,141.333333333333,0.840116885827593,0.158966716343766
"SPU_004383",15,0.671957671957672,1.79604386209573,0.46373653113032,0.994615938669491,"SP-ENTPD4",77,197,0,113.666666666667,10294,1746,8548,77,0.0230463266261114,0.0651011836578847
"SPU_004452",7,81.7672150227302,20.7827205113133,7.85513000575658,19.2208107033702,NA,0,0,0,0,0,0,0,0,0,0
"SPU_004458",5,6.841179941328,10.5421189539987,4.71457892160603,13.0897695699618,NA,0,0,0,0,0,0,0,0,0,0
"SPU_004467",20,0.704085982218975,2.34770204881176,0.524962137205863,1.09875838082547,"SP-ZADH1",39.6666666666667,658.333333333333,658.333333333333,62,6169,1115,5054,39.6666666666667,0.130259860176758,0.0556053811659193
"SPU_004472",9,0.493036720861184,1.04740288793511,0.349134295978369,0.805105130267715,"SP-HYPP_1527",177.666666666667,0,0,0,1526,1526,0,177.666666666667,0,0
"SPU_004506",7,2.00838894116205,3.51242534162725,1.3275719932324,3.2484516434885,"SP-SLC7A11_2",63,82.3333333333333,0.333333333333333,37.6666666666667,1490,1490,0,63,0,0.0252796420581655
"SPU_004540",5,0,0,0,0,"SP-HSP70BP",105.666666666667,125,0,62,10518,1219,9299,105.666666666667,0.0134423056242607,0.0508613617719442
"SPU_004603",8,1.89607724461425,3.56087576503861,1.25895970021082,2.97696663889648,"SP-NEURMDNULR",108.666666666667,0,0,0,1759,1056,703,108.666666666667,0,0
"SPU_004649",9,2.95763656633221,6.93419365007323,2.31139788335774,5.33009307712511,NA,0,0,0,0,0,0,0,0,0,0
"SPU_004657",6,0.724946695095948,1.77574949370209,0.724946695095948,1.86353480621822,"SP-DTLH",95.6666666666667,28,0,35.6666666666667,6636,2332,4304,95.6666666666667,0.00650557620817844,0.0152944539736993
"SPU_004661",11,0.709459459459459,2.35301083099538,0.709459459459459,1.5807741855308,NA,0,0,0,0,0,0,0,0,0,0
"SPU_004682",17,2.36212814640033,4.46443488768828,1.08278450591949,2.29540061201339,"SP-AP3B2-2",78.6666666666667,819.666666666667,687,61.3333333333333,6743,1072,5671,78.6666666666667,0.144536530888144,0.0572139303482587
"SPU_004684",5,73.6545740510932,4.42176079166359,1.97747154208061,5.49034118367765,NA,0,0,0,0,0,0,0,0,0,0
"SPU_004699",5,96.1283358600518,4.21617319544808,1.88552997398688,5.23507046697961,NA,0,0,0,0,0,0,0,0,0,0
"SPU_004726",5,1.49625602482784,1.17191093866966,0.524094504488191,1.4551196216473,"SP-SR/LRR/GPCR_2",61.6666666666667,434.333333333333,0,176.666666666667,20206,2887,17319,61.6666666666667,0.0250784302403911,0.0611938575222261
"SPU_004756",15,99.8333333333333,0.645497224367903,0.166666666666667,0.357464447986301,"SP-FN3F_23",109.333333333333,885,842,59,238751,334,238417,109.333333333333,0.00371198362532873,0.176646706586826
"SPU_004767",19,0.621646573741635,1.99142266308083,0.456863691697156,0.959834999272442,"SP-OTOP2L",148.333333333333,856.666666666667,609.666666666667,184,5994,1372,4622,148.333333333333,0.185345449300447,0.134110787172012
"SPU_004785",11,1.89633041925062,4.40327360359935,1.32763694476501,2.95815945796328,"SP-GDI1",121.333333333333,230.666666666667,8,58,11448,1721,9727,121.333333333333,0.0237140605188307,0.0337013364323068
"SPU_004811",6,5.12680603963498,5.02923353471133,2.05317599288943,5.27785691268613,"SP-POLPPL_39",6.33333333333333,75.6666666666667,23.6666666666667,177.666666666667,6929,6514,415,6.33333333333333,0.182329317269076,0.0272745880667281
"SPU_004813",6,1.49543932125513,1.75591793553366,0.716850495376454,1.84272286228161,"SP-SLC25A5",16,880.666666666667,60,51.3333333333333,4940,896,4044,16,0.217771183646555,0.0572916666666667
"SPU_004922",5,0.241755069639893,0.334385013731777,0.149541524272291,0.415193833089619,NA,0,0,0,0,0,0,0,0,0,0
"SPU_004924",12,0.462041226747109,1.32220256508593,0.381687003437787,0.840087430366416,"SP-WNT10",77.6666666666667,747.333333333333,71.3333333333333,207.666666666667,20708,1127,19581,77.6666666666667,0.0381662495956965,0.184265010351967
"SPU_004943",5,0.434782608695652,0.972203468478169,0.434782608695652,1.20715004573817,"SP-DSCR3",10.3333333333333,68,0,69.6666666666667,9358,1245,8113,10.3333333333333,0.00838160976211019,0.0559571619812584
"SPU_004956",15,0.864983998858516,2.76122090931757,0.712944173132444,1.52911317176303,NA,0,0,0,0,0,0,0,0,0,0
"SPU_005055",6,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0
"SPU_005067",8,98.6219280794054,2.0576217395546,0.727479142577957,1.72021482306776,NA,0,0,0,0,0,0,0,0,0,0
"SPU_005108",8,0.868779398377811,1.48775063659874,0.525999281926785,1.24379065836447,"SP-HYPP_1565",55,0,0,0,2477,1210,1267,55,0,0
"SPU_005154",9,0,0,0,0,"SP-SRCR41",55.3333333333333,0,0,25,7646,2356,5290,55.3333333333333,0,0.0106112054329372
"SPU_005157",8,1.41136162687887,2.621594329879,0.926873564088821,2.19170770780467,"SP-FPGS_6",25.3333333333333,0,0,0,8615,1594,7021,25.3333333333333,0,0
"SPU_005159",11,2.05165253993453,3.37972545407146,1.01902556596078,2.27053045468451,"SP-CHST2L_4",83.3333333333333,166.333333333333,148,134,1223,1223,0,83.3333333333333,0,0.109566639411284
"SPU_005171",7,1.00281491907108,2.65319888688743,1.00281491907108,2.45379970998,"SP-HOX6",168.666666666667,952,608,67,19658,963,18695,168.666666666667,0.0509227066060444,0.0695742471443406
"SPU_005182",8,1.06639508290452,2.72304859437343,0.962743063290976,2.27652559551057,"SP-064",89.3333333333333,1190.33333333333,101.333333333333,303.333333333333,23831,1906,21925,89.3333333333333,0.0542911440516914,0.159146554739419
"SPU_005234",13,0.16025641025641,0.577812704401279,0.16025641025641,0.349168722703081,"SP-ASTACIN7",61.6666666666667,63,0,65.3333333333333,6531,2840,3691,61.6666666666667,0.0170685451097264,0.0230046948356807
"SPU_005243",7,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0
"SPU_005264",7,0,0,0,0,"SP-PDELLA",91.6666666666667,3283,513,270.333333333333,96700,3332,93368,91.6666666666667,0.0351619398509125,0.0811324529811925
"SPU_005268",6,1.28968253968254,3.15906415239894,1.28968253968254,3.31523451024525,"SP-HIGD1A",20.3333333333333,19.6666666666667,0,9.33333333333333,1523,306,1217,20.3333333333333,0.01615995617639,0.0305010893246187
"SPU_005368",16,0.711201516367264,1.77385109156515,0.443462772891286,0.94521852575181,NA,0,0,0,0,0,0,0,0,0,0
"SPU_005372",5,3.37214509628303,4.70639353584262,2.10476317500194,5.8437594148347,"SP-HYPP_445",11.6666666666667,143.333333333333,0,83.6666666666667,9455,1916,7539,11.6666666666667,0.0190122474245037,0.0436673625608907
"SPU_005379",11,48.0823808979716,1.60531727033951,0.48402136865397,1.07846681668948,"SP-POLPPL_45",4,0,0,18.6666666666667,4991,4459,532,4,0,0.00418628990057562
"SPU_005402",13,0.701542047695894,2.0227147906189,0.561000145631989,1.22231431474816,NA,0,0,0,0,0,0,0,0,0,0
"SPU_005561",6,98.5719742385042,2.21480234863813,0.904189272546865,2.32429251998618,NA,0,0,0,0,0,0,0,0,0,0
"SPU_005590",5,1.84790334044065,4.13203748507424,1.84790334044065,5.13060218444511,"SP-SLC23A1_1",2,6,0,0,14018,1174,12844,2,0.000467144191840548,0
"SPU_005613",6,11.7392411510059,15.5486040587528,6.34769102608531,16.3172592498865,"SP-TITIN",123.666666666667,527,0,1415.33333333333,60939,22615,38324,123.666666666667,0.0137511741989354,0.0625838307907731
"SPU_005617",5,2.02020202020202,4.51730904545412,2.02020202020202,5.60898001050059,"SP-SLC16A1L",119.666666666667,729,82.6666666666667,396,13403,3708,9695,119.666666666667,0.0751933986591026,0.106796116504854
"SPU_005648",5,0.625610948191594,1.3989086076245,0.625610948191594,1.7369744548647,"SP-BHMT-9",75.6666666666667,172,0,159.333333333333,5973,1069,4904,75.6666666666667,0.0350734094616639,0.149048955410041
"SPU_005683",6,2.23267622461172,5.46891751114227,2.23267622461172,5.73927694784394,"SP-HYPP_1597",98.6666666666667,368.333333333333,0,110.666666666667,15589,1031,14558,98.6666666666667,0.025301094472684,0.107339152925962
"SPU_005721",20,1.21562422214043,2.4240186064144,0.542027038266691,1.13447562923188,"SP-ECHN23",156,766.333333333333,110.333333333333,98.6666666666667,16063,1265,14798,156,0.0517862774248772,0.0779973649538867
"SPU_005724",6,1.52777777777778,3.74227599591875,1.52777777777778,3.92727780444437,"SP-CUBN-5",0.666666666666667,172.666666666667,0,12.3333333333333,18670,1375,17295,0.666666666666667,0.00998361761588127,0.00896969696969697
