"geneid","int_meth_logFC","int_meth_logCPM","ex_meth_logFC","ex_meth_logCPM","GE_logFC","GE_logCPM","common_name","peak_density_TSS","peak_density_Introns","peak_density_Intron1","peak_density_Exons","gene_len","exon_len","intron_len","TSS_dens_norm","intron_dens_norm","exon_dens_norm"
"SPU_000308",0.281014631596484,6.21727711572642,-0.520418135388262,4.09829438979094,-0.0305242151313234,3.66901354637891,"SP-RHOGAP24L2",33.3333333333333,982,477.333333333333,246.666666666667,27456,2353,25103,33.3333333333333,0.0391188304186751,0.104830712565519
"SPU_000313",0.656952079300253,5.27546222059914,-1.08804263002535,4.89162967931211,0.0787558913375589,4.89769128870761,"SP-VPS37HA",80,179.333333333333,0,130.333333333333,8924,1219,7705,80,0.0232749296993294,0.106918238993711
"SPU_000316",-0.973960907799782,3.36211851336342,-1.05201105687196,5.04267052658084,0.100353443049315,4.82112412394607,"SP-INPP4B",25.6666666666667,695,4.66666666666667,323.333333333333,31934,3264,28670,25.6666666666667,0.0242413672828741,0.0990604575163399
"SPU_000346",-0.332115750721049,2.00023568066752,0.517798285450046,4.03205965813445,0.36376518582492,0.168955556641671,"SP-CLECT/FN3_17",1.66666666666667,1335.33333333333,6.66666666666667,291.666666666667,38343,3713,34630,1.66666666666667,0.0385600154009048,0.0785528323906994
"SPU_000356",-0.668426672226457,5.04896346390956,0.162977131680553,4.98666542592797,0.290504061243535,1.27976621254024,"SP-SLC16A6L",56.6666666666667,46,0,30.3333333333333,4383,1523,2860,56.6666666666667,0.0160839160839161,0.0199168308163712
"SPU_000372",-0.41734640485802,5.63141699514712,0.258866118698309,5.00693711998082,0.18405847539421,3.06386267226642,"SP-HYPP_1256",31,120.333333333333,29,108.333333333333,3268,993,2275,31,0.0528937728937729,0.109097012420275
"SPU_000396",0.132705671569425,4.39882922421625,0.522481749236583,5.24468943845815,-0.378601910532967,3.13740051344373,"SP-HYPP_300",49,10,0,38.6666666666667,7584,2941,4643,49,0.00215377988369589,0.0131474555139975
"SPU_000435",0.170912717346128,2.01968259748052,-0.322396320743041,3.43328342123169,0.494801077685484,2.05950078892857,"SP-MLCKL",39.6666666666667,759,0,245.333333333333,30851,3688,27163,39.6666666666667,0.0279424216765453,0.0665220535068691
"SPU_000439",-1.09575269196859,1.57089239705791,0.484936601661946,7.28382487921866,0.263249487643953,8.17152925275242,"SP-P58-A",131,1594.33333333333,839.666666666667,321,28702,2618,26084,131,0.0611230383887952,0.122612681436211
"SPU_000441",-0.00554608036206367,4.76294195946977,0.260356524956777,6.47779531458929,0.718269546225855,7.69707060503224,"SP-IGCAM/IGCAM",16.6666666666667,475.333333333333,0,240,19786,5077,14709,16.6666666666667,0.0323158157137354,0.0472720110301359
"SPU_000468",0.0808756901369363,4.9638425612348,-0.281913145393223,5.61951588445693,-0.163183246675864,3.02395283908266,"SP-PLK2",37,586.333333333333,9,187.333333333333,25524,1884,23640,37,0.0248025944726452,0.0994338287331918
"SPU_000471",1.38932102235936,2.60078263762007,0.31746900900104,9.17646281236469,-0.258273140211925,2.26641296367909,"SP-RDH10_1",60.6666666666667,31,0,17,4376,1175,3201,60.6666666666667,0.00968447360199937,0.014468085106383
"SPU_000514",-0.278648590110947,5.01907392589567,0.137332318016224,6.63728483646341,0.0200339439683441,6.98434139811336,"SP-KSR1",78.6666666666667,1083.66666666667,74.6666666666667,323.666666666667,40717,4953,35764,78.6666666666667,0.0303004883868322,0.0653476007806716
"SPU_000545",-0.553697998775739,7.9970161083138,-0.905174593319712,7.11662516015466,-0.133331783632278,4.78836993986201,"SP-GTF3C1L",85.6666666666667,338.333333333333,0.666666666666667,279.333333333333,22922,5405,17517,85.6666666666667,0.0193145706076002,0.0516805427073697
"SPU_000555",-0.229061691585931,9.98248600842618,-3.82578828099961,3.87032340740033,-0.21251182094051,2.90113838383062,"SP-C20ORF7L",88,3277.33333333333,0,70.3333333333333,38570,1247,37323,88,0.0878100188445016,0.0564020315423683
"SPU_000563",0.756015437362956,6.12671037754916,-1.16173680174917,6.3674339714615,-0.18208857928418,5.07612024691888,"SP-CDKL2",96.6666666666667,490.666666666667,0,115.666666666667,37301,3244,34057,96.6666666666667,0.0144072192696558,0.0356555692560625
"SPU_000565",-0.454209645238988,2.09687488192534,0.727850548210314,4.67283634439939,0.118349719722505,5.35459980039003,"SP-HYPP_307",4.33333333333333,9.66666666666667,0,14,11981,3520,8461,4.33333333333333,0.0011424969467754,0.00397727272727273
"SPU_000590",-0.0909184821695208,5.38573924534627,-0.774121803380145,5.35207827101727,-0.228802619085178,4.71080680635063,"SP-ADHFE1",44,254.333333333333,0,18,17494,1472,16022,44,0.0158740065742937,0.0122282608695652
"SPU_000621",-0.149588496114695,4.83133851838767,-0.575461532792094,5.30261634823672,-0.375115321826053,9.13511549260616,"SP-LRP1L_1",62.6666666666667,1270.33333333333,0,260.666666666667,24520,2075,22445,62.6666666666667,0.056597608970075,0.125622489959839
"SPU_000645",0.385596495572143,7.5575875228144,0.550214266944853,6.76272643281265,-0.26540028158284,3.79144298884827,"SP-CYP27L_1",165.333333333333,960.333333333333,960.333333333333,0,40039,1545,38494,165.333333333333,0.0249476108830813,0
"SPU_000680",0.384032867581725,3.77290083191367,-0.765568985057054,2.81235897471783,0.0322826339353284,5.52751546965181,"SP-ADAM/TS6/10L1",51,947,0,40.6666666666667,41167,2051,39116,51,0.0242100419265774,0.0198277263123679
"SPU_000687",-2.17262671684145,3.92945560063198,-4.54497505739781,2.94327832498058,-0.484845122161817,2.570792215281,"SP-AMBRA1",34,12.6666666666667,0,28,18105,2460,15645,34,0.000809630339831682,0.0113821138211382
"SPU_000692",-1.07148738908104,2.28541782097247,0.578075292406058,5.79860386834423,-0.405992091739236,1.14955809786194,"SP-UGT2B17",62.3333333333333,37.3333333333333,0,15.3333333333333,9358,1977,7381,62.3333333333333,0.00505803188366527,0.00775585904569213
"SPU_000712",1.98101983358166,2.84124727603777,-0.401362139342234,7.52706175231584,0.36484948828369,7.58836358209562,"SP-HYPP_1283",79,86,0,5,8025,1349,6676,79,0.0128819652486519,0.00370644922164566
"SPU_000765",1.07993492896703,3.43681029256664,1.11871845223649,8.68473854712712,0.329768298131821,1.22676627624015,"SP-CHRNA9L_2",42.3333333333333,1394.66666666667,903.666666666667,298.333333333333,19315,1795,17520,42.3333333333333,0.0796042617960426,0.166202414113278
"SPU_000791",-1.88475750115031,3.55633047291801,-0.784001562025439,7.38698899979223,-0.558027746151437,1.185637149746,"SP-IDS_5",30,0,0,0,2507,713,1794,30,0,0
"SPU_000830",-1.13076769071616,4.22517985401199,-0.396208114617927,4.99767963852413,-0.0295979848982353,6.04968781417657,"SP-GSS",50,214.333333333333,0,65.6666666666667,4427,2506,1921,50,0.111573833073052,0.0262037776004256
"SPU_000832",-0.0670864271490511,4.44752348953056,0.0295386848396844,4.90142564040217,0.177675150516435,6.69697019672952,"SP-MYV",73.6666666666667,779.333333333333,220.333333333333,163.666666666667,52670,6375,46295,73.6666666666667,0.0168340713539979,0.0256732026143791
"SPU_000869",-0.355858746112034,3.89018228118616,-2.65668957404557,4.00966560344667,-0.0190388465684926,5.42983171481249,NA,0,0,0,0,0,0,0,0,0,0
"SPU_000891",1.6928435903063,2.9383446607197,0.642534826973075,6.66387128693603,0.67860716495303,1.97699164101874,NA,0,0,0,0,0,0,0,0,0,0
"SPU_000920",0.116080011664295,5.93915349467366,-0.0526205909807652,6.93425979511641,-0.137893812935842,3.79071633046708,NA,0,0,0,0,0,0,0,0,0,0
"SPU_000952",0.316728289289445,7.18310229161142,0.512195357553264,5.38228914060205,-0.089792972194181,2.8103359929396,"SP-CABLES1",9,215.333333333333,124.333333333333,117.666666666667,14820,1658,13162,9,0.0163602289419035,0.0709690390028146
"SPU_000969",0.892569285293353,2.64242026855317,1.2045978036844,4.49062705211357,-0.292928384725858,2.14250726410898,NA,0,0,0,0,0,0,0,0,0,0
"SPU_000971",0.486110637909978,5.14299466206185,1.19644793780866,4.63801942860483,-0.113395535736838,4.86642838643371,"SP-SLC6A2_1",80,1583,760.666666666667,210,33180,1605,31575,80,0.0501346001583531,0.130841121495327
"SPU_001041",-0.426978036379855,6.96545878921667,-0.512068550702213,6.44957898566264,0.277787545579556,4.95167888801459,"SP-B3GALT1_16",62,1093.33333333333,175.666666666667,179,123293,2431,120862,62,0.00904612974577066,0.0736322501028383
"SPU_001087",-0.214690448333314,5.81735979773312,2.05943364185566,4.99205014620927,0.061026450480633,5.41474956017774,"SP-UBLCP1",38.3333333333333,36.3333333333333,0,14.3333333333333,6520,2257,4263,38.3333333333333,0.00852294940964892,0.00635061290798996
"SPU_001128",-1.30534364770563,4.23925224649893,-3.53497355981452,5.14616720400533,-0.72775583474172,1.15785395107245,"SP-NIT2",57,31.3333333333333,0,0,27926,453,27473,57,0.00114051371649741,0
"SPU_001138",-0.0937959264629545,7.270767764365,-0.358216945482928,4.85755245927706,0.0162875359635679,10.1123567210929,"SP-CARA14LA",87.3333333333333,1240.33333333333,1240.33333333333,0,40545,990,39555,87.3333333333333,0.031357181982893,0
"SPU_001181",1.33795378679713,2.70669123637351,-0.738694218807312,2.91531594735989,0.27761837993689,1.17159379543073,"SP-GGT1",77.6666666666667,370,359.333333333333,12.3333333333333,30295,1915,28380,77.6666666666667,0.0130373502466526,0.00644038294168842
"SPU_001198",-0.959651824541512,2.25992127447037,1.06036234917905,4.9170390849658,0.235414156751719,7.33913602414204,"SP-SETA",123.666666666667,827.666666666667,0,212.333333333333,32712,5268,27444,123.666666666667,0.0301583831317106,0.040306251581878
"SPU_001211",1.96797677515784,3.45414212158768,-0.925523944205687,5.25631928006386,0.0665477041847645,5.42348528004035,"SP-SLC16A9",103,698.333333333333,417.666666666667,304,13818,2681,11137,103,0.0627038999132022,0.113390525923163
"SPU_001250",0.0295251352214529,8.10550293258625,0.813026904337757,5.29884142409614,-0.103669971345131,6.427042961695,"SP-SEPT2",87,92.6666666666667,0,54.3333333333333,16181,853,15328,87,0.00604558107167711,0.0636967565455256
"SPU_001263",-2.56316392225726,1.35201325177193,-2.7682533787326,5.00818065391973,-0.121820357836597,4.00721401450247,"SP-THADA",226.666666666667,7292.66666666667,0,1145.66666666667,19362,5424,13938,226.666666666667,0.523221887406132,0.211221730580138
"SPU_001264",-1.24960678490961,3.67636176407337,-1.13131500359417,4.69682749708323,-0.103040072699289,4.52560102586059,"SP-PYG",136,110.666666666667,30,29.6666666666667,23002,1964,21038,136,0.00526032259086732,0.0151052274270197
"SPU_001288",-2.27506606002639,1.4046404243831,0.556532110757004,7.27671610888128,-0.174328993677198,4.1462681767131,"SP-RAB31",13.3333333333333,57.3333333333333,48.3333333333333,44.6666666666667,8399,1326,7073,13.3333333333333,0.00810594278712475,0.0336852689793866
"SPU_001352",-0.723579925187002,2.72884064848756,0.724375143126881,7.32722648346349,0.0301484299161677,6.16169431508403,"SP-GGNBP2",45.3333333333333,388,0,392.666666666667,19859,3403,16456,45.3333333333333,0.023578026251823,0.115388382799491
"SPU_001393",-0.462657792852744,5.65054350764713,-1.1657978385396,4.32543190890093,-0.0856854654566318,4.07321977975221,NA,0,0,0,0,0,0,0,0,0,0
"SPU_001396",-0.370325375114306,5.12004830073819,0.544672762868875,3.46183429166705,0.0975705342868149,4.1321612533997,"SP-JIP3_2",85.3333333333333,928,215.666666666667,54.6666666666667,45259,1261,43998,85.3333333333333,0.0210918678121733,0.0433518371662702
"SPU_001454",-0.375223949582333,1.96015291978808,1.19699754359115,6.35861474566261,-0.266634254211384,6.64404033385957,"SP-FAT",168,1187,1187,323,56807,6607,50200,168,0.0236454183266932,0.0488875435144544
"SPU_001457",0.889316168937645,4.5797485795799,1.09682378268157,4.51712494574707,-0.100109230062955,3.66670662955454,NA,0,0,0,0,0,0,0,0,0,0
"SPU_001480",-1.24508411497514,4.38777229562689,0.157896013029671,4.8492020058477,-0.169136139799157,3.19578519959397,NA,0,0,0,0,0,0,0,0,0,0
"SPU_001496",-2.72268186236133,2.5168035936187,-1.18166698009856,4.34032406449357,-0.00635063791274377,4.33714027233422,"SP-DNAJHC1",39.3333333333333,198,0,199,12770,1927,10843,39.3333333333333,0.0182606289772203,0.103269330565646
"SPU_001498",-0.322357689226549,6.22904613658846,-0.00130187028248977,3.03863803586793,-0.0342701889714129,5.7483534960639,"SP-MLLT",60.3333333333333,501.666666666667,80,517,22911,6197,16714,60.3333333333333,0.0300147580870328,0.0834274649023721
"SPU_001518",0.206335119011109,7.80940463460645,0.291215931711123,6.98223538572535,0.215646256260828,8.13896401638735,"SP-ABCC9F",54.3333333333333,1479.66666666667,0,335.333333333333,44374,5008,39366,54.3333333333333,0.037587427390811,0.0669595314164004
"SPU_001532",-0.27983056557215,3.63393639958117,-0.277906196866383,5.73877574143717,-0.10453974018273,2.69846838695929,"SP-FIBA",82,545.333333333333,159.666666666667,99.6666666666667,37083,3387,33696,82,0.0161839189616967,0.0294262375750418
"SPU_001539",1.17906142683839,2.84696545158798,0.742776715924675,5.73804914760945,0.00707355954031346,5.79022595054927,NA,0,0,0,0,0,0,0,0,0,0
"SPU_001545",-0.412343255120391,6.72220288356416,-2.00816640008012,6.99899684494611,-1.28179433173592,0.54445263457325,"SP-SPCAT3L",83.3333333333333,136,0,10.3333333333333,26774,4922,21852,83.3333333333333,0.00622368661907377,0.00209941758092916
"SPU_001555",-0.712241116013598,3.15203239928357,0.272473154327861,6.97591181977841,-0.154749480685678,2.70618254888681,"SP-INTURNED",46.6666666666667,8,0,0,17554,2499,15055,46.6666666666667,0.00053138492195284,0
"SPU_001557",1.14999795753841,3.74697518344632,0.333208155439579,4.78752926719487,-0.414876996726655,1.87210187260826,"SP-HYPP_1336",116.666666666667,242.666666666667,0,100.666666666667,10516,930,9586,116.666666666667,0.0253146950413798,0.108243727598566
"SPU_001570",0.297108700604319,3.41984861882145,-0.0759540652003462,5.52927559471447,0.0607096503898573,6.15592325470651,"SP-THTPA",145.333333333333,342.666666666667,342.666666666667,18,18040,2137,15903,145.333333333333,0.0215472971556729,0.0084230229293402
"SPU_001572",1.8879608273923,1.78868458235553,0.271205635079498,4.93523683839717,-0.047891438472993,5.6981562623728,NA,0,0,0,0,0,0,0,0,0,0
"SPU_001584",-0.363408971126734,2.29576696784179,-0.269077681333262,5.72402188394343,-0.189054262731088,6.19624794292476,"SP-AIRC",112,391.666666666667,81.6666666666667,297.666666666667,9139,1273,7866,112,0.0497923552843461,0.233830845771144
"SPU_001599",0.0655719829425318,4.0653451713197,-0.980888044486654,4.692990537257,0.0616170965251661,5.30903878006948,NA,0,0,0,0,0,0,0,0,0,0
"SPU_001633",-3.26058179303321,3.51135503239515,1.11950724142708,4.52982990728936,-0.0820284533985803,3.00392672691501,"SP-UNK_109",40.6666666666667,96,0,0,9108,515,8593,40.6666666666667,0.0111718840917025,0
"SPU_001638",1.44503584344923,5.03396746168471,0.104326605903471,7.81695502171997,-0.129841638027659,5.14767099557031,"SP-THROMBA1",84.3333333333333,1931.33333333333,526,279,53536,4924,48612,84.3333333333333,0.0397295592309169,0.0566612510154346
"SPU_001643",0.489473987568596,4.91943235983653,-0.268882639121988,8.37934291413222,0.476869377882691,1.07472874531293,"SP-C20ORF152L_1",20.3333333333333,263,0,137.333333333333,21031,3125,17906,20.3333333333333,0.0146878141405116,0.0439466666666667
"SPU_001669",0.475150933773295,4.01353372295809,0.49946966572546,6.08261373849028,0.0756496147497554,2.52183146623815,"SP-SLC4A11",164.333333333333,1673.66666666667,817,72,114467,1929,112538,164.333333333333,0.0148720136013317,0.0373250388802488
"SPU_001739",0.567945710102215,6.89201396550541,0.638292241302149,8.13912974015151,0.0807398930183673,5.98643770255307,NA,0,0,0,0,0,0,0,0,0,0
"SPU_001754",-0.118609590139856,5.65814536816592,1.03139499549138,4.81970406456373,0.81435348094921,0.0548984571081338,"SP-ECHN18",13.3333333333333,34,0,0,21684,1526,20158,13.3333333333333,0.00168667526540331,0
"SPU_001762",1.04963386399736,3.45089918825045,-1.71901955652691,4.67668651283989,-0.157583187224099,4.20511241198733,"SP-HYPP_338",87,233.333333333333,6.66666666666667,184.666666666667,8504,2854,5650,87,0.0412979351032448,0.064704508292455
"SPU_001768",0.757364628609151,4.92482403772581,1.27250704911631,6.70642679301591,-0.291303034603583,4.82299163235394,"SP-LAMB2LF",128,653.666666666667,0,497.666666666667,23202,5470,17732,128,0.0368636739604482,0.0909811090798294
"SPU_001785",0.615252672935542,5.87462169132289,0.149574543234153,6.42459021819667,-0.106707596117986,9.04085953709274,"SP-EGGBR1L",111.333333333333,582.333333333333,0,310,18537,4419,14118,111.333333333333,0.0412475799216131,0.0701516180131251
"SPU_001797",-0.250622215829269,5.14177551019667,0.056194388001734,7.58153778835091,-0.586459709216009,3.77455148246412,"SP-MACPFC.2",89.6666666666667,757.666666666667,0,161.666666666667,18533,2180,16353,89.6666666666667,0.0463319676308119,0.0741590214067278
"SPU_001799",-0.0401267996281662,4.8580362985685,-0.110103461521612,6.53258941894739,-0.10327417609401,7.53596987056612,"SP-OTOF",38.3333333333333,2963.33333333333,66.6666666666667,869,76829,4581,72248,38.3333333333333,0.0410161296275791,0.189696572800699
"SPU_001876",-0.0545716804303147,7.71475147750189,-0.479422403391788,7.78962101259314,0.291984670517198,2.72358404986445,"SP-HYPP_1351",71.3333333333333,357.333333333333,239.666666666667,69.6666666666667,17247,1367,15880,71.3333333333333,0.0225020990764064,0.0509631797122653
"SPU_001892",-0.540302415925689,4.7107448340918,-0.400054394588351,3.2992197154235,-0.00963484838220394,3.16031516413441,"SP-SEMA6D",31.6666666666667,843.666666666667,128.333333333333,364.666666666667,18861,1465,17396,31.6666666666667,0.0484977389438185,0.248919226393629
"SPU_001937",-0.117034257707395,4.34445223492709,-0.365025804313804,5.53154264288219,0.108329789887387,4.30441265284647,"SP-Z19",27.3333333333333,178,9,343,14776,3583,11193,27.3333333333333,0.0159027963906013,0.0957298353335194
"SPU_001955",2.01584302618648,3.38902902242379,0.214669145738724,5.00615163794901,-0.383341890990864,0.550821082673425,"SP-HYPP_1359",38.6666666666667,38.6666666666667,0,6,4287,937,3350,38.6666666666667,0.0115422885572139,0.0064034151547492
"SPU_001956",0.295038235991979,5.27970239045633,-0.300373516213277,7.36238332142711,0.307818245579247,2.9639998169419,"SP-CNGA3",95,392,392,0,21699,2569,19130,95,0.0204913748039728,0
"SPU_001958",3.77962548112458,3.56279703647952,-1.4053941843218,5.19603047898622,-0.219150346996817,1.50558787170455,NA,0,0,0,0,0,0,0,0,0,0
"SPU_001968",0.481164514930752,7.00844921341736,0.999028286129098,4.7628708650466,-0.187538117512199,1.30457610518526,NA,0,0,0,0,0,0,0,0,0,0
"SPU_002024",-2.52542212035813,3.14247826450833,-0.0105757059401627,5.58306817934096,0.110446287587424,6.89940253770366,NA,0,0,0,0,0,0,0,0,0,0
"SPU_002025",-0.106445122392031,6.96360081781266,4.43704510097468,5.61816550315067,-0.482732825119414,3.00205528227878,"SP-AGRIN/NT",182,1289,1289,67.3333333333333,76186,1984,74202,182,0.0173714994205008,0.0339381720430108
"SPU_002080",-0.194413861783522,5.78515235025897,0.596633597178308,7.02091093895012,0.0405739888855981,-0.111148672689621,"SP-NOTCHL_8",33.3333333333333,773.666666666667,122,331,17349,3430,13919,33.3333333333333,0.0555834949828771,0.0965014577259475
"SPU_002120",-2.20368410048442,2.30828358693408,-1.34860511621892,5.0297125619819,0.268971695260216,3.0225221013903,NA,0,0,0,0,0,0,0,0,0,0
"SPU_002155",-0.148868830230595,5.15491837246551,0.408408782798831,4.01320949840401,-0.000469201134585885,3.06431321935216,"SP-PPPL_738",31.3333333333333,53.3333333333333,0,0,7948,1309,6639,31.3333333333333,0.00803333835416981,0
"SPU_002173",-0.68323720188606,5.11279241548186,0.222309605903497,6.4168502957112,0.720256680507955,1.41952709123485,NA,0,0,0,0,0,0,0,0,0,0
"SPU_002177",-0.157043381968058,5.98648402608639,-0.358136475848861,3.90448749154312,0.256453670518416,3.93735563602061,NA,0,0,0,0,0,0,0,0,0,0
"SPU_002209",0.0522512759238036,10.3357602781834,0.1223344040433,5.13138181270849,-0.241992218308916,6.35549587028338,"SP-ACSL6",22.3333333333333,77.3333333333333,0,22.6666666666667,9937,1037,8900,22.3333333333333,0.00868913857677903,0.0218579234972678
"SPU_002246",0.365020652964849,7.45997520435784,-0.672577559632413,5.49208512130675,-0.0736024404771855,6.32702043277093,"SP-MEKK4A",11.3333333333333,345.333333333333,0,630.333333333333,22582,7724,14858,11.3333333333333,0.0232422488446179,0.0816071120317625
"SPU_002270",-0.0113140951783851,2.96763184507875,-0.0508661867156355,4.67688849217278,0.0853458559487961,4.23673270789728,"SP-TRPC6",110.333333333333,608.666666666667,0,317,13827,2626,11201,110.333333333333,0.054340386275035,0.120715917745621
"SPU_002328",0.00601972794827259,6.3820658011451,1.18000290433554,4.2030077532233,0.335746375319423,2.65184980332283,NA,0,0,0,0,0,0,0,0,0,0
"SPU_002355",1.87476478198641,5.12001927573849,-0.999559012482156,8.40534684226126,-0.3370171658471,10.8355523537261,"SP-SEA/EGF/HYALINL",137.666666666667,1781.66666666667,275.666666666667,987,97999,22352,75647,137.666666666667,0.0235523770495415,0.0441571224051539
"SPU_002356",0.490809467088723,5.48393985813971,1.44144847078314,4.38993025080088,0.20177021601468,8.7860821804969,"SP-ATP6V1G3",85,10.3333333333333,1,32.3333333333333,5242,2075,3167,85,0.0032628144405852,0.0155823293172691
"SPU_002376",1.00741128880739,2.58901517615695,0.103909205559085,4.3828714813826,0.100884103710439,4.65702678889906,"SP-BHMT2",13.6666666666667,40.3333333333333,1,38.6666666666667,5209,1099,4110,13.6666666666667,0.00981346309813463,0.035183500151653
"SPU_002428",0.176743009459702,3.25124511422428,0.98553867217919,5.46818672220982,-0.0805124471493222,5.67127288613572,"SP-MIB2",48.6666666666667,518.666666666667,0,107.666666666667,45108,3809,41299,48.6666666666667,0.0125588190190239,0.0282663866281614
"SPU_002437",-0.935231976148233,4.55789847611634,0.218917024567082,5.88067372570926,-0.219124600030334,0.603751783740035,"SP-ABCA7L",40.3333333333333,486.333333333333,0,351,21185,3747,17438,40.3333333333333,0.0278892839392897,0.0936749399519616
"SPU_002476",9.03655676098145e-05,2.4706337974522,-0.712218460846147,5.74809126454661,-0.0161626911763459,5.19479895246887,"SP-HYPE",23.6666666666667,100.333333333333,8,229.333333333333,5366,2902,2464,23.6666666666667,0.040719696969697,0.0790259591086607
"SPU_002533",0.623515156852699,4.90265671217464,0.95919266495045,6.98442733287334,0.124747330011939,6.09450640400201,"SP-MELKL",94,4774,2221.66666666667,377.666666666667,229263,7184,222079,94,0.0214968547228689,0.0525705270972532
"SPU_002536",-0.0712543093209664,5.24682595269747,-1.52606284738046,6.46975916045944,0.117912783652871,6.94887839909964,"SP-FRMD4A",17.3333333333333,1188.33333333333,14,55,45238,6223,39015,17.3333333333333,0.0304583707121193,0.00883818094166801
"SPU_002592",-0.0429733845207088,5.90755588358327,0.561012254970111,7.54525193654145,-0.273509162544811,4.8888530072788,"SP-EMX",177.333333333333,2582.66666666667,639.666666666667,235.333333333333,18537,918,17619,177.333333333333,0.146584179957243,0.256354393609296
"SPU_002630",0.376478311906127,4.49497989336905,-0.125648317315458,7.31984946788367,-0.183482561216412,-0.139655345700384,"SP-HOX8_1",115.333333333333,1143.33333333333,1143.33333333333,0,39708,1183,38525,115.333333333333,0.0296776984642007,0
"SPU_002645",0.0573605562172314,7.75252952973618,-0.421309251078948,3.73000505407339,0.0412424307133989,4.76633692269264,"SP-SRPK1L",190,750.666666666667,299.333333333333,50.3333333333333,43214,2723,40491,190,0.0185390992236958,0.0184845146284735
"SPU_002646",0.360064114624687,2.49601013356556,-0.429907159416675,6.61333318050325,-0.0661929578707178,2.67275436975086,NA,0,0,0,0,0,0,0,0,0,0
"SPU_002657",0.744881309921954,4.01440779849804,-0.0878941789285486,3.33239456892317,0.263814652298246,2.84011563443054,"SP-FN3F_8",55.3333333333333,284.666666666667,0,5,20925,1518,19407,55.3333333333333,0.0146682468525103,0.00329380764163373
"SPU_002700",0.232158826962123,5.99866913517296,0.331763969777152,6.84401359871726,0.102728295687231,5.56836093657955,"SP-HYPP_366",16.3333333333333,146.333333333333,0,115.666666666667,14589,3757,10832,16.3333333333333,0.0135093549975382,0.0307869754236536
