"geneid","N","median","sd","se","ci","mRNA_var","splice","common_name","peak_density_TSS","peak_density_Introns","peak_density_Intron1","peak_density_Exons","gene_len","exon_len","intron_len","TSS_dens_norm","intron_dens_norm","exon_dens_norm"
"SPU_000576",19,0.505309825627064,1.35082135768494,0.30989967310132,0.651075053482055,1,FALSE,"SP-GPR151L",95,188.333333333333,9,128.333333333333,1019,1019,0,95,0,0.125940464507687
"SPU_000599",14,95.6987959346772,9.33529359629509,2.49496216016293,5.39003804987669,1,FALSE,"SP-HYPP_310",55.3333333333333,377,17.6666666666667,428.666666666667,14937,3156,11781,55.3333333333333,0.0320006790595026,0.13582594000845
"SPU_000619",9,1.01776630143396,1.2644347965426,0.421478265514199,0.971930623174421,1,FALSE,"SP-APDPL",18.6666666666667,57.3333333333333,0,43.3333333333333,6986,800,6186,18.6666666666667,0.00926824011208104,0.0541666666666667
"SPU_000645",11,1.9600223009314,4.64203453903086,1.39962607543961,3.11856123694007,1,FALSE,"SP-CYP27L_1",165.333333333333,960.333333333333,960.333333333333,0,40039,1545,38494,165.333333333333,0.0249476108830813,0
"SPU_000652",12,99.8774509803922,0.424522256757073,0.122549019607842,0.269728573540639,1,FALSE,"SP-DUSP14/18/21",126.666666666667,0,0,0,1290,1209,81,126.666666666667,0,0
"SPU_000682",43,1.02889058316449,2.8841870602505,0.439834403259999,0.887621761489074,1,FALSE,"SP-HS3ST3A1L",105,0,0,0,1871,1871,0,105,0,0
"SPU_000683",19,0.530542878204324,1.59286432458384,0.365428137980637,0.767736029207764,1,FALSE,"SP-HYPP_1273",222,0,0,0,3366,3366,0,222,0,0
"SPU_000694",9,3.40909090909091,8.65428762029988,2.88476254009996,6.65227434655258,2,TRUE,"SP-UGT2B34",143.333333333333,12.6666666666667,0,18.6666666666667,3921,1623,2298,143.333333333333,0.0055120394545982,0.0115013349763812
"SPU_000719",6,0.813492063492063,1.99264046535933,0.813492063492063,2.091147921847,1,FALSE,"SP-OPRK1L",85.3333333333333,0,0,0,1145,1145,0,85.3333333333333,0,0
"SPU_000743",5,0.8002808002808,1.7894822705158,0.8002808002808,2.2219357107234,1,FALSE,"SP-CLECT_2",20,0,0,0,1478,460,1018,20,0,0
"SPU_000751",12,1.10680636777128,2.59283799309772,0.748487856640029,1.6474106649735,1,FALSE,"SP-MACPFD1",104,208.333333333333,26.3333333333333,247.666666666667,6977,2233,4744,104,0.0439151208544126,0.110912076429318
"SPU_000791",9,2.96959184258382,2.64240007326972,0.88080002442324,2.03112849860792,1,FALSE,"SP-IDS_5",30,0,0,0,2507,713,1794,30,0,0
"SPU_000791",9,2.96959184258382,2.64240007326972,0.88080002442324,2.03112849860792,1,FALSE,"SP-IDS_5",30,0,0,0,2507,713,1794,30,0,0
"SPU_000792",7,0.162337662337663,0.429505082965032,0.162337662337663,0.397225949861197,1,FALSE,"SP-RXFP1L",27.6666666666667,785.666666666667,0,412.666666666667,12662,1930,10732,27.6666666666667,0.0732078519070692,0.213816925734024
"SPU_000796",5,1.45803698435277,3.2602698107216,1.45803698435277,4.04815964840361,1,FALSE,"SP-TUBA1B",86.6666666666667,0,0,0,2429,1711,718,86.6666666666667,0,0
"SPU_000798",8,0,0,0,0,1,FALSE,"SP-GABBR1",72.6666666666667,1456.33333333333,590,56.6666666666667,54718,2501,52217,72.6666666666667,0.0278900230448577,0.0226576036252166
"SPU_000841",5,0,0,0,0,1,FALSE,"SP-CRYPTIC",36.3333333333333,0.666666666666667,0,9.33333333333333,5576,2024,3552,36.3333333333333,0.000187687687687688,0.00461133069828722
"SPU_000937",6,1.22424605884252,2.20403856693726,0.899794977068559,2.31299662384923,1,FALSE,"SP-PERLC_3",35.3333333333333,29,0,46.6666666666667,7366,1293,6073,35.3333333333333,0.00477523464515067,0.0360917762309874
"SPU_000952",5,90.3006189213086,21.6884754316293,9.69938107869142,26.9297991193809,1,FALSE,"SP-CABLES1",9,215.333333333333,124.333333333333,117.666666666667,14820,1658,13162,9,0.0163602289419035,0.0709690390028146
"SPU_000956",14,1.4080184959033,3.11167974902586,0.831631394158393,1.79663039767025,1,FALSE,"SP-HYPP_1297",25,194,194,0,12305,1543,10762,25,0.0180263891469987,0
"SPU_000972",10,0,0,0,0,1,FALSE,NA,0,0,0,0,0,0,0,0,0,0
"SPU_000974",19,97.6398719091725,6.70993856725349,1.53936548063284,3.23408686624778,1,FALSE,"SP-CRN1APH",89.6666666666667,1292.33333333333,292,219,28927,4207,24720,89.6666666666667,0.0522788565264293,0.0520560969812218
"SPU_001038",7,0,0,0,0,1,FALSE,"SP-C2GNT3",46.3333333333333,0,0,0,1334,1334,0,46.3333333333333,0,0
"SPU_001041",11,94.9625317211524,11.2077269658278,3.37925682712719,7.52945342736196,1,FALSE,"SP-B3GALT1_16",62,1093.33333333333,175.666666666667,179,123293,2431,120862,62,0.00904612974577066,0.0736322501028383
"SPU_001057",10,1.54547213622291,2.7304498541285,0.863444057592058,1.95324615955742,1,FALSE,"SP-HYPP_324",44.6666666666667,55.6666666666667,0,20.6666666666667,6312,2286,4026,44.6666666666667,0.0138267925153171,0.00904053659959172
"SPU_001129",15,0.673400673400673,2.60806959340567,0.673400673400673,1.44430079994465,1,FALSE,"SP-LRR/IGR_10",104.666666666667,90,0,17.3333333333333,2765,2765,0,104.666666666667,0,0.00626883664858348
"SPU_001212",21,97.5296528867957,7.07514478964726,1.543923169111,3.22056729615242,2,TRUE,"SP-NHEDC2-2",96,60.6666666666667,0,20.6666666666667,13063,1771,11292,96,0.0053725351281143,0.0116694899303595
"SPU_001215",12,1.3134318200665,2.65723867769848,0.767078732935152,1.68832890781217,1,FALSE,NA,0,0,0,0,0,0,0,0,0,0
"SPU_001288",10,98.0961743218856,2.36538904022236,0.748001691950228,1.69209738523038,1,FALSE,"SP-RAB31",13.3333333333333,57.3333333333333,48.3333333333333,44.6666666666667,8399,1326,7073,13.3333333333333,0.00810594278712475,0.0336852689793866
"SPU_001289",11,0,0,0,0,1,FALSE,"SP-PDDC1",116.333333333333,1000.33333333333,0,201,24933,3001,21932,116.333333333333,0.0456106754209982,0.0669776741086305
"SPU_001316",9,93.4795482169641,11.5816972867875,3.8605657622625,8.90248061200495,1,FALSE,"SP-HS3ST2L",69.6666666666667,0,0,0,1837,1837,0,69.6666666666667,0,0
"SPU_001425",5,100,0,0,0,1,FALSE,"SP-C18ORF51L",67.6666666666667,960.666666666667,584.333333333333,43,3109,1766,1343,67.6666666666667,0.715313973690742,0.0243488108720272
"SPU_001447",19,12.7688743574065,4.03029835931016,0.924613855818461,1.94254162840125,1,FALSE,"SP-HYPP_1328",139.333333333333,0,0,0,1510,1309,201,139.333333333333,0,0
"SPU_001453",24,2.08463928489743,4.21804077648683,0.861003968053807,1.78112241111551,1,FALSE,"SP-UGT2B4",205.333333333333,1012,615.666666666667,1327.66666666667,986,986,0,205.333333333333,0,1.34651791751183
"SPU_001500",15,98.8535081234348,1.77390190642836,0.458019502760176,0.982354132326758,2,TRUE,"SP-CK1D",43.3333333333333,899,105.333333333333,99.6666666666667,44799,3183,41616,43.3333333333333,0.0216022683583237,0.0313121792857891
"SPU_001508",5,100,0,0,0,1,FALSE,"SP-ATAD2",7.33333333333333,350,24,244.333333333333,26638,3573,23065,7.33333333333333,0.0151745068285281,0.0683832447056628
"SPU_001625",12,0,0,0,0,1,FALSE,"SP-CHRM3L_2",105.333333333333,50.3333333333333,0,146,4534,1644,2890,105.333333333333,0.0174163783160323,0.0888077858880779
"SPU_001626",37,1.58411441437143,3.19887807913122,0.525892316722479,1.06655905270657,1,FALSE,"SP-DRD2L_6",62.6666666666667,31.3333333333333,0,57.6666666666667,4307,1724,2583,62.6666666666667,0.0121305974964512,0.0334493426140758
"SPU_001643",12,0.193246387380466,0.454342505374354,0.131157383891086,0.288675455580723,1,FALSE,"SP-C20ORF152L_1",20.3333333333333,263,0,137.333333333333,21031,3125,17906,20.3333333333333,0.0146878141405116,0.0439466666666667
"SPU_001726",6,100,0,0,0,1,FALSE,"SP-AMT3",114.666666666667,53.6666666666667,15.6666666666667,71.6666666666667,10221,1669,8552,114.666666666667,0.00627533520424072,0.042939884162173
"SPU_001728",7,1.19864084551083,2.93106340134402,1.10783783384563,2.71078152478363,1,FALSE,NA,0,0,0,0,0,0,0,0,0,0
"SPU_001774",7,0.954600954600954,2.52563672717898,0.954600954600954,2.33582438892738,2,TRUE,"SP-NACHA2_1",108.666666666667,769.333333333333,0,285.333333333333,18600,4588,14012,108.666666666667,0.0549053192501665,0.0621912234815461
"SPU_001785",7,1.64362519201229,3.37728383704771,1.27649330567232,3.12346659755681,1,FALSE,"SP-EGGBR1L",111.333333333333,582.333333333333,0,310,18537,4419,14118,111.333333333333,0.0412475799216131,0.0701516180131251
"SPU_001867",6,0.408786446020488,1.00131820651598,0.408786446020488,1.05081901279459,1,FALSE,"SP-ASP",22,140,41.3333333333333,87.6666666666667,7719,1135,6584,22,0.0212636695018226,0.0772393538913363
"SPU_001876",8,0.4249541543236,1.20195185686245,0.4249541543236,1.00485689912869,1,FALSE,"SP-HYPP_1351",71.3333333333333,357.333333333333,239.666666666667,69.6666666666667,17247,1367,15880,71.3333333333333,0.0225020990764064,0.0509631797122653
"SPU_001887",23,0.582050227527365,1.7212479898462,0.358905016049698,0.74432344672113,1,FALSE,"SP-CLECT/EGF_6",59.3333333333333,227,0,95.3333333333333,3234,841,2393,59.3333333333333,0.09486000835771,0.113357114546175
"SPU_001914",10,1.58536343830462,3.65416588160385,1.15554871339453,2.6140327989677,1,FALSE,"SP-HRH3",124.666666666667,43,0,23,1454,1454,0,124.666666666667,0,0.015818431911967
"SPU_001941",6,0,0,0,0,1,FALSE,"SP-HYPP_1356",11.6666666666667,34,0,36.3333333333333,5241,1148,4093,11.6666666666667,0.00830686537991693,0.0316492450638792
"SPU_001941",6,0,0,0,0,1,FALSE,"SP-HYPP_1356",11.6666666666667,34,0,36.3333333333333,5241,1148,4093,11.6666666666667,0.00830686537991693,0.0316492450638792
"SPU_001956",14,0.895691609977324,2.53144801915008,0.676557941434798,1.46161457095673,1,FALSE,"SP-CNGA3",95,392,392,0,21699,2569,19130,95,0.0204913748039728,0
"SPU_001964",14,1.11945346320346,2.63020117960499,0.702950833740752,1.51863294824791,1,FALSE,"SP-DRD2L_11",66.3333333333333,0,0,0,1283,1283,0,66.3333333333333,0,0
"SPU_002025",5,0.27027027027027,0.604342696621564,0.27027027027027,0.750390568972376,1,FALSE,"SP-AGRIN/NT",182,1289,1289,67.3333333333333,76186,1984,74202,182,0.0173714994205008,0.0339381720430108
"SPU_002040",5,0,0,0,0,1,FALSE,"SP-HRH3L_4",30.3333333333333,0,0,0,1022,1022,0,30.3333333333333,0,0
"SPU_002080",14,1.65479628543924,4.13034952733319,1.10388234420746,2.38479281684848,1,FALSE,"SP-NOTCHL_8",33.3333333333333,773.666666666667,122,331,17349,3430,13919,33.3333333333333,0.0555834949828771,0.0965014577259475
"SPU_002080",14,1.65479628543924,4.13034952733319,1.10388234420746,2.38479281684848,1,FALSE,"SP-NOTCHL_8",33.3333333333333,773.666666666667,122,331,17349,3430,13919,33.3333333333333,0.0555834949828771,0.0965014577259475
"SPU_002094",6,0,0,0,0,1,FALSE,"SP-CCKARL",115,4.33333333333333,0,12.3333333333333,3457,1181,2276,115,0.00190392501464558,0.0104431272932543
"SPU_002122",6,97.6846392751565,1.96303669793552,0.801406376050001,2.06008067323726,1,FALSE,"SP-SKAP2",86.6666666666667,153.333333333333,0,235.333333333333,8587,1536,7051,86.6666666666667,0.0217463243984305,0.153211805555556
"SPU_002157",12,0,0,0,0,1,FALSE,NA,0,0,0,0,0,0,0,0,0,0
"SPU_002160",16,98.3557125656721,2.18315845539256,0.54578961384814,1.16332302440786,1,FALSE,"SP-SKI_1",24.3333333333333,1563,1559.33333333333,30.6666666666667,4375,3711,664,24.3333333333333,2.3539156626506,0.00826372047067278
"SPU_002171",19,0,0,0,0,1,FALSE,"SP-CHST11L",93.3333333333333,77,0,104.666666666667,4822,941,3881,93.3333333333333,0.0198402473589281,0.111229188806235
"SPU_002269",6,2.48225391410368,4.41994277607885,1.80443408228229,4.63844547551794,1,FALSE,"SP-C6ORF192L",98.3333333333333,429.333333333333,0,75,8730,1189,7541,98.3333333333333,0.0569332095654864,0.0630782169890664
"SPU_002297",24,0.976051239209134,2.43238792770918,0.496509106616106,1.02710734204377,1,FALSE,"SP-SLC45A2_2",154.666666666667,194.666666666667,84,349,9100,1856,7244,154.666666666667,0.0268728142830848,0.188038793103448
"SPU_002298",10,0.997874951363324,2.77119444495403,0.876328628526084,1.98239308398541,1,FALSE,NA,0,0,0,0,0,0,0,0,0,0
"SPU_002330",9,93.1190315206542,16.7136147281068,5.57120490936893,12.8472215590745,1,FALSE,"SP-HYPP_352",16.6666666666667,18.6666666666667,0,21,5413,2814,2599,16.6666666666667,0.00718224958317302,0.00746268656716418
"SPU_002350",8,86.0222127900396,34.8623719860334,12.3257098197861,29.1456723579614,1,FALSE,"SP-SRCR23",60.6666666666667,161,0,65.6666666666667,11827,3615,8212,60.6666666666667,0.0196054554310765,0.0181650530198248
"SPU_002403",15,0.795454545454547,3.08078220721045,0.795454545454547,1.70608031993462,1,FALSE,"SP-HYPP_1393",37.6666666666667,177.333333333333,0,2.33333333333333,1433,1327,106,37.6666666666667,1.67295597484277,0.0017583521728209
"SPU_002407",9,0.271483976321698,0.814451928965093,0.271483976321698,0.626043172039505,1,FALSE,NA,0,0,0,0,0,0,0,0,0,0
"SPU_002437",5,2.95306001188354,4.19412572000378,1.87567004322174,5.20769491046913,1,FALSE,"SP-ABCA7L",40.3333333333333,486.333333333333,0,351,21185,3747,17438,40.3333333333333,0.0278892839392897,0.0936749399519616
"SPU_002444",25,0.319967266775777,1.25926230794551,0.251852461589102,0.519797933216226,1,FALSE,"SP-SYT9L",1.33333333333333,285.666666666667,184.333333333333,260.666666666667,19371,2495,16876,1.33333333333333,0.0169273919570198,0.104475617902472
"SPU_002550",10,1.24401913875598,3.93393393130994,1.24401913875598,2.81416680539489,1,FALSE,"SP-MACPFB.1",39,0,0,0,35620,1772,33848,39,0,0
"SPU_002583",6,0.99952046993946,2.44831513881853,0.99952046993946,2.56934916437305,1,FALSE,"SP-SLC22A3L",43.3333333333333,586.333333333333,147.666666666667,103.333333333333,12157,921,11236,43.3333333333333,0.0521834579328349,0.112196887441187
"SPU_002604",11,1.25004306038789,2.91204881568279,0.878015753892601,1.95634101390412,1,FALSE,NA,0,0,0,0,0,0,0,0,0,0
"SPU_002605",5,0.0930232558139534,0.208006323488352,0.0930232558139534,0.258273963274213,1,FALSE,"SP-ACHE_5",123.666666666667,210.666666666667,0,190.666666666667,9679,2201,7478,123.666666666667,0.0281715253632879,0.0866272906254733
"SPU_002661",16,1.17922429531242,2.22882669256317,0.557206673140792,1.18765791024882,1,FALSE,"SP-SLC17A5_1",18.6666666666667,74.6666666666667,0,58.3333333333333,7805,1628,6177,18.6666666666667,0.0120878527872214,0.0358312858312858
"SPU_002675",5,0.232558139534884,0.520015808720882,0.232558139534884,0.645684908185534,1,FALSE,"SP-MAMDC4-17",47,147,0,118.333333333333,15280,1665,13615,47,0.0107969151670951,0.0710710710710711
"SPU_002705",10,1.17805510714038,2.9096903190768,0.920124869402478,2.08146706398758,1,FALSE,"SP-ZNFX1_4",70,702.333333333333,0,63,7968,6856,1112,70,0.631594724220624,0.00918903150525087
"SPU_002737",8,0.710227272727272,2.00882608291633,0.710227272727272,1.67942063323351,1,FALSE,"SP-NACHA2",44.6666666666667,107.333333333333,0.666666666666667,206,7592,1556,6036,44.6666666666667,0.0177821957146013,0.132390745501285
"SPU_002739",26,0.5566534914361,2.01029583210444,0.394251449076723,0.811976058852364,1,FALSE,"SP-TMEM26-2",97.6666666666667,130,124.333333333333,57.6666666666667,11783,1200,10583,97.6666666666667,0.0122838514598885,0.0480555555555556
"SPU_002777",16,0.585828081232493,1.83491952020593,0.458729880051483,0.977759594370423,1,FALSE,"SP-UGT2B34_1",139.666666666667,30,0,34,4882,1588,3294,139.666666666667,0.00910746812386157,0.0214105793450882
"SPU_002784",5,0,0,0,0,1,FALSE,NA,0,0,0,0,0,0,0,0,0,0
"SPU_002787",40,34.9695387047753,31.7901441129695,5.02646312709884,10.1669813270824,1,FALSE,"SP-GLUR3",37.6666666666667,164.333333333333,0,306.333333333333,8008,2690,5318,37.6666666666667,0.0309013413563997,0.113878562577447
"SPU_002819",5,1.96325757575758,3.60054157730586,1.61021114453404,4.47066285057648,1,FALSE,"SP-WIF",40.3333333333333,12,0,11.3333333333333,3553,558,2995,40.3333333333333,0.00400667779632721,0.020310633213859
"SPU_002827",10,1.25380118491364,2.59532985977485,0.820715363633393,1.85658713846181,1,FALSE,NA,0,0,0,0,0,0,0,0,0,0
"SPU_002832",13,1.29504890534302,3.39310868791887,0.941079027501062,2.05043505885007,1,FALSE,"SP-CYP4VL3",43.6666666666667,235.333333333333,0,231.666666666667,7633,1263,6370,43.6666666666667,0.0369440083725798,0.183425705991027
"SPU_002842",5,100,0,0,0,1,FALSE,"SP-PAPD5",156.333333333333,654,0,348,23899,5422,18477,156.333333333333,0.0353953563890242,0.0641829583179638
"SPU_002857",8,0.569196428571429,1.60993061788009,0.569196428571429,1.34593567892,1,FALSE,"SP-GAD",113.333333333333,2211.66666666667,1109.66666666667,237.333333333333,44868,1855,43013,113.333333333333,0.0514185633800634,0.127942497753819
"SPU_002934",36,0.759983556495184,2.62631633942647,0.437719389904412,0.888617603793849,1,FALSE,"SP-HYPP_1421",39.6666666666667,14.3333333333333,0,101,4186,1046,3140,39.6666666666667,0.00456475583864119,0.0965583173996176
"SPU_002995",5,0.691859848552642,0.568486251158838,0.254234780373036,0.705868911537752,1,FALSE,NA,0,0,0,0,0,0,0,0,0,0
"SPU_003010",11,0.551470588235294,1.82902102409305,0.551470588235295,1.22875304337478,1,FALSE,"SP-SOAT",52.6666666666667,406.666666666667,57,207.666666666667,13159,1177,11982,52.6666666666667,0.033939798586769,0.176437269895214
"SPU_003108",11,0.181818181818182,0.603022689155527,0.181818181818182,0.405116154906595,1,FALSE,NA,0,0,0,0,0,0,0,0,0,0
"SPU_003130",5,76.9092469092469,43.1000889655931,19.274945752671,53.5158287879563,1,FALSE,"SP-SPG11",36,133,30.3333333333333,147.333333333333,28556,3363,25193,36,0.00527924423450959,0.0438100901972445
"SPU_003134",7,0,0,0,0,1,FALSE,"SP-C2GNT3_1",120.333333333333,196.333333333333,8.66666666666667,41.3333333333333,8414,2405,6009,120.333333333333,0.0326732124036168,0.0171864171864172
"SPU_003177",7,98.5093350829181,3.17288235011802,1.19923680538264,2.93442675142001,1,FALSE,NA,0,0,0,0,0,0,0,0,0,0
"SPU_003187",7,96.7917861124046,6.84540524092201,2.58731998441969,6.33094393258076,1,FALSE,"SP-TIPINL",4.33333333333333,54.6666666666667,0,112.333333333333,4338,1735,2603,4.33333333333333,0.0210014086310667,0.064745437079731
"SPU_003224",7,88.4963804983878,4.14368874473947,1.56616713271972,3.83227291792562,1,FALSE,NA,0,0,0,0,0,0,0,0,0,0
"SPU_003242",13,0,0,0,0,1,FALSE,"SP-DLCL1",130.333333333333,0,0,0,761,761,0,130.333333333333,0,0
"SPU_003255",5,1.53870685889034,1.55921381575348,0.697301616696323,1.93601966052301,1,FALSE,"SP-GALNAC4S-6STL_3",93.6666666666667,303.666666666667,0,68.3333333333333,8900,1243,7657,93.6666666666667,0.0396587001001262,0.0549745240010727
"SPU_003290",5,99.3939393939394,1.35519271363622,0.606060606060601,1.68269400315016,1,FALSE,"SP-RKHD",284.666666666667,270.666666666667,270.666666666667,259.666666666667,7058,4157,2901,284.666666666667,0.0933011605193611,0.0624649186111779
"SPU_003322",5,61.0499256965229,2.6408743189229,1.18103489942901,3.27907856558745,1,FALSE,"SP-POLPPL_30",16.6666666666667,242,39,48.3333333333333,3281,3281,0,16.6666666666667,0,0.0147312811134817
"SPU_003364",11,0.47072911656245,1.14350112583805,0.344778561977617,0.768214509274286,1,FALSE,"SP-HYPP_380",28,0,0,162.333333333333,5685,3756,1929,28,0,0.0432197373091942
"SPU_003383",8,2.53872761225703,5.12217222114595,1.81096135598883,4.28224314106855,1,FALSE,"SP-GAL3ST1L_3",68.6666666666667,0,0,0,1855,1033,822,68.6666666666667,0,0
"SPU_003440",8,84.7921075258306,2.02399485556275,0.715590243727554,1.69210204452137,1,FALSE,"SP-HYPP_382",501.666666666667,859.666666666667,403.666666666667,55,10091,1872,8219,501.666666666667,0.104595044003731,0.0293803418803419
"SPU_003461",7,0,0,0,0,1,FALSE,"SP-UNK",110.333333333333,504.666666666667,0,222,24694,3478,21216,110.333333333333,0.0237870789341378,0.0638297872340425
"SPU_003467",5,1.06944444444444,2.39135047593727,1.06944444444444,2.96925379305875,1,FALSE,"SP-CHST1_3",71.3333333333333,286.333333333333,17,129.666666666667,4496,4308,188,71.3333333333333,1.52304964539007,0.030099040544723
"SPU_003475",5,2.1978021978022,4.91443511538416,2.1978021978022,6.10207715428087,1,FALSE,"SP-MRPL14L",26,863,10.3333333333333,191,22693,3339,19354,26,0.0445902655781751,0.0572027553159629
"SPU_003476",7,3.37506337506337,6.21697904237404,2.34979720746031,5.74974663472199,1,FALSE,"SP-MTL",172,1151,974.666666666667,62,21710,3757,17953,172,0.0641118476020721,0.0165025286132553
"SPU_003581",7,0,0,0,0,1,FALSE,"SP-PTPRMP",14.6666666666667,967.666666666667,0,291.333333333333,60995,3676,57319,14.6666666666667,0.0168821275086213,0.079252811026478
"SPU_003606",11,0.581069751030225,1.49542644882924,0.450888039303655,1.00464115826839,1,FALSE,"SP-CYP2L9",11.6666666666667,503.333333333333,0,20.3333333333333,39576,1937,37639,11.6666666666667,0.0133726542504672,0.0104973326449837
"SPU_003610",30,0.225463999073931,0.859743699566518,0.156967005975175,0.32103357345725,1,FALSE,"SP-CLECT/TM_8",38.6666666666667,186,41.6666666666667,190,10947,1708,9239,38.6666666666667,0.0201320489230436,0.111241217798595
"SPU_003642",10,98.385986461582,1.4946385876365,0.472646221570851,1.06920003559601,1,FALSE,"SP-AGPAT3",50.6666666666667,114.666666666667,50.3333333333333,198,16599,4211,12388,50.6666666666667,0.00925626950812614,0.0470197102825932
"SPU_003656",6,97.0887662813806,1.98102968564675,0.808751982523449,2.07896315580964,1,FALSE,"SP-HYPP_1467",20.3333333333333,336.666666666667,7,80.3333333333333,7080,1479,5601,20.3333333333333,0.0601083139915491,0.0543159792652693
"SPU_003686",11,93.4586164603446,7.70792556708852,2.32402700163818,5.1782548554152,1,FALSE,"SP-BAZ1B",56,139,0,64,6347,1223,5124,56,0.0271272443403591,0.0523303352412101
"SPU_003708",5,0,0,0,0,2,TRUE,NA,0,0,0,0,0,0,0,0,0,0
"SPU_003753",5,1.51808973012997,2.31381065034931,1.03476758024881,2.87297538319918,1,FALSE,"SP-HYPP_1480",10,90.6666666666667,16,82,7827,1116,6711,10,0.013510157452938,0.0734767025089606
"SPU_003803",6,99.5304232804233,1.15022335805294,0.469576719576717,1.2070853857816,1,FALSE,"SP-PPAT",106.333333333333,79,0,187.333333333333,7966,1556,6410,106.333333333333,0.0123244929797192,0.120394173093402
"SPU_003856",6,96.7506666560585,4.69527684726473,1.91683874615038,4.92739086269806,2,TRUE,"SP-RSF1",82.3333333333333,157.666666666667,27,173.333333333333,21907,4909,16998,82.3333333333333,0.00927560105110405,0.0353092958511577
"SPU_003904",7,0.780570677562818,0.612137907051611,0.231366381447734,0.566133140720987,1,FALSE,"SP-SLC10A2_13",69.6666666666667,98,98,77,3320,1097,2223,69.6666666666667,0.0440845704003599,0.0701914311759344
"SPU_003907",9,1.08984582668793,3.2695374800638,1.08984582668793,2.51318898307737,1,FALSE,"SP-HYPP_3098",13.3333333333333,243.666666666667,243.666666666667,0,35243,11744,23499,13.3333333333333,0.010369235570308,0
"SPU_003986",12,95.1417316439246,15.5095979581605,4.47723527808341,9.85432840530035,1,FALSE,"SP-PARD6B",8,0,0,0,5157,4099,1058,8,0,0
"SPU_004007",5,0.169491525423729,0.378994572457591,0.169491525423729,0.470583916135219,2,TRUE,"SP-GALNT7",137.333333333333,205,0,187.333333333333,9307,2003,7304,137.333333333333,0.0280668127053669,0.0935263771010151
"SPU_004025",22,94.4319597331311,15.5690325389539,3.31932889026879,6.90292231540754,1,FALSE,"SP-SLC5A7_1",6.66666666666667,312.666666666667,0,254.333333333333,15480,2141,13339,6.66666666666667,0.0234400379838569,0.118791841818465
"SPU_004148",12,0.538194444444444,1.86436024425817,0.538194444444444,1.18455798546599,1,FALSE,"SP-KRL",24,0,0,0,33363,1043,32320,24,0,0
"SPU_004205",11,1.60231102835458,3.75109893486798,1.13099888349626,2.52002255387112,1,FALSE,"SP-HYPP_1506",25.6666666666667,45,0,43,7609,1715,5894,25.6666666666667,0.00763488293179505,0.0250728862973761
"SPU_004265",18,1.3579805877682,3.96994019887769,0.935723878510496,1.97420481543205,1,FALSE,NA,0,0,0,0,0,0,0,0,0,0
