"","id","NN1","NN2","NN3","NU1","NU2","NU3","UN1","UN2","UN3","UU1","UU3_1","UU3_2","V41","median","meth"
"13","Scaffold10.1910392.1910392",0,0,0,1.40845070422535,3.50877192982456,0,0,0,0,0,0,0,"SPU_011202",0,FALSE
"14","Scaffold10.1910414.1910414",0,0,0,0,1.75438596491228,0,0,0,0,1.31578947368421,0,0,"SPU_011202",0,FALSE
"15","Scaffold10.1910447.1910447",0,0,0,0,0,0,0,0,0,0,0,31.0344827586207,"SPU_011202",0,FALSE
"16","Scaffold10.1910460.1910460",0,0,0,0,7.01754385964912,0,0,0,0,0,0,0,"SPU_011202",0,FALSE
"17","Scaffold10.2039747.2039747",0,0,5.26315789473684,0,0,0,0,0,13.7931034482759,2.56410256410256,4.76190476190476,0,"SPU_011197",0,FALSE
"18","Scaffold10.2039772.2039772",0,0,0,18.1818181818182,9.52380952380952,5.26315789473684,9.09090909090909,0,17.6470588235294,3.7037037037037,5.55555555555556,0,"SPU_011197",4.48343079922027,TRUE
"19","Scaffold10.2039773.2039773",16.2162162162162,0,10.5263157894737,18.3673469387755,18.1818181818182,17.5,14.2857142857143,21.875,0,0,11.9047619047619,10.8108108108108,"SPU_011197",13.0952380952381,TRUE
"20","Scaffold10.2039780.2039780",0,0,0,4.54545454545455,0,0,0,0,0,0,0,0,"SPU_011197",0,FALSE
"21","Scaffold10.2039820.2039820",15,0,0,0,0,0,0,0,0,0,0,0,"SPU_011197",0,FALSE
"22","Scaffold10.2039821.2039821",0,0,0,0,0,0,0,10.2564102564103,0,0,0,0,"SPU_011197",0,FALSE
"23","Scaffold10.2165894.2165894",0,0,0,0,0,0,9.09090909090909,0,0,0,3.44827586206897,0,"SPU_019317",0,FALSE
"24","Scaffold10.2165912.2165912",0,0,0,0,0,0,0,28.5714285714286,0,0,0,0,"SPU_019317",0,FALSE
"25","Scaffold10.2165917.2165917",0,0,0,0,0,0,0,0,0,0,0,0,"SPU_019317",0,FALSE
"26","Scaffold10.2165952.2165952",0,0,0,0,6,18.3673469387755,9.09090909090909,0,0,0,3.44827586206897,0,"SPU_019317",0,FALSE
"27","Scaffold10.318010.318010",0,0,0,5,7.69230769230769,0,0,0,0,5.12820512820513,0,0,"SPU_020395",0,FALSE
"28","Scaffold10.715714.715714",0,0,0,0,0,0,12.5,0,0,0,4.76190476190476,10,"SPU_020073",0,FALSE
"29","Scaffold10.715749.715749",0,0,0,0,0,0,0,0,0,2.4390243902439,0,0,"SPU_020073",0,FALSE
"30","Scaffold10.715775.715775",0,0,0,0,0,0,0,0,0,0,2.56410256410256,9.09090909090909,"SPU_020073",0,FALSE
"31","Scaffold10.715786.715786",0,0,1.49253731343284,7.57575757575758,0,0,0,16.9811320754717,0,3.125,0,0,"SPU_020073",0,FALSE
"32","Scaffold10.715789.715789",2.38095238095238,0,0,7.57575757575758,5.97014925373134,0,0,0,0,0,0,0,"SPU_020073",0,FALSE
"33","Scaffold10.715811.715811",0,0,20.8955223880597,0,1.47058823529412,0,0,0,0,3.125,0,0,"SPU_020073",0,FALSE
"34","Scaffold10.715821.715821",0,0,0,0,0,0,0,0,0,12.5,0,0,"SPU_020073",0,FALSE
"35","Scaffold10.715875.715875",0,13.7931034482759,0,20,8.82352941176471,0,9.80392156862745,0,0,15.625,5.19480519480519,0,"SPU_020073",2.5974025974026,TRUE
"36","Scaffold10.719615.719615",33.3333333333333,16,15.7894736842105,13.953488372093,14.8148148148148,13.2075471698113,11.5384615384615,9.09090909090909,2.94117647058824,5.40540540540541,17.6470588235294,3.57142857142857,"SPU_020054",13.5805177709522,TRUE
"37","Scaffold10.719635.719635",0,0,0,0,0,0,0,4.54545454545455,0,0,0,0,"SPU_020054",0,FALSE
"38","Scaffold10.719636.719636",0,0,0,0,0,1.44927536231884,0,1.81818181818182,0,1.63934426229508,1.63934426229508,6.45161290322581,"SPU_020054",0,FALSE
"39","Scaffold10.719657.719657",0,0,2.63157894736842,0,0,5.55555555555556,0,0,0,0,0,0,"SPU_020054",0,FALSE
"40","Scaffold10.719658.719658",1.75438596491228,0,0,0,0,0,0,1.81818181818182,0,3.27868852459016,0,3.2258064516129,"SPU_020054",0,FALSE
"41","Scaffold10.719692.719692",9.09090909090909,6.66666666666667,3.50877192982456,16.0919540229885,8.53658536585366,4.34782608695652,12.7659574468085,3.7037037037037,14.2857142857143,4.91803278688525,8.19672131147541,9.67741935483871,"SPU_020054",8.36665333866453,TRUE
"42","Scaffold10.839990.839990",0,0,0,2.7027027027027,0,10.5882352941176,2.12765957446809,0,0,0,8.98876404494382,0,"SPU_020057",0,FALSE
"43","Scaffold10.839992.839992",0,0,0,0,0,0,0,0,0,0,2.24719101123596,5.40540540540541,"SPU_020057",0,FALSE
"44","Scaffold10.839998.839998",0,0,0,0,0,0,2.12765957446809,0,0,0,11.9047619047619,0,"SPU_020057",0,FALSE
"45","Scaffold10.840024.840024",0,0,0,0,7.40740740740741,0,0,0,0,0,0,0,"SPU_020057",0,FALSE
"46","Scaffold10.840064.840064",0,0,0,0,0,0,0,0,0,0,12.0481927710843,0,"SPU_020057",0,FALSE
"47","Scaffold10.840068.840068",0,9.67741935483871,0,7.27272727272727,7.40740740740741,0,4.25531914893617,19.2307692307692,0,7.27272727272727,5.95238095238095,2.7027027027027,"SPU_020057",5.10385005065856,TRUE
"48","Scaffold10.974400.974400",71.1538461538462,69.8412698412698,80.9523809523809,69.3548387096774,74.1176470588235,60.9756097560976,84.1269841269841,80.6451612903226,90.625,68.6868686868687,79.3478260869565,80.7017543859649,"SPU_020059",76.73273657289,TRUE
"49","Scaffold10.974422.974422",61.5384615384615,71.4285714285714,78.5714285714286,67.741935483871,64.7058823529412,54.8780487804878,79.3650793650794,80.6451612903226,87.5,68.6868686868687,73.9130434782609,75.4385964912281,"SPU_020059",72.6708074534162,TRUE
"50","Scaffold10.974434.974434",51.9230769230769,69.8412698412698,78.5714285714286,70.9677419354839,62.3529411764706,52.4390243902439,74.6031746031746,70.9677419354839,87.5,69.6969696969697,78.2608695652174,73.6842105263158,"SPU_020059",70.9677419354839,TRUE
"51","Scaffold100.201922.201922",4.98753117206983,2.63653483992467,4.11449016100179,10.9230769230769,7.6797385620915,5.57620817843866,7.54189944134078,4.8526863084922,3.67647058823529,8.16696914700544,6.33946830265849,5.84615384615385,"SPU_021229",5.71118101229625,TRUE
"52","Scaffold100.346763.346763",0,0,0,6.25,0,0,0,0,0,0,0,0,"SPU_006668",0,FALSE
"53","Scaffold100.346799.346799",0,50,16.6666666666667,20.4081632653061,20.9302325581395,0,2.94117647058824,0,5.88235294117647,42.4242424242424,36.9565217391304,0,"SPU_006668",11.2745098039216,TRUE
"54","Scaffold100.969982.969982",0,0,0,0,0,0,0,0,0,0,0,0,"SPU_022042",0,FALSE
"55","Scaffold100.970005.970005",0,0,0,0,0,0,0,0,0,0,0,0,"SPU_022042",0,FALSE
"56","Scaffold1002.139878.139878",100,91.8918918918919,83.3333333333333,100,100,75.8620689655172,100,95.9183673469388,87.037037037037,96.4912280701754,100,90,"SPU_021512",96.2047977085571,TRUE
"57","Scaffold1002.140015.140015",100,100,94.5054945054945,92.5619834710744,98.4848484848485,94.6902654867257,94.4444444444444,79.1666666666667,93.9130434782609,100,95.2380952380952,98.3050847457627,"SPU_021512",94.9641803624104,TRUE
"58","Scaffold1004.52295.52295",0,15.7894736842105,0,0,0,0,0,0,0,0,0,0,"SPU_006095",0,FALSE
"59","Scaffold1004.52308.52308",0,0,0,0,0,0,0,0,0,0,0,0,"SPU_006095",0,FALSE
"60","Scaffold1004.52371.52371",24.1379310344828,0,0,15.7894736842105,0,0,8.33333333333333,15.625,0,0,10,0,"SPU_006095",0,FALSE
"61","Scaffold1007.137573.137573",0,1.25,0,8,6.52173913043478,4.71698113207547,8.39160839160839,3.72670807453416,3.68421052631579,8.52272727272727,6.40569395017794,4.34782608695652,"SPU_025107",4.532403609516,TRUE
"62","Scaffold1007.137596.137596",6.93069306930693,0,0,0,0,0,0,1.22699386503067,0,0,0.709219858156028,6.95652173913043,"SPU_025107",0,FALSE
"63","Scaffold1007.137614.137614",2.94117647058824,0,1.19047619047619,0,2.17391304347826,0,0,1.21212121212121,0,0,0.709219858156028,0,"SPU_025107",0,FALSE
"64","Scaffold1009.40431.40431",80.8510638297872,81.5195071868583,85.4285714285714,83.8899803536346,88.1453154875717,88.3299798792757,85.1985559566787,82.3728813559322,80.4270462633452,87.3385012919897,89.6825396825397,87.7777777777778,"SPU_009208",85.3135636926251,TRUE
"65","Scaffold101.136509.136509",0,0,25,25,8.33333333333333,12.5,14.2857142857143,13.0434782608696,0,10.7142857142857,3.57142857142857,5.88235294117647,"SPU_014742",9.52380952380952,TRUE
"66","Scaffold101.136546.136546",0,0,5,0,5.40540540540541,0,0,0,0,3.57142857142857,0,0,"SPU_014742",0,FALSE
"67","Scaffold101.136572.136572",0,0,0,0,0,0,0,0,0,0,0,0,"SPU_014742",0,FALSE
"68","Scaffold101.136577.136577",0,22.7272727272727,0,0,5.12820512820513,0,23.8095238095238,23.0769230769231,0,10.5263157894737,0,0,"SPU_014742",0,FALSE
"69","Scaffold101.136589.136589",17.8571428571429,0,0,4.54545454545455,0,18.75,0,0,0,0,0,0,"SPU_014742",0,FALSE
"70","Scaffold101.136601.136601",0,0,0,0,0,0,0,0,0,0,0,0,"SPU_014742",0,FALSE
"71","Scaffold101.136603.136603",0,0,0,0,0,0,0,0,0,0,0,0,"SPU_014742",0,FALSE
"72","Scaffold101.136621.136621",0,0,0,0,0,0,0,0,0,10.5263157894737,0,0,"SPU_014742",0,FALSE
"73","Scaffold101.136632.136632",0,0,0,0,0,0,0,0,0,0,0,0,"SPU_014742",0,FALSE
"74","Scaffold101.136638.136638",0,0,0,0,0,0,0,0,0,0,0,0,"SPU_014742",0,FALSE
"75","Scaffold101.136652.136652",0,0,0,0,0,0,0,0,0,0,0,0,"SPU_014742",0,FALSE
"76","Scaffold101.136760.136760",0,0,7.69230769230769,0,0,1.88679245283019,0,0,0,0,0,6.97674418604651,"SPU_014742",0,FALSE
"77","Scaffold101.136764.136764",0,0,0,0,0,0,0,0,0,0,0,9.30232558139535,"SPU_014742",0,FALSE
"78","Scaffold101.136771.136771",0,0,0,0,0,0,0,0,0,0,3.52941176470588,0,"SPU_014742",0,FALSE
"79","Scaffold101.136799.136799",12.7659574468085,0,0,0,6.45161290322581,3.84615384615385,10.5263157894737,0,0,6.45161290322581,15.2941176470588,18.6046511627907,"SPU_014742",5.14888337468983,TRUE
"80","Scaffold101.137019.137019",3.50877192982456,0,0,3.73831775700935,7.76699029126214,0,0,0,0,2.36220472440945,0,0,"SPU_014742",0,FALSE
"81","Scaffold101.137087.137087",0,0,17.3913043478261,3.38983050847458,1.92307692307692,0,5.68181818181818,12,14.2857142857143,4.83870967741935,6.87022900763359,8.03571428571429,"SPU_014742",5.26026392961877,TRUE
"82","Scaffold101.159861.159861",96.551724137931,100,82.7586206896552,100,100,100,89.1304347826087,100,100,84.4444444444444,95.9183673469388,94.1176470588235,"SPU_014746",98.2758620689655,TRUE
"83","Scaffold101.159909.159909",100,100,100,100,89.3617021276596,96.1538461538462,100,76.1904761904762,100,82.2222222222222,91.8367346938775,100,"SPU_014746",100,TRUE
"84","Scaffold101.159919.159919",100,100,100,90.1960784313726,89.3617021276596,92.3076923076923,100,76.1904761904762,100,100,100,100,"SPU_014746",100,TRUE
"85","Scaffold1010.28971.28971",0,0,0,0,5.88235294117647,0,0,14.2857142857143,0,0,4.34782608695652,0,"SPU_027288",0,FALSE
"86","Scaffold1010.29039.29039",0,0,0,11.1111111111111,5.26315789473684,0,0,0,0,0,0,0,"SPU_027288",0,FALSE
"87","Scaffold1010.29040.29040",10.6382978723404,0,0,0,0,0,0,0,0,11.1111111111111,0,0,"SPU_027288",0,FALSE
"88","Scaffold1010.29051.29051",0,0,0,0,0,2.77777777777778,0,0,0,0,0,0,"SPU_027288",0,FALSE
"89","Scaffold1010.29052.29052",0,0,0,0,0,0,0,0,0,0,6.06060606060606,0,"SPU_027288",0,FALSE
"90","Scaffold1010.29081.29081",0,0,0,0,0,0,0,0,0,0,0,0,"SPU_027288",0,FALSE
"91","Scaffold1010.29094.29094",13.3333333333333,0,0,9.67741935483871,17.1428571428571,4.54545454545455,20,43.75,0,3.84615384615385,6.06060606060606,0,"SPU_027288",5.3030303030303,TRUE
"92","Scaffold1013.176313.176313",78.125,97.5,100,100,100,100,93.1818181818182,100,100,100,100,94.7368421052632,"SPU_000879",100,TRUE
"93","Scaffold1013.176320.176320",90.625,95.2380952380952,100,92.9824561403509,96.8253968253968,81.4814814814815,93.1818181818182,93.0232558139535,100,97.9591836734694,100,100,"SPU_000879",96.031746031746,TRUE
"94","Scaffold1013.176338.176338",100,85.7142857142857,96.875,100,95.2380952380952,100,95.4545454545455,97.6744186046512,100,100,98.4848484848485,100,"SPU_000879",99.2424242424242,TRUE
"95","Scaffold1013.176339.176339",100,100,100,92.8571428571429,98.0392156862745,95.2380952380952,88.8888888888889,94.1176470588235,93.9393939393939,89.4736842105263,89.2857142857143,83.3333333333333,"SPU_000879",94.0285204991087,TRUE
"96","Scaffold1013.176359.176359",93.75,97.6190476190476,100,100,100,100,100,100,92.3076923076923,93.8775510204082,89.3939393939394,94.7368421052632,"SPU_000879",98.8095238095238,TRUE
"97","Scaffold1013.176360.176360",100,95,100,100,100,100,100,82.3529411764706,72.7272727272727,100,89.2857142857143,91.6666666666667,"SPU_000879",100,TRUE
"98","Scaffold1013.176374.176374",75,76.1904761904762,87.5,100,95.2380952380952,100,93.1818181818182,100,92.3076923076923,95.9183673469388,84.8484848484848,94.7368421052632,"SPU_000879",93.9593301435407,TRUE
"99","Scaffold1013.176375.176375",91.6666666666667,90,92.8571428571429,100,98.0392156862745,100,83.3333333333333,70.5882352941177,100,100,89.2857142857143,91.6666666666667,"SPU_000879",92.2619047619048,TRUE
"100","Scaffold1013.176426.176426",91.6666666666667,100,100,85.7142857142857,100,100,94.4444444444444,100,100,100,100,100,"SPU_000879",100,TRUE
"101","Scaffold1019.136696.136696",9.2485549132948,4.88322717622081,5.23255813953488,3.99159663865546,8.86075949367089,7.73638968481375,6.99708454810496,3.08056872037915,4.22264875239923,3.03030303030303,5.47945205479452,8.79478827361564,"SPU_022122",5.3560050971647,TRUE
"102","Scaffold1019.82214.82214",0,0,0,0,0,0,0,0,0,0,0,0,"SPU_022125",0,FALSE
"103","Scaffold1019.89934.89934",0,0,0,15.1515151515152,3.77358490566038,0,5.55555555555556,5.71428571428571,0,11.4285714285714,0,4,"SPU_022124",1.88679245283019,TRUE
"104","Scaffold1019.89970.89970",0,0,0,0,1.66666666666667,0,0,0,0,0,0,0,"SPU_022124",0,FALSE
"105","Scaffold1019.89990.89990",0,0,0,0,6.45161290322581,0,0,0,0,0,0,0,"SPU_022124",0,FALSE
"106","Scaffold1019.90065.90065",2.04081632653061,0,0,0,0,0,0,0,0,0,1.61290322580645,0,"SPU_022124",0,FALSE
"107","Scaffold1019.90070.90070",0,0,0,0,0,0,0,0,0,4.8780487804878,8.06451612903226,0,"SPU_022124",0,FALSE
"108","Scaffold1019.90073.90073",0,0,0,0,0,0,0,0,0,0,0,0,"SPU_022124",0,FALSE
"109","Scaffold1019.90089.90089",0,0,0,0,0,0,0,0,0,0,0,0,"SPU_022124",0,FALSE
"110","Scaffold1019.90130.90130",8.33333333333333,20,14.2857142857143,16.3934426229508,5.35714285714286,14.7058823529412,5,2.5,9.25925925925926,3.03030303030303,15.5555555555556,6.06060606060606,"SPU_022124",8.7962962962963,TRUE
"111","Scaffold1019.90131.90131",20.4081632653061,12.9032258064516,0,3.44827586206897,11.1111111111111,0,0,10,0,9.75609756097561,0,0,"SPU_022124",1.72413793103448,TRUE
"112","Scaffold1019.90150.90150",0,0,0,0,0,0,0,0,0,0,0,0,"SPU_022124",0,FALSE
"113","Scaffold1019.90151.90151",0,0,4.8780487804878,0,0,0,0,9.09090909090909,0,2.5,3.48837209302326,0,"SPU_022124",0,FALSE
"114","Scaffold1019.90244.90244",3.44827586206897,0,2.4390243902439,13.4615384615385,5.26315789473684,2.7027027027027,0,0,9.52380952380952,2.5,5.81395348837209,10.7142857142857,"SPU_022124",3.07548928238583,TRUE
"115","Scaffold102.232531.232531",0,33.3333333333333,0,14.2857142857143,3.2258064516129,30,0,0,0,0,23.0769230769231,25,"SPU_007819",1.61290322580645,TRUE
"116","Scaffold102.232554.232554",0,0,0,0,0,0,14.2857142857143,0,0,0,0,0,"SPU_007819",0,FALSE
"117","Scaffold102.232638.232638",8.7719298245614,0,0,0,0,0,0,0,0,0,0,17.0731707317073,"SPU_007819",0,FALSE
"118","Scaffold102.232647.232647",0,0,0,0,1.31578947368421,0,0,0,0,0,0,0,"SPU_007819",0,FALSE
"119","Scaffold102.232649.232649",0,0,0,0,1.33333333333333,0,6.66666666666667,0,0,0,1.21951219512195,0,"SPU_007819",0,FALSE
"120","Scaffold102.232690.232690",0,0,0,0,1.31578947368421,1.96078431372549,0,0,0,0,0,0,"SPU_007819",0,FALSE
"121","Scaffold102.232710.232710",0,43.75,0,8.33333333333333,0,0,54.5454545454545,0,0,0,0,10.7142857142857,"SPU_007819",0,FALSE
"122","Scaffold102.232711.232711",3.57142857142857,2.04081632653061,6.81818181818182,1.5625,3.94736842105263,0,13.3333333333333,0,0,6.81818181818182,1.21951219512195,7.31707317073171,"SPU_007819",2.80612244897959,TRUE
"123","Scaffold102.232719.232719",0,0,0,0,0,0,0,0,0,0,0,0,"SPU_007819",0,FALSE
"124","Scaffold102.232722.232722",0,0,0,0,0,0,0,0,0,0,0,0,"SPU_007819",0,FALSE
"125","Scaffold102.232750.232750",0,0,0,0,0,0,0,0,0,0,0,0,"SPU_007819",0,FALSE
"126","Scaffold102.232761.232761",0,0,0,0,0,0,0,0,0,0,0,0,"SPU_007819",0,FALSE
"127","Scaffold102.232763.232763",0,37.5,0,0,0,6.45161290322581,0,0,0,0,0,0,"SPU_007819",0,FALSE
"128","Scaffold102.274629.274629",3.33333333333333,21.4285714285714,27.2727272727273,11.3207547169811,11.6279069767442,18.9655172413793,12,8.33333333333333,0,10.8108108108108,7.40740740740741,9.09090909090909,"SPU_007814",11.065782763896,TRUE
"129","Scaffold102.274642.274642",10,0,0,0,4.65116279069767,0,0,0,0,0,14.8148148148148,0,"SPU_007814",0,FALSE
"130","Scaffold102.274694.274694",0,0,0,0,0,0,0,0,0,0,0,0,"SPU_007814",0,FALSE
"131","Scaffold102.638614.638614",0,26.6666666666667,6.45161290322581,13.0434782608696,5.40540540540541,0,15,0,5,11.7647058823529,16.1290322580645,0,"SPU_013623",5.92850915431561,TRUE
"132","Scaffold102.638621.638621",0,0,6.45161290322581,34.7826086956522,0,0,0,0,0,2.94117647058824,19.3548387096774,0,"SPU_013623",0,FALSE
"133","Scaffold102.638628.638628",0,0,0,0,5.40540540540541,0,0,0,0,0,6.45161290322581,0,"SPU_013623",0,FALSE
"134","Scaffold102.638646.638646",0,0,0,0,0,0,0,0,0,0,6.45161290322581,0,"SPU_013623",0,FALSE
"135","Scaffold102.638659.638659",0,0,0,0,0,0,0,0,0,0,6.45161290322581,0,"SPU_013623",0,FALSE
"136","Scaffold102.638660.638660",0,0,0,0,0,0,0,0,0,3.33333333333333,3.44827586206897,0,"SPU_013623",0,FALSE
"137","Scaffold102.638668.638668",0,0,0,0,0,0,0,0,0,0,6.45161290322581,0,"SPU_013623",0,FALSE
"138","Scaffold102.638669.638669",0,0,0,3.2258064516129,0,7.54716981132075,0,3.57142857142857,0,0,0,0,"SPU_013623",0,FALSE
"139","Scaffold102.638701.638701",0,0,9.67741935483871,0,0,7.14285714285714,0,0,0,0,6.45161290322581,0,"SPU_013623",0,FALSE
"140","Scaffold102.638702.638702",0,0,0,0,7.14285714285714,9.25925925925926,3.7037037037037,0,0,8.82352941176471,0,3.33333333333333,"SPU_013623",0,FALSE
"141","Scaffold102.638722.638722",0,0,2,0,0,0,0,10.7142857142857,0,0,0,0,"SPU_013623",0,FALSE
"142","Scaffold102.638758.638758",0,10.3448275862069,6,10,0,12.962962962963,14.8148148148148,8.92857142857143,0,0,3.44827586206897,6.66666666666667,"SPU_013623",6.33333333333333,TRUE
"143","Scaffold102.81224.81224",87.1794871794872,97.0149253731343,99.009900990099,94.8051948051948,100,100,100,96.3855421686747,100,95.3757225433526,94.6502057613169,95.2941176470588,"SPU_003132",96.7002337709045,TRUE
"144","Scaffold1020.85992.85992",0,0,0,0,0,0,0,5.88235294117647,0,0,0,0,"SPU_002931",0,FALSE
"145","Scaffold1020.85994.85994",0,0,0,18.1818181818182,0,0,0,0,0,0,0,20,"SPU_002931",0,FALSE
"146","Scaffold1020.86001.86001",0,0,0,0,0,0,0,0,0,0,0,0,"SPU_002931",0,FALSE
"147","Scaffold1020.86003.86003",0,0,0,0,0,0,0,0,50,27.2727272727273,0,0,"SPU_002931",0,FALSE
"148","Scaffold1022.38707.38707",0,6.25,3.17460317460317,10,2.17391304347826,0,3.7037037037037,0,0,5.43478260869565,1.8018018018018,7.35294117647059,"SPU_017960",2.67425810904072,TRUE
"149","Scaffold1022.38739.38739",0,4.6875,11.1111111111111,0.833333333333333,0,0,0,0,0,0,0,0,"SPU_017960",0,FALSE
"150","Scaffold1022.38745.38745",9.23076923076923,4.6875,0,0,0,0,2.46913580246914,0,2.17391304347826,0,0,0,"SPU_017960",0,FALSE
"151","Scaffold1022.38748.38748",0,7.8125,3.17460317460317,1.66666666666667,2.17391304347826,2.56410256410256,0,0,3.26086956521739,0,0,0,"SPU_017960",0.833333333333333,FALSE
"152","Scaffold1022.38778.38778",3.07692307692308,18.75,9.52380952380952,6.83760683760684,5.14705882352941,13.6752136752137,11.1111111111111,3.96039603960396,10.8695652173913,9.78260869565217,14.4144144144144,13.6363636363636,"SPU_017960",10.3260869565217,TRUE
"153","Scaffold1026.63275.63275",4.34782608695652,2.77777777777778,6.45161290322581,20,9.61538461538461,12.1951219512195,0,22.2222222222222,3.44827586206897,6.25,10.7142857142857,16.6666666666667,"SPU_010644",8.03349875930521,TRUE
"154","Scaffold1026.63292.63292",4.34782608695652,0,0,0,0,9.75609756097561,0,0,0,0,0,0,"SPU_010644",0,FALSE
"155","Scaffold1026.63332.63332",0,0,0,0,0,7.31707317073171,0,0,0,0,0,0,"SPU_010644",0,FALSE
"156","Scaffold1026.63351.63351",0,0,0,0,3.84615384615385,0,0,0,3.44827586206897,15.625,0,0,"SPU_010644",0,FALSE
"157","Scaffold1027.116318.116318",0,0,0,0,0,0,0,0,0,20,0,0,"SPU_003610",0,FALSE
"158","Scaffold1028.214669.214669",100,100,100,100,95.6989247311828,100,100,100,100,98.75,100,100,"SPU_020197",100,TRUE
"159","Scaffold1028.215652.215652",95.4545454545455,89.4736842105263,92,79.4117647058823,90,88.5714285714286,83.3333333333333,83.3333333333333,100,96.1538461538462,88.4615384615385,100,"SPU_020197",89.7368421052632,TRUE
"160","Scaffold1028.215654.215654",95.4545454545455,94.7368421052632,96,79.4117647058823,90,88.5714285714286,95.8333333333333,100,100,92.3076923076923,100,100,"SPU_020197",95.6439393939394,TRUE
"161","Scaffold1028.215656.215656",95.4545454545455,94.7368421052632,96,79.4117647058823,90,94.2857142857143,95.8333333333333,94.4444444444444,95.4545454545455,88.4615384615385,92.3076923076923,100,"SPU_020197",94.5906432748538,TRUE
"162","Scaffold1029.242407.242407",88.5714285714286,96.25,90.1639344262295,88,79.0322580645161,100,74.1935483870968,85.4166666666667,90.9090909090909,95.9183673469388,100,88,"SPU_007475",89.367681498829,TRUE
"163","Scaffold1029.93630.93630",0,0,0,0,0,0,0,0,0,0,0,0,"SPU_018917",0,FALSE
"164","Scaffold1029.93663.93663",0,0,0,0,0,0,0,0,0,3.33333333333333,0,0,"SPU_018917",0,FALSE
"165","Scaffold1029.93684.93684",0,0,0,0,0,0,0,0,0,0,0,0,"SPU_018917",0,FALSE
"166","Scaffold1029.93704.93704",4,0,0,2.85714285714286,3.63636363636364,24.2424242424242,30,0,0,0,0,0,"SPU_018917",0,FALSE
"167","Scaffold103.207421.207421",0,0,0,0,0,0,0,0,0,19.3548387096774,3.44827586206897,0,"SPU_024883",0,FALSE
"168","Scaffold103.207426.207426",0,4.76190476190476,0,6.25,27.7777777777778,2.63157894736842,0,10.5263157894737,20,19.3548387096774,10.3448275862069,10,"SPU_024883",8.125,TRUE
"169","Scaffold103.724920.724920",0,0,0,0,0,0,0,0,0,5.71428571428571,0,5.26315789473684,"SPU_028049",0,FALSE
"170","Scaffold103.724946.724946",45,0,11.7647058823529,0,11.1111111111111,5.26315789473684,27.2727272727273,0,11.4285714285714,14.2857142857143,26.3157894736842,26.3157894736842,"SPU_028049",11.5966386554622,TRUE
"171","Scaffold103.738307.738307",8.57142857142857,10.5263157894737,0,0,4.65116279069767,0,7.84313725490196,11.1111111111111,19.6078431372549,6.25,14,14.2857142857143,"SPU_028048",8.20728291316527,TRUE
"172","Scaffold103.738325.738325",0,0,0,0,0,0,0,0,0,0,4,0,"SPU_028048",0,FALSE
"173","Scaffold103.738326.738326",0,0,4.54545454545455,1.47058823529412,3.125,0,0,0,0,0,0,0,"SPU_028048",0,FALSE
